year,event,award,team,qual_rank,n_teams,rank_pct
2025,2025iacf,Regional FIRST Impact Award,7531,36,51,70.6
2025,2025iacf,Regional Engineering Inspiration Award,167,2,51,3.9
2025,2025iacf,Rookie All Star Award,10439,27,51,52.9
2025,2025iacf,Woodie Flowers Finalist Award,3313,4,51,7.8
2025,2025iacf,FIRST Dean's List Finalist Award,3928,11,51,21.6
2025,2025iacf,FIRST Dean's List Finalist Award,3928,11,51,21.6
2025,2025iacf,Regional Winners,1706,1,51,2.0
2025,2025iacf,Regional Winners,4646,5,51,9.8
2025,2025iacf,Regional Winners,5914,48,51,94.1
2025,2025iacf,Regional Finalists,167,2,51,3.9
2025,2025iacf,Regional Finalists,3313,4,51,7.8
2025,2025iacf,Regional Finalists,171,31,51,60.8
2025,2025iacf,Regional Finalists,8024,19,51,37.3
2025,2025iacf,Autonomous Award,4646,5,51,9.8
2025,2025iacf,Creativity Award sponsored by Rockwell Automation,6391,6,51,11.8
2025,2025iacf,Excellence in Engineering Award,525,7,51,13.7
2025,2025iacf,Gracious Professionalism Award,4859,39,51,76.5
2025,2025iacf,Imagery Award in honor of Jack Kamen,9445,28,51,54.9
2025,2025iacf,Industrial Design Award sponsored by General Motors,9576,9,51,17.6
2025,2025iacf,Innovation in Control Award sponsored by nVent,1706,1,51,2.0
2025,2025iacf,Judges' Award,5837,21,51,41.2
2025,2025iacf,Quality Award,9092,8,51,15.7
2025,2025iacf,Rising All-Star Award,6455,50,51,98.0
2025,2025iacf,Team Spirit Award,4539,34,51,66.7
2025,2025iacf,Team Sustainability Award sponsored by Dow,3928,11,51,21.6
2025,2025idbo,Regional FIRST Impact Award,6358,32,51,62.7
2025,2025idbo,Regional Engineering Inspiration Award,1148,4,51,7.8
2025,2025idbo,Rookie All Star Award,10395,40,51,78.4
2025,2025idbo,Woodie Flowers Finalist Award,5461,11,51,21.6
2025,2025idbo,Volunteer of the Year,2122,7,51,13.7
2025,2025idbo,FIRST Dean's List Finalist Award,1891,27,51,52.9
2025,2025idbo,FIRST Dean's List Finalist Award,9449,37,51,72.5
2025,2025idbo,Regional Winners,359,1,51,2.0
2025,2025idbo,Regional Winners,2122,7,51,13.7
2025,2025idbo,Regional Winners,3859,16,51,31.4
2025,2025idbo,Regional Finalists,3045,2,51,3.9
2025,2025idbo,Regional Finalists,2813,3,51,5.9
2025,2025idbo,Regional Finalists,3245,38,51,74.5
2025,2025idbo,Autonomous Award,2122,7,51,13.7
2025,2025idbo,Creativity Award sponsored by Rockwell Automation,5461,11,51,21.6
2025,2025idbo,Excellence in Engineering Award,696,6,51,11.8
2025,2025idbo,Gracious Professionalism Award,4598,22,51,43.1
2025,2025idbo,Imagery Award in honor of Jack Kamen,399,35,51,68.6
2025,2025idbo,Industrial Design Award sponsored by General Motors,6487,13,51,25.5
2025,2025idbo,Innovation in Control Award sponsored by nVent,3309,5,51,9.8
2025,2025idbo,Judges' Award,10448,34,51,66.7
2025,2025idbo,Quality Award,359,1,51,2.0
2025,2025idbo,Rising All-Star Award,9726,25,51,49.0
2025,2025idbo,Team Spirit Award,192,15,51,29.4
2025,2025idbo,Team Sustainability Award sponsored by Dow,6390,43,51,84.3
2025,2025ilch,Regional FIRST Impact Award,3061,2,38,5.3
2025,2025ilch,Regional Engineering Inspiration Award,9692,10,38,26.3
2025,2025ilch,Rookie All Star Award,10214,36,38,94.7
2025,2025ilch,Woodie Flowers Finalist Award,3061,2,38,5.3
2025,2025ilch,FIRST Dean's List Finalist Award,3023,20,38,52.6
2025,2025ilch,FIRST Dean's List Finalist Award,4645,25,38,65.8
2025,2025ilch,Regional Winners,111,1,38,2.6
2025,2025ilch,Regional Winners,2338,4,38,10.5
2025,2025ilch,Regional Winners,8029,34,38,89.5
2025,2025ilch,Regional Finalists,2022,8,38,21.1
2025,2025ilch,Regional Finalists,112,18,38,47.4
2025,2025ilch,Regional Finalists,9280,31,38,81.6
2025,2025ilch,Autonomous Award,111,1,38,2.6
2025,2025ilch,Creativity Award sponsored by Rockwell Automation,48,26,38,68.4
2025,2025ilch,Excellence in Engineering Award,2338,4,38,10.5
2025,2025ilch,Gracious Professionalism Award,1781,13,38,34.2
2025,2025ilch,Imagery Award in honor of Jack Kamen,9280,31,38,81.6
2025,2025ilch,Industrial Design Award sponsored by General Motors,10435,19,38,50.0
2025,2025ilch,Innovation in Control Award sponsored by nVent,4143,9,38,23.7
2025,2025ilch,Judges' Award,4787,6,38,15.8
2025,2025ilch,Quality Award,323,3,38,7.9
2025,2025ilch,Rising All-Star Award,2022,8,38,21.1
2025,2025ilch,Team Spirit Award,9669,28,38,73.7
2025,2025ilch,Team Sustainability Award sponsored by Dow,2638,5,38,13.2
2025,2025ilpe,Regional FIRST Impact Award,6421,12,35,34.3
2025,2025ilpe,Regional Engineering Inspiration Award,1138,5,35,14.3
2025,2025ilpe,Rookie All Star Award,10435,26,35,74.3
2025,2025ilpe,Woodie Flowers Finalist Award,4213,13,35,37.1
2025,2025ilpe,FIRST Dean's List Finalist Award,4213,13,35,37.1
2025,2025ilpe,FIRST Dean's List Finalist Award,2704,29,35,82.9
2025,2025ilpe,Regional Winners,2481,1,35,2.9
2025,2025ilpe,Regional Winners,1756,2,35,5.7
2025,2025ilpe,Regional Winners,2358,23,35,65.7
2025,2025ilpe,Regional Finalists,4143,4,35,11.4
2025,2025ilpe,Regional Finalists,5847,14,35,40.0
2025,2025ilpe,Regional Finalists,1208,25,35,71.4
2025,2025ilpe,Autonomous Award,4655,3,35,8.6
2025,2025ilpe,Creativity Award sponsored by Rockwell Automation,2481,1,35,2.9
2025,2025ilpe,Excellence in Engineering Award,1736,6,35,17.1
2025,2025ilpe,Gracious Professionalism Award,1259,24,35,68.6
2025,2025ilpe,Imagery Award in honor of Jack Kamen,2470,32,35,91.4
2025,2025ilpe,Industrial Design Award sponsored by General Motors,1756,2,35,5.7
2025,2025ilpe,Innovation in Control Award sponsored by nVent,4143,4,35,11.4
2025,2025ilpe,Judges' Award,8880,30,35,85.7
2025,2025ilpe,Quality Award,2022,10,35,28.6
2025,2025ilpe,Rising All-Star Award,2039,34,35,97.1
2025,2025ilpe,Team Spirit Award,4213,13,35,37.1
2025,2025ilpe,Team Sustainability Award sponsored by Dow,7417,22,35,62.9
2025,2025incmp,District Championship FIRST Impact Award,1741,6,38,15.8
2025,2025incmp,District Championship Engineering Inspiration Award,7657,20,38,52.6
2025,2025incmp,District Championship Rookie All Star Award,10021,32,38,84.2
2025,2025incmp,Woodie Flowers Finalist Award,868,2,38,5.3
2025,2025incmp,Volunteer of the Year,461,5,38,13.2
2025,2025incmp,FIRST Dean's List Finalist Award,71,,38,
2025,2025incmp,FIRST Dean's List Finalist Award,135,13,38,34.2
2025,2025incmp,District Championship Winner,7457,1,38,2.6
2025,2025incmp,District Championship Winner,868,2,38,5.3
2025,2025incmp,District Championship Winner,3487,33,38,86.8
2025,2025incmp,District Championship Winner,1747,16,38,42.1
2025,2025incmp,District Championship Finalist,4272,3,38,7.9
2025,2025incmp,District Championship Finalist,3940,4,38,10.5
2025,2025incmp,District Championship Finalist,6721,23,38,60.5
2025,2025incmp,Autonomous Award,7457,1,38,2.6
2025,2025incmp,Creativity Award sponsored by Rockwell Automation,829,15,38,39.5
2025,2025incmp,Excellence in Engineering Award,4926,14,38,36.8
2025,2025incmp,Gracious Professionalism Award,135,13,38,34.2
2025,2025incmp,Imagery Award in honor of Jack Kamen,45,7,38,18.4
2025,2025incmp,Industrial Design Award sponsored by General Motors,1024,18,38,47.4
2025,2025incmp,Innovation in Control Award sponsored by nVent,4272,3,38,7.9
2025,2025incmp,Judges' Award,5010,11,38,28.9
2025,2025incmp,Quality Award,461,5,38,13.2
2025,2025incmp,Rising All-Star Award,10332,37,38,97.4
2025,2025incmp,Team Spirit Award,3940,4,38,10.5
2025,2025incmp,Team Sustainability Award sponsored by Dow,5484,27,38,71.1
2025,2025inkok,District FIRST Impact Award,1741,6,40,15.0
2025,2025inkok,District Engineering Inspiration Award,868,5,40,12.5
2025,2025inkok,Rookie All Star Award,10021,16,40,40.0
2025,2025inkok,District Championship Dean's List Semi-Finalist,71,38,40,95.0
2025,2025inkok,District Championship Dean's List Semi-Finalist,9453,31,40,77.5
2025,2025inkok,District Event Winner,1501,1,40,2.5
2025,2025inkok,District Event Winner,868,5,40,12.5
2025,2025inkok,District Event Winner,8103,23,40,57.5
2025,2025inkok,District Event Finalist,45,4,40,10.0
2025,2025inkok,District Event Finalist,1741,6,40,15.0
2025,2025inkok,District Event Finalist,9453,31,40,77.5
2025,2025inkok,Autonomous Award,3940,2,40,5.0
2025,2025inkok,Creativity Award sponsored by Rockwell Automation,45,4,40,10.0
2025,2025inkok,Excellence in Engineering Award,1720,27,40,67.5
2025,2025inkok,Gracious Professionalism Award,5010,18,40,45.0
2025,2025inkok,Imagery Award in honor of Jack Kamen,4580,34,40,85.0
2025,2025inkok,Industrial Design Award sponsored by General Motors,3494,8,40,20.0
2025,2025inkok,Innovation in Control Award sponsored by nVent,1501,1,40,2.5
2025,2025inkok,Judges' Award,4272,3,40,7.5
2025,2025inkok,Quality Award,7454,11,40,27.5
2025,2025inkok,Rising All-Star Award,1018,17,40,42.5
2025,2025inkok,Team Spirit Award,5484,7,40,17.5
2025,2025inkok,Team Sustainability Award sponsored by Dow,234,10,40,25.0
2025,2025inlaf,District FIRST Impact Award,135,23,42,54.8
2025,2025inlaf,District Engineering Inspiration Award,7657,22,42,52.4
2025,2025inlaf,Rookie All Star Award,10029,26,42,61.9
2025,2025inlaf,District Championship Dean's List Semi-Finalist,135,23,42,54.8
2025,2025inlaf,District Championship Dean's List Semi-Finalist,3494,2,42,4.8
2025,2025inlaf,District Event Winner,7457,1,42,2.4
2025,2025inlaf,District Event Winner,4272,3,42,7.1
2025,2025inlaf,District Event Winner,3487,17,42,40.5
2025,2025inlaf,District Event Finalist,4485,13,42,31.0
2025,2025inlaf,District Event Finalist,7617,30,42,71.4
2025,2025inlaf,District Event Finalist,292,19,42,45.2
2025,2025inlaf,Autonomous Award,7457,1,42,2.4
2025,2025inlaf,Creativity Award sponsored by Rockwell Automation,4272,3,42,7.1
2025,2025inlaf,Excellence in Engineering Award,3494,2,42,4.8
2025,2025inlaf,Gracious Professionalism Award,1024,4,42,9.5
2025,2025inlaf,Imagery Award in honor of Jack Kamen,829,6,42,14.3
2025,2025inlaf,Industrial Design Award sponsored by General Motors,461,7,42,16.7
2025,2025inlaf,Innovation in Control Award sponsored by nVent,3176,9,42,21.4
2025,2025inlaf,Judges' Award,1646,28,42,66.7
2025,2025inlaf,Quality Award,10021,8,42,19.0
2025,2025inlaf,Rising All-Star Award,10493,38,42,90.5
2025,2025inlaf,Team Spirit Award,71,34,42,81.0
2025,2025inlaf,Team Sustainability Award sponsored by Dow,1741,10,42,23.8
2025,2025inmis,District FIRST Impact Award,461,4,36,11.1
2025,2025inmis,District Engineering Inspiration Award,135,3,36,8.3
2025,2025inmis,Rookie All Star Award,10172,21,36,58.3
2025,2025inmis,District Championship Dean's List Semi-Finalist,5484,23,36,63.9
2025,2025inmis,District Championship Dean's List Semi-Finalist,7457,1,36,2.8
2025,2025inmis,District Event Winner,7457,1,36,2.8
2025,2025inmis,District Event Winner,1501,2,36,5.6
2025,2025inmis,District Event Winner,10332,12,36,33.3
2025,2025inmis,District Event Finalist,135,3,36,8.3
2025,2025inmis,District Event Finalist,461,4,36,11.1
2025,2025inmis,District Event Finalist,1555,25,36,69.4
2025,2025inmis,Autonomous Award,1501,2,36,5.6
2025,2025inmis,Creativity Award sponsored by Rockwell Automation,328,13,36,36.1
2025,2025inmis,Excellence in Engineering Award,45,8,36,22.2
2025,2025inmis,Gracious Professionalism Award,6721,7,36,19.4
2025,2025inmis,Imagery Award in honor of Jack Kamen,1646,36,36,100.0
2025,2025inmis,Industrial Design Award sponsored by General Motors,4926,22,36,61.1
2025,2025inmis,Innovation in Control Award sponsored by nVent,5010,6,36,16.7
2025,2025inmis,Judges' Award,9071,28,36,77.8
2025,2025inmis,Quality Award,7457,1,36,2.8
2025,2025inmis,Rising All-Star Award,10411,33,36,91.7
2025,2025inmis,Team Spirit Award,2171,17,36,47.2
2025,2025inmis,Team Sustainability Award sponsored by Dow,3176,10,36,27.8
2025,2025inwas,District FIRST Impact Award,7454,3,26,11.5
2025,2025inwas,District Engineering Inspiration Award,234,7,26,26.9
2025,2025inwas,Rookie All Star Award,10492,25,26,96.2
2025,2025inwas,District Championship Dean's List Semi-Finalist,1720,21,26,80.8
2025,2025inwas,District Championship Dean's List Semi-Finalist,234,7,26,26.9
2025,2025inwas,District Event Winner,868,1,26,3.8
2025,2025inwas,District Event Winner,1501,5,26,19.2
2025,2025inwas,District Event Winner,10492,25,26,96.2
2025,2025inwas,District Event Finalist,3940,2,26,7.7
2025,2025inwas,District Event Finalist,7617,6,26,23.1
2025,2025inwas,District Event Finalist,8430,24,26,92.3
2025,2025inwas,Autonomous Award,868,1,26,3.8
2025,2025inwas,Creativity Award sponsored by Rockwell Automation,3452,8,26,30.8
2025,2025inwas,Excellence in Engineering Award,3940,2,26,7.7
2025,2025inwas,Gracious Professionalism Award,7657,12,26,46.2
2025,2025inwas,Imagery Award in honor of Jack Kamen,9554,11,26,42.3
2025,2025inwas,Industrial Design Award sponsored by General Motors,1720,21,26,80.8
2025,2025inwas,Innovation in Control Award sponsored by nVent,5188,18,26,69.2
2025,2025inwas,Judges' Award,6498,16,26,61.5
2025,2025inwas,Quality Award,5402,4,26,15.4
2025,2025inwas,Rising All-Star Award,1018,19,26,73.1
2025,2025inwas,Team Spirit Award,7617,6,26,23.1
2025,2025inwas,Team Sustainability Award sponsored by Dow,8116,23,26,88.5
2025,2025iscmp,District Championship FIRST Impact Award,5614,12,45,26.7
2025,2025iscmp,District Championship Engineering Inspiration Award,6738,24,45,53.3
2025,2025iscmp,Woodie Flowers Finalist Award,1937,27,45,60.0
2025,2025iscmp,FIRST Dean's List Finalist Award,6104,41,45,91.1
2025,2025iscmp,FIRST Dean's List Finalist Award,2212,,45,
2025,2025iscmp,District Championship Winner,1690,1,45,2.2
2025,2025iscmp,District Championship Winner,5990,7,45,15.6
2025,2025iscmp,District Championship Winner,5654,40,45,88.9
2025,2025iscmp,District Championship Finalist,5951,3,45,6.7
2025,2025iscmp,District Championship Finalist,3339,8,45,17.8
2025,2025iscmp,District Championship Finalist,4320,29,45,64.4
2025,2025iscmp,Autonomous Award,2231,4,45,8.9
2025,2025iscmp,Creativity Award sponsored by Rockwell Automation,1574,30,45,66.7
2025,2025iscmp,Excellence in Engineering Award,2630,22,45,48.9
2025,2025iscmp,Gracious Professionalism Award,1577,15,45,33.3
2025,2025iscmp,Imagery Award in honor of Jack Kamen,6740,14,45,31.1
2025,2025iscmp,Industrial Design Award sponsored by General Motors,5990,7,45,15.6
2025,2025iscmp,Innovation in Control Award sponsored by nVent,1690,1,45,2.2
2025,2025iscmp,Judges' Award,2096,19,45,42.2
2025,2025iscmp,Quality Award,1942,13,45,28.9
2025,2025iscmp,Rising All-Star Award,4661,35,45,77.8
2025,2025iscmp,Team Spirit Award,4590,6,45,13.3
2025,2025iscmp,Team Sustainability Award sponsored by Dow,3339,8,45,17.8
2025,2025isde1,District FIRST Impact Award,2096,13,29,44.8
2025,2025isde1,District Engineering Inspiration Award,5614,1,29,3.4
2025,2025isde1,District Event Winner,5614,1,29,3.4
2025,2025isde1,District Event Winner,1690,2,29,6.9
2025,2025isde1,District Event Winner,5928,26,29,89.7
2025,2025isde1,District Event Finalist,2630,3,29,10.3
2025,2025isde1,District Event Finalist,5951,4,29,13.8
2025,2025isde1,District Event Finalist,1943,24,29,82.8
2025,2025isde1,District Event Finalist,6230,20,29,69.0
2025,2025isde1,Autonomous Award,1690,2,29,6.9
2025,2025isde1,Creativity Award sponsored by Rockwell Automation,2630,3,29,10.3
2025,2025isde1,Excellence in Engineering Award,5951,4,29,13.8
2025,2025isde1,Gracious Professionalism Award,1577,7,29,24.1
2025,2025isde1,Imagery Award in honor of Jack Kamen,5635,6,29,20.7
2025,2025isde1,Industrial Design Award sponsored by General Motors,6738,12,29,41.4
2025,2025isde1,Innovation in Control Award sponsored by nVent,4338,14,29,48.3
2025,2025isde1,Judges' Award,4661,9,29,31.0
2025,2025isde1,Quality Award,5654,18,29,62.1
2025,2025isde1,Rising All-Star Award,9738,17,29,58.6
2025,2025isde1,Team Spirit Award,8223,8,29,27.6
2025,2025isde1,Team Sustainability Award sponsored by Dow,4416,10,29,34.5
2025,2025isde2,District FIRST Impact Award,5614,1,33,3.0
2025,2025isde2,District Engineering Inspiration Award,9740,29,33,87.9
2025,2025isde2,District Event Winner,5614,1,33,3.0
2025,2025isde2,District Event Winner,2231,4,33,12.1
2025,2025isde2,District Event Winner,4586,33,33,100.0
2025,2025isde2,District Event Winner,1576,14,33,42.4
2025,2025isde2,District Event Finalist,5990,2,33,6.1
2025,2025isde2,District Event Finalist,3339,6,33,18.2
2025,2025isde2,District Event Finalist,1937,24,33,72.7
2025,2025isde2,Autonomous Award,3339,6,33,18.2
2025,2025isde2,Creativity Award sponsored by Rockwell Automation,7112,22,33,66.7
2025,2025isde2,Excellence in Engineering Award,2231,4,33,12.1
2025,2025isde2,Gracious Professionalism Award,4586,33,33,100.0
2025,2025isde2,Imagery Award in honor of Jack Kamen,6740,21,33,63.6
2025,2025isde2,Industrial Design Award sponsored by General Motors,3075,11,33,33.3
2025,2025isde2,Innovation in Control Award sponsored by nVent,5990,2,33,6.1
2025,2025isde2,Judges' Award,9739,20,33,60.6
2025,2025isde2,Quality Award,7845,18,33,54.5
2025,2025isde2,Rising All-Star Award,10139,19,33,57.6
2025,2025isde2,Team Spirit Award,2230,5,33,15.2
2025,2025isde2,Team Sustainability Award sponsored by Dow,3211,10,33,30.3
2025,2025isde3,District FIRST Impact Award,3339,3,29,10.3
2025,2025isde3,District Engineering Inspiration Award,5654,16,29,55.2
2025,2025isde3,Rookie All Star Award,10695,26,29,89.7
2025,2025isde3,District Event Winner,1690,1,29,3.4
2025,2025isde3,District Event Winner,5990,7,29,24.1
2025,2025isde3,District Event Winner,5135,25,29,86.2
2025,2025isde3,District Event Finalist,1574,4,29,13.8
2025,2025isde3,District Event Finalist,4744,5,29,17.2
2025,2025isde3,District Event Finalist,3316,22,29,75.9
2025,2025isde3,Autonomous Award,5987,10,29,34.5
2025,2025isde3,Creativity Award sponsored by Rockwell Automation,9738,11,29,37.9
2025,2025isde3,Excellence in Engineering Award,5990,7,29,24.1
2025,2025isde3,Gracious Professionalism Award,3075,6,29,20.7
2025,2025isde3,Imagery Award in honor of Jack Kamen,2096,9,29,31.0
2025,2025isde3,Industrial Design Award sponsored by General Motors,1574,4,29,13.8
2025,2025isde3,Innovation in Control Award sponsored by nVent,1690,1,29,3.4
2025,2025isde3,Judges' Award,4590,2,29,6.9
2025,2025isde3,Quality Award,7845,13,29,44.8
2025,2025isde3,Rising All-Star Award,5928,21,29,72.4
2025,2025isde3,Team Spirit Award,3065,14,29,48.3
2025,2025isde3,Team Sustainability Award sponsored by Dow,3211,23,29,79.3
2025,2025isde4,District FIRST Impact Award,8223,19,33,57.6
2025,2025isde4,District Engineering Inspiration Award,6738,27,33,81.8
2025,2025isde4,District Event Winner,2231,1,33,3.0
2025,2025isde4,District Event Winner,2630,3,33,9.1
2025,2025isde4,District Event Winner,9740,16,33,48.5
2025,2025isde4,District Event Finalist,2230,2,33,6.1
2025,2025isde4,District Event Finalist,7039,8,33,24.2
2025,2025isde4,District Event Finalist,1577,29,33,87.9
2025,2025isde4,Autonomous Award,5951,13,33,39.4
2025,2025isde4,Creativity Award sponsored by Rockwell Automation,7039,8,33,24.2
2025,2025isde4,Excellence in Engineering Award,2630,3,33,9.1
2025,2025isde4,Gracious Professionalism Award,6104,22,33,66.7
2025,2025isde4,Imagery Award in honor of Jack Kamen,9739,30,33,90.9
2025,2025isde4,Industrial Design Award sponsored by General Motors,2231,1,33,3.0
2025,2025isde4,Innovation in Control Award sponsored by nVent,2230,2,33,6.1
2025,2025isde4,Judges' Award,5554,14,33,42.4
2025,2025isde4,Quality Award,1942,9,33,27.3
2025,2025isde4,Rising All-Star Award,4661,26,33,78.8
2025,2025isde4,Team Spirit Award,5291,15,33,45.5
2025,2025isde4,Team Sustainability Award sponsored by Dow,5635,5,33,15.2
2025,2025joh,Engineering Inspiration Award,6024,52,75,69.3
2025,2025joh,Rookie All Star Award,10213,71,75,94.7
2025,2025joh,Championship Division Winner,1690,1,75,1.3
2025,2025joh,Championship Division Winner,4414,6,75,8.0
2025,2025joh,Championship Division Winner,2073,57,75,76.0
2025,2025joh,Championship Division Winner,5166,18,75,24.0
2025,2025joh,Championship Division Finalist,6800,3,75,4.0
2025,2025joh,Championship Division Finalist,2930,9,75,12.0
2025,2025joh,Championship Division Finalist,2054,50,75,66.7
2025,2025joh,Championship Division Finalist,686,37,75,49.3
2025,2025joh,Autonomous Award,111,4,75,5.3
2025,2025joh,Creativity Award sponsored by Rockwell Automation,581,23,75,30.7
2025,2025joh,Excellence in Engineering Award,8033,43,75,57.3
2025,2025joh,Gracious Professionalism Award,1325,7,75,9.3
2025,2025joh,Imagery Award in honor of Jack Kamen,5705,72,75,96.0
2025,2025joh,Industrial Design Award sponsored by General Motors,6800,3,75,4.0
2025,2025joh,Innovation in Control Award sponsored by nVent,1619,2,75,2.7
2025,2025joh,Judges' Award,5352,20,75,26.7
2025,2025joh,Quality Award,1690,1,75,1.3
2025,2025joh,Rising All-Star Award,9427,68,75,90.7
2025,2025joh,Team Spirit Award,5199,29,75,38.7
2025,2025joh,Team Sustainability Award sponsored by Dow,7840,60,75,80.0
2025,2025ksla,Regional FIRST Impact Award,6652,24,36,66.7
2025,2025ksla,Regional Engineering Inspiration Award,1108,2,36,5.6
2025,2025ksla,Rookie All Star Award,10682,31,36,86.1
2025,2025ksla,Woodie Flowers Finalist Award,5013,16,36,44.4
2025,2025ksla,FIRST Dean's List Finalist Award,6652,24,36,66.7
2025,2025ksla,FIRST Dean's List Finalist Award,5189,25,36,69.4
2025,2025ksla,Regional Winners,7421,3,36,8.3
2025,2025ksla,Regional Winners,1825,6,36,16.7
2025,2025ksla,Regional Winners,5013,16,36,44.4
2025,2025ksla,Regional Finalists,1108,2,36,5.6
2025,2025ksla,Regional Finalists,1847,5,36,13.9
2025,2025ksla,Regional Finalists,9316,29,36,80.6
2025,2025ksla,Autonomous Award,1986,4,36,11.1
2025,2025ksla,Creativity Award sponsored by Rockwell Automation,1825,6,36,16.7
2025,2025ksla,Excellence in Engineering Award,1730,1,36,2.8
2025,2025ksla,Gracious Professionalism Award,1764,20,36,55.6
2025,2025ksla,Imagery Award in honor of Jack Kamen,4959,8,36,22.2
2025,2025ksla,Industrial Design Award sponsored by General Motors,7421,3,36,8.3
2025,2025ksla,Innovation in Control Award sponsored by nVent,9316,29,36,80.6
2025,2025ksla,Judges' Award,9551,23,36,63.9
2025,2025ksla,Quality Award,1810,13,36,36.1
2025,2025ksla,Rising All-Star Award,5268,7,36,19.4
2025,2025ksla,Team Spirit Award,5013,16,36,44.4
2025,2025ksla,Team Sustainability Award sponsored by Dow,5119,34,36,94.4
2025,2025lake,Regional FIRST Impact Award,34,19,55,34.5
2025,2025lake,Regional Engineering Inspiration Award,2080,40,55,72.7
2025,2025lake,Rookie All Star Award,10217,15,55,27.3
2025,2025lake,Woodie Flowers Finalist Award,8044,1,55,1.8
2025,2025lake,FIRST Dean's List Finalist Award,2080,40,55,72.7
2025,2025lake,FIRST Dean's List Finalist Award,2152,52,55,94.5
2025,2025lake,Regional Winners,8044,1,55,1.8
2025,2025lake,Regional Winners,16,4,55,7.3
2025,2025lake,Regional Winners,9787,23,55,41.8
2025,2025lake,Regional Finalists,5653,2,55,3.6
2025,2025lake,Regional Finalists,2992,10,55,18.2
2025,2025lake,Regional Finalists,34,19,55,34.5
2025,2025lake,Autonomous Award,16,4,55,7.3
2025,2025lake,Creativity Award sponsored by Rockwell Automation,8044,1,55,1.8
2025,2025lake,Excellence in Engineering Award,364,24,55,43.6
2025,2025lake,Gracious Professionalism Award,9610,53,55,96.4
2025,2025lake,Imagery Award in honor of Jack Kamen,2152,52,55,94.5
2025,2025lake,Industrial Design Award sponsored by General Motors,9787,23,55,41.8
2025,2025lake,Innovation in Control Award sponsored by nVent,8808,8,55,14.5
2025,2025lake,Judges' Award,3526,7,55,12.7
2025,2025lake,Quality Award,456,5,55,9.1
2025,2025lake,Rising All-Star Award,9067,31,55,56.4
2025,2025lake,Team Spirit Award,3102,14,55,25.5
2025,2025lake,Team Sustainability Award sponsored by Dow,3039,47,55,85.5
2025,2025mabos,District FIRST Impact Award,125,1,38,2.6
2025,2025mabos,District Engineering Inspiration Award,5112,16,38,42.1
2025,2025mabos,Rookie All Star Award,10063,18,38,47.4
2025,2025mabos,District Championship Dean's List Semi-Finalist,509,31,38,81.6
2025,2025mabos,District Championship Dean's List Semi-Finalist,4048,21,38,55.3
2025,2025mabos,District Event Winner,125,1,38,2.6
2025,2025mabos,District Event Winner,5813,3,38,7.9
2025,2025mabos,District Event Winner,175,19,38,50.0
2025,2025mabos,District Event Finalist,6201,2,38,5.3
2025,2025mabos,District Event Finalist,6324,7,38,18.4
2025,2025mabos,District Event Finalist,8626,24,38,63.2
2025,2025mabos,Autonomous Award,2423,6,38,15.8
2025,2025mabos,Creativity Award sponsored by Rockwell Automation,8626,24,38,63.2
2025,2025mabos,Excellence in Engineering Award,509,31,38,81.6
2025,2025mabos,Gracious Professionalism Award,246,17,38,44.7
2025,2025mabos,Imagery Award in honor of Jack Kamen,4048,21,38,55.3
2025,2025mabos,Industrial Design Award sponsored by General Motors,6324,7,38,18.4
2025,2025mabos,Innovation in Control Award sponsored by nVent,2713,4,38,10.5
2025,2025mabos,Judges' Award,6201,2,38,5.3
2025,2025mabos,Quality Award,8724,20,38,52.6
2025,2025mabos,Rising All-Star Award,10156,26,38,68.4
2025,2025mabos,Team Spirit Award,175,19,38,50.0
2025,2025mabos,Team Sustainability Award sponsored by Dow,151,13,38,34.2
2025,2025marc,Mentor of the Year,8280,7,21,33.3
2025,2025marc,Winner,9245,1,21,4.8
2025,2025marc,Winner,226,2,21,9.5
2025,2025marc,Winner,240,21,21,100.0
2025,2025marc,Finalist,4422,3,21,14.3
2025,2025marc,Finalist,3538,11,21,52.4
2025,2025marc,Finalist,4395,18,21,85.7
2025,2025marc,Autopilot Award for Autonomous,3538,11,21,52.4
2025,2025marc,Coast Guard Award for Gracious Professionalism,6570,9,21,42.9
2025,2025marc,Fathom Award for End Game,4381,5,21,23.8
2025,2025marc,Trident Award for the Best Robot,9245,1,21,4.8
2025,2025mawne,District FIRST Impact Award,467,4,35,11.4
2025,2025mawne,District Engineering Inspiration Award,195,1,35,2.9
2025,2025mawne,Rookie All Star Award,10592,16,35,45.7
2025,2025mawne,District Championship Dean's List Semi-Finalist,1100,6,35,17.1
2025,2025mawne,District Championship Dean's List Semi-Finalist,8567,21,35,60.0
2025,2025mawne,District Event Winner,195,1,35,2.9
2025,2025mawne,District Event Winner,176,2,35,5.7
2025,2025mawne,District Event Winner,9710,30,35,85.7
2025,2025mawne,District Event Finalist,571,3,35,8.6
2025,2025mawne,District Event Finalist,8013,8,35,22.9
2025,2025mawne,District Event Finalist,8567,21,35,60.0
2025,2025mawne,Autonomous Award,176,2,35,5.7
2025,2025mawne,Creativity Award sponsored by Rockwell Automation,177,7,35,20.0
2025,2025mawne,Excellence in Engineering Award,236,15,35,42.9
2025,2025mawne,Gracious Professionalism Award,178,31,35,88.6
2025,2025mawne,Imagery Award in honor of Jack Kamen,8567,21,35,60.0
2025,2025mawne,Industrial Design Award sponsored by General Motors,8046,13,35,37.1
