year,event,award,team,qual_rank,n_teams,rank_pct
2022,2022alhu,Regional Chairman's Award,6652,21,49,42.9
2022,2022alhu,Regional Engineering Inspiration Award,4013,40,49,81.6
2022,2022alhu,Rookie All Star Award,8733,33,49,67.3
2022,2022alhu,Woodie Flowers Finalist Award,1038,39,49,79.6
2022,2022alhu,FIRST Dean's List Finalist Award,1038,39,49,79.6
2022,2022alhu,FIRST Dean's List Finalist Award,325,4,49,8.2
2022,2022alhu,Regional Winners,364,1,49,2.0
2022,2022alhu,Regional Winners,59,2,49,4.1
2022,2022alhu,Regional Winners,3959,15,49,30.6
2022,2022alhu,Regional Finalists,6517,3,49,6.1
2022,2022alhu,Regional Finalists,1710,9,49,18.4
2022,2022alhu,Regional Finalists,6652,21,49,42.9
2022,2022alhu,Autonomous Award sponsored by Ford,59,2,49,4.1
2022,2022alhu,Creativity Award sponsored by Rockwell Automation,3843,30,49,61.2
2022,2022alhu,Entrepreneurship Award,2010,16,49,32.7
2022,2022alhu,Excellence in Engineering Award,1710,9,49,18.4
2022,2022alhu,Gracious Professionalism Award,2556,26,49,53.1
2022,2022alhu,Highest Rookie Seed,8823,32,49,65.3
2022,2022alhu,Imagery Award in honor of Jack Kamen,3465,45,49,91.8
2022,2022alhu,Industrial Design Award sponsored by General Motors,144,6,49,12.2
2022,2022alhu,Innovation in Control Award,364,1,49,2.0
2022,2022alhu,Judges' Award,3653,10,49,20.4
2022,2022alhu,Quality Award,5410,14,49,28.6
2022,2022alhu,Rookie Inspiration Award,8838,48,49,98.0
2022,2022alhu,Team Spirit Award,5484,7,49,14.3
2022,2022alhu,Wildcard,3959,15,49,30.6
2022,2022arli,Regional Chairman's Award,2341,6,19,31.6
2022,2022arli,Regional Engineering Inspiration Award,5006,18,19,94.7
2022,2022arli,Woodie Flowers Finalist Award,5454,5,19,26.3
2022,2022arli,FIRST Dean's List Finalist Award,16,1,19,5.3
2022,2022arli,FIRST Dean's List Finalist Award,5006,18,19,94.7
2022,2022arli,Regional Winners,16,1,19,5.3
2022,2022arli,Regional Winners,4635,2,19,10.5
2022,2022arli,Regional Winners,6586,17,19,89.5
2022,2022arli,Regional Finalists,3937,3,19,15.8
2022,2022arli,Regional Finalists,5454,5,19,26.3
2022,2022arli,Regional Finalists,7483,19,19,100.0
2022,2022arli,Autonomous Award sponsored by Ford,16,1,19,5.3
2022,2022arli,Excellence in Engineering Award,4635,2,19,10.5
2022,2022arli,Gracious Professionalism Award,5454,5,19,26.3
2022,2022arli,Industrial Design Award sponsored by General Motors,1730,4,19,21.1
2022,2022arli,Quality Award,3937,3,19,15.8
2022,2022arli,Team Spirit Award,6055,7,19,36.8
2022,2022arli,Wildcard,6586,17,19,89.5
2022,2022arli,Wildcard,5454,5,19,26.3
2022,2022arli,Wildcard,7483,19,19,100.0
2022,2022ausc,Regional Chairman's Award,5985,14,27,51.9
2022,2022ausc,Regional Engineering Inspiration Award,4788,,27,
2022,2022ausc,Rookie All Star Award,8875,11,27,40.7
2022,2022ausc,Woodie Flowers Finalist Award,6510,4,27,14.8
2022,2022ausc,FIRST Dean's List Finalist Award,6035,17,27,63.0
2022,2022ausc,FIRST Dean's List Finalist Award,3132,3,27,11.1
2022,2022ausc,Regional Winners,4613,1,27,3.7
2022,2022ausc,Regional Winners,6510,4,27,14.8
2022,2022ausc,Regional Winners,5876,27,27,100.0
2022,2022ausc,Regional Finalists,4774,2,27,7.4
2022,2022ausc,Regional Finalists,5584,5,27,18.5
2022,2022ausc,Regional Finalists,6432,26,27,96.3
2022,2022ausc,Autonomous Award sponsored by Ford,4613,1,27,3.7
2022,2022ausc,Creativity Award sponsored by Rockwell Automation,3132,3,27,11.1
2022,2022ausc,Entrepreneurship Award,7583,7,27,25.9
2022,2022ausc,Excellence in Engineering Award,5331,10,27,37.0
2022,2022ausc,Gracious Professionalism Award,5876,27,27,100.0
2022,2022ausc,Highest Rookie Seed,8875,11,27,40.7
2022,2022ausc,Imagery Award in honor of Jack Kamen,6476,13,27,48.1
2022,2022ausc,Industrial Design Award sponsored by General Motors,7561,8,27,29.6
2022,2022ausc,Innovation in Control Award,4774,2,27,7.4
2022,2022ausc,Judges' Award,6050,25,27,92.6
2022,2022ausc,Quality Award,6510,4,27,14.8
2022,2022ausc,Rookie Inspiration Award,8844,20,27,74.1
2022,2022ausc,Team Spirit Award,6035,17,27,63.0
2022,2022azfl,Regional Chairman's Award,498,13,36,36.1
2022,2022azfl,Regional Engineering Inspiration Award,2486,11,36,30.6
2022,2022azfl,Rookie All Star Award,8745,12,36,33.3
2022,2022azfl,Woodie Flowers Finalist Award,3853,6,36,16.7
2022,2022azfl,FIRST Dean's List Finalist Award,2486,11,36,30.6
2022,2022azfl,FIRST Dean's List Finalist Award,991,23,36,63.9
2022,2022azfl,Regional Winners,2122,1,36,2.8
2022,2022azfl,Regional Winners,114,2,36,5.6
2022,2022azfl,Regional Winners,1726,21,36,58.3
2022,2022azfl,Regional Finalists,4068,4,36,11.1
2022,2022azfl,Regional Finalists,3200,14,36,38.9
2022,2022azfl,Regional Finalists,1410,28,36,77.8
2022,2022azfl,Regional Finalists,8087,22,36,61.1
2022,2022azfl,Autonomous Award sponsored by Ford,2122,1,36,2.8
2022,2022azfl,Creativity Award sponsored by Rockwell Automation,114,2,36,5.6
2022,2022azfl,Entrepreneurship Award,1410,28,36,77.8
2022,2022azfl,Excellence in Engineering Award,3200,14,36,38.9
2022,2022azfl,Gracious Professionalism Award,996,35,36,97.2
2022,2022azfl,Highest Rookie Seed,8745,12,36,33.3
2022,2022azfl,Imagery Award in honor of Jack Kamen,8087,22,36,61.1
2022,2022azfl,Industrial Design Award sponsored by General Motors,2403,10,36,27.8
2022,2022azfl,Innovation in Control Award,2083,34,36,94.4
2022,2022azfl,Judges' Award,1891,9,36,25.0
2022,2022azfl,Quality Award,4418,19,36,52.8
2022,2022azfl,Team Spirit Award,7426,17,36,47.2
2022,2022azva,Regional Chairman's Award,6413,7,35,20.0
2022,2022azva,Regional Engineering Inspiration Award,2073,8,35,22.9
2022,2022azva,Rookie All Star Award,8848,5,35,14.3
2022,2022azva,Woodie Flowers Finalist Award,2403,11,35,31.4
2022,2022azva,FIRST Dean's List Finalist Award,6479,26,35,74.3
2022,2022azva,FIRST Dean's List Finalist Award,6833,19,35,54.3
2022,2022azva,Regional Winners,4415,1,35,2.9
2022,2022azva,Regional Winners,2478,3,35,8.6
2022,2022azva,Regional Winners,7703,20,35,57.1
2022,2022azva,Regional Finalists,498,2,35,5.7
2022,2022azva,Regional Finalists,3853,4,35,11.4
2022,2022azva,Regional Finalists,3245,25,35,71.4
2022,2022azva,Autonomous Award sponsored by Ford,6479,26,35,74.3
2022,2022azva,Creativity Award sponsored by Rockwell Automation,3944,12,35,34.3
2022,2022azva,Entrepreneurship Award,2403,11,35,31.4
2022,2022azva,Excellence in Engineering Award,3853,4,35,11.4
2022,2022azva,Gracious Professionalism Award,3019,27,35,77.1
2022,2022azva,Highest Rookie Seed,8848,5,35,14.3
2022,2022azva,Imagery Award in honor of Jack Kamen,6352,6,35,17.1
2022,2022azva,Industrial Design Award sponsored by General Motors,2478,3,35,8.6
2022,2022azva,Innovation in Control Award,4415,1,35,2.9
2022,2022azva,Judges' Award,4146,30,35,85.7
2022,2022azva,Quality Award,4817,14,35,40.0
2022,2022azva,Rookie Inspiration Award,8745,15,35,42.9
2022,2022azva,Team Spirit Award,6833,19,35,54.3
2022,2022bcvi,Regional Chairman's Award,6390,6,22,27.3
2022,2022bcvi,Regional Engineering Inspiration Award,6485,3,22,13.6
2022,2022bcvi,Woodie Flowers Finalist Award,6390,6,22,27.3
2022,2022bcvi,FIRST Dean's List Finalist Award,4421,2,22,9.1
2022,2022bcvi,Regional Winners,6364,1,22,4.5
2022,2022bcvi,Regional Winners,4421,2,22,9.1
2022,2022bcvi,Regional Winners,7167,18,22,81.8
2022,2022bcvi,Regional Finalists,6485,3,22,13.6
2022,2022bcvi,Regional Finalists,6351,9,22,40.9
2022,2022bcvi,Regional Finalists,8082,17,22,77.3
2022,2022bcvi,Creativity Award sponsored by Rockwell Automation,4627,10,22,45.5
2022,2022bcvi,Excellence in Engineering Award,6364,1,22,4.5
2022,2022bcvi,Gracious Professionalism Award,216,12,22,54.5
2022,2022bcvi,Highest Rookie Seed,8794,19,22,86.4
2022,2022bcvi,Innovation in Control Award,4421,2,22,9.1
2022,2022bcvi,Judges' Award,7787,4,22,18.2
2022,2022bcvi,Team Spirit Award,7332,11,22,50.0
2022,2022caav,Regional Chairman's Award,399,10,35,28.6
2022,2022caav,Regional Engineering Inspiration Award,1700,20,35,57.1
2022,2022caav,Woodie Flowers Finalist Award,6989,29,35,82.9
2022,2022caav,FIRST Dean's List Finalist Award,399,10,35,28.6
2022,2022caav,FIRST Dean's List Finalist Award,2658,16,35,45.7
2022,2022caav,Regional Winners,5199,1,35,2.9
2022,2022caav,Regional Winners,4414,3,35,8.6
2022,2022caav,Regional Winners,5526,31,35,88.6
2022,2022caav,Regional Finalists,3647,2,35,5.7
2022,2022caav,Regional Finalists,1538,5,35,14.3
2022,2022caav,Regional Finalists,6989,29,35,82.9
2022,2022caav,Autonomous Award sponsored by Ford,3647,2,35,5.7
2022,2022caav,Creativity Award sponsored by Rockwell Automation,3669,12,35,34.3
2022,2022caav,Entrepreneurship Award,5199,1,35,2.9
2022,2022caav,Excellence in Engineering Award,2429,11,35,31.4
2022,2022caav,Gracious Professionalism Award,5012,28,35,80.0
2022,2022caav,Imagery Award in honor of Jack Kamen,5869,24,35,68.6
2022,2022caav,Industrial Design Award sponsored by General Motors,4414,3,35,8.6
2022,2022caav,Innovation in Control Award,5818,7,35,20.0
2022,2022caav,Judges' Award,4014,23,35,65.7
2022,2022caav,Quality Award,1538,5,35,14.3
2022,2022caav,Team Spirit Award,6305,15,35,42.9
2022,2022caav,Wildcard,5526,31,35,88.6
2022,2022cabb,Winner,3476,,,
2022,2022cabb,Winner,5199,,,
2022,2022cabb,Winner,3255,,,
2022,2022cabb,Finalist,6560,,,
2022,2022cabb,Finalist,3647,,,
2022,2022cabb,Finalist,2485,,,
2022,2022cabb,Gracious Professionalism Award,3128,,,
2022,2022cabb,Highest Quality Robot Award,3476,,,
2022,2022cabb,Most Creative Robot Award,2485,,,
2022,2022cabb,Most Valuable Team Award,3647,,,
2022,2022cabl,Big Wave Award,4201,23,42,54.8
2022,2022cabl,Winner,6995,3,42,7.1
2022,2022cabl,Winner,696,6,42,14.3
2022,2022cabl,Winner,687,35,42,83.3
2022,2022cabl,Winner,2658,36,42,85.7
2022,2022cabl,Finalist,3476,7,42,16.7
2022,2022cabl,Finalist,2122,22,42,52.4
2022,2022cabl,Finalist,4201,23,42,54.8
2022,2022cabl,Finalist,599,15,42,35.7
2022,2022cabl,Against All Odds,6220,13,42,31.0
2022,2022cabl,Judges' Award,4738,24,42,57.1
2022,2022cabl,Programming Award,3128,10,42,23.8
2022,2022cabl,Quality Award,696,6,42,14.3
2022,2022cabl,Scouting Award,3476,7,42,16.7
2022,2022cacc,Volunteer of the Year,2073,12,35,34.3
2022,2022cacc,Winner,1678,1,35,2.9
2022,2022cacc,Winner,5940,3,35,8.6
2022,2022cacc,Winner,5430,36,35,102.9
2022,2022cacc,Winner,4698,30,35,85.7
2022,2022cacc,Finalist,114,2,35,5.7
2022,2022cacc,Finalist,1671,5,35,14.3
2022,2022cacc,Finalist,8048,23,35,65.7
2022,2022cacc,Finalist,5274,27,35,77.1
2022,2022cacc,Cheesecake Award,6884,31,35,88.6
2022,2022cacc,Excellence in Engineering,2135,4,35,11.4
2022,2022cacc,Innovation in Control,114,2,35,5.7
2022,2022cacc,Judges' Award,6059,17,35,48.6
2022,2022cacg,Founder's Award,115,17,32,53.1
2022,2022cacg,Mentor of the Year,840,23,32,71.9
2022,2022cacg,Winner,670,5,32,15.6
2022,2022cacg,Winner,5419,10,32,31.2
2022,2022cacg,Winner,841,20,32,62.5
2022,2022cacg,Finalist,2813,6,32,18.8
2022,2022cacg,Finalist,8,7,32,21.9
2022,2022cacg,Finalist,766,19,32,59.4
2022,2022cacg,Autonomous Action Challenge,649,2,32,6.2
2022,2022cacg,Entrepreneurship Award,846,4,32,12.5
2022,2022cacg,Highest Seeded Rookie,9143,3,32,9.4
2022,2022cacg,Imagery Award,253,16,32,50.0
2022,2022cacg,Innovation Award,4904,30,32,93.8
2022,2022cacg,Judge's Award,5430,32,32,100.0
2022,2022cacg,System Design Award,6036,1,32,3.1
2022,2022cada,Regional Chairman's Award,1678,3,43,7.0
2022,2022cada,Regional Engineering Inspiration Award,8033,5,43,11.6
2022,2022cada,Woodie Flowers Finalist Award,701,7,43,16.3
2022,2022cada,FIRST Dean's List Finalist Award,1678,3,43,7.0
2022,2022cada,FIRST Dean's List Finalist Award,4904,36,43,83.7
2022,2022cada,Regional Winners,254,1,43,2.3
2022,2022cada,Regional Winners,1678,3,43,7.0
2022,2022cada,Regional Winners,5458,35,43,81.4
2022,2022cada,Regional Finalists,973,2,43,4.7
2022,2022cada,Regional Finalists,7157,4,43,9.3
2022,2022cada,Regional Finalists,8020,23,43,53.5
2022,2022cada,Regional Finalists,5274,17,43,39.5
2022,2022cada,Autonomous Award sponsored by Ford,5419,6,43,14.0
2022,2022cada,Creativity Award sponsored by Rockwell Automation,2551,10,43,23.3
2022,2022cada,Entrepreneurship Award,4904,36,43,83.7
2022,2022cada,Excellence in Engineering Award,701,7,43,16.3
2022,2022cada,Gracious Professionalism Award,766,21,43,48.8
2022,2022cada,Imagery Award in honor of Jack Kamen,7157,4,43,9.3
2022,2022cada,Industrial Design Award sponsored by General Motors,8020,23,43,53.5
2022,2022cada,Innovation in Control Award,973,2,43,4.7
2022,2022cada,Judges' Award,3669,11,43,25.6
2022,2022cada,Quality Award,7667,38,43,88.4
2022,2022cada,Team Spirit Award,5700,27,43,62.8
2022,2022cada,Wildcard,5458,35,43,81.4
2022,2022cada,Wildcard,973,2,43,4.7
2022,2022cada,Wildcard,7157,4,43,9.3
2022,2022cafr,Regional Chairman's Award,3512,8,32,25.0
2022,2022cafr,Regional Engineering Inspiration Award,115,15,32,46.9
2022,2022cafr,Rookie All Star Award,8768,29,32,90.6
2022,2022cafr,Woodie Flowers Finalist Award,5817,28,32,87.5
2022,2022cafr,FIRST Dean's List Finalist Award,5817,28,32,87.5
2022,2022cafr,FIRST Dean's List Finalist Award,7539,11,32,34.4
2022,2022cafr,Regional Winners,1323,1,32,3.1
2022,2022cafr,Regional Winners,973,2,32,6.2
2022,2022cafr,Regional Winners,5817,28,32,87.5
2022,2022cafr,Regional Finalists,5940,3,32,9.4
2022,2022cafr,Regional Finalists,3970,4,32,12.5
2022,2022cafr,Regional Finalists,1266,20,32,62.5
2022,2022cafr,Autonomous Award sponsored by Ford,1323,1,32,3.1
2022,2022cafr,Creativity Award sponsored by Rockwell Automation,2073,6,32,18.8
2022,2022cafr,Entrepreneurship Award,7539,11,32,34.4
2022,2022cafr,Excellence in Engineering Award,973,2,32,6.2
2022,2022cafr,Gracious Professionalism Award,5817,28,32,87.5
2022,2022cafr,Highest Rookie Seed,8768,29,32,90.6
2022,2022cafr,Imagery Award in honor of Jack Kamen,2485,13,32,40.6
2022,2022cafr,Industrial Design Award sponsored by General Motors,4010,24,32,75.0
2022,2022cafr,Innovation in Control Award,5940,3,32,9.4
2022,2022cafr,Judges' Award,3598,19,32,59.4
2022,2022cafr,Quality Award,3970,4,32,12.5
2022,2022cafr,Team Spirit Award,2543,9,32,28.1
2022,2022cafr,Wildcard,5817,28,32,87.5
2022,2022cafr,Wildcard,8768,29,32,90.6
2022,2022cafr,Wildcard,3970,4,32,12.5
2022,2022cala,Regional Chairman's Award,3749,23,42,54.8
2022,2022cala,Regional Engineering Inspiration Award,2637,5,42,11.9
2022,2022cala,Rookie All Star Award,8898,29,42,69.0
2022,2022cala,Woodie Flowers Finalist Award,4201,4,42,9.5
2022,2022cala,FIRST Dean's List Finalist Award,3473,30,42,71.4
2022,2022cala,FIRST Dean's List Finalist Award,980,34,42,81.0
2022,2022cala,Regional Winners,696,1,42,2.4
2022,2022cala,Regional Winners,3476,2,42,4.8
2022,2022cala,Regional Winners,599,21,42,50.0
2022,2022cala,Regional Finalists,7157,3,42,7.1
2022,2022cala,Regional Finalists,4201,4,42,9.5
2022,2022cala,Regional Finalists,4470,26,42,61.9
2022,2022cala,Autonomous Award sponsored by Ford,4201,4,42,9.5
2022,2022cala,Creativity Award sponsored by Rockwell Automation,3863,8,42,19.0
2022,2022cala,Entrepreneurship Award,702,16,42,38.1
2022,2022cala,Excellence in Engineering Award,696,1,42,2.4
2022,2022cala,Gracious Professionalism Award,6832,20,42,47.6
2022,2022cala,Highest Rookie Seed,8898,29,42,69.0
2022,2022cala,Imagery Award in honor of Jack Kamen,1515,11,42,26.2
2022,2022cala,Industrial Design Award sponsored by General Motors,7042,6,42,14.3
2022,2022cala,Innovation in Control Award,3476,2,42,4.8
2022,2022cala,Judges' Award,6904,24,42,57.1
2022,2022cala,Quality Award,1197,10,42,23.8
2022,2022cala,Team Spirit Award,7840,17,42,40.5
2022,2022cala,Wildcard,599,21,42,50.0
2022,2022cala,Wildcard,8898,29,42,69.0
2022,2022camb,Regional Chairman's Award,1671,19,36,52.8
2022,2022camb,Regional Engineering Inspiration Award,4135,22,36,61.1
2022,2022camb,Woodie Flowers Finalist Award,1868,12,36,33.3
2022,2022camb,FIRST Dean's List Finalist Award,1868,12,36,33.3
2022,2022camb,FIRST Dean's List Finalist Award,7413,34,36,94.4
2022,2022camb,Regional Winners,1323,1,36,2.8
2022,2022camb,Regional Winners,5940,2,36,5.6
2022,2022camb,Regional Winners,1280,32,36,88.9
2022,2022camb,Regional Finalists,5104,3,36,8.3
2022,2022camb,Regional Finalists,2135,6,36,16.7
2022,2022camb,Regional Finalists,7528,29,36,80.6
2022,2022camb,Autonomous Award sponsored by Ford,5940,2,36,5.6
2022,2022camb,Creativity Award sponsored by Rockwell Automation,3256,9,36,25.0
2022,2022camb,Entrepreneurship Award,3501,16,36,44.4
2022,2022camb,Excellence in Engineering Award,5104,3,36,8.3
2022,2022camb,Gracious Professionalism Award,6884,25,36,69.4
2022,2022camb,Imagery Award in honor of Jack Kamen,1868,12,36,33.3
2022,2022camb,Industrial Design Award sponsored by General Motors,972,4,36,11.1
2022,2022camb,Innovation in Control Award,1351,8,36,22.2
2022,2022camb,Judges' Award,7777,28,36,77.8
2022,2022camb,Quality Award,1323,1,36,2.8
2022,2022camb,Team Spirit Award,192,33,36,91.7
2022,2022caoc,Regional Chairman's Award,4201,5,42,11.9
2022,2022caoc,Regional Engineering Inspiration Award,1868,16,42,38.1
2022,2022caoc,Rookie All Star Award,8521,27,42,64.3
2022,2022caoc,FIRST Dean's List Finalist Award,3476,1,42,2.4
2022,2022caoc,FIRST Dean's List Finalist Award,4201,5,42,11.9
2022,2022caoc,Regional Winners,3476,1,42,2.4
2022,2022caoc,Regional Winners,987,2,42,4.8
2022,2022caoc,Regional Winners,3952,15,42,35.7
2022,2022caoc,Regional Finalists,1339,3,42,7.1
2022,2022caoc,Regional Finalists,7157,6,42,14.3
2022,2022caoc,Regional Finalists,8521,27,42,64.3
2022,2022caoc,Regional Finalists,3020,19,42,45.2
2022,2022caoc,Autonomous Award sponsored by Ford,3476,1,42,2.4
2022,2022caoc,Creativity Award sponsored by Rockwell Automation,1160,11,42,26.2
2022,2022caoc,Entrepreneurship Award,294,17,42,40.5
2022,2022caoc,Excellence in Engineering Award,2429,9,42,21.4
2022,2022caoc,Gracious Professionalism Award,3880,22,42,52.4
2022,2022caoc,Highest Rookie Seed,8521,27,42,64.3
2022,2022caoc,Imagery Award in honor of Jack Kamen,1339,3,42,7.1
2022,2022caoc,Industrial Design Award sponsored by General Motors,4400,8,42,19.0
2022,2022caoc,Innovation in Control Award,987,2,42,4.8
2022,2022caoc,Judges' Award,597,7,42,16.7
2022,2022caoc,Quality Award,7042,10,42,23.8
2022,2022caoc,Rookie Inspiration Award,8888,29,42,69.0
2022,2022caoc,Team Spirit Award,4141,37,42,88.1
2022,2022caoc,Wildcard,3952,15,42,35.7
2022,2022caph,Regional Chairman's Award,4400,26,35,74.3
2022,2022caph,Regional Engineering Inspiration Award,3374,6,35,17.1
2022,2022caph,Rookie All Star Award,8537,18,35,51.4
2022,2022caph,Woodie Flowers Finalist Award,5199,9,35,25.7
2022,2022caph,Volunteer of the Year,4711,29,35,82.9
2022,2022caph,FIRST Dean's List Finalist Award,1452,19,35,54.3
2022,2022caph,FIRST Dean's List Finalist Award,5199,9,35,25.7
2022,2022caph,Regional Winners,1678,1,35,2.9
2022,2022caph,Regional Winners,4414,2,35,5.7
2022,2022caph,Regional Winners,589,32,35,91.4
2022,2022caph,Regional Finalists,359,3,35,8.6
2022,2022caph,Regional Finalists,973,5,35,14.3
2022,2022caph,Regional Finalists,2945,22,35,62.9
2022,2022caph,Autonomous Award sponsored by Ford,1678,1,35,2.9
2022,2022caph,Creativity Award sponsored by Rockwell Automation,5285,34,35,97.1
2022,2022caph,Entrepreneurship Award,3501,16,35,45.7
2022,2022caph,Excellence in Engineering Award,359,3,35,8.6
2022,2022caph,Gracious Professionalism Award,5817,12,35,34.3
2022,2022caph,Imagery Award in honor of Jack Kamen,589,32,35,91.4
2022,2022caph,Industrial Design Award sponsored by General Motors,4415,4,35,11.4
2022,2022caph,Innovation in Control Award,3128,13,35,37.1
2022,2022caph,Judges' Award,4817,27,35,77.1
2022,2022caph,Quality Award,4414,2,35,5.7
2022,2022caph,Rookie Inspiration Award,8768,33,35,94.3
2022,2022caph,Team Spirit Award,2102,11,35,31.4
2022,2022carv,Engineering Inspiration Award,3928,17,75,22.7
2022,2022carv,Rookie All Star Award,8748,70,75,93.3
2022,2022carv,Championship Division Winner,604,1,75,1.3
2022,2022carv,Championship Division Winner,1323,3,75,4.0
2022,2022carv,Championship Division Winner,4153,51,75,68.0
2022,2022carv,Championship Division Winner,3603,63,75,84.0
2022,2022carv,Championship Division Finalist,1690,4,75,5.3
2022,2022carv,Championship Division Finalist,4028,23,75,30.7
2022,2022carv,Championship Division Finalist,1138,53,75,70.7
2022,2022carv,Championship Division Finalist,6510,52,75,69.3
2022,2022carv,Autonomous Award sponsored by Ford,1690,4,75,5.3
2022,2022carv,Championship Division Highest Rookie Seed,8733,12,75,16.0
2022,2022carv,Creativity Award sponsored by Rockwell Automation,4907,15,75,20.0
2022,2022carv,Entrepreneurship Award,862,5,75,6.7
2022,2022carv,Excellence in Engineering Award,1073,40,75,53.3
2022,2022carv,Gracious Professionalism Award,6024,59,75,78.7
2022,2022carv,Imagery Award in honor of Jack Kamen,2491,29,75,38.7
2022,2022carv,Industrial Design Award sponsored by General Motors,1502,55,75,73.3
2022,2022carv,Innovation in Control Award,3284,21,75,28.0
2022,2022carv,Judges' Award,6919,60,75,80.0
2022,2022carv,Quality Award,59,8,75,10.7
2022,2022carv,Rookie Inspiration Award,8849,56,75,74.7
2022,2022carv,Team Spirit Award,2642,26,75,34.7
2022,2022casd,Regional Chairman's Award,1622,43,53,81.1
2022,2022casd,Regional Engineering Inspiration Award,3749,45,53,84.9
2022,2022casd,Rookie All Star Award,8537,9,53,17.0
2022,2022casd,Woodie Flowers Finalist Award,1622,43,53,81.1
2022,2022casd,FIRST Dean's List Finalist Award,2485,16,53,30.2
2022,2022casd,FIRST Dean's List Finalist Award,3128,3,53,5.7
2022,2022casd,Regional Winners,6560,1,53,1.9
2022,2022casd,Regional Winners,3128,3,53,5.7
2022,2022casd,Regional Winners,8006,21,53,39.6
2022,2022casd,Regional Winners,2839,19,53,35.8
2022,2022casd,Regional Finalists,3255,2,53,3.8
2022,2022casd,Regional Finalists,3647,8,53,15.1
2022,2022casd,Regional Finalists,8119,48,53,90.6
2022,2022casd,Regional Finalists,4984,15,53,28.3
2022,2022casd,Autonomous Award sponsored by Ford,1197,10,53,18.9
2022,2022casd,Creativity Award sponsored by Rockwell Automation,2485,16,53,30.2
2022,2022casd,Entrepreneurship Award,3008,39,53,73.6
2022,2022casd,Excellence in Engineering Award,2543,12,53,22.6
2022,2022casd,Gracious Professionalism Award,3128,3,53,5.7
2022,2022casd,Highest Rookie Seed,8537,9,53,17.0
2022,2022casd,Imagery Award in honor of Jack Kamen,2102,6,53,11.3
2022,2022casd,Industrial Design Award sponsored by General Motors,2658,11,53,20.8
2022,2022casd,Innovation in Control Award,6560,1,53,1.9
2022,2022casd,Judges' Award,4014,40,53,75.5
2022,2022casd,Quality Award,3647,8,53,15.1
2022,2022casd,Rookie Inspiration Award,8891,17,53,32.1
2022,2022casd,Team Spirit Award,5851,18,53,34.0
2022,2022casf,Regional Chairman's Award,649,7,41,17.1
2022,2022casf,Regional Engineering Inspiration Award,8159,34,41,82.9
2022,2022casf,Rookie All Star Award,8840,39,41,95.1
2022,2022casf,Woodie Flowers Finalist Award,7563,9,41,22.0
2022,2022casf,Volunteer of the Year,841,35,41,85.4
2022,2022casf,FIRST Dean's List Finalist Award,649,7,41,17.1
2022,2022casf,FIRST Dean's List Finalist Award,7563,9,41,22.0
2022,2022casf,Regional Winners,604,1,41,2.4
2022,2022casf,Regional Winners,846,2,41,4.9
2022,2022casf,Regional Winners,8852,24,41,58.5
2022,2022casf,Regional Finalists,971,3,41,7.3
2022,2022casf,Regional Finalists,3970,4,41,9.8
2022,2022casf,Regional Finalists,841,35,41,85.4
2022,2022casf,Autonomous Award sponsored by Ford,971,3,41,7.3
2022,2022casf,Creativity Award sponsored by Rockwell Automation,2551,5,41,12.2
2022,2022casf,Entrepreneurship Award,253,32,41,78.0
2022,2022casf,Excellence in Engineering Award,846,2,41,4.9
2022,2022casf,Gracious Professionalism Award,6814,29,41,70.7
2022,2022casf,Highest Rookie Seed,8852,24,41,58.5
2022,2022casf,Imagery Award in honor of Jack Kamen,2473,17,41,41.5
2022,2022casf,Industrial Design Award sponsored by General Motors,3880,13,41,31.7
2022,2022casf,Innovation in Control Award,604,1,41,2.4
2022,2022casf,Judges' Award,7245,26,41,63.4
2022,2022casf,Quality Award,670,8,41,19.5
2022,2022casf,Rookie Inspiration Award,8793,28,41,68.3
2022,2022casf,Team Spirit Award,7565,11,41,26.8
2022,2022casj,Regional Chairman's Award,4159,59,59,100.0
2022,2022casj,Regional Engineering Inspiration Award,1678,2,59,3.4
2022,2022casj,Rookie All Star Award,8793,34,59,57.6
2022,2022casj,Woodie Flowers Finalist Award,1967,23,59,39.0
2022,2022casj,FIRST Dean's List Finalist Award,8033,11,59,18.6
2022,2022casj,FIRST Dean's List Finalist Award,1967,23,59,39.0
2022,2022casj,Regional Winners,254,1,59,1.7
2022,2022casj,Regional Winners,1678,2,59,3.4
2022,2022casj,Regional Winners,7419,15,59,25.4
2022,2022casj,Regional Finalists,971,3,59,5.1
2022,2022casj,Regional Finalists,604,4,59,6.8
2022,2022casj,Regional Finalists,8404,30,59,50.8
2022,2022casj,Autonomous Award sponsored by Ford,604,4,59,6.8
2022,2022casj,Creativity Award sponsored by Rockwell Automation,840,48,59,81.4
2022,2022casj,Entrepreneurship Award,6884,53,59,89.8
2022,2022casj,Excellence in Engineering Award,1072,6,59,10.2
2022,2022casj,Gracious Professionalism Award,6814,45,59,76.3
2022,2022casj,Highest Rookie Seed,8793,34,59,57.6
2022,2022casj,Imagery Award in honor of Jack Kamen,199,29,59,49.2
2022,2022casj,Industrial Design Award sponsored by General Motors,649,9,59,15.3
2022,2022casj,Innovation in Control Award,971,3,59,5.1
2022,2022casj,Judges' Award,1967,23,59,39.0
2022,2022casj,Quality Award,254,1,59,1.7
2022,2022casj,Team Spirit Award,6238,10,59,16.9
2022,2022casj,Wildcard,7419,15,59,25.4
2022,2022casj,Wildcard,971,3,59,5.1
