year,event,award,team,qual_rank,n_teams,rank_pct
2023,2023arc,Championship Division Winner,687,10,77,13.0
2023,2023arc,Championship Division Finalist,2607,3,77,3.9
2023,2023arc,Championship Division Finalist,4028,17,77,22.1
2023,2023arc,Championship Division Finalist,33,15,77,19.5
2023,2023arc,Championship Division Finalist,120,41,77,53.2
2023,2023arc,Autonomous Award sponsored by Ford,2056,1,77,1.3
2023,2023arc,Championship Division Highest Rookie Seed,9101,53,77,68.8
2023,2023arc,Creativity Award sponsored by Rockwell Automation,1561,13,77,16.9
2023,2023arc,Excellence in Engineering Award,254,4,77,5.2
2023,2023arc,Gracious Professionalism Award,1884,63,77,81.8
2023,2023arc,Imagery Award in honor of Jack Kamen,6078,18,77,23.4
2023,2023arc,Industrial Design Award sponsored by General Motors,4028,17,77,22.1
2023,2023arc,Innovation in Control Award,6328,57,77,74.0
2023,2023arc,Judges' Award,1700,74,77,96.1
2023,2023arc,Quality Award,2468,8,77,10.4
2023,2023arc,Rookie Inspiration Award,9038,54,77,70.1
2023,2023arc,Team Spirit Award,6002,36,77,46.8
2023,2023arc,Team Sustainability Award,2202,25,77,32.5
2023,2023arli,Regional FIRST Impact Award,3284,13,29,44.8
2023,2023arli,Regional Engineering Inspiration Award,4265,7,29,24.1
2023,2023arli,Rookie All Star Award,9067,15,29,51.7
2023,2023arli,Woodie Flowers Finalist Award,4959,18,29,62.1
2023,2023arli,Volunteer of the Year,3937,2,29,6.9
2023,2023arli,FIRST Dean's List Finalist Award,1038,14,29,48.3
2023,2023arli,FIRST Dean's List Finalist Award,16,4,29,13.8
2023,2023arli,Regional Winners,4766,3,29,10.3
2023,2023arli,Regional Winners,16,4,29,13.8
2023,2023arli,Regional Winners,6586,27,29,93.1
2023,2023arli,Regional Finalists,4522,1,29,3.4
2023,2023arli,Regional Finalists,3937,2,29,6.9
2023,2023arli,Regional Finalists,6055,20,29,69.0
2023,2023arli,Autonomous Award sponsored by Ford,4522,1,29,3.4
2023,2023arli,Creativity Award sponsored by Rockwell Automation,1939,8,29,27.6
2023,2023arli,Excellence in Engineering Award,4336,6,29,20.7
2023,2023arli,Gracious Professionalism Award,5454,12,29,41.4
2023,2023arli,Highest Rookie Seed,9067,15,29,51.7
2023,2023arli,Imagery Award in honor of Jack Kamen,4959,18,29,62.1
2023,2023arli,Industrial Design Award sponsored by General Motors,1038,14,29,48.3
2023,2023arli,Innovation in Control Award,16,4,29,13.8
2023,2023arli,Judges' Award,7525,5,29,17.2
2023,2023arli,Quality Award,3937,2,29,6.9
2023,2023arli,Rookie Inspiration Award,9073,25,29,86.2
2023,2023arli,Team Spirit Award,1997,21,29,72.4
2023,2023arli,Team Sustainability Award,3039,9,29,31.0
2023,2023ausc,Regional FIRST Impact Award,4788,24,37,64.9
2023,2023ausc,Regional Engineering Inspiration Award,5648,26,37,70.3
2023,2023ausc,Rookie All Star Award,9191,12,37,32.4
2023,2023ausc,Woodie Flowers Finalist Award,5331,19,37,51.4
2023,2023ausc,FIRST Dean's List Finalist Award,9191,12,37,32.4
2023,2023ausc,FIRST Dean's List Finalist Award,5985,18,37,48.6
2023,2023ausc,Regional Winners,4613,1,37,2.7
2023,2023ausc,Regional Winners,6510,2,37,5.4
2023,2023ausc,Regional Winners,5988,27,37,73.0
2023,2023ausc,Regional Finalists,7433,4,37,10.8
2023,2023ausc,Regional Finalists,6508,7,37,18.9
2023,2023ausc,Regional Finalists,9146,22,37,59.5
2023,2023ausc,Autonomous Award sponsored by Ford,6508,7,37,18.9
2023,2023ausc,Creativity Award sponsored by Rockwell Automation,7128,16,37,43.2
2023,2023ausc,Excellence in Engineering Award,6510,2,37,5.4
2023,2023ausc,Gracious Professionalism Award,5584,5,37,13.5
2023,2023ausc,Highest Rookie Seed,9144,10,37,27.0
2023,2023ausc,Imagery Award in honor of Jack Kamen,6063,30,37,81.1
2023,2023ausc,Industrial Design Award sponsored by General Motors,4613,1,37,2.7
2023,2023ausc,Innovation in Control Award,7433,4,37,10.8
2023,2023ausc,Judges' Award,5985,18,37,48.6
2023,2023ausc,Quality Award,6996,6,37,16.2
2023,2023ausc,Rookie Inspiration Award,9147,15,37,40.5
2023,2023ausc,Team Spirit Award,5876,25,37,67.6
2023,2023ausc,Team Sustainability Award,3132,3,37,8.1
2023,2023ausc,Wildcard,9191,12,37,32.4
2023,2023azgl,Regional FIRST Impact Award,6352,16,42,38.1
2023,2023azgl,Regional Engineering Inspiration Award,498,4,42,9.5
2023,2023azgl,Woodie Flowers Finalist Award,6352,16,42,38.1
2023,2023azgl,FIRST Dean's List Finalist Award,2375,25,42,59.5
2023,2023azgl,FIRST Dean's List Finalist Award,4146,17,42,40.5
2023,2023azgl,Regional Winners,5199,1,42,2.4
2023,2023azgl,Regional Winners,498,4,42,9.5
2023,2023azgl,Regional Winners,1165,31,42,73.8
2023,2023azgl,Regional Finalists,2403,2,42,4.8
2023,2023azgl,Regional Finalists,1868,5,42,11.9
2023,2023azgl,Regional Finalists,3019,37,42,88.1
2023,2023azgl,Autonomous Award sponsored by Ford,5199,1,42,2.4
2023,2023azgl,Creativity Award sponsored by Rockwell Automation,2478,19,42,45.2
2023,2023azgl,Excellence in Engineering Award,7645,9,42,21.4
2023,2023azgl,Gracious Professionalism Award,4146,17,42,40.5
2023,2023azgl,Imagery Award in honor of Jack Kamen,2662,42,42,100.0
2023,2023azgl,Industrial Design Award sponsored by General Motors,8848,20,42,47.6
2023,2023azgl,Innovation in Control Award,1868,5,42,11.9
2023,2023azgl,Judges' Award,8012,39,42,92.9
2023,2023azgl,Quality Award,7426,6,42,14.3
2023,2023azgl,Rookie Inspiration Award,9059,27,42,64.3
2023,2023azgl,Team Spirit Award,6968,7,42,16.7
2023,2023azgl,Team Sustainability Award,2403,2,42,4.8
2023,2023azgl,Wildcard,3019,37,42,88.1
2023,2023azva,Regional FIRST Impact Award,6413,8,37,21.6
2023,2023azva,Regional Engineering Inspiration Award,2403,18,37,48.6
2023,2023azva,Rookie All Star Award,9059,24,37,64.9
2023,2023azva,Woodie Flowers Finalist Award,7426,5,37,13.5
2023,2023azva,FIRST Dean's List Finalist Award,4135,19,37,51.4
2023,2023azva,FIRST Dean's List Finalist Award,2486,9,37,24.3
2023,2023azva,Regional Winners,2659,1,37,2.7
2023,2023azva,Regional Winners,6036,4,37,10.8
2023,2023azva,Regional Winners,668,26,37,70.3
2023,2023azva,Regional Finalists,498,2,37,5.4
2023,2023azva,Regional Finalists,2122,6,37,16.2
2023,2023azva,Regional Finalists,4565,21,37,56.8
2023,2023azva,Autonomous Award sponsored by Ford,2486,9,37,24.3
2023,2023azva,Creativity Award sponsored by Rockwell Automation,4146,14,37,37.8
2023,2023azva,Excellence in Engineering Award,498,2,37,5.4
2023,2023azva,Gracious Professionalism Award,4135,19,37,51.4
2023,2023azva,Highest Rookie Seed,9091,15,37,40.5
2023,2023azva,Imagery Award in honor of Jack Kamen,2662,28,37,75.7
2023,2023azva,Industrial Design Award sponsored by General Motors,4415,3,37,8.1
2023,2023azva,Innovation in Control Award,2659,1,37,2.7
2023,2023azva,Judges' Award,6036,4,37,10.8
2023,2023azva,Quality Award,6968,25,37,67.6
2023,2023azva,Rookie Inspiration Award,9091,15,37,40.5
2023,2023azva,Team Spirit Award,1165,13,37,35.1
2023,2023azva,Team Sustainability Award,2443,7,37,18.9
2023,2023bcvi,Regional FIRST Impact Award,1868,9,35,25.7
2023,2023bcvi,Regional Engineering Inspiration Award,1622,34,35,97.1
2023,2023bcvi,Rookie All Star Award,9079,28,35,80.0
2023,2023bcvi,FIRST Dean's List Finalist Award,3256,26,35,74.3
2023,2023bcvi,FIRST Dean's List Finalist Award,359,2,35,5.7
2023,2023bcvi,Regional Winners,4613,1,35,2.9
2023,2023bcvi,Regional Winners,359,2,35,5.7
2023,2023bcvi,Regional Winners,244,20,35,57.1
2023,2023bcvi,Regional Finalists,4253,3,35,8.6
2023,2023bcvi,Regional Finalists,9180,5,35,14.3
2023,2023bcvi,Regional Finalists,8338,27,35,77.1
2023,2023bcvi,Autonomous Award sponsored by Ford,4627,8,35,22.9
2023,2023bcvi,Creativity Award sponsored by Rockwell Automation,6364,17,35,48.6
2023,2023bcvi,Excellence in Engineering Award,6390,13,35,37.1
2023,2023bcvi,Gracious Professionalism Award,359,2,35,5.7
2023,2023bcvi,Highest Rookie Seed,9272,,35,
2023,2023bcvi,Imagery Award in honor of Jack Kamen,7135,25,35,71.4
2023,2023bcvi,Industrial Design Award sponsored by General Motors,4613,1,35,2.9
2023,2023bcvi,Innovation in Control Award,7287,6,35,17.1
2023,2023bcvi,Judges' Award,7787,23,35,65.7
2023,2023bcvi,Quality Award,4253,3,35,8.6
2023,2023bcvi,Rookie Inspiration Award,9180,5,35,14.3
2023,2023bcvi,Team Spirit Award,7332,32,35,91.4
2023,2023bcvi,Team Sustainability Award,3256,26,35,74.3
2023,2023bcvi,Wildcard,9079,28,35,80.0
2023,2023bcvi,Wildcard,4253,3,35,8.6
2023,2023bcvi,Wildcard,9180,5,35,14.3
2023,2023brbr,Regional FIRST Impact Award,7563,1,42,2.4
2023,2023brbr,Regional Engineering Inspiration Award,9085,28,42,66.7
2023,2023brbr,Rookie All Star Award,9219,9,42,21.4
2023,2023brbr,Woodie Flowers Finalist Award,7567,4,42,9.5
2023,2023brbr,FIRST Dean's List Finalist Award,5800,13,42,31.0
2023,2023brbr,FIRST Dean's List Finalist Award,1772,22,42,52.4
2023,2023brbr,Regional Winners,7563,1,42,2.4
2023,2023brbr,Regional Winners,1156,3,42,7.1
2023,2023brbr,Regional Winners,9168,20,42,47.6
2023,2023brbr,Regional Finalists,9200,7,42,16.7
2023,2023brbr,Regional Finalists,7565,12,42,28.6
2023,2023brbr,Regional Finalists,9175,25,42,59.5
2023,2023brbr,Autonomous Award sponsored by Ford,9200,7,42,16.7
2023,2023brbr,Creativity Award sponsored by Rockwell Automation,7567,4,42,9.5
2023,2023brbr,Excellence in Engineering Award,7565,12,42,28.6
2023,2023brbr,Gracious Professionalism Award,9045,24,42,57.1
2023,2023brbr,Highest Rookie Seed,9047,5,42,11.9
2023,2023brbr,Imagery Award in honor of Jack Kamen,9166,29,42,69.0
2023,2023brbr,Industrial Design Award sponsored by General Motors,1156,3,42,7.1
2023,2023brbr,Innovation in Control Award,1860,2,42,4.8
2023,2023brbr,Judges' Award,9162,34,42,81.0
2023,2023brbr,Quality Award,9165,19,42,45.2
2023,2023brbr,Rookie Inspiration Award,9047,5,42,11.9
2023,2023brbr,Team Spirit Award,9048,21,42,50.0
2023,2023brbr,Team Sustainability Award,6404,26,42,61.9
2023,2023brbr,Wildcard,9219,9,42,21.4
2023,2023caav,Regional FIRST Impact Award,3749,15,36,41.7
2023,2023caav,Regional Engineering Inspiration Award,399,26,36,72.2
2023,2023caav,Woodie Flowers Finalist Award,691,35,36,97.2
2023,2023caav,FIRST Dean's List Finalist Award,4079,33,36,91.7
2023,2023caav,FIRST Dean's List Finalist Award,4698,8,36,22.2
2023,2023caav,Regional Winners,7157,1,36,2.8
2023,2023caav,Regional Winners,4414,2,36,5.6
2023,2023caav,Regional Winners,7042,28,36,77.8
2023,2023caav,Regional Finalists,2073,5,36,13.9
2023,2023caav,Regional Finalists,4415,6,36,16.7
2023,2023caav,Regional Finalists,6657,22,36,61.1
2023,2023caav,Autonomous Award sponsored by Ford,3476,3,36,8.3
2023,2023caav,Creativity Award sponsored by Rockwell Automation,3669,11,36,30.6
2023,2023caav,Excellence in Engineering Award,4414,2,36,5.6
2023,2023caav,Gracious Professionalism Award,3512,10,36,27.8
2023,2023caav,Imagery Award in honor of Jack Kamen,5012,30,36,83.3
2023,2023caav,Industrial Design Award sponsored by General Motors,6417,17,36,47.2
2023,2023caav,Innovation in Control Award,9084,4,36,11.1
2023,2023caav,Judges' Award,4014,13,36,36.1
2023,2023caav,Quality Award,8768,14,36,38.9
2023,2023caav,Team Spirit Award,2073,5,36,13.9
2023,2023caav,Team Sustainability Award,691,35,36,97.2
2023,2023caav,Wildcard,2073,5,36,13.9
2023,2023cabb,Winner,5199,2,35,5.7
2023,2023cabb,Winner,1538,3,35,8.6
2023,2023cabb,Winner,2102,17,35,48.6
2023,2023cabb,Winner,9271,20,35,57.1
2023,2023cabb,Finalist,4419,1,35,2.9
2023,2023cabb,Finalist,4738,10,35,28.6
2023,2023cabb,Finalist,9970,30,35,85.7
2023,2023cabb,Gracious Professionalism Award,2485,25,35,71.4
2023,2023cabb,Highest Quality Robot Award,5199,2,35,5.7
2023,2023cabb,Most Creative Robot Award,5137,6,35,17.1
2023,2023cabb,Most Valuable Team Award,1538,3,35,8.6
2023,2023cabl,Big Wave Award,498,22,42,52.4
2023,2023cabl,Outstanding Volunteer Award,5199,3,42,7.1
2023,2023cabl,Winner,7157,1,42,2.4
2023,2023cabl,Winner,359,6,42,14.3
2023,2023cabl,Winner,4079,29,42,69.0
2023,2023cabl,Winner,4276,25,42,59.5
2023,2023cabl,Finalist,4738,12,42,28.6
2023,2023cabl,Finalist,2122,15,42,35.7
2023,2023cabl,Finalist,3128,19,42,45.2
2023,2023cabl,Finalist,6560,26,42,61.9
2023,2023cabl,Against All Odds Award,2710,14,42,33.3
2023,2023cabl,Judges' Award,4201,4,42,9.5
2023,2023cabl,Programming Award,359,6,42,14.3
2023,2023cabl,Quality Award,2122,15,42,35.7
2023,2023cabl,Scouting Award,7042,24,42,57.1
2023,2023cacc,Winner,5940,1,42,2.4
2023,2023cacc,Winner,1678,2,42,4.8
2023,2023cacc,Winner,2135,15,42,35.7
2023,2023cacc,Winner,5458,42,42,100.0
2023,2023cacc,Finalist,846,4,42,9.5
2023,2023cacc,Finalist,4255,7,42,16.7
2023,2023cacc,Finalist,5940,1,42,2.4
2023,2023cacc,Finalist,9400,23,42,54.8
2023,2023cacc,Cheesecake Award,701,43,42,102.4
2023,2023cacc,Excellence in Engineering,649,10,42,23.8
2023,2023cacc,Innovation in Control,1425,5,42,11.9
2023,2023cacc,Judges' Award,5817,6,42,14.3
2023,2023cacg,Founder's Award,1868,5,41,12.2
2023,2023cacg,Mentor of the Year,841,33,41,80.5
2023,2023cacg,Winner,581,1,41,2.4
2023,2023cacg,Winner,6036,10,41,24.4
2023,2023cacg,Winner,4186,30,41,73.2
2023,2023cacg,Finalist,846,9,41,22.0
2023,2023cacg,Finalist,8033,13,41,31.7
2023,2023cacg,Finalist,841,33,41,80.5
2023,2023cacg,Autonomous Action Award,6036,10,41,24.4
2023,2023cacg,Entrepreneurship Award,6059,23,41,56.1
2023,2023cacg,Highest Seeded Rookie,9143,18,41,43.9
2023,2023cacg,Imagery Award,5430,40,41,97.6
2023,2023cacg,Innovation Award,841,33,41,80.5
2023,2023cacg,Judge's Award,670,8,41,19.5
2023,2023cacg,Rookie Inspiration Award,9400,19,41,46.3
2023,2023cacg,System Design Award,3256,15,41,36.6
2023,2023cada,Regional FIRST Impact Award,1072,11,46,23.9
2023,2023cada,Regional Engineering Inspiration Award,4135,19,46,41.3
2023,2023cada,Woodie Flowers Finalist Award,766,6,46,13.0
2023,2023cada,FIRST Dean's List Finalist Award,1458,23,46,50.0
2023,2023cada,FIRST Dean's List Finalist Award,6941,31,46,67.4
2023,2023cada,Regional Winners,254,1,46,2.2
2023,2023cada,Regional Winners,1678,2,46,4.3
2023,2023cada,Regional Winners,3189,20,46,43.5
2023,2023cada,Regional Finalists,5419,3,46,6.5
2023,2023cada,Regional Finalists,2551,4,46,8.7
2023,2023cada,Regional Finalists,5458,25,46,54.3
2023,2023cada,Autonomous Award sponsored by Ford,5026,5,46,10.9
2023,2023cada,Creativity Award sponsored by Rockwell Automation,2204,21,46,45.7
2023,2023cada,Excellence in Engineering Award,1678,2,46,4.3
2023,2023cada,Gracious Professionalism Award,4159,12,46,26.1
2023,2023cada,Imagery Award in honor of Jack Kamen,2637,7,46,15.2
2023,2023cada,Industrial Design Award sponsored by General Motors,5458,25,46,54.3
2023,2023cada,Innovation in Control Award,5419,3,46,6.5
2023,2023cada,Judges' Award,6941,31,46,67.4
2023,2023cada,Quality Award,254,1,46,2.2
2023,2023cada,Rookie Inspiration Award,9114,35,46,76.1
2023,2023cada,Team Spirit Award,5700,27,46,58.7
2023,2023cada,Team Sustainability Award,3501,16,46,34.8
2023,2023cada,Wildcard,5419,3,46,6.5
2023,2023cada,Wildcard,2551,4,46,8.7
2023,2023cafr,Regional FIRST Impact Award,4400,19,38,50.0
2023,2023cafr,Regional Engineering Inspiration Award,840,30,38,78.9
2023,2023cafr,Rookie All Star Award,9202,16,38,42.1
2023,2023cafr,Woodie Flowers Finalist Award,1671,5,38,13.2
2023,2023cafr,Volunteer of the Year,5817,26,38,68.4
2023,2023cafr,FIRST Dean's List Finalist Award,2135,37,38,97.4
2023,2023cafr,FIRST Dean's List Finalist Award,4400,19,38,50.0
2023,2023cafr,Regional Winners,1323,1,38,2.6
2023,2023cafr,Regional Winners,973,2,38,5.3
2023,2023cafr,Regional Winners,6657,24,38,63.2
2023,2023cafr,Regional Finalists,8033,4,38,10.5
2023,2023cafr,Regional Finalists,1671,5,38,13.2
2023,2023cafr,Regional Finalists,5104,36,38,94.7
2023,2023cafr,Autonomous Award sponsored by Ford,973,2,38,5.3
2023,2023cafr,Creativity Award sponsored by Rockwell Automation,5817,26,38,68.4
2023,2023cafr,Excellence in Engineering Award,3970,13,38,34.2
2023,2023cafr,Gracious Professionalism Award,8768,14,38,36.8
2023,2023cafr,Highest Rookie Seed,9202,16,38,42.1
2023,2023cafr,Imagery Award in honor of Jack Kamen,4738,8,38,21.1
2023,2023cafr,Industrial Design Award sponsored by General Motors,5940,7,38,18.4
2023,2023cafr,Innovation in Control Award,100,12,38,31.6
2023,2023cafr,Judges' Award,1072,20,38,52.6
2023,2023cafr,Quality Award,1671,5,38,13.2
2023,2023cafr,Rookie Inspiration Award,9274,25,38,65.8
2023,2023cafr,Team Spirit Award,6662,27,38,71.1
2023,2023cafr,Team Sustainability Award,2135,37,38,97.4
2023,2023cala,Regional FIRST Impact Award,5089,22,44,50.0
2023,2023cala,Regional Engineering Inspiration Award,4201,4,44,9.1
2023,2023cala,Rookie All Star Award,9172,40,44,90.9
2023,2023cala,Woodie Flowers Finalist Award,5089,22,44,50.0
2023,2023cala,FIRST Dean's List Finalist Award,687,1,44,2.3
2023,2023cala,FIRST Dean's List Finalist Award,4201,4,44,9.1
2023,2023cala,Regional Winners,687,1,44,2.3
2023,2023cala,Regional Winners,5199,5,44,11.4
2023,2023cala,Regional Winners,702,27,44,61.4
2023,2023cala,Regional Winners,6833,13,44,29.5
2023,2023cala,Regional Finalists,4123,2,44,4.5
2023,2023cala,Regional Finalists,294,17,44,38.6
2023,2023cala,Regional Finalists,1452,23,44,52.3
2023,2023cala,Autonomous Award sponsored by Ford,2584,8,44,18.2
2023,2023cala,Creativity Award sponsored by Rockwell Automation,3863,14,44,31.8
2023,2023cala,Excellence in Engineering Award,8020,7,44,15.9
2023,2023cala,Gracious Professionalism Award,1452,23,44,52.3
2023,2023cala,Imagery Award in honor of Jack Kamen,597,18,44,40.9
2023,2023cala,Industrial Design Award sponsored by General Motors,687,1,44,2.3
2023,2023cala,Innovation in Control Award,3952,21,44,47.7
2023,2023cala,Judges' Award,6904,20,44,45.5
2023,2023cala,Quality Award,846,9,44,20.5
2023,2023cala,Team Spirit Award,7611,39,44,88.6
2023,2023cala,Team Sustainability Award,1515,15,44,34.1
2023,2023camb,Regional FIRST Impact Award,2486,8,36,22.2
2023,2023camb,Regional Engineering Inspiration Award,6998,33,36,91.7
2023,2023camb,Rookie All Star Award,9125,28,36,77.8
2023,2023camb,Woodie Flowers Finalist Award,7413,36,36,100.0
2023,2023camb,Volunteer of the Year,5104,6,36,16.7
2023,2023camb,FIRST Dean's List Finalist Award,7413,36,36,100.0
2023,2023camb,FIRST Dean's List Finalist Award,4255,12,36,33.3
2023,2023camb,Regional Winners,1323,1,36,2.8
2023,2023camb,Regional Winners,5940,2,36,5.6
2023,2023camb,Regional Winners,6998,33,36,91.7
2023,2023camb,Regional Finalists,971,3,36,8.3
2023,2023camb,Regional Finalists,8033,5,36,13.9
2023,2023camb,Regional Finalists,668,13,36,36.1
2023,2023camb,Autonomous Award sponsored by Ford,5026,9,36,25.0
2023,2023camb,Creativity Award sponsored by Rockwell Automation,971,3,36,8.3
2023,2023camb,Excellence in Engineering Award,5940,2,36,5.6
2023,2023camb,Gracious Professionalism Award,5104,6,36,16.7
2023,2023camb,Imagery Award in honor of Jack Kamen,8033,5,36,13.9
2023,2023camb,Industrial Design Award sponsored by General Motors,5817,17,36,47.2
2023,2023camb,Innovation in Control Award,1323,1,36,2.8
2023,2023camb,Judges' Award,6665,31,36,86.1
2023,2023camb,Quality Award,192,22,36,61.1
2023,2023camb,Team Spirit Award,6059,21,36,58.3
2023,2023camb,Team Sustainability Award,2813,11,36,30.6
2023,2023camb,Wildcard,9125,28,36,77.8
2023,2023camb,Wildcard,8033,5,36,13.9
2023,2023caoc,Regional FIRST Impact Award,2637,8,47,17.0
2023,2023caoc,Regional Engineering Inspiration Award,1884,17,47,36.2
2023,2023caoc,Woodie Flowers Finalist Award,3501,36,47,76.6
2023,2023caoc,FIRST Dean's List Finalist Award,1884,17,47,36.2
2023,2023caoc,FIRST Dean's List Finalist Award,4141,38,47,80.9
2023,2023caoc,Regional Winners,987,3,47,6.4
2023,2023caoc,Regional Winners,4415,12,47,25.5
2023,2023caoc,Regional Winners,4276,27,47,57.4
2023,2023caoc,Regional Finalists,3476,4,47,8.5
2023,2023caoc,Regional Finalists,6560,21,47,44.7
2023,2023caoc,Regional Finalists,6220,19,47,40.4
2023,2023caoc,Autonomous Award sponsored by Ford,987,3,47,6.4
2023,2023caoc,Creativity Award sponsored by Rockwell Automation,4415,12,47,25.5
2023,2023caoc,Excellence in Engineering Award,1538,6,47,12.8
2023,2023caoc,Gracious Professionalism Award,3476,4,47,8.5
2023,2023caoc,Imagery Award in honor of Jack Kamen,5461,14,47,29.8
2023,2023caoc,Industrial Design Award sponsored by General Motors,7157,2,47,4.3
2023,2023caoc,Innovation in Control Award,6560,21,47,44.7
2023,2023caoc,Judges' Award,7447,11,47,23.4
2023,2023caoc,Quality Award,5199,10,47,21.3
2023,2023caoc,Rookie Inspiration Award,9271,15,47,31.9
2023,2023caoc,Team Spirit Award,4019,45,47,95.7
2023,2023caoc,Team Sustainability Award,3501,36,47,76.6
2023,2023caoc,Wildcard,3476,4,47,8.5
2023,2023caph,Regional FIRST Impact Award,4,26,44,59.1
2023,2023caph,Regional Engineering Inspiration Award,3008,30,44,68.2
2023,2023caph,Woodie Flowers Finalist Award,2429,23,44,52.3
2023,2023caph,FIRST Dean's List Finalist Award,1661,39,44,88.6
2023,2023caph,FIRST Dean's List Finalist Award,2429,23,44,52.3
2023,2023caph,Regional Winners,1678,1,44,2.3
2023,2023caph,Regional Winners,4414,9,44,20.5
2023,2023caph,Regional Winners,696,28,44,63.6
2023,2023caph,Regional Finalists,6036,3,44,6.8
2023,2023caph,Regional Finalists,4481,4,44,9.1
2023,2023caph,Regional Finalists,3859,25,44,56.8
2023,2023caph,Autonomous Award sponsored by Ford,3128,21,44,47.7
2023,2023caph,Creativity Award sponsored by Rockwell Automation,4481,4,44,9.1
2023,2023caph,Excellence in Engineering Award,1678,1,44,2.3
2023,2023caph,Gracious Professionalism Award,4201,7,44,15.9
2023,2023caph,Imagery Award in honor of Jack Kamen,2102,8,44,18.2
2023,2023caph,Industrial Design Award sponsored by General Motors,973,11,44,25.0
2023,2023caph,Innovation in Control Award,6036,3,44,6.8
2023,2023caph,Judges' Award,1266,19,44,43.2
2023,2023caph,Quality Award,1572,27,44,61.4
2023,2023caph,Team Spirit Award,589,17,44,38.6
2023,2023caph,Team Sustainability Award,498,24,44,54.5
2023,2023casd,Regional FIRST Impact Award,5993,31,50,62.0
2023,2023casd,Regional Engineering Inspiration Award,3341,39,50,78.0
2023,2023casd,Woodie Flowers Finalist Award,5993,31,50,62.0
2023,2023casd,FIRST Dean's List Finalist Award,2485,10,50,20.0
2023,2023casd,FIRST Dean's List Finalist Award,3341,39,50,78.0
2023,2023casd,Regional Winners,973,1,50,2.0
2023,2023casd,Regional Winners,1538,3,50,6.0
2023,2023casd,Regional Winners,4419,24,50,48.0
2023,2023casd,Regional Finalists,599,2,50,4.0
2023,2023casd,Regional Finalists,4738,4,50,8.0
2023,2023casd,Regional Finalists,3749,29,50,58.0
2023,2023casd,Regional Finalists,4141,18,50,36.0
2023,2023casd,Autonomous Award sponsored by Ford,3647,13,50,26.0
2023,2023casd,Creativity Award sponsored by Rockwell Automation,4322,22,50,44.0
2023,2023casd,Excellence in Engineering Award,8020,5,50,10.0
2023,2023casd,Gracious Professionalism Award,3128,14,50,28.0
2023,2023casd,Imagery Award in honor of Jack Kamen,2102,23,50,46.0
2023,2023casd,Industrial Design Award sponsored by General Motors,1538,3,50,6.0
2023,2023casd,Innovation in Control Award,6995,26,50,52.0
2023,2023casd,Judges' Award,4919,50,50,100.0
2023,2023casd,Quality Award,599,2,50,4.0
2023,2023casd,Team Spirit Award,589,36,50,72.0
2023,2023casd,Team Sustainability Award,2485,10,50,20.0
2023,2023casd,Wildcard,599,2,50,4.0
2023,2023casd,Wildcard,4738,4,50,8.0
2023,2023casdf,Winner (1st Place),4419,,,
2023,2023casdf,Finalist (2nd Place),3255,,,
2023,2023casdf,Finalist (3rd Place),4738,,,
2023,2023casf,Regional FIRST Impact Award,115,6,42,14.3
2023,2023casf,Regional Engineering Inspiration Award,1700,42,42,100.0
2023,2023casf,Rookie All Star Award,9038,14,42,33.3
2023,2023casf,Woodie Flowers Finalist Award,9143,40,42,95.2
2023,2023casf,FIRST Dean's List Finalist Award,649,9,42,21.4
