year,event,award,team,qual_rank,n_teams,rank_pct
2026,2026ausc,Regional FIRST Impact Award,10002,9,42,21.4
2026,2026ausc,Regional Engineering Inspiration Award sponsored by SpaceX,5985,26,42,61.9
2026,2026ausc,Rookie All Star Award,10958,22,42,52.4
2026,2026ausc,Woodie Flowers Finalist Award,5584,1,42,2.4
2026,2026ausc,FIRST Leadership Award Finalist,5985,26,42,61.9
2026,2026ausc,FIRST Leadership Award Finalist,3132,2,42,4.8
2026,2026ausc,Regional Winners,5584,1,42,2.4
2026,2026ausc,Regional Winners,8613,8,42,19.0
2026,2026ausc,Regional Winners,10552,27,42,64.3
2026,2026ausc,Regional Finalists,6996,4,42,9.5
2026,2026ausc,Regional Finalists,6510,6,42,14.3
2026,2026ausc,Regional Finalists,4774,41,42,97.6
2026,2026ausc,Regional Finalists,7583,15,42,35.7
2026,2026ausc,Autonomous Award sponsored by Google.org,7433,3,42,7.1
2026,2026ausc,Creativity Award sponsored by Rockwell Automation,4788,17,42,40.5
2026,2026ausc,Excellence in Engineering Award sponsored by Littelfuse,6996,4,42,9.5
2026,2026ausc,Gracious Professionalism Award,4613,11,42,26.2
2026,2026ausc,Imagery Award in honor of Jack Kamen,6434,31,42,73.8
2026,2026ausc,Industrial Design Award,8613,8,42,19.0
2026,2026ausc,Innovation in Control Award sponsored by nVent,5584,1,42,2.4
2026,2026ausc,Judges' Award,9147,34,42,81.0
2026,2026ausc,Quality Award,9574,25,42,59.5
2026,2026ausc,Rising All-Star Award,6497,7,42,16.7
2026,2026ausc,Team Spirit Award,3132,2,42,4.8
2026,2026ausc,Team Sustainability Award sponsored by Dow,5648,39,42,92.9
2026,2026auwarp,Autonomous Award,6509,3,26,11.5
2026,2026auwarp,Community Engagement Award,4537,5,26,19.2
2026,2026auwarp,Community Member Award,7113,10,26,38.5
2026,2026auwarp,Creativity Award,9979,9,26,34.6
2026,2026auwarp,Excellence in Engineering Award,9991,1,26,3.8
2026,2026auwarp,Gracious Professionalism Award,9977,18,26,69.2
2026,2026auwarp,Industrial Design Award,9433,11,26,42.3
2026,2026auwarp,Innovation In Control Award,4788,2,26,7.7
2026,2026auwarp,Judges Award,10342,4,26,15.4
2026,2026auwarp,Quality Award,9191,12,26,46.2
2026,2026auwarp,Team Spirit Award,8876,7,26,26.9
2026,2026auwarp,Team Sustainability Award,7113,10,26,38.5
2026,2026azfg,Regional FIRST Impact Award,6352,35,55,63.6
2026,2026azfg,Regional Engineering Inspiration Award sponsored by SpaceX,2080,36,55,65.5
2026,2026azfg,Rookie All Star Award,10933,27,55,49.1
2026,2026azfg,Woodie Flowers Finalist Award,4146,41,55,74.5
2026,2026azfg,FIRST Leadership Award Finalist,4146,41,55,74.5
2026,2026azfg,FIRST Leadership Award Finalist,2662,54,55,98.2
2026,2026azfg,Regional Winners,2122,1,55,1.8
2026,2026azfg,Regional Winners,7426,2,55,3.6
2026,2026azfg,Regional Winners,2478,37,55,67.3
2026,2026azfg,Regional Winners,7755,17,55,30.9
2026,2026azfg,Regional Finalists,3245,4,55,7.3
2026,2026azfg,Regional Finalists,6413,23,55,41.8
2026,2026azfg,Regional Finalists,1410,20,55,36.4
2026,2026azfg,Autonomous Award sponsored by Google.org,3243,34,55,61.8
2026,2026azfg,Creativity Award sponsored by Rockwell Automation,9501,7,55,12.7
2026,2026azfg,Excellence in Engineering Award sponsored by Littelfuse,987,14,55,25.5
2026,2026azfg,Gracious Professionalism Award,6413,23,55,41.8
2026,2026azfg,Imagery Award in honor of Jack Kamen,10114,6,55,10.9
2026,2026azfg,Industrial Design Award,2122,1,55,1.8
2026,2026azfg,Innovation in Control Award sponsored by nVent,7426,2,55,3.6
2026,2026azfg,Judges' Award,3009,55,55,100.0
2026,2026azfg,Quality Award,3216,13,55,23.6
2026,2026azfg,Rising All-Star Award,10980,8,55,14.5
2026,2026azfg,Team Spirit Award,2403,24,55,43.6
2026,2026azfg,Team Sustainability Award sponsored by Dow,2662,54,55,98.2
2026,2026bcvi,Regional FIRST Impact Award,7287,15,44,34.1
2026,2026bcvi,Regional Engineering Inspiration Award sponsored by SpaceX,7135,41,44,93.2
2026,2026bcvi,Rookie All Star Award,11391,32,44,72.7
2026,2026bcvi,Woodie Flowers Finalist Award,359,1,44,2.3
2026,2026bcvi,FIRST Leadership Award Finalist,9277,14,44,31.8
2026,2026bcvi,FIRST Leadership Award Finalist,6390,29,44,65.9
2026,2026bcvi,Regional Winners,359,1,44,2.3
2026,2026bcvi,Regional Winners,3683,2,44,4.5
2026,2026bcvi,Regional Winners,9180,34,44,77.3
2026,2026bcvi,Regional Finalists,6766,5,44,11.4
2026,2026bcvi,Regional Finalists,4270,6,44,13.6
2026,2026bcvi,Regional Finalists,6390,29,44,65.9
2026,2026bcvi,Autonomous Award sponsored by Google.org,3683,2,44,4.5
2026,2026bcvi,Creativity Award sponsored by Rockwell Automation,6766,5,44,11.4
2026,2026bcvi,Excellence in Engineering Award sponsored by Littelfuse,9277,14,44,31.8
2026,2026bcvi,Gracious Professionalism Award,10527,35,44,79.5
2026,2026bcvi,Imagery Award in honor of Jack Kamen,9449,10,44,22.7
2026,2026bcvi,Industrial Design Award,9406,7,44,15.9
2026,2026bcvi,Innovation in Control Award sponsored by nVent,359,1,44,2.3
2026,2026bcvi,Judges' Award,10427,13,44,29.5
2026,2026bcvi,Quality Award,6390,29,44,65.9
2026,2026bcvi,Rising All-Star Award,9719,12,44,27.3
2026,2026bcvi,Team Spirit Award,10384,24,44,54.5
2026,2026bcvi,Team Sustainability Award sponsored by Dow,3990,4,44,9.1
2026,2026brba,Regional FIRST Impact Award,7563,2,48,4.2
2026,2026brba,Regional Engineering Inspiration Award sponsored by SpaceX,7567,13,48,27.1
2026,2026brba,Rookie All Star Award,11105,41,48,85.4
2026,2026brba,Woodie Flowers Finalist Award,1860,5,48,10.4
2026,2026brba,Volunteer of the Year,1156,1,48,2.1
2026,2026brba,FIRST Leadership Award Finalist,7563,2,48,4.2
2026,2026brba,FIRST Leadership Award Finalist,9046,44,48,91.7
2026,2026brba,Regional Winners,1156,1,48,2.1
2026,2026brba,Regional Winners,7563,2,48,4.2
2026,2026brba,Regional Winners,9066,25,48,52.1
2026,2026brba,Regional Winners,9162,11,48,22.9
2026,2026brba,Regional Finalists,7565,3,48,6.2
2026,2026brba,Regional Finalists,9175,7,48,14.6
2026,2026brba,Regional Finalists,9460,32,48,66.7
2026,2026brba,Autonomous Award sponsored by Google.org,7565,3,48,6.2
2026,2026brba,Creativity Award sponsored by Rockwell Automation,9200,9,48,18.8
2026,2026brba,Excellence in Engineering Award sponsored by Littelfuse,9484,14,48,29.2
2026,2026brba,Gracious Professionalism Award,9302,43,48,89.6
2026,2026brba,Imagery Award in honor of Jack Kamen,9162,11,48,22.9
2026,2026brba,Industrial Design Award,9458,12,48,25.0
2026,2026brba,Innovation in Control Award sponsored by nVent,1156,1,48,2.1
2026,2026brba,Judges' Award,9169,20,48,41.7
2026,2026brba,Quality Award,9110,23,48,47.9
2026,2026brba,Rising All-Star Award,9611,26,48,54.2
2026,2026brba,Team Spirit Award,9459,18,48,37.5
2026,2026brba,Team Sustainability Award sponsored by Dow,9163,40,48,83.3
2026,2026brsp,Regional FIRST Impact Award,1884,41,49,83.7
2026,2026brsp,Regional Engineering Inspiration Award sponsored by SpaceX,1156,1,49,2.0
2026,2026brsp,Rookie All Star Award,11201,38,49,77.6
2026,2026brsp,Woodie Flowers Finalist Award,9458,30,49,61.2
2026,2026brsp,FIRST Leadership Award Finalist,7459,45,49,91.8
2026,2026brsp,FIRST Leadership Award Finalist,1156,1,49,2.0
2026,2026brsp,Regional Winners,1156,1,49,2.0
2026,2026brsp,Regional Winners,7563,3,49,6.1
2026,2026brsp,Regional Winners,1884,41,49,83.7
2026,2026brsp,Regional Winners,7033,17,49,34.7
2026,2026brsp,Regional Finalists,7565,2,49,4.1
2026,2026brsp,Regional Finalists,9175,4,49,8.2
2026,2026brsp,Regional Finalists,9611,39,49,79.6
2026,2026brsp,Regional Finalists,9604,20,49,40.8
2026,2026brsp,Autonomous Award sponsored by Google.org,7563,3,49,6.1
2026,2026brsp,Creativity Award sponsored by Rockwell Automation,9200,10,49,20.4
2026,2026brsp,Excellence in Engineering Award sponsored by Littelfuse,10190,9,49,18.4
2026,2026brsp,Gracious Professionalism Award,9593,22,49,44.9
2026,2026brsp,Imagery Award in honor of Jack Kamen,9460,14,49,28.6
2026,2026brsp,Industrial Design Award,9487,6,49,12.2
2026,2026brsp,Innovation in Control Award sponsored by nVent,9199,35,49,71.4
2026,2026brsp,Judges' Award,7567,5,49,10.2
2026,2026brsp,Quality Award,9085,13,49,26.5
2026,2026brsp,Rising All-Star Award,10019,40,49,81.6
2026,2026brsp,Team Spirit Award,9458,30,49,61.2
2026,2026brsp,Team Sustainability Award sponsored by Dow,8882,25,49,51.0
2026,2026caasv,District FIRST Impact Award,3749,27,34,79.4
2026,2026caasv,District Engineering Inspiration Award sponsored by SpaceX,1622,15,34,44.1
2026,2026caasv,Rookie All Star Award,11096,17,34,50.0
2026,2026caasv,District Championship FIRST Leadership Award Semi-Finalist,4738,6,34,17.6
2026,2026caasv,District Championship FIRST Leadership Award Semi-Finalist,3749,27,34,79.4
2026,2026caasv,District Event Winner,294,1,34,2.9
2026,2026caasv,District Event Winner,2659,5,34,14.7
2026,2026caasv,District Event Winner,9706,25,34,73.5
2026,2026caasv,District Event Finalist,687,2,34,5.9
2026,2026caasv,District Event Finalist,2073,4,34,11.8
2026,2026caasv,District Event Finalist,1515,29,34,85.3
2026,2026caasv,Autonomous Award sponsored by Google.org,2073,4,34,11.8
2026,2026caasv,Creativity Award sponsored by Rockwell Automation,294,1,34,2.9
2026,2026caasv,Excellence in Engineering Award sponsored by Littelfuse,846,3,34,8.8
2026,2026caasv,Gracious Professionalism Award,589,24,34,70.6
2026,2026caasv,Imagery Award in honor of Jack Kamen,5012,13,34,38.2
2026,2026caasv,Industrial Design Award,2659,5,34,14.7
2026,2026caasv,Innovation in Control Award sponsored by nVent,2637,14,34,41.2
2026,2026caasv,Judges' Award,2543,28,34,82.4
2026,2026caasv,Quality Award,687,2,34,5.9
2026,2026caasv,Team Spirit Award,8119,7,34,20.6
2026,2026caasv,Team Sustainability Award sponsored by Dow,3341,18,34,52.9
2026,2026cacac,District FIRST Impact Award,1967,10,35,28.6
2026,2026cacac,District Engineering Inspiration Award sponsored by SpaceX,4159,12,35,34.3
2026,2026cacac,Rookie All Star Award,11243,28,35,80.0
2026,2026cacac,District Championship FIRST Leadership Award Semi-Finalist,2135,4,35,11.4
2026,2026cacac,District Championship FIRST Leadership Award Semi-Finalist,1072,11,35,31.4
2026,2026cacac,District Event Winner,5507,1,35,2.9
2026,2026cacac,District Event Winner,8,2,35,5.7
2026,2026cacac,District Event Winner,701,23,35,65.7
2026,2026cacac,District Event Finalist,8048,3,35,8.6
2026,2026cacac,District Event Finalist,7667,7,35,20.0
2026,2026cacac,District Event Finalist,751,20,35,57.1
2026,2026cacac,Autonomous Award sponsored by Google.org,2135,4,35,11.4
2026,2026cacac,Creativity Award sponsored by Rockwell Automation,701,23,35,65.7
2026,2026cacac,Excellence in Engineering Award sponsored by Littelfuse,5507,1,35,2.9
2026,2026cacac,Gracious Professionalism Award,1072,11,35,31.4
2026,2026cacac,Imagery Award in honor of Jack Kamen,852,14,35,40.0
2026,2026cacac,Industrial Design Award,8,2,35,5.7
2026,2026cacac,Innovation in Control Award sponsored by nVent,1458,16,35,45.7
2026,2026cacac,Judges' Award,11463,27,35,77.1
2026,2026cacac,Quality Award,7137,5,35,14.3
2026,2026cacac,Rising All-Star Award,9114,22,35,62.9
2026,2026cacac,Team Spirit Award,8048,3,35,8.6
2026,2026cacac,Team Sustainability Award sponsored by Dow,8016,18,35,51.4
2026,2026caclv,District FIRST Impact Award,766,7,26,26.9
2026,2026caclv,District Engineering Inspiration Award sponsored by SpaceX,971,12,26,46.2
2026,2026caclv,Rookie All Star Award,11296,11,26,42.3
2026,2026caclv,District Championship FIRST Leadership Award Semi-Finalist,1671,17,26,65.4
2026,2026caclv,District Championship FIRST Leadership Award Semi-Finalist,114,8,26,30.8
2026,2026caclv,District Event Winner,1323,1,26,3.8
2026,2026caclv,District Event Winner,254,2,26,7.7
2026,2026caclv,District Event Winner,2367,20,26,76.9
2026,2026caclv,District Event Finalist,3970,3,26,11.5
2026,2026caclv,District Event Finalist,973,5,26,19.2
2026,2026caclv,District Event Finalist,6305,13,26,50.0
2026,2026caclv,Autonomous Award sponsored by Google.org,1323,1,26,3.8
2026,2026caclv,Creativity Award sponsored by Rockwell Automation,973,5,26,19.2
2026,2026caclv,Excellence in Engineering Award sponsored by Littelfuse,5817,15,26,57.7
2026,2026caclv,Gracious Professionalism Award,254,2,26,7.7
2026,2026caclv,Imagery Award in honor of Jack Kamen,8793,10,26,38.5
2026,2026caclv,Industrial Design Award,840,9,26,34.6
2026,2026caclv,Innovation in Control Award sponsored by nVent,3970,3,26,11.5
2026,2026caclv,Judges' Award,1671,17,26,65.4
2026,2026caclv,Quality Award,1388,4,26,15.4
2026,2026caclv,Rising All-Star Award,5700,6,26,23.1
2026,2026caclv,Team Spirit Award,6305,13,26,50.0
2026,2026caclv,Team Sustainability Award sponsored by Dow,6657,19,26,73.1
2026,2026caetb,District FIRST Impact Award,3256,1,39,2.6
2026,2026caetb,District Engineering Inspiration Award sponsored by SpaceX,5419,6,39,15.4
2026,2026caetb,District Championship FIRST Leadership Award Semi-Finalist,3256,1,39,2.6
2026,2026caetb,District Championship FIRST Leadership Award Semi-Finalist,9038,22,39,56.4
2026,2026caetb,District Event Winner,4698,3,39,7.7
2026,2026caetb,District Event Winner,841,4,39,10.3
2026,2026caetb,District Event Winner,1854,17,39,43.6
2026,2026caetb,District Event Finalist,3256,1,39,2.6
2026,2026caetb,District Event Finalist,972,2,39,5.1
2026,2026caetb,District Event Finalist,10339,15,39,38.5
2026,2026caetb,District Event Finalist,10615,19,39,48.7
2026,2026caetb,Autonomous Award sponsored by Google.org,6962,5,39,12.8
2026,2026caetb,Creativity Award sponsored by Rockwell Automation,4186,23,39,59.0
2026,2026caetb,Excellence in Engineering Award sponsored by Littelfuse,9038,22,39,56.4
2026,2026caetb,Gracious Professionalism Award,4904,16,39,41.0
2026,2026caetb,Imagery Award in honor of Jack Kamen,2204,27,39,69.2
2026,2026caetb,Industrial Design Award,972,2,39,5.1
2026,2026caetb,Innovation in Control Award sponsored by nVent,841,4,39,10.3
2026,2026caetb,Judges' Award,6418,11,39,28.2
2026,2026caetb,Quality Award,4698,3,39,7.7
2026,2026caetb,Rising All-Star Award,10339,15,39,38.5
2026,2026caetb,Team Spirit Award,1700,21,39,53.8
2026,2026caetb,Team Sustainability Award sponsored by Dow,2473,14,39,35.9
2026,2026cagle,District FIRST Impact Award,3501,8,37,21.6
2026,2026cagle,District Engineering Inspiration Award sponsored by SpaceX,4,12,37,32.4
2026,2026cagle,Rookie All Star Award,10936,36,37,97.3
2026,2026cagle,District Championship FIRST Leadership Award Semi-Finalist,7415,2,37,5.4
2026,2026cagle,District Championship FIRST Leadership Award Semi-Finalist,1148,19,37,51.4
2026,2026cagle,District Event Winner,7415,2,37,5.4
2026,2026cagle,District Event Winner,6995,5,37,13.5
2026,2026cagle,District Event Winner,2404,24,37,64.9
2026,2026cagle,District Event Finalist,6036,1,37,2.7
2026,2026cagle,District Event Finalist,5026,4,37,10.8
2026,2026cagle,District Event Finalist,11024,22,37,59.5
2026,2026cagle,Autonomous Award sponsored by Google.org,3255,14,37,37.8
2026,2026cagle,Creativity Award sponsored by Rockwell Automation,6995,5,37,13.5
2026,2026cagle,Excellence in Engineering Award sponsored by Littelfuse,1148,19,37,51.4
2026,2026cagle,Gracious Professionalism Award,5089,28,37,75.7
2026,2026cagle,Imagery Award in honor of Jack Kamen,11024,22,37,59.5
2026,2026cagle,Industrial Design Award,3512,3,37,8.1
2026,2026cagle,Innovation in Control Award sponsored by nVent,6036,1,37,2.7
2026,2026cagle,Judges' Award,3965,26,37,70.3
2026,2026cagle,Quality Award,9084,11,37,29.7
2026,2026cagle,Rising All-Star Award,22,30,37,81.1
2026,2026cagle,Team Spirit Award,597,21,37,56.8
2026,2026cagle,Team Sustainability Award sponsored by Dow,8033,18,37,48.6
2026,2026cahal,District FIRST Impact Award,1678,1,26,3.8
2026,2026cahal,District Engineering Inspiration Award sponsored by SpaceX,604,2,26,7.7
2026,2026cahal,District Championship FIRST Leadership Award Semi-Finalist,971,6,26,23.1
2026,2026cahal,District Championship FIRST Leadership Award Semi-Finalist,5924,24,26,92.3
2026,2026cahal,District Event Winner,1678,1,26,3.8
2026,2026cahal,District Event Winner,9470,3,26,11.5
2026,2026cahal,District Event Winner,7607,26,26,100.0
2026,2026cahal,District Event Winner,5760,17,26,65.4
2026,2026cahal,District Event Finalist,604,2,26,7.7
2026,2026cahal,District Event Finalist,971,6,26,23.1
2026,2026cahal,District Event Finalist,7413,25,26,96.2
2026,2026cahal,Autonomous Award sponsored by Google.org,971,6,26,23.1
2026,2026cahal,Creativity Award sponsored by Rockwell Automation,1458,13,26,50.0
2026,2026cahal,Excellence in Engineering Award sponsored by Littelfuse,9470,3,26,11.5
2026,2026cahal,Gracious Professionalism Award,5924,24,26,92.3
2026,2026cahal,Imagery Award in honor of Jack Kamen,6305,11,26,42.3
2026,2026cahal,Industrial Design Award,8793,4,26,15.4
2026,2026cahal,Innovation in Control Award sponsored by nVent,670,16,26,61.5
2026,2026cahal,Judges' Award,10252,19,26,73.1
2026,2026cahal,Quality Award,3598,9,26,34.6
2026,2026cahal,Rising All-Star Award,3257,14,26,53.8
2026,2026cahal,Team Spirit Award,852,22,26,84.6
2026,2026cahal,Team Sustainability Award sponsored by Dow,7419,8,26,30.8
2026,2026calas,District FIRST Impact Award,4201,3,42,7.1
2026,2026calas,District Engineering Inspiration Award sponsored by SpaceX,597,24,42,57.1
2026,2026calas,District Championship FIRST Leadership Award Semi-Finalist,5137,13,42,31.0
2026,2026calas,District Championship FIRST Leadership Award Semi-Finalist,687,5,42,11.9
2026,2026calas,District Event Winner,3476,1,42,2.4
2026,2026calas,District Event Winner,9408,2,42,4.8
2026,2026calas,District Event Winner,7042,36,42,85.7
2026,2026calas,District Event Finalist,4201,3,42,7.1
2026,2026calas,District Event Finalist,687,5,42,11.9
2026,2026calas,District Event Finalist,4999,14,42,33.3
2026,2026calas,Autonomous Award sponsored by Google.org,9408,2,42,4.8
2026,2026calas,Creativity Award sponsored by Rockwell Automation,1661,10,42,23.8
2026,2026calas,Excellence in Engineering Award sponsored by Littelfuse,3476,1,42,2.4
2026,2026calas,Gracious Professionalism Award,1197,18,42,42.9
2026,2026calas,Imagery Award in honor of Jack Kamen,294,8,42,19.0
2026,2026calas,Industrial Design Award,4,7,42,16.7
2026,2026calas,Innovation in Control Award sponsored by nVent,2584,12,42,28.6
2026,2026calas,Judges' Award,5089,27,42,64.3
2026,2026calas,Quality Award,687,5,42,11.9
2026,2026calas,Team Spirit Award,1159,28,42,66.7
2026,2026calas,Team Sustainability Award sponsored by Dow,2710,15,42,35.7
2026,2026cancmp,District Championship FIRST Impact Award,1678,6,60,10.0
2026,2026cancmp,District Championship FIRST Impact Award,1671,30,60,50.0
2026,2026cancmp,District Championship Engineering Inspiration Award sponsored by SpaceX,1868,27,60,45.0
2026,2026cancmp,District Championship Rookie All Star Award,11463,,60,
2026,2026cancmp,Woodie Flowers Finalist Award,3501,16,60,26.7
2026,2026cancmp,FIRST Leadership Award Finalist,1967,26,60,43.3
2026,2026cancmp,FIRST Leadership Award Finalist,840,38,60,63.3
2026,2026cancmp,FIRST Leadership Award Finalist,114,12,60,20.0
2026,2026cancmp,FIRST Leadership Award Finalist,6238,15,60,25.0
2026,2026cancmp,District Championship Winner,254,1,60,1.7
2026,2026cancmp,District Championship Winner,1323,3,60,5.0
2026,2026cancmp,District Championship Winner,6238,15,60,25.0
2026,2026cancmp,District Championship Finalist,9470,2,60,3.3
2026,2026cancmp,District Championship Finalist,1678,6,60,10.0
2026,2026cancmp,District Championship Finalist,6665,40,60,66.7
2026,2026cancmp,Autonomous Award sponsored by Google.org,114,12,60,20.0
2026,2026cancmp,Creativity Award sponsored by Rockwell Automation,5817,41,60,68.3
2026,2026cancmp,Excellence in Engineering Award sponsored by Littelfuse,846,18,60,30.0
2026,2026cancmp,Gracious Professionalism Award,766,54,60,90.0
2026,2026cancmp,Imagery Award in honor of Jack Kamen,6238,15,60,25.0
2026,2026cancmp,Industrial Design Award,972,7,60,11.7
2026,2026cancmp,Innovation in Control Award sponsored by nVent,6036,4,60,6.7
2026,2026cancmp,Judges' Award,701,42,60,70.0
2026,2026cancmp,Quality Award,254,1,60,1.7
2026,2026cancmp,Rising All-Star Award,4990,57,60,95.0
2026,2026cancmp,Team Spirit Award,10339,43,60,71.7
2026,2026cancmp,Team Sustainability Award sponsored by Dow,6665,40,60,66.7
2026,2026caoec,District FIRST Impact Award,115,5,37,13.5
2026,2026caoec,District Engineering Inspiration Award sponsored by SpaceX,4201,3,37,8.1
2026,2026caoec,District Championship FIRST Leadership Award Semi-Finalist,9730,33,37,89.2
2026,2026caoec,District Championship FIRST Leadership Award Semi-Finalist,5805,23,37,62.2
2026,2026caoec,District Event Winner,4414,1,37,2.7
2026,2026caoec,District Event Winner,3476,2,37,5.4
2026,2026caoec,District Event Winner,3309,17,37,45.9
2026,2026caoec,District Event Finalist,4201,3,37,8.1
2026,2026caoec,District Event Finalist,4322,7,37,18.9
2026,2026caoec,District Event Finalist,10586,32,37,86.5
2026,2026caoec,Autonomous Award sponsored by Google.org,5199,4,37,10.8
2026,2026caoec,Creativity Award sponsored by Rockwell Automation,7042,21,37,56.8
2026,2026caoec,Excellence in Engineering Award sponsored by Littelfuse,5137,9,37,24.3
2026,2026caoec,Gracious Professionalism Award,3476,2,37,5.4
2026,2026caoec,Imagery Award in honor of Jack Kamen,6695,10,37,27.0
2026,2026caoec,Industrial Design Award,4414,1,37,2.7
2026,2026caoec,Innovation in Control Award sponsored by nVent,4322,7,37,18.9
2026,2026caoec,Judges' Award,6885,18,37,48.6
2026,2026caoec,Quality Award,3408,11,37,29.7
2026,2026caoec,Rising All-Star Award,10586,32,37,86.5
2026,2026caoec,Team Spirit Award,8521,36,37,97.3
2026,2026caoec,Team Sustainability Award sponsored by Dow,9730,33,37,89.2
2026,2026capin,District FIRST Impact Award,4135,15,28,53.6
2026,2026capin,District Engineering Inspiration Award sponsored by SpaceX,2854,21,28,75.0
2026,2026capin,Rookie All Star Award,11247,27,28,96.4
2026,2026capin,District Championship FIRST Leadership Award Semi-Finalist,1868,4,28,14.3
2026,2026capin,District Championship FIRST Leadership Award Semi-Finalist,6665,18,28,64.3
2026,2026capin,District Event Winner,604,1,28,3.6
2026,2026capin,District Event Winner,581,2,28,7.1
2026,2026capin,District Event Winner,7777,25,28,89.3
2026,2026capin,District Event Winner,4171,17,28,60.7
2026,2026capin,District Event Finalist,2813,3,28,10.7
2026,2026capin,District Event Finalist,3045,5,28,17.9
2026,2026capin,District Event Finalist,4255,24,28,85.7
2026,2026capin,Autonomous Award sponsored by Google.org,3045,5,28,17.9
2026,2026capin,Creativity Award sponsored by Rockwell Automation,6059,11,28,39.3
2026,2026capin,Excellence in Engineering Award sponsored by Littelfuse,1868,4,28,14.3
