year,event,award,team,qual_rank,n_teams,rank_pct
2024,2024hiho,Innovation in Control Award,9114,7,34,20.6
2024,2024hiho,Judges' Award,3721,13,34,38.2
2024,2024hiho,Quality Award,2465,4,34,11.8
2024,2024hiho,Rookie Inspiration Award,9494,22,34,64.7
2024,2024hiho,Team Spirit Award,2443,3,34,8.8
2024,2024hiho,Team Sustainability Award sponsored by Dow,3008,21,34,61.8
2024,2024hiho,Wildcard,2348,33,34,97.1
2024,2024hiho,Wildcard,9498,23,34,67.6
2024,2024hop,Engineering Inspiration Award,8159,44,75,58.7
2024,2024hop,Rookie All Star Award,9455,61,75,81.3
2024,2024hop,Championship Division Winner,6328,2,75,2.7
2024,2024hop,Championship Division Winner,4481,14,75,18.7
2024,2024hop,Championship Division Winner,9072,40,75,53.3
2024,2024hop,Championship Division Winner,2370,38,75,50.7
2024,2024hop,Championship Division Finalist,8013,4,75,5.3
2024,2024hop,Championship Division Finalist,5895,12,75,16.0
2024,2024hop,Championship Division Finalist,88,24,75,32.0
2024,2024hop,Championship Division Finalist,498,48,75,64.0
2024,2024hop,Autonomous Award,6328,2,75,2.7
2024,2024hop,Creativity Award sponsored by Rockwell Automation,302,56,75,74.7
2024,2024hop,Excellence in Engineering Award,4481,14,75,18.7
2024,2024hop,Gracious Professionalism Award,3134,53,75,70.7
2024,2024hop,Imagery Award in honor of Jack Kamen,108,19,75,25.3
2024,2024hop,Industrial Design Award sponsored by General Motors,3494,34,75,45.3
2024,2024hop,Innovation in Control Award,195,63,75,84.0
2024,2024hop,Judges' Award,8298,70,75,93.3
2024,2024hop,Quality Award,2046,8,75,10.7
2024,2024hop,Rookie Inspiration Award,9576,35,75,46.7
2024,2024hop,Team Spirit Award,6652,65,75,86.7
2024,2024hop,Team Sustainability Award sponsored by Dow,5993,67,75,89.3
2024,2024iacf,Regional FIRST Impact Award,6424,1,53,1.9
2024,2024iacf,Regional Engineering Inspiration Award,4607,15,53,28.3
2024,2024iacf,Rookie All Star Award,9579,42,53,79.2
2024,2024iacf,Woodie Flowers Finalist Award,967,29,53,54.7
2024,2024iacf,FIRST Dean's List Finalist Award,8744,11,53,20.8
2024,2024iacf,FIRST Dean's List Finalist Award,7531,25,53,47.2
2024,2024iacf,Regional Winners,4143,2,53,3.8
2024,2024iacf,Regional Winners,4607,15,53,28.3
2024,2024iacf,Regional Winners,7848,30,53,56.6
2024,2024iacf,Regional Finalists,4646,5,53,9.4
2024,2024iacf,Regional Finalists,2526,10,53,18.9
2024,2024iacf,Regional Finalists,5041,17,53,32.1
2024,2024iacf,Autonomous Award,2847,14,53,26.4
2024,2024iacf,Creativity Award sponsored by Rockwell Automation,167,22,53,41.5
2024,2024iacf,Excellence in Engineering Award,1156,13,53,24.5
2024,2024iacf,Gracious Professionalism Award,3928,23,53,43.4
2024,2024iacf,Imagery Award in honor of Jack Kamen,5041,17,53,32.1
2024,2024iacf,Industrial Design Award sponsored by General Motors,4646,5,53,9.4
2024,2024iacf,Innovation in Control Award,6706,34,53,64.2
2024,2024iacf,Judges' Award,7531,25,53,47.2
2024,2024iacf,Quality Award,4655,26,53,49.1
2024,2024iacf,Rookie Inspiration Award,9543,51,53,96.2
2024,2024iacf,Team Spirit Award,2526,10,53,18.9
2024,2024iacf,Team Sustainability Award sponsored by Dow,8298,39,53,73.6
2024,2024iacf,Wildcard,7848,30,53,56.6
2024,2024iacf,Wildcard,9579,42,53,79.2
2024,2024idbo,Regional FIRST Impact Award,5461,21,43,48.8
2024,2024idbo,Regional Engineering Inspiration Award,2813,30,43,69.8
2024,2024idbo,Rookie All Star Award,9726,40,43,93.0
2024,2024idbo,Woodie Flowers Finalist Award,5461,21,43,48.8
2024,2024idbo,FIRST Dean's List Finalist Award,5461,21,43,48.8
2024,2024idbo,FIRST Dean's List Finalist Award,6358,6,43,14.0
2024,2024idbo,Regional Winners,2122,10,43,23.3
2024,2024idbo,Regional Winners,192,20,43,46.5
2024,2024idbo,Regional Winners,1891,34,43,79.1
2024,2024idbo,Regional Finalists,114,1,43,2.3
2024,2024idbo,Regional Finalists,6036,3,43,7.0
2024,2024idbo,Regional Finalists,2813,30,43,69.8
2024,2024idbo,Autonomous Award,4698,4,43,9.3
2024,2024idbo,Creativity Award sponsored by Rockwell Automation,4598,16,43,37.2
2024,2024idbo,Excellence in Engineering Award,6036,3,43,7.0
2024,2024idbo,Gracious Professionalism Award,6358,6,43,14.0
2024,2024idbo,Imagery Award in honor of Jack Kamen,399,9,43,20.9
2024,2024idbo,Industrial Design Award sponsored by General Motors,2584,7,43,16.3
2024,2024idbo,Innovation in Control Award,2122,10,43,23.3
2024,2024idbo,Judges' Award,6364,11,43,25.6
2024,2024idbo,Quality Award,3245,5,43,11.6
2024,2024idbo,Rookie Inspiration Award,9438,12,43,27.9
2024,2024idbo,Team Spirit Award,1569,17,43,39.5
2024,2024idbo,Team Sustainability Award sponsored by Dow,846,13,43,30.2
2024,2024ilch,Regional FIRST Impact Award,359,3,50,6.0
2024,2024ilch,Regional Engineering Inspiration Award,1986,19,50,38.0
2024,2024ilch,Rookie All Star Award,9406,17,50,34.0
2024,2024ilch,Woodie Flowers Finalist Award,3061,23,50,46.0
2024,2024ilch,FIRST Dean's List Finalist Award,2022,31,50,62.0
2024,2024ilch,FIRST Dean's List Finalist Award,4787,15,50,30.0
2024,2024ilch,Regional Winners,2338,1,50,2.0
2024,2024ilch,Regional Winners,359,3,50,6.0
2024,2024ilch,Regional Winners,4655,22,50,44.0
2024,2024ilch,Regional Finalists,111,7,50,14.0
2024,2024ilch,Regional Finalists,5934,9,50,18.0
2024,2024ilch,Regional Finalists,4096,14,50,28.0
2024,2024ilch,Autonomous Award,191,20,50,40.0
2024,2024ilch,Creativity Award sponsored by Rockwell Automation,111,7,50,14.0
2024,2024ilch,Excellence in Engineering Award,2338,1,50,2.0
2024,2024ilch,Gracious Professionalism Award,2383,11,50,22.0
2024,2024ilch,Imagery Award in honor of Jack Kamen,8122,10,50,20.0
2024,2024ilch,Industrial Design Award sponsored by General Motors,16,8,50,16.0
2024,2024ilch,Innovation in Control Award,8096,2,50,4.0
2024,2024ilch,Judges' Award,3792,21,50,42.0
2024,2024ilch,Quality Award,3061,23,50,46.0
2024,2024ilch,Rookie Inspiration Award,9669,36,50,72.0
2024,2024ilch,Team Spirit Award,112,28,50,56.0
2024,2024ilch,Team Sustainability Award sponsored by Dow,8581,12,50,24.0
2024,2024ilch,Wildcard,4655,22,50,44.0
2024,2024ilch,Wildcard,9406,17,50,34.0
2024,2024ilch,Wildcard,5822,4,50,8.0
2024,2024ilch,Wildcard,5934,9,50,18.0
2024,2024ilpe,Regional FIRST Impact Award,2826,19,38,50.0
2024,2024ilpe,Regional Engineering Inspiration Award,2338,2,38,5.3
2024,2024ilpe,Woodie Flowers Finalist Award,2704,21,38,55.3
2024,2024ilpe,FIRST Dean's List Finalist Award,2826,19,38,50.0
2024,2024ilpe,FIRST Dean's List Finalist Award,2704,21,38,55.3
2024,2024ilpe,Regional Winners,2481,1,38,2.6
2024,2024ilpe,Regional Winners,1756,3,38,7.9
2024,2024ilpe,Regional Winners,6317,23,38,60.5
2024,2024ilpe,Regional Finalists,2338,2,38,5.3
2024,2024ilpe,Regional Finalists,111,29,38,76.3
2024,2024ilpe,Regional Finalists,2039,17,38,44.7
2024,2024ilpe,Autonomous Award,325,8,38,21.1
2024,2024ilpe,Creativity Award sponsored by Rockwell Automation,4028,4,38,10.5
2024,2024ilpe,Excellence in Engineering Award,2481,1,38,2.6
2024,2024ilpe,Gracious Professionalism Award,7848,27,38,71.1
2024,2024ilpe,Imagery Award in honor of Jack Kamen,1736,10,38,26.3
2024,2024ilpe,Industrial Design Award sponsored by General Motors,4143,11,38,28.9
2024,2024ilpe,Innovation in Control Award,1756,3,38,7.9
2024,2024ilpe,Judges' Award,7417,37,38,97.4
2024,2024ilpe,Quality Award,2039,17,38,44.7
2024,2024ilpe,Team Spirit Award,5442,24,38,63.2
2024,2024ilpe,Team Sustainability Award sponsored by Dow,111,29,38,76.3
2024,2024iltrr,Winner,1756,2,35,5.7
2024,2024iltrr,Winner,2481,4,35,11.4
2024,2024iltrr,Winner,1781,27,35,77.1
2024,2024iltrr,Winner,3596,20,35,57.1
2024,2024iltrr,Finalist,2338,1,35,2.9
2024,2024iltrr,Finalist,3061,11,35,31.4
2024,2024iltrr,Finalist,9999,21,35,60.0
2024,2024iltrr,Finalist,9082,16,35,45.7
2024,2024incmp,Regional FIRST Impact Award,5484,9,38,23.7
2024,2024incmp,Regional Engineering Inspiration Award,461,1,38,2.6
2024,2024incmp,District Championship Rookie All Star Award,9431,37,38,97.4
2024,2024incmp,Woodie Flowers Finalist Award,5484,9,38,23.7
2024,2024incmp,FIRST Dean's List Finalist Award,461,1,38,2.6
2024,2024incmp,FIRST Dean's List Finalist Award,868,4,38,10.5
2024,2024incmp,District Championship Winner,1501,7,38,18.4
2024,2024incmp,District Championship Winner,7457,12,38,31.6
2024,2024incmp,District Championship Winner,1747,26,38,68.4
2024,2024incmp,District Championship Finalist,5484,9,38,23.7
2024,2024incmp,District Championship Finalist,5010,19,38,50.0
2024,2024incmp,District Championship Finalist,3940,24,38,63.2
2024,2024incmp,Autonomous Award,7457,12,38,31.6
2024,2024incmp,Creativity Award sponsored by Rockwell Automation,7657,35,38,92.1
2024,2024incmp,Excellence in Engineering Award,3487,28,38,73.7
2024,2024incmp,Gracious Professionalism Award,1741,15,38,39.5
2024,2024incmp,Imagery Award in honor of Jack Kamen,6498,3,38,7.9
2024,2024incmp,Industrial Design Award sponsored by General Motors,5188,31,38,81.6
2024,2024incmp,Innovation in Control Award,868,4,38,10.5
2024,2024incmp,Judges' Award,1018,36,38,94.7
2024,2024incmp,Quality Award,3494,2,38,5.3
2024,2024incmp,Rookie Inspiration Award,9491,32,38,84.2
2024,2024incmp,Team Spirit Award,6721,16,38,42.1
2024,2024incmp,Team Sustainability Award sponsored by Dow,3176,27,38,71.1
2024,2024incol,District FIRST Impact Award,4926,27,34,79.4
2024,2024incol,District Engineering Inspiration Award,1720,18,34,52.9
2024,2024incol,Rookie All Star Award,9491,32,34,94.1
2024,2024incol,District Championship Dean's List Semi-Finalist,1720,18,34,52.9
2024,2024incol,District Championship Dean's List Semi-Finalist,1741,9,34,26.5
2024,2024incol,District Event Winner,4272,1,34,2.9
2024,2024incol,District Event Winner,45,14,34,41.2
2024,2024incol,District Event Winner,8430,20,34,58.8
2024,2024incol,District Event Finalist,3494,5,34,14.7
2024,2024incol,District Event Finalist,1741,9,34,26.5
2024,2024incol,District Event Finalist,4982,26,34,76.5
2024,2024incol,Autonomous Award,4272,1,34,2.9
2024,2024incol,Creativity Award sponsored by Rockwell Automation,447,29,34,85.3
2024,2024incol,Excellence in Engineering Award,5188,22,34,64.7
2024,2024incol,Gracious Professionalism Award,3487,6,34,17.6
2024,2024incol,Imagery Award in honor of Jack Kamen,1018,16,34,47.1
2024,2024incol,Industrial Design Award sponsored by General Motors,3494,5,34,14.7
2024,2024incol,Innovation in Control Award,7457,3,34,8.8
2024,2024incol,Judges' Award,5010,4,34,11.8
2024,2024incol,Quality Award,1024,2,34,5.9
2024,2024incol,Rookie Inspiration Award,9453,34,34,100.0
2024,2024incol,Team Spirit Award,71,19,34,55.9
2024,2024incol,Team Sustainability Award sponsored by Dow,4982,26,34,76.5
2024,2024ineva,District FIRST Impact Award,6498,17,26,65.4
2024,2024ineva,District Engineering Inspiration Award,4926,8,26,30.8
2024,2024ineva,Rookie All Star Award,9554,21,26,80.8
2024,2024ineva,District Championship Dean's List Semi-Finalist,234,5,26,19.2
2024,2024ineva,District Championship Dean's List Semi-Finalist,3176,9,26,34.6
2024,2024ineva,District Event Winner,868,4,26,15.4
2024,2024ineva,District Event Winner,234,5,26,19.2
2024,2024ineva,District Event Winner,3947,26,26,100.0
2024,2024ineva,District Event Finalist,5484,10,26,38.5
2024,2024ineva,District Event Finalist,6498,17,26,65.4
2024,2024ineva,District Event Finalist,1720,19,26,73.1
2024,2024ineva,Autonomous Award,1501,3,26,11.5
2024,2024ineva,Creativity Award sponsored by Rockwell Automation,3947,26,26,100.0
2024,2024ineva,Excellence in Engineering Award,3176,9,26,34.6
2024,2024ineva,Gracious Professionalism Award,1720,19,26,73.1
2024,2024ineva,Imagery Award in honor of Jack Kamen,1747,1,26,3.8
2024,2024ineva,Industrial Design Award sponsored by General Motors,3452,14,26,53.8
2024,2024ineva,Innovation in Control Award,868,4,26,15.4
2024,2024ineva,Judges' Award,4008,24,26,92.3
2024,2024ineva,Quality Award,5188,2,26,7.7
2024,2024ineva,Rookie Inspiration Award,9491,6,26,23.1
2024,2024ineva,Team Spirit Award,5484,10,26,38.5
2024,2024ineva,Team Sustainability Award sponsored by Dow,2197,15,26,57.7
2024,2024inmis,District FIRST Impact Award,5484,10,32,31.2
2024,2024inmis,District Engineering Inspiration Award,2171,15,32,46.9
2024,2024inmis,Rookie All Star Award,9431,32,32,100.0
2024,2024inmis,District Championship Dean's List Semi-Finalist,3147,16,32,50.0
2024,2024inmis,District Championship Dean's List Semi-Finalist,5484,10,32,31.2
2024,2024inmis,District Event Winner,461,5,32,15.6
2024,2024inmis,District Event Winner,3176,11,32,34.4
2024,2024inmis,District Event Winner,3865,17,32,53.1
2024,2024inmis,District Event Finalist,829,7,32,21.9
2024,2024inmis,District Event Finalist,2197,18,32,56.2
2024,2024inmis,District Event Finalist,1646,25,32,78.1
2024,2024inmis,Autonomous Award,1501,1,32,3.1
2024,2024inmis,Creativity Award sponsored by Rockwell Automation,7198,28,32,87.5
2024,2024inmis,Excellence in Engineering Award,1646,25,32,78.1
2024,2024inmis,Gracious Professionalism Award,6721,23,32,71.9
2024,2024inmis,Imagery Award in honor of Jack Kamen,1555,21,32,65.6
2024,2024inmis,Industrial Design Award sponsored by General Motors,1024,8,32,25.0
2024,2024inmis,Innovation in Control Award,3176,11,32,34.4
2024,2024inmis,Judges' Award,2909,27,32,84.4
2024,2024inmis,Quality Award,135,12,32,37.5
2024,2024inmis,Rookie Inspiration Award,9554,20,32,62.5
2024,2024inmis,Team Spirit Award,45,4,32,12.5
2024,2024inmis,Team Sustainability Award sponsored by Dow,461,5,32,15.6
2024,2024inpla,District FIRST Impact Award,6721,25,35,71.4
2024,2024inpla,District Engineering Inspiration Award,461,2,35,5.7
2024,2024inpla,Rookie All Star Award,9530,24,35,68.6
2024,2024inpla,District Championship Dean's List Semi-Finalist,868,6,35,17.1
2024,2024inpla,District Championship Dean's List Semi-Finalist,461,2,35,5.7
2024,2024inpla,District Event Winner,868,6,35,17.1
2024,2024inpla,District Event Winner,3494,13,35,37.1
2024,2024inpla,District Event Winner,135,21,35,60.0
2024,2024inpla,District Event Finalist,1741,4,35,11.4
2024,2024inpla,District Event Finalist,829,7,35,20.0
2024,2024inpla,District Event Finalist,3865,20,35,57.1
2024,2024inpla,Autonomous Award,1501,5,35,14.3
2024,2024inpla,Creativity Award sponsored by Rockwell Automation,234,10,35,28.6
2024,2024inpla,Excellence in Engineering Award,3487,8,35,22.9
2024,2024inpla,Gracious Professionalism Award,4982,18,35,51.4
2024,2024inpla,Imagery Award in honor of Jack Kamen,829,7,35,20.0
2024,2024inpla,Industrial Design Award sponsored by General Motors,1747,15,35,42.9
2024,2024inpla,Innovation in Control Award,868,6,35,17.1
2024,2024inpla,Judges' Award,1018,16,35,45.7
2024,2024inpla,Quality Award,3494,13,35,37.1
2024,2024inpla,Rookie Inspiration Award,9431,29,35,82.9
2024,2024inpla,Team Spirit Award,6956,22,35,62.9
2024,2024inpla,Team Sustainability Award sponsored by Dow,1741,4,35,11.4
2024,2024iscmp,Regional FIRST Impact Award,5614,8,45,17.8
2024,2024iscmp,Regional Engineering Inspiration Award,3339,6,45,13.3
2024,2024iscmp,District Championship Rookie All Star Award,9739,39,45,86.7
2024,2024iscmp,FIRST Dean's List Finalist Award,5715,20,45,44.4
2024,2024iscmp,FIRST Dean's List Finalist Award,3339,6,45,13.3
2024,2024iscmp,District Championship Winner,1690,1,45,2.2
2024,2024iscmp,District Championship Winner,3339,6,45,13.3
2024,2024iscmp,District Championship Winner,5715,20,45,44.4
2024,2024iscmp,District Championship Finalist,5951,3,45,6.7
2024,2024iscmp,District Championship Finalist,1577,10,45,22.2
2024,2024iscmp,District Championship Finalist,4590,22,45,48.9
2024,2024iscmp,Autonomous Award,5990,12,45,26.7
2024,2024iscmp,Creativity Award sponsored by Rockwell Automation,1577,10,45,22.2
2024,2024iscmp,Excellence in Engineering Award,1574,2,45,4.4
2024,2024iscmp,Gracious Professionalism Award,3075,9,45,20.0
2024,2024iscmp,Imagery Award in honor of Jack Kamen,2096,32,45,71.1
2024,2024iscmp,Industrial Design Award sponsored by General Motors,6738,24,45,53.3
2024,2024iscmp,Innovation in Control Award,1690,1,45,2.2
2024,2024iscmp,Judges' Award,6104,29,45,64.4
2024,2024iscmp,Quality Award,5951,3,45,6.7
2024,2024iscmp,Rookie Inspiration Award,9740,43,45,95.6
2024,2024iscmp,Team Spirit Award,6740,18,45,40.0
2024,2024iscmp,Team Sustainability Award sponsored by Dow,5654,13,45,28.9
2024,2024isde1,District FIRST Impact Award,5951,5,31,16.1
2024,2024isde1,District Engineering Inspiration Award,3211,11,31,35.5
2024,2024isde1,Rookie All Star Award,9740,31,31,100.0
2024,2024isde1,District Event Winner,3339,3,31,9.7
2024,2024isde1,District Event Winner,1690,1,31,3.2
2024,2024isde1,District Event Winner,5135,29,31,93.5
2024,2024isde1,District Event Finalist,1942,4,31,12.9
2024,2024isde1,District Event Finalist,2679,30,31,96.8
2024,2024isde1,District Event Finalist,5951,5,31,16.1
2024,2024isde1,Autonomous Award,1690,1,31,3.2
2024,2024isde1,Creativity Award sponsored by Rockwell Automation,2630,28,31,90.3
2024,2024isde1,Excellence in Engineering Award,1574,2,31,6.5
2024,2024isde1,Gracious Professionalism Award,1577,8,31,25.8
2024,2024isde1,Imagery Award in honor of Jack Kamen,6740,9,31,29.0
2024,2024isde1,Industrial Design Award sponsored by General Motors,6738,12,31,38.7
2024,2024isde1,Innovation in Control Award,3339,3,31,9.7
2024,2024isde1,Judges' Award,5654,10,31,32.3
2024,2024isde1,Quality Award,5990,13,31,41.9
2024,2024isde1,Rookie Inspiration Award,9738,24,31,77.4
2024,2024isde1,Team Spirit Award,5715,6,31,19.4
2024,2024isde1,Team Sustainability Award sponsored by Dow,1942,4,31,12.9
2024,2024isde2,District FIRST Impact Award,4590,22,30,73.3
2024,2024isde2,District Engineering Inspiration Award,5614,5,30,16.7
2024,2024isde2,District Event Winner,2231,1,30,3.3
2024,2024isde2,District Event Winner,7039,6,30,20.0
2024,2024isde2,District Event Winner,9739,17,30,56.7
2024,2024isde2,District Event Finalist,3075,3,30,10.0
2024,2024isde2,District Event Finalist,5614,5,30,16.7
2024,2024isde2,District Event Finalist,8223,24,30,80.0
2024,2024isde2,Autonomous Award,5951,2,30,6.7
2024,2024isde2,Creativity Award sponsored by Rockwell Automation,1657,4,30,13.3
2024,2024isde2,Excellence in Engineering Award,2231,1,30,3.3
2024,2024isde2,Gracious Professionalism Award,1937,9,30,30.0
2024,2024isde2,Imagery Award in honor of Jack Kamen,2096,15,30,50.0
2024,2024isde2,Industrial Design Award sponsored by General Motors,3075,3,30,10.0
2024,2024isde2,Innovation in Control Award,5635,20,30,66.7
2024,2024isde2,Judges' Award,6104,13,30,43.3
2024,2024isde2,Quality Award,7845,12,30,40.0
2024,2024isde2,Rookie Inspiration Award,9739,17,30,56.7
2024,2024isde2,Team Spirit Award,6168,8,30,26.7
2024,2024isde2,Team Sustainability Award sponsored by Dow,4416,23,30,76.7
2024,2024isde3,District FIRST Impact Award,5654,11,29,37.9
2024,2024isde3,District Engineering Inspiration Award,3339,2,29,6.9
2024,2024isde3,District Event Winner,1690,1,29,3.4
2024,2024isde3,District Event Winner,3339,2,29,6.9
2024,2024isde3,District Event Winner,4416,20,29,69.0
2024,2024isde3,District Event Finalist,1574,3,29,10.3
2024,2024isde3,District Event Finalist,3065,10,29,34.5
2024,2024isde3,District Event Finalist,7177,21,29,72.4
2024,2024isde3,Autonomous Award,3316,25,29,86.2
2024,2024isde3,Creativity Award sponsored by Rockwell Automation,7067,5,29,17.2
2024,2024isde3,Excellence in Engineering Award,6738,13,29,44.8
2024,2024isde3,Gracious Professionalism Award,5715,7,29,24.1
2024,2024isde3,Imagery Award in honor of Jack Kamen,6740,6,29,20.7
2024,2024isde3,Industrial Design Award sponsored by General Motors,1690,1,29,3.4
2024,2024isde3,Innovation in Control Award,5987,9,29,31.0
2024,2024isde3,Judges' Award,1580,29,29,100.0
2024,2024isde3,Quality Award,3065,10,29,34.5
2024,2024isde3,Rookie Inspiration Award,9740,8,29,27.6
2024,2024isde3,Team Spirit Award,5291,19,29,65.5
2024,2024isde3,Team Sustainability Award sponsored by Dow,4416,20,29,69.0
2024,2024isde4,District FIRST Impact Award,5614,12,32,37.5
2024,2024isde4,District Engineering Inspiration Award,5554,2,32,6.2
2024,2024isde4,Rookie All Star Award,9739,22,32,68.8
2024,2024isde4,District Event Winner,5554,2,32,6.2
2024,2024isde4,District Event Winner,1937,6,32,18.8
2024,2024isde4,District Event Winner,5928,24,32,75.0
2024,2024isde4,District Event Finalist,2231,1,32,3.1
2024,2024isde4,District Event Finalist,3075,5,32,15.6
2024,2024isde4,District Event Finalist,9739,22,32,68.8
2024,2024isde4,Autonomous Award,2231,1,32,3.1
2024,2024isde4,Creativity Award sponsored by Rockwell Automation,1657,13,32,40.6
2024,2024isde4,Excellence in Engineering Award,5990,3,32,9.4
2024,2024isde4,Gracious Professionalism Award,6104,27,32,84.4
2024,2024isde4,Imagery Award in honor of Jack Kamen,2630,18,32,56.2
2024,2024isde4,Industrial Design Award sponsored by General Motors,2096,7,32,21.9
2024,2024isde4,Innovation in Control Award,3075,5,32,15.6
2024,2024isde4,Judges' Award,9304,23,32,71.9
2024,2024isde4,Quality Award,1942,19,32,59.4
2024,2024isde4,Rookie Inspiration Award,9738,4,32,12.5
2024,2024isde4,Team Spirit Award,5291,16,32,50.0
2024,2024isde4,Team Sustainability Award sponsored by Dow,4590,10,32,31.2
2024,2024joh,Engineering Inspiration Award,2642,19,74,25.7
2024,2024joh,Rookie All Star Award,9593,72,74,97.3
2024,2024joh,Championship Division Winner,5813,9,74,12.2
2024,2024joh,Championship Division Winner,1477,32,74,43.2
2024,2024joh,Championship Division Winner,3061,12,74,16.2
2024,2024joh,Championship Division Winner,2582,51,74,68.9
2024,2024joh,Championship Division Finalist,4611,8,74,10.8
2024,2024joh,Championship Division Finalist,1787,15,74,20.3
2024,2024joh,Championship Division Finalist,4766,17,74,23.0
2024,2024joh,Championship Division Finalist,325,33,74,44.6
2024,2024joh,Autonomous Award,1701,14,74,18.9
2024,2024joh,Creativity Award sponsored by Rockwell Automation,2875,69,74,93.2
2024,2024joh,Excellence in Engineering Award,1787,15,74,20.3
2024,2024joh,Gracious Professionalism Award,3132,45,74,60.8
2024,2024joh,Imagery Award in honor of Jack Kamen,4450,24,74,32.4
2024,2024joh,Industrial Design Award sponsored by General Motors,4611,8,74,10.8
2024,2024joh,Innovation in Control Award,5813,9,74,12.2
2024,2024joh,Judges' Award,5665,36,74,48.6
2024,2024joh,Quality Award,6017,47,74,63.5
2024,2024joh,Rookie Inspiration Award,9545,70,74,94.6
2024,2024joh,Team Spirit Award,9120,68,74,91.9
2024,2024joh,Team Sustainability Award sponsored by Dow,2429,29,74,39.2
2024,2024ksla,Regional FIRST Impact Award,1730,3,36,8.3
2024,2024ksla,Regional Engineering Inspiration Award,2357,1,36,2.8
2024,2024ksla,Woodie Flowers Finalist Award,1764,12,36,33.3
2024,2024ksla,Volunteer of the Year,5268,34,36,94.4
2024,2024ksla,FIRST Dean's List Finalist Award,1986,8,36,22.2
2024,2024ksla,FIRST Dean's List Finalist Award,1764,12,36,33.3
2024,2024ksla,Regional Winners,3061,2,36,5.6
2024,2024ksla,Regional Winners,7421,10,36,27.8
2024,2024ksla,Regional Winners,3184,29,36,80.6
2024,2024ksla,Regional Finalists,1730,3,36,8.3
2024,2024ksla,Regional Finalists,1986,8,36,22.2
2024,2024ksla,Regional Finalists,5268,34,36,94.4
2024,2024ksla,Regional Finalists,5189,20,36,55.6
2024,2024ksla,Autonomous Award,1986,8,36,22.2
2024,2024ksla,Creativity Award sponsored by Rockwell Automation,935,19,36,52.8
2024,2024ksla,Excellence in Engineering Award,1710,6,36,16.7
2024,2024ksla,Gracious Professionalism Award,1723,33,36,91.7
2024,2024ksla,Imagery Award in honor of Jack Kamen,1775,18,36,50.0
2024,2024ksla,Industrial Design Award sponsored by General Motors,5801,4,36,11.1
2024,2024ksla,Innovation in Control Award,1987,5,36,13.9
2024,2024ksla,Judges' Award,2410,26,36,72.2
2024,2024ksla,Quality Award,3061,2,36,5.6
2024,2024ksla,Rookie Inspiration Award,9445,28,36,77.8
2024,2024ksla,Team Spirit Award,1764,12,36,33.3
2024,2024ksla,Team Sustainability Award sponsored by Dow,7421,10,36,27.8
2024,2024ksla,Wildcard,3184,29,36,80.6
2024,2024ksla,Wildcard,1986,8,36,22.2
2024,2024lake,Regional FIRST Impact Award,6017,35,51,68.6
2024,2024lake,Regional Engineering Inspiration Award,456,14,51,27.5
2024,2024lake,Rookie All Star Award,9405,38,51,74.5
2024,2024lake,Woodie Flowers Finalist Award,8044,12,51,23.5
2024,2024lake,FIRST Dean's List Finalist Award,3478,1,51,2.0
2024,2024lake,FIRST Dean's List Finalist Award,4065,3,51,5.9
2024,2024lake,Regional Winners,3478,1,51,2.0
2024,2024lake,Regional Winners,4738,2,51,3.9
2024,2024lake,Regional Winners,1912,36,51,70.6
2024,2024lake,Regional Finalists,2183,4,51,7.8
2024,2024lake,Regional Finalists,8044,12,51,23.5
2024,2024lake,Regional Finalists,6017,35,51,68.6
2024,2024lake,Regional Finalists,2556,15,51,29.4
2024,2024lake,Autonomous Award,8808,30,51,58.8
2024,2024lake,Creativity Award sponsored by Rockwell Automation,4336,24,51,47.1
2024,2024lake,Excellence in Engineering Award,8044,12,51,23.5
2024,2024lake,Gracious Professionalism Award,3478,1,51,2.0
2024,2024lake,Imagery Award in honor of Jack Kamen,4531,13,51,25.5
2024,2024lake,Industrial Design Award sponsored by General Motors,6424,7,51,13.7
2024,2024lake,Innovation in Control Award,2556,15,51,29.4
2024,2024lake,Judges' Award,9153,39,51,76.5
2024,2024lake,Quality Award,4738,2,51,3.9
2024,2024lake,Rookie Inspiration Award,9717,43,51,84.3
2024,2024lake,Team Spirit Award,2080,19,51,37.3
2024,2024lake,Team Sustainability Award sponsored by Dow,5665,11,51,21.6
2024,2024mabos,District FIRST Impact Award,2877,9,38,23.7
2024,2024mabos,District Engineering Inspiration Award,509,7,38,18.4
2024,2024mabos,District Championship Dean's List Semi-Finalist,246,24,38,63.2
2024,2024mabos,District Championship Dean's List Semi-Finalist,8567,17,38,44.7
2024,2024mabos,District Event Winner,125,1,38,2.6
2024,2024mabos,District Event Winner,3467,3,38,7.9
2024,2024mabos,District Event Winner,2423,22,38,57.9
2024,2024mabos,District Event Winner,4311,15,38,39.5
2024,2024mabos,District Event Finalist,5735,10,38,26.3
2024,2024mabos,District Event Finalist,2067,12,38,31.6
2024,2024mabos,District Event Finalist,190,19,38,50.0
2024,2024mabos,Autonomous Award,125,1,38,2.6
2024,2024mabos,Creativity Award sponsored by Rockwell Automation,6201,27,38,71.1
2024,2024mabos,Excellence in Engineering Award,2876,13,38,34.2
2024,2024mabos,Gracious Professionalism Award,3467,3,38,7.9
2024,2024mabos,Imagery Award in honor of Jack Kamen,4176,18,38,47.4
2024,2024mabos,Industrial Design Award sponsored by General Motors,8626,26,38,68.4
