rule_id	prefix	num	page	chars	starred	sha1	headline
C1	C	1	43	1678	0	3d7b206c148e	Egregious behavior beyond what is listed in the rules or
C2	C	2	43	1249	0	8fd6a9327c0f	All teams must be civil toward their team members, other team members,
C3	C	3	44	1351	0	14aa9e6a7680	A team may not encourage an ALLIANCE, of
C4	C	4	44	1435	0	0a878ddcb3f6	A team, as the result of
C5	C	5	45	1071	0	1a1b61c8d457	Each registered FIRST Robotics Competition team may enter only one
C6	C	6	45	447	0	0474b16c34ff	Upon each team’s ROBOT passing initial, complete Inspection, the
C7	C	7	46	1169	0	905b46ac4cea	DRIVE TEAMS may not cause
C8	C	8	46	855	0	1adcda0d5525	Strategies clearly aimed at forcing the opponent
C9	C	9	46	323	0	ffe03ed9ae41	. A team may only send one (1) pre-college student from its
C10	C	10	47	925	0	3bbb2651785a	Plug in to/be in your PLAYER STATION
G1	G	1	49	1066	0	7985efe29184	When placed on the FIELD for a MATCH, each ROBOT must be:
G2	G	2	49	840	0	96f258dc362c	Teams may not tether to the ROBOT while
G3	G	3	49	278	0	29ea46a12dbb	During AUTO, a ROBOT’s BUMPERS may not break the plane of their
G4	G	4	50	631	0	5d096accbb06	During AUTO, DRIVE TEAM members in ALLIANCE STATIONS
G5	G	5	50	234	0	a0dc9e678b9e	During AUTO, DRIVE TEAMS may not directly or
G6	G	6	50	714	0	bcf4d66d6cc8	ROBOTS may not have greater-than-momentary
G7	G	7	50	128	0	6aac58663f74	ROBOTS may not intentionally eject POWER CELLS from the
G8	G	8	50	462	0	a7c5f84b59b2	ROBOTS may not deliberately use POWER CELLS in an attempt
G9	G	9	51	753	0	d870ff0648c7	.
G10	G	10	51	467	0	de909e82d070	Right of Way.
G11	G	11	51	587	0	2391c813c803	Give Opponents some space.
G12	G	12	52	452	0	5ed7088e92a0	Leave the opponent’s CONTROL PANEL alone.
G13	G	13	52	220	0	dd9305ff9c2f	Don’t climb on each other unless at the RENDEZVOUS POINT.
G14	G	14	52	526	0	e0db5161757c	During the ENDGAME, don’t touch ROBOTS in their RENDEZVOUS POINT.
G15	G	15	52	1364	0	e4e8102a291c	During the ENDGAME, don’t mess with HANGING opponents.
G16	G	16	53	433	0	fcf883799f88	Keep your BUMPERS low.
G17	G	17	53	743	0	387f23e78019	Tall ROBOTS not allowed.
G18	G	18	54	1056	0	e94497520d1b	Don’t overextend yourself.
G19	G	19	55	103	0	7f99b62e6480	Keep it together.
G20	G	20	55	249	0	4b8eb237810f	Keep your BUMPERS together.
G21	G	21	55	758	0	a23ac0f93fac	There’s a 5-count on pins.
G22	G	22	55	789	0	dcf149d6dc43	Don’t collude with your partners to shut down major parts of game play.
G23	G	23	55	920	0	36390bc5a4dc	Don’t tear others down to lift yourself up.
G24	G	24	56	431	0	e49742ee50c1	Stay out of other ROBOTS.
G25	G	25	56	1246	0	f4ea5a529288	Damaging other ROBOTS, not allowed.
G26	G	26	56	1386	0	2daea27c1887	Be careful what you interact with.
H1	H	1	59	2202	0	15f09044770e	The only equipment that may be brought to the ARENA
H2	H	2	59	643	0	4bbd8c0dee8a	. Prior to the start of the MATCH, DRIVE TEAMS and any
H3	H	3	60	256	0	ecc4ecd5117c	Prior to the start of the MATCH, DRIVE TEAMS may not
H4	H	4	60	229	0	7ac50712d2e3	A ROBOT shall be operated only by the
H5	H	5	60	329	0	daccbae567a2	During the MATCH, DRIVERS, COACHES, and HUMAN PLAYERS may not contact
H6	H	6	60	161	0	2ef957b8be7c	POWER CELLS may only be introduced to the
H7	H	7	60	110	0	a6da9bf879b3	During a MATCH, COACHES may not touch POWER CELLS,
H8	H	8	60	98	0	027305683319	Teams may not interfere with any automated scoring hardware.
H9	H	9	60	977	0	2be78cd2795b	During TELEOP, an ALLIANCE may not have more than fifteen (15)
H10	H	10	61	916	0	ed932b227c72	POWER CELLS go on the rack.
H11	H	11	61	175	0	609bc40e7d7b	By invitation only.
H12	H	12	61	668	0	97abee43c161	Identify yourself.
H13	H	13	61	792	0	185e1caebdad	Don’t abuse ARENA access.
H14	H	14	62	238	0	19f63f00ead8	Don’t mess with POWER CELLS.
H15	H	15	62	186	0	4e194474cb64	Don’t bang on the glass.
H16	H	16	62	311	0	10247329c3e1	Be careful what you interact with.
I1	I	1	99	1842	0	3db2a3c3a147	The ROBOT and its MAJOR MECHANISMS must be built by the
I2	I	2	100	730	0	4899664490d4	A team is only permitted
I3	I	3	100	508	0	5bd936cd45d4	At the time of Inspection, the OPERATOR CONSOLE and the
I4	I	4	100	1182	0	eb7c3df6fcc6	A
I5	I	5	101	1998	0	270385dc4a6d	Teams may not use the re-inspection process in I4 to circumvent the
I6	I	6	101	396	0	4295f5422d3c	A Bill of Materials (BOM), listing all items on the ROBOT except
I7	I	7	101	939	0	eb3374ed83de	For the safety of all those involved, ROBOTS,
I8	I	8	102	234	0	e0a472df5cc9	At least one student team member must accompany the
R1	R	1	65	889	0	c94a87a0b576	The ROBOT (excluding BUMPERS) must have a FRAME PERIMETER, contained within the
R2	R	2	66	811	0	9fe7e2205cd9	In the STARTING CONFIGURATION (the physical configuration in which a ROBOT starts a MATCH),
R3	R	3	66	440	0	e5af5cbeff20	A ROBOT’S STARTING CONFIGURATION may not have a FRAME PERIMETER greater than 120
R4	R	4	66	425	0	d6fa63616159	ROBOTS may not extend more than 12 in. (~30 cm) beyond their FRAME PERIMETER (see Figure
R5	R	5	67	646	0	c4309d44b533	The ROBOT weight must not exceed 125 lbs. (~56 kg). When determining weight, the basic ROBOT
R6	R	6	67	323	0	68f5075d42c0	Traction devices must not have surface features that could damage the ARENA (e.g. metal,
R7	R	7	67	144	0	767c361e44d7	Protrusions from the ROBOT and exposed surfaces on the ROBOT shall not pose hazards to the
