rule_id	prefix	num	page	stmt_chars	viol_chars	inset_chars	stmt_sha1	headline
C301	C	301	148	2123	120	490	a59c19fd409c	C301*Wear your buttons
E101	E	101	149	937	0	107	1ab24ae681c1	Personal safety comes first
E102	E	102	150	183	0	1498	1f22dfb53307	Be nice
E103	E	103	150	106	0	0	586223b4f3f1	Children with adults, please
E104	E	104	150	134	0	0	bf3261134797	Respect the venue
E105	E	105	150	168	121	262	2341427fb4b7	Teams must check in
E106	E	106	151	336	0	0	55c8e46d5d04	Some event resources for event teams only
E107	E	107	151	451	0	369	ef27d0688bfd	Work in designated areas only
E108	E	108	151	383	0	0	9d806a70b762	Some things don’t belong at events
E109	E	109	151	251	0	0	049492c7a99a	Don’t arrange for additional utilities
E110	E	110	151	196	0	0	8eef06f98356	Don’t sell stuff
E111	E	111	151	74	0	0	be3df8118afb	Don’t give out food
E112	E	112	151	123	0	0	6e37637372da	Make FIRST loud, but with restrictions
E113	E	113	152	432	0	361	32536061e0a1	Hang banners with care
E114	E	114	152	94	0	225	6e7087ddd6d4	Limit flag and flagpole size
E115	E	115	152	225	0	0	87bfe438dc38	No firearms
E116	E	116	152	165	71	0	0c833eb748f9	Only COTS batteries allowed
E117	E	117	152	285	0	545	e36682f2fbc4	Do not record anyone at the event without their consent
E118	E	118	153	1151	0	638	d7acc843e29a	Enter only 1 ROBOT
E201	E	201	153	169	0	292	c812fdcb01c6	The ROBOT goes alone to off-site machine shops
E301	E	301	153	158	0	247	7524c692abf4	No wireless communication
E302	E	302	154	286	111	178	98ecc3cccd53	Don’t interfere with wireless networks
E303	E	303	154	939	0	0	82b68dc5e964	Tethered operation outside FIELDS/PRACTICE AREAS
E401	E	401	154	696	49	328	1c5a787fd0e7	Load in during Load-In
E402	E	402	154	151	51	0	1e356023e254	Load-In person limit is 6
E403	E	403	155	448	53	0	5fb08df2e489	Load-In Restrictions
E404	E	404	155	138	0	0	29b368f5e93f	Pit must be left in a safe state
E405	E	405	155	1015	53	225	d82d02b91005	Once done, head out
E501	E	501	155	101	0	0	1fb77c5b30b8	Pits are unavailable if closed
E502	E	502	155	323	0	0	65976bacf7f1	Stay in your pit
E503	E	503	155	46	0	0	76d53c645919	Keep aisles clear
E504	E	504	155	84	0	126	e9e82da2ad75	No sparks or flames
E505	E	505	156	60	229	91	36328acc2b12	Nothing too big
E506	E	506	156	54	224	0	2c2e02164c0b	No brazing or welding
E507	E	507	156	88	155	0	d9266cd9c0fd	Solder with specific tools only
E508	E	508	156	106	163	0	a90af5c7e8bb	Structures must be safe
E509	E	509	156	114	163	0	ed2e65f26c2b	Secure team identification assets
E510	E	510	156	124	0	0	efba0ce2f51b	No automated tools overnight
E511	E	511	156	2457	0	0	297de64e333a	Pit Power Limit
E601	E	601	157	165	0	0	327a089ac408	Inspection for TEST & PRACTICE AREAS
E602	E	602	157	179	0	293	5614373daab4	Practice only when/where permitted
E603	E	603	157	135	0	403	f516b02dcfd8	TEST/PRACTICE AREA attendance is limited
E604	E	604	157	207	0	62	20bdcfa42f2e	Give ROBOTS space
E605	E	605	158	138	0	0	66ff10b8714e	Be ready to DISABLE
E606	E	606	158	541	99	0	cb9d6ce28be0	Be safe
E701	E	701	158	109	0	0	0667615c8587	Carts must be safe and easy to use
E702	E	702	158	84	0	0	5ecf574707b5	Carts shouldn’t be too big
E703	E	703	158	119	0	0	3d5a53416ea1	Carts can’t park anywhere
E704	E	704	158	226	0	0	096d80ba3ddb	No noisy carts
E705	E	705	158	67	0	0	87ccd00560e6	No motor driven carts
E706	E	706	158	982	0	0	1718b795b4fe	Small ROBOT carts are allowed on the FIELD
E801	E	801	158	281	0	0	aa3db103702a	If in the pits during Ceremonies, shhhhhh
E802	E	802	159	134	0	0	215013eceb32	Pit person limit during Ceremonies is 5
E803	E	803	159	468	0	0	6b092b415273	Be respectful during anthems
E901	E	901	159	107	0	427	d471b0137764	No saving seats
E902	E	902	159	10740	0	0	a5a1517bb6cf	Don’t throw items from the stands
G101	G	101	55	126	81	317	f79d6b3cd9ea	G101*Humans, remain outside the FIELD
G102	G	102	55	246	81	716	c91f135de562	G102*Never step over the guardrail
G103	G	103	55	293	81	197	c2c6ed638977	G103*Be careful what you interact with
G104	G	104	56	279	81	685	9802583bdce5	G104*Teams may not enable their ROBOTS on the FIELD
G201	G	201	56	150	81	868	9935c274dd7b	G201*Be a good person
G202	G	202	56	103	81	0	7193887b14b9	G202*Don’t bang on the glass
G203	G	203	57	321	78	886	42ab65ebc616	G203*Asking other teams to throw a MATCH – not cool
G204	G	204	57	351	78	867	f02bbf4102a0	G204*Letting someone coerce you into throwing a MATCH – also not cool
G205	G	205	58	189	78	420	f8280b5c6972	G205*Throwing your own MATCH is bad
G206	G	206	58	165	72	203	9bd503ceebcb	G206*Don't violate rules for RPs
G207	G	207	58	365	81	441	14e011de2d83	G207*Don’t abuse ARENA access
G208	G	208	58	221	47	127	f8b88a189ea7	G208*Show up to your Qualification MATCHES
G209	G	209	59	97	20	0	6a5d14c8c710	G209*Keep your ROBOT together
G210	G	210	59	343	47	962	a8df9ea2c6b4	G210*Don’t expect to gain by doing others harm
G211	G	211	60	729	30	1812	3ee88924027d	G211*Egregious or exceptional violations
G212	G	212	61	156	80	0	2bd1e464db1c	G212*All teams can play
G301	G	301	61	347	775	3168	4bf2477f4c5e	G301*Be prompt
G302	G	302	63	857	131	467	be2c340f3521	G302*Limit what you use during a MATCH
G303	G	303	63	1082	280	550	b3547be7c6d0	G303*Start your ROBOTS
G401	G	401	64	328	66	451	a8b94bbfca34	G401*Behind the lines
G402	G	402	64	297	38	0	1f5447fbf615	G402*Let the ROBOT do its thing
G403	G	403	64	194	92	97	c1e4f052b911	G403Limited AUTO opponent interaction
G404	G	404	65	175	22	240	70ef1cf5d5d7	G404*ROBOTS: use SCORING ELEMENTS as directed
G405	G	405	65	242	47	0	ad193c2cceae	G405*Keep SCORING ELEMENTS in bounds
G406	G	406	65	98	366	235	21a799c99c2d	G406*Don’t abuse SCORING ELEMENTS
G407	G	407	65	170	21	0	d91fedcb2b4d	G407Only score while in your ALLIANCE ZONE
G408	G	408	65	458	148	1051	d9940460751b	G408Don’t catch FUEL
G409	G	409	66	590	202	425	b452de8bbc99	G409*ROBOTS must be safe
G410	G	410	66	167	189	0	04dc82613ad8	G410*Keep your BUMPERS low
G411	G	411	67	66	344	0	902a9a67420e	G411Don’t damage the FIELD
G412	G	412	67	324	304	0	f0a7d763204b	G412Watch your FIELD interaction
G413	G	413	67	783	189	2945	4c63725f88bf	G413Expansion limits
G414	G	414	69	364	94	0	6a65e5275020	G414Don’t Climb on each other
G415	G	415	69	808	109	2619	9ba7b292aa60	G415*Stay out of other ROBOTS
G416	G	416	70	129	109	2455	56cb0e4b3c85	G416*This isn’t combat robotics
G417	G	417	71	114	123	899	e39d61b045d1	G417*Don’t tip or entangle
G418	G	418	72	963	113	98	22ed47098613	G418*There’s a 3-count on PINS
G419	G	419	72	203	113	621	21f0db2a098f	G419*Don’t collude with your partners to shut down major parts of game play
G420	G	420	73	238	117	101	38ee570c71ed	G420TOWER protection
G421	G	421	73	632	22	706	8abd54d655fe	G421*No wandering
G422	G	422	73	219	58	127	bc90f62977d0	G422*DRIVE COACHES and other teams: hands off the controls
G423	G	423	74	216	22	89	51eed8ba1b0a	G423*DRIVE TEAMS, watch your reach
G424	G	424	74	187	22	134	950fcae7f26e	G424*Humans: use SCORING ELEMENTS as directed
G425	G	425	74	257	22	0	b848aa268a96	G425*SCORING ELEMENT delivery
G426	G	426	74	125	22	0	95d669096f55	G426*DRIVE COACHES, SCORING ELEMENTS are off limits
G427	G	427	74	352	67	0	7e3e8b35b97f	G427The OUTPOST has a storage limit
G501	G	501	74	5539	94	3779	6188dcfaffd8	G501*Leave promptly
I101	I	101	115	380	0	1410	97b97ad41878	It’s your team’s ROBOT
I102	I	102	116	223	206	0	cc4ad3d10cb8	Get inspected before playing a Qualification MATCH
I103	I	103	116	553	0	0	f7145ff63290	Bring it all to inspection
I104	I	104	116	1106	0	0	25f6debd1b66	Unless the change is listed below, any change to a ROBOT must get re-inspected
I105	I	105	117	121	0	1963	72f0a300c179	Don’t exploit re-inspection
I106	I	106	118	854	0	84	2fe726e74b6b	ROBOTS are off for inspection (mostly)
