rule_id	prefix	num	page	stmt_chars	viol_chars	inset_chars	stmt_sha1	headline
A1	A	1	62	733	16	0	f443b50d7762	Behind the lines
A2	A	2	62	231	32	0	6e3431f6d019	During AUTO, let the ROBOT do its thing
A3	A	3	62	165	16	0	c7e738190c7e	Disconnect or set down controllers
A4	A	4	62	184	92	0	90e335933da1	Stay out of your opponent’s LAUNCHPAD
A5	A	5	62	170	21	0	02b3fdfc79e3	PILOTS: don’t take the “free” GEAR yet
C1	C	1	50	461	101	0	608515188c4d	Be a good person
C2	C	2	50	1253	100	0	9867dcfdc4ef	Asking other Teams to throw a MATCH – not cool
C3	C	3	50	1308	100	0	a879b8249863	Letting someone coerce you in to throwing a MATCH – also not cool
C4	C	4	51	715	94	0	f737287aed37	Compete with only one (1) ROBOT
C5	C	5	51	294	95	0	91adb782955c	Don’t set up wireless networks
C6	C	6	51	769	100	0	a2d6c1790e4c	Don’t try to hack networks
C7	C	7	51	330	90	0	ec7ce859e9d6	Show up to your MATCHES
C8	C	8	52	675	55	0	de70aeb1ad1b	Don’t expect to gain by doing others harm
C9	C	9	52	251	86	0	b03ccecd7c78	One student, one Head REFEREE
C10	C	10	53	375	98	0	ff310aee4460	Even BANNERS have standards
C11	C	11	53	136	92	0	825e5219d98c	Keep your hands off your BANNER
C12	C	12	53	828	95	0	d1580c643ba8	Plug in to/be in your PLAYER STATION
C13	C	13	53	321	89	0	3d5051aba8db	No work outside your pit
G1	G	1	54	1029	207	0	850e41ac13d4	Know your ROBOT setup
G2	G	2	54	806	93	0	d8e1b7d01067	Be prompt/safe when coming to and going from the FIELD
G3	G	3	55	486	65	0	a8801f6fcfbf	Know your DRIVE TEAM positions
G4	G	4	55	1013	92	0	d41fdbb09922	Don’t overextend yourself
G5	G	5	56	144	87	0	04f2494db7d3	Keep your BUMPERS together
G6	G	6	56	772	23	0	f094328a3c33	ROBOTS must be removed from the FIELD by hand (i
G7	G	7	56	350	93	0	4c836d7ec28a	Opponent touching their ROPE: don’t touch them
G8	G	8	57	231	94	0	8c689e22441a	Don’t tear others down to lift yourself up
G9	G	9	57	164	32	0	7ec905da05dc	Stay out of other ROBOTS
G10	G	10	57	376	40	0	d3b225c7bf85	Don’t collude with your partners to shut down major parts of game play
G11	G	11	57	1348	97	0	dc527126935e	There’s a 5-count on pins
G12	G	12	57	394	45	0	606e415e35cc	If an opponent’s down, back off
G13	G	13	57	320	21	0	d427df9b3cb9	Don’t mess with a ROBOT in their RETRIEVAL ZONE
G14	G	14	58	244	20	0	2b172d426bd9	Don’t climb on each other
G15	G	15	58	1773	96	0	d9da722c35d4	Be careful about what you grab on to
G16	G	16	59	242	19	0	ec3fb5fc8f34	Keep it together
G17	G	17	59	453	90	0	c8d2a0228428	Opponent’s KEY: a no parking zone
G18	G	18	59	80	20	0	2ddd216f10b8	One ROBOT per ROPE
G19	G	19	59	161	20	0	d064eb6f2b58	Only climb on deployed ROPES
G20	G	20	59	759	112	0	f36d77985c5b	Let ‘em climb: don’t touch their ROPES
G21	G	21	60	204	23	0	7dcdc4055087	GAME PIECES: use as directed
G22	G	22	60	138	95	0	39355e800c4f	Keep GAME PIECES in bounds
G23	G	23	60	400	95	0	51a97417d62c	Shoot FUEL from your own LAUNCHPAD
G24	G	24	61	56	23	0	51a70f2feaa4	Don’t throw GEARS at all
G25	G	25	61	85	23	0	06555af62c36	AIRSHIPS run on steam, not FUEL
G26	G	26	61	147	39	0	894ad18497c0	If you’re going to deliver GEARS, you have to use a LIFT
G27	G	27	61	894	57	0	548d2fa6a26f	One-GEAR limit
G28	G	28	61	161	20	0	4efebfb81e0e	Don’t use air to direct/redirect FUEL
H1	H	1	62	258	44	0	254bd0589712	COACHES and other Teams: hands off the controls
H2	H	2	62	219	23	0	ceda2d2ae344	Wireless devices not allowed
H3	H	3	62	345	37	0	5b1d0c35560c	Leave FIELD scoring elements alone
H4	H	4	63	138	65	0	99ca43a9f54e	By invitation only
H5	H	5	63	529	101	0	6d6d5d694843	Identify yourself
H6	H	6	63	88	16	0	080cbbc86ba2	COACHES, no GAME PIECES
H7	H	7	63	297	40	0	0bd92ebaa535	No wandering
H8	H	8	63	226	55	0	11687f87eefa	GAME PIECES through LOADING STATIONS only
H9	H	9	63	122	20	0	c19145955e17	PILOTS, keep the GEARS
H10	H	10	63	99	20	0	6ae209436948	GEARS stay installed
H11	H	11	63	242	84	0	b9b6e7ed74c4	Don’t release ROPES early
H12	H	12	64	1808	95	0	fe3fa5b23f6b	You can’t bring/use anything you want
H13	H	13	64	154	25	0	2ec7ca387a5d	FUEL overboard? Only out the PORT
H14	H	14	64	128	23	0	4251edad1cff	You have to use the CRANK
H15	H	15	65	9058	20	0	4b73d034cbab	Seriously, GEARS stay installed
I1	I	1	104	891	0	0	692a9e614e2a	The ROBOT must be built by the Team and to play this year’s game
I2	I	2	104	673	100	0	93bc38e8321a	Get inspected before playing a Qualification/Playoff MATCH
I3	I	3	104	583	0	0	14d35ce9d3b8	Bring it all to Inspection
I4	I	4	105	3565	0	0	0781e243085f	ROPES have to be inspected
I5	I	5	106	2617	0	0	c26c2ff82e86	Unless the change is listed below, any change to a ROBOT must get re-inspected
I6	I	6	107	179	0	0	870b15d816d2	Changes to a ROPE need re-inspection
I7	I	7	108	436	0	0	61ed00413743	Document your costs
I8	I	8	108	931	0	0	2aad5f563e30	ROBOTS are off for Inspection, mostly
I9	I	9	108	1933	0	0	454f739088dc	No student, no Inspection
R1	R	1	68	1060	0	0	91b94eb3699e	The ROBOT (excluding BUMPERS) must have a FRAME PERIMETER, contained within the BUMPER ZONE, that is comprised of fixed,
R2	R	2	69	667	0	0	eb51bce448b8	In the STARTING CONFIGURATION (the physical configuration in which a ROBOT starts a MATCH), no part of the ROBOT shall e
R3	R	3	69	783	0	0	a415a331db7a	Maximum ROBOT size, including BUMPERS and all extensions, must be constrained to one of two volumes: A
R4	R	4	69	596	0	0	e3d69cca4075	The ROBOT weight must not exceed 120 lbs
R5	R	5	69	324	0	0	057c86c776b1	Traction devices must not have surface features such as metal, sandpaper, hard plastic studs, cleats, hook-loop fastener
R6	R	6	70	455	0	0	614084200642	Protrusions from the ROBOT and exposed surfaces on the ROBOT shall not pose hazards to the ARENA elements (including the
R7	R	7	70	2087	0	0	d2e45efe2d17	ROBOT parts shall not be made from hazardous materials, be unsafe, cause an unsafe condition, or interfere with the oper
R8	R	8	70	396	0	0	7e4191e4091a	ROBOTS must allow removal of GAME PIECES from the ROBOT and the ROBOT from FIELD elements while DISABLED and powered off
R9	R	9	71	168	0	0	f07127cb004f	Lubricants may be used only to reduce friction within the ROBOT
R10	R	10	71	845	0	0	b12bcd1b55cd	The total cost of all items on the ROBOT shall not exceed $4000 USD
R11	R	11	71	1996	0	0	b1d103e56cd7	No individual, non-KOP item shall have a value that exceeds $400 USD
R12	R	12	72	2463	0	0	80680639f406	The CAW cost of each non-KOP item must be calculated based on the unit fair market value for the material and/or labor, 
R13	R	13	73	1589	0	0	5c837b53a90e	Physical ROBOT elements created before Kickoff are not permitted
R14	R	14	73	2199	0	0	653f1637a1ec	Software and mechanical/electrical designs created before Kickoff are only permitted if the source files (complete infor
R15	R	15	74	994	0	0	ec769ea1cad3	All ROBOT elements (including items intended for use during the competition in alternative configurations of the ROBOT),
R16	R	16	74	390	0	0	2e1d22aa0c8f	For convenience, Teams may disassemble their ROBOT and use two (2) bags to “Bag and Tag” the pieces
R17	R	17	74	242	0	0	90f0eca81abc	If you are attending another event, such as the FIRST Championship or another Regional or District event, you must re-se
R18	R	18	75	2764	0	0	8413a5548615	Teams must stay “hands-off” their bagged ROBOT elements during the following time periods: A
R19	R	19	76	458	0	0	c094ab2b6492	Teams permitted to use the ROBOT Access Period per R18-G may only unlock their ROBOT for a total of six (6) hours during
R20	R	20	76	302	0	0	8ea944b13ed3	If the ROBOT is accessed before the event, the unbagging must be noted on the ROBOT Lock- up form and the ROBOT must be 
R21	R	21	76	3005	0	0	642ef87f56e4	At an Event, Teams may have access to a WITHHOLDING ALLOWANCE
R22	R	22	77	771	0	0	45d942cc586c	ROBOTS are required to use BUMPERS to protect all outside corners of the FRAME PERIMETER
R23	R	23	79	874	0	0	695f45b9b17c	BUMPERS must be located entirely within the BUMPER ZONE, which is the volume contained between the floor and a virtual h
R24	R	24	79	66	0	0	8dcd68e12999	BUMPERS must not be articulated (relative to the FRAME PERIMETER)
R25	R	25	79	263	0	0	43155b67bbdf	BUMPERS (the entire BUMPER, not just the cover) must be designed for quick and easy installation and removal to facilita
R26	R	26	79	519	0	0	07a0c1c88bce	Each ROBOT must be able to display Red or Blue BUMPERS to MATCH their ALLIANCE color, as assigned in the MATCH schedule 
R27	R	27	79	767	0	0	7554d5fe7efc	Team numbers must be displayed and positioned on the BUMPERS such that an observer walking around the perimeter of the R
R28	R	28	79	479	0	0	43ea8d495646	Each set of BUMPERS (including any fasteners and/or structures that attach them to the ROBOT) must weigh no more than 20
R29	R	29	80	3086	0	0	d777d8a596ea	BUMPERS must be constructed as follows (see Figure 8-5): A
R30	R	30	82	123	0	0	379111947000	Corner joints between BUMPERS must be filled with pool noodle material
R31	R	31	83	489	0	0	47b61729176b	BUMPERS must be supported by the structure/frame of the ROBOT (see Figure 8-7)
R32	R	32	84	2331	0	0	733bec07152c	The only motors and actuators permitted on 2017 ROBOTS include the following: Motor Name Part Numbers Available Max Qty 
R33	R	33	85	1277	0	0	a667f8b16a51	The integral mechanical and electrical system of any motor must not be modified
