rule_id	prefix	num	page	chars	starred	sha1	headline
C301	C	301	137	507	1	7dd7027ca768	Wear your buttons.
E101	E	101	139	1053	1	a005396a7b9b	Personal safety comes first.
E102	E	102	139	1818	1	4e04b753cd4b	Be nice.
E103	E	103	140	106	1	586223b4f3f1	Children with adults, please.
E104	E	104	140	134	1	bf3261134797	Respect the venue.
E105	E	105	140	553	1	5975be40d6ba	Teams must check in.
E106	E	106	140	332	1	a9f57011293a	Some event resources for event teams only.
E107	E	107	140	461	1	58beb916e640	Practice only when/where permitted.
E108	E	108	141	452	1	dc21ca22aa3c	Work in designated areas only.
E109	E	109	141	303	1	bfd494406d26	Some things don’t belong at events.
E110	E	110	141	251	1	049492c7a99a	Don’t arrange for additional utilities.
E111	E	111	141	196	1	8eef06f98356	Don’t sell stuff.
E112	E	112	141	74	1	be3df8118afb	Don’t give out food.
E113	E	113	141	123	1	6e37637372da	Make FIRST loud, but with restrictions.
E114	E	114	141	806	1	bb928c5e16ca	Hang banners with care.
E115	E	115	141	319	1	415161f138e6	Limit flag and flagpole size.
E116	E	116	142	226	1	87bfe438dc38	No firearms.
E117	E	117	142	150	1	6433aafeaa41	Inspection for Practice Fields.
E201	E	201	142	444	1	06e01974fd84	The ROBOT goes alone to off-site machine shops.
E301	E	301	142	406	1	ceb823e4e001	No wireless communication.
E302	E	302	142	583	1	d285069e4967	Don’t interfere with wireless networks.
E303	E	303	143	131	1	04b2cb937583	Tethered operation outside FIELDS/Practice Fields.
E304	E	304	143	171	1	2dc0432ced57	Practice Field wireless via event radios only.
E401	E	401	143	871	1	56a479c58a8c	Load in during Load-In.
E402	E	402	143	203	1	68323092fcc4	Load-In person limit is 5.
E403	E	403	143	153	1	cf54d3b35c40	Load-In to your pit only.
E404	E	404	143	138	1	29b368f5e93f	Pit must be left in a safe state.
E405	E	405	143	501	1	5698f556f3ef	Once done, head out.
E501	E	501	144	101	1	1fb77c5b30b8	Pits are unavailable if closed.
E502	E	502	144	246	1	2d3c62aa7122	Stay in your pit.
E503	E	503	144	46	1	76d53c645919	Keep aisles clear.
E504	E	504	144	201	1	f1950b8b4363	No sparks.
E505	E	505	144	382	1	8f1d34518e45	Nothing too big.
E506	E	506	144	279	1	d1b4fff89c31	No brazing or welding.
E507	E	507	144	244	1	14a227edc3de	Solder with specific tools only.
E508	E	508	144	270	1	3797ba9a9558	Structures must be safe.
E509	E	509	145	278	1	5e94822ddc96	Secure team identification assets.
E601	E	601	145	109	1	0667615c8587	Carts must be safe and easy to use.
E602	E	602	145	76	1	9850c08940ea	Carts shouldn’t be too big.
E603	E	603	145	119	1	3d5a53416ea1	Carts can’t park anywhere.
