rule_id	prefix	num	page	chars	starred	sha1	headline
A1	A	1	62	750	0	0c04c66abfa9	Behind the lines.
A2	A	2	62	264	0	074cccd68960	During AUTO, let the ROBOT do its thing.
A3	A	3	62	182	0	e0a935f1c0be	Disconnect or set down controllers.
A4	A	4	62	277	0	0d7d9319a08f	Stay out of your opponent’s LAUNCHPAD.
A5	A	5	62	193	0	d707d6d5a7f8	PILOTS: don’t take the “free” GEAR yet.
C1	C	1	50	565	0	6a2b131207b9	Be a good person.
C2	C	2	50	1355	0	0e46943a28bd	Asking other Teams to throw a MATCH – not cool.
C3	C	3	50	1436	0	996577692c0b	Letting someone coerce you in to throwing a MATCH – also not cool.
C4	C	4	51	810	0	fe3de77fa32a	Compete with only one (1) ROBOT.
C5	C	5	51	390	0	d3fa290873da	Don’t set up wireless networks.
C6	C	6	51	872	0	907c4514d7e4	Don’t try to hack networks.
C7	C	7	51	490	0	962e1a7a2d44	Show up to your MATCHES.
C8	C	8	52	731	0	bd6b28f05e77	Don’t expect to gain by doing others harm.
C9	C	9	52	365	0	928cabd2c7d6	One student, one Head REFEREE.
C10	C	10	53	474	0	99f9e4ce5d73	Even BANNERS have standards.
C11	C	11	53	229	0	b2f62262b185	Keep your hands off your BANNER.
C12	C	12	53	924	0	8b81be63e90d	Plug in to/be in your PLAYER STATION.
C13	C	13	53	440	0	3eb3cace0900	No work outside your pit.
G1	G	1	54	1241	0	00391a1940fe	Know your ROBOT setup.
G2	G	2	54	925	0	efd378d23b3f	Be prompt/safe when coming to and going from the FIELD.
G3	G	3	55	553	0	52811a907312	Know your DRIVE TEAM positions.
G4	G	4	55	1168	0	b9902c2018db	Don’t overextend yourself
G5	G	5	56	232	0	cb4795c86d13	Keep your BUMPERS together.
G6	G	6	56	797	0	50357428a142	ROBOTS must be removed from the FIELD by hand (i.e. no enabling, power, etc.).
G7	G	7	56	525	0	a42004fb3faf	Opponent touching their ROPE: don’t touch them.
G8	G	8	57	326	0	a23ea5a61f29	Don’t tear others down to lift yourself up.
G9	G	9	57	198	0	7302a2e52265	Stay out of other ROBOTS.
G10	G	10	57	417	0	4c4974a979e6	Don’t collude with your partners to shut down major parts of game play.
G11	G	11	57	1447	0	85dae8b9b8d5	There’s a 5-count on pins.
G12	G	12	57	440	0	70b7c71b643f	If an opponent’s down, back off.
G13	G	13	57	367	0	b9896c0716a2	Don’t mess with a ROBOT in their RETRIEVAL ZONE.
G14	G	14	58	266	0	c1d905151b42	Don’t climb on each other.
G15	G	15	58	1896	0	1d76493baff6	Be careful about what you grab on to.
G16	G	16	59	262	0	6f2460f9edea	Keep it together.
G17	G	17	59	544	0	0b96400e5839	Opponent’s KEY: a no parking zone.
G18	G	18	59	101	0	2bbfb4c13e55	One ROBOT per ROPE.
G19	G	19	59	182	0	f3b122764f3e	Only climb on deployed ROPES.
G20	G	20	59	986	0	7fa0d77547bc	Let ‘em climb: don’t touch their ROPES.
G21	G	21	60	228	0	8e7457ed80fe	GAME PIECES: use as directed.
G22	G	22	60	234	0	0b5d4b34f6e9	Keep GAME PIECES in bounds.
G23	G	23	60	524	0	d5b45a20a85a	Shoot FUEL from your own LAUNCHPAD.
G24	G	24	61	80	0	933ee54f0a75	Don’t throw GEARS at all.
G25	G	25	61	109	0	059e051ffb6e	AIRSHIPS run on steam, not FUEL.
G26	G	26	61	187	0	12096bba1f58	If you’re going to deliver GEARS, you have to use a LIFT.
G27	G	27	61	952	0	4a75063ff6ea	One-GEAR limit.
G28	G	28	61	208	0	d043c0607ca7	Don’t use air to direct/redirect FUEL.
H1	H	1	62	303	0	01a4c6bd1215	COACHES and other Teams: hands off the controls.
H2	H	2	62	243	0	a8bba10da559	Wireless devices not allowed.
H3	H	3	62	408	0	44fe35102963	Leave FIELD scoring elements alone.
H4	H	4	63	204	0	7bd5a5005d34	By invitation only.
H5	H	5	63	631	0	ac2578c5249d	Identify yourself.
H6	H	6	63	105	0	edcbbd022b33	COACHES, no GAME PIECES.
H7	H	7	63	338	0	685a40a253b5	No wandering.
H8	H	8	63	282	0	96e261713b84	GAME PIECES through LOADING STATIONS only.
H9	H	9	63	143	0	7e5e856d601c	PILOTS, keep the GEARS.
H10	H	10	63	120	0	9a9e2ca3a4b5	GEARS stay installed.
H11	H	11	63	352	0	26dbfd788b20	Don’t release ROPES early.
H12	H	12	64	1904	0	9002061bc0ab	You can’t bring/use anything you want.
H13	H	13	64	180	0	e166b5a0f39d	FUEL overboard? Only out the PORT.
H14	H	14	64	178	0	13368e2ebd44	You have to use the CRANK
H15	H	15	65	9163	0	0185fef665f2	Seriously, GEARS stay installed.
I1	I	1	104	895	0	878e6a246fd2	The ROBOT must be built by the Team and to play this year’s game.
I2	I	2	104	774	0	dc834b5f5c73	Get inspected before playing a Qualification/Playoff MATCH.
I3	I	3	104	624	0	172c28bd2132	Bring it all to Inspection.
I4	I	4	105	3655	0	056a3f770569	ROPES have to be inspected.
I5	I	5	106	2658	0	faf0848a45bc	Unless the change is listed below, any change to a ROBOT must get re-inspected.
