rule_id	prefix	num	page	chars	starred	sha1	headline
R30	R	30	86	1534	0	7ffe24944e5d	Each power regulating device may control electrical loads per Table 9-2. Unless otherwise noted,
R31	R	31	87	204	0	2cee519b08f7	Servos must be connected to, and only to, one of the following:
R32	R	32	87	1253	0	c9770bd7f727	The only legal source of electrical energy for the ROBOT during the competition, the ROBOT
R33	R	33	87	572	0	2d54254b9716	COTS USB battery packs with a capacity of 100Wh or less (20000mAh at 5V) and 2.5 Amp max
R34	R	34	88	111	0	078e964b097b	Any battery charger used to charge a ROBOT battery must have the corresponding Anderson SB
R35	R	35	88	115	0	a8fae3b35909	Any battery charger used to charge a ROBOT battery may not be used such that it exceeds 6-
R36	R	36	88	216	0	f9bb3ecf14f3	No batteries other than those allowed per R32 and R33 are allowed on the ROBOT, whether or
R37	R	37	88	176	0	b2418bd27f9f	The ROBOT battery must be secured such that it will not dislodge during vigorous ROBOT
R38	R	38	88	165	0	1e76eccedc3d	Each electrical terminal on the ROBOT battery, main breaker, and their connections (lugs,
R39	R	39	88	471	0	b5542bc29485	Non-electrical sources of energy used by the ROBOT, (i.e., stored at the start of a MATCH), shall
R40	R	40	89	849	0	896d52132000	The one (1) ROBOT battery, a single pair of Anderson Power Products (or APP) 2-pole SB type
R41	R	41	89	292	0	37c44b947254	All circuits, with the exceptions of those listed in R46 and R48, must connect to, and have power
R42	R	42	89	785	0	cffa4a4193e9	All wiring and electrical devices, including all Control System COMPONENTS, shall be electrically
R43	R	43	90	491	0	db3039c0d00c	The 120A circuit breaker must be quickly and safely accessible from the exterior of the ROBOT.
R44	R	44	90	84	0	fcb30b5c41c9	The PDP, associated wiring, and all circuit breakers must be visible for Inspection.
R45	R	45	90	206	0	99bde961f487	Any active electrical item that is not an actuator (specified in R27) or core Control System item
R46	R	46	90	205	0	c39c16b81cce	The roboRIO power input must be connected to the dedicated supply terminals on the PDP
R47	R	47	90	784	0	f10cb9f6db6d	The Wireless Bridge (Radio) power must be supplied directly by the 12V 2A output of a CTR
R48	R	48	91	496	0	f79d48d02dd7	The VRM supplying power to the Wireless Bridge per R47 must be connected to the designated
R49	R	49	91	431	0	d8fedf13bbf5	Only one wire shall be connected to each WAGO connector on the PDP.
R50	R	50	91	165	0	97f6cf426c22	The only circuit breakers permitted for use in the PDP are:
R51	R	51	91	323	0	135acf9b4d0b	The fuses in the PDP shall only be replaced with functionally identical fuses (mini automotive
R52	R	52	92	865	0	7f77c120fbc9	Each branch circuit must be protected by one and only one circuit breaker on the PDP per Table
R53	R	53	92	1384	0	270a28b60b28	All circuits shall be wired with appropriately sized insulated copper wire (SIGNAL LEVEL cables
R54	R	54	93	282	0	b6cebd8be47e	Branch circuits may include intermediate elements such as COTS connectors, splices, COTS
R55	R	55	93	598	0	61fa0c177613	All non-SIGNAL LEVEL wiring with a constant polarity (i.e., except for outputs of relay modules,
R56	R	56	93	994	0	47f93829d80c	CUSTOM CIRCUITS shall not directly alter the power pathways between the ROBOT battery,
R57	R	57	93	391	0	5e3437c8a96a	ROBOTS must be controlled via one (1) programmable National Instruments roboRIO (P/N:
R58	R	58	94	243	0	e48f714d8214	One (1) OpenMesh Wireless Bridge (P/N: OM5P-AN or OM5P-AC), that has been configured with
R59	R	59	94	453	0	5f213e811d5c	The roboRIO Ethernet PORT must be connected to the Wireless Bridge PORT labeled “18-24
R60	R	60	94	1411	0	fbe312ce3036	Communication between the ROBOT and the OPERATOR CONSOLE is restricted as follows:
R61	R	61	94	195	0	7a9f25955675	The roboRIO, Driver Station software, and Wireless Bridge must be configured to correspond to
R62	R	62	94	156	0	1b415a0626e6	All signals must originate from the OPERATOR CONSOLE and be transmitted to the ROBOT via
R63	R	63	95	482	0	a54f9d41e322	No form of wireless communication shall be used to communicate to, from, or within the ROBOT,
R64	R	64	95	233	0	fad2a42f4ab8	The Wireless Bridge must be mounted on the ROBOT such that the diagnostic lights are visible to
R65	R	65	95	521	0	df9797d7bfbe	ROBOTS must use at least one (1), but no more than two (2), diagnostic ROBOT Signal Lights
R66	R	66	95	2588	0	82be30ef5cf6	The Driver Station software, roboRIO, Power Distribution Panel, Pneumatics Control Modules,
R67	R	67	96	159	0	6e9ee56b0849	Neither 12VDC power nor relay module or motor controller outputs shall be directly connected to
R68	R	68	96	481	0	b00e69a4d9b3	Every relay module (per R29-B), servo controller, and PWM motor controller shall be connected
R69	R	69	96	1122	0	1c49de30f1f7	If a motor is controlled via the MXP, its power regulating device must be connected by one of the
R70	R	70	97	616	0	e6ba9fe99f81	Each CAN motor controller must be controlled with signal inputs sourced from the roboRIO and
R71	R	71	97	187	0	558952d72fc6	Each PCM must be controlled with signal inputs sourced from the roboRIO and passed via a
R72	R	72	97	231	0	23e28f47702f	The PDP CAN interface must be connected to the CAN-bus on the roboRIO (either directly or
R73	R	73	97	554	0	b60655e8afd6	The CAN-bus must be connected to the roboRIO CAN port.
R74	R	74	97	210	0	f70b3549a390	To satisfy multiple constraints associated with safety, consistency, Inspection, and constructive
R75	R	75	97	556	0	15699c3ceae0	All pneumatic items must be COTS pneumatic devices and either:
R76	R	76	98	729	0	af33f759824f	All pneumatic COMPONENTS must be used in their original, unaltered condition. Exceptions are
R77	R	77	98	2246	0	780a590e326f	The only pneumatic system items permitted on ROBOTS include the items listed below.
R78	R	78	99	690	0	6bb20bbd99bf	If pneumatic COMPONENTS are used, the following items are required as part of the pneumatic
R79	R	79	100	593	0	10d2801b4f1c	Throughout an event, compressed air on the ROBOT must be provided by its one onboard
R80	R	80	100	158	0	904de9ae628f	Stored air pressure on the ROBOT must be no greater than 120 psi (~827 kPa). No stored air
R81	R	81	100	306	0	644cc1fb54bf	Working air pressure (air pressure used to actuate devices) on the ROBOT must be no greater
R82	R	82	100	404	0	bf8c56b2f8ab	Only the compressor, relief valve, pressure switch, pressure vent plug, pressure gauge, storage
R83	R	83	100	144	0	c42e0f8e58fe	Pressure gauges must be placed in easily visible locations upstream and downstream of the
R84	R	84	100	431	0	aee7bb39c523	The relief valve must be attached directly to the compressor or attached by legal hard fittings (e.g.
R85	R	85	100	671	0	a6f5b4192f8e	The pressure switch requirements are:
R86	R	86	101	270	0	fadb283fdafe	Any pressure vent plug must be:
R87	R	87	101	71	0	c2ca35d30bed	The outputs from multiple solenoid valves must not be plumbed together.
R88	R	88	101	499	0	b7bd92f08935	The Driver Station software provided by National Instruments (install instructions found here) is
R89	R	89	101	346	0	85c4645bd535	The OPERATOR CONSOLE, the set of COMPONENTS and MECHANISMS used by the
R90	R	90	101	742	0	72dc191792db	Devices hosting the Driver Station software must only interface with the Field Management
R91	R	91	101	773	0	902a305e3e9d	The OPERATOR CONSOLE must not
R92	R	92	102	441	0	4cf1254db907	Other than the system provided by the FIELD, no other form of wireless communications shall be
R93	R	93	102	211	0	6eea8d1dd215	OPERATOR CONSOLES shall not be made using hazardous materials, be unsafe, cause an
S1	S	1	47	468	0	227c37b4f026	ROBOTS whose operation or design is dangerous or unsafe are
S2	S	2	47	1359	0	2ad84a6d621f	Team members may only enter the FIELD if the POWER PORT LEDs are
S4	S	4	48	345	0	282211edd28c	ROBOTS and anything they control, e.g. a
S5	S	5	48	321	0	4d518ff725fa	DRIVE TEAMS may not extend any body part into
S6	S	6	48	152	0	6a6982021123	DRIVE TEAMS may not extend any body part into the LOADING BAY
S7	S	7	48	520	0	8bb20f288c78	Team members may not sit, climb, or
T1	T	1	110	401	0	c73ea754dd50	During the period when the ARENA is open for measurement, ROBOTS can be
T2	T	2	115	423	0	93ef80e946f9	An ALLIANCE may not request a TIMEOUT or a BACKUP TEAM after a Playoff MATCH is stopped
T3	T	3	116	1332	0	f55f8d4b5b8f	If an ALLIANCE wishes to use their TIMEOUT, the ALLIANCE CAPTAIN must submit their TIMEOUT
