rule_id	prefix	num	page	stmt_chars	viol_chars	inset_chars	stmt_sha1	headline
C301	C	301	147	2154	120	490	70b00e616813	C301*Wear your buttons
E101	E	101	149	938	0	107	1ab24ae681c1	Personal safety comes first
E102	E	102	149	183	0	1498	1f22dfb53307	Be nice
E103	E	103	150	106	0	0	586223b4f3f1	Children with adults, please
E104	E	104	150	134	0	0	bf3261134797	Respect the venue
E105	E	105	150	168	121	262	2341427fb4b7	Teams must check in
E106	E	106	150	332	0	0	a9f57011293a	Some event resources for event teams only
E107	E	107	150	447	0	0	dc21ca22aa3c	Work in designated areas only
E108	E	108	151	296	0	0	bfd494406d26	Some things don’t belong at events
E109	E	109	151	251	0	0	049492c7a99a	Don’t arrange for additional utilities
E110	E	110	151	196	0	0	8eef06f98356	Don’t sell stuff
E111	E	111	151	74	0	0	be3df8118afb	Don’t give out food
E112	E	112	151	123	0	0	6e37637372da	Make FIRST loud, but with restrictions
E113	E	113	151	435	0	361	e0732603af51	Hang banners with care
E114	E	114	151	94	0	224	6e7087ddd6d4	Limit flag and flagpole size
E115	E	115	151	225	0	0	87bfe438dc38	No firearms
E116	E	116	152	165	71	0	0c833eb748f9	Only COTS batteries allowed
E117	E	117	152	1151	0	638	6fb87a37cec5	Enter only 1 ROBOT
E201	E	201	152	169	0	292	c812fdcb01c6	The ROBOT goes alone to off-site machine shops
E301	E	301	152	158	0	247	7524c692abf4	No wireless communication
E302	E	302	153	282	111	178	55f8c07d53cb	Don’t interfere with wireless networks
E303	E	303	153	797	0	0	992232abf96d	Tethered operation outside FIELDS/Practice Fields
E401	E	401	153	406	49	408	465d53361e3a	Load in during Load-In
E402	E	402	153	151	51	0	f5da30df2a61	Load-In person limit is 5
E403	E	403	153	279	53	0	abbf07fbf619	Load-In Restrictions
E404	E	404	154	138	0	0	29b368f5e93f	Pit must be left in a safe state
E405	E	405	154	1028	53	225	73fd9d8fc5fa	Once done, head out
E501	E	501	154	101	0	0	1fb77c5b30b8	Pits are unavailable if closed
E502	E	502	154	246	0	0	2d3c62aa7122	Stay in your pit
E503	E	503	154	46	0	0	76d53c645919	Keep aisles clear
E504	E	504	154	74	0	126	470edd3fb5f0	No sparks
E505	E	505	154	60	229	91	36328acc2b12	Nothing too big
E506	E	506	154	54	224	0	2c2e02164c0b	No brazing or welding
E507	E	507	155	88	155	0	d9266cd9c0fd	Solder with specific tools only
E508	E	508	155	106	163	0	a90af5c7e8bb	Structures must be safe
E509	E	509	155	2415	163	0	403c6581e8f6	Secure team identification assets
E601	E	601	155	150	0	0	6433aafeaa41	Inspection for Practice Fields
E602	E	602	155	167	0	293	eb92c8a38bc9	Practice only when/where permitted
E603	E	603	156	126	0	399	e170819a1528	Practice Field attendance is limited
