year_a,year_b,id_a,id_b,sim
2019,2020,R74,R67,1.0
2019,2020,R75,R68,0.9756
2019,2020,R76,R69,0.9947
2019,2020,R77,R70,0.9813
2019,2020,R78,R71,1.0
2019,2020,R79,R72,0.8864
2019,2020,R80,R73,0.807
2019,2020,R81,R74,0.9333
2019,2020,R82,R75,0.9765
2019,2020,R83,R76,1.0
2019,2020,R84,R77,0.9584
2019,2020,R85,R78,0.9148
2019,2020,R86,R79,0.7929
2019,2020,R87,R80,1.0
2019,2020,R88,R81,0.94
2019,2020,R89,R82,0.9375
2019,2020,R90,R83,1.0
2019,2020,R91,R84,0.5294
2019,2020,R92,R85,1.0
2019,2020,R93,R86,1.0
2019,2020,R94,R87,1.0
2019,2020,R95,R88,0.9315
2019,2020,R96,R89,1.0
2019,2020,R97,R90,0.9677
2019,2020,R98,R91,0.4023
2019,2020,R99,R92,1.0
2019,2020,R100,R93,0.871
2019,2020,S1,S1,1.0
2019,2020,S3,S2,0.7444
2019,2020,S5,S4,0.8571
2019,2020,S4,S5,1.0
2019,2020,S6,S6,0.9412
2019,2020,S3,S7,0.4585
2019,2020,S2,T1,0.2963
2019,2020,T3,T2,0.9539
2019,2020,S5,T3,0.1471
2019,2020,T5,T4,0.7166
2020,2021,C1,C1,0.9983
2020,2021,C2,C2,0.9858
2020,2021,C3,C3,1.0
2020,2021,C4,C4,0.9886
2020,2021,C5,C5,0.9945
2020,2021,C6,C6,0.962
2020,2021,C7,C7,0.9204
2020,2021,C8,C8,1.0
2020,2021,C9,C9,0.8654
2020,2021,C10,C10,0.9767
2020,2021,H8,C11,0.7143
2020,2021,G1,G1,0.9752
2020,2021,G2,G2,0.9627
2020,2021,G3,G3,0.94
2020,2021,G4,G4,1.0
2020,2021,G5,G5,1.0
2020,2021,G6,G6,1.0
2020,2021,G7,G7,0.84
2020,2021,G8,G8,0.9474
2020,2021,G9,G9,0.9706
2020,2021,G10,G10,1.0
2020,2021,G11,G11,0.9216
2020,2021,G12,G12,0.9865
2020,2021,G13,G13,1.0
2020,2021,G14,G14,1.0
2020,2021,G15,G15,0.9641
2020,2021,G16,G16,1.0
2020,2021,G17,G17,0.9697
2020,2021,G18,G18,0.9563
2020,2021,G19,G19,1.0
2020,2021,G20,G20,1.0
2020,2021,G21,G21,0.9718
2020,2021,G22,G22,1.0
2020,2021,G23,G23,0.9737
2020,2021,G24,G24,1.0
2020,2021,G25,G25,0.974
2020,2021,G26,G26,0.9696
2020,2021,H1,H1,1.0
2020,2021,H2,H2,0.9209
2020,2021,H3,H3,0.9318
2020,2021,H4,H4,1.0
2020,2021,H5,H5,1.0
2020,2021,H6,H6,1.0
2020,2021,H7,H7,1.0
2020,2021,S6,H8,0.1212
2020,2021,H9,H9,0.9415
2020,2021,H10,H10,0.9592
2020,2021,H11,H11,1.0
2020,2021,H12,H12,1.0
2020,2021,H13,H13,0.9597
2020,2021,H14,H14,1.0
2020,2021,H15,H15,1.0
2020,2021,H16,H16,0.9423
2020,2021,I1,I1,0.9834
2020,2021,I2,I2,1.0
2020,2021,I3,I3,1.0
2020,2021,I4,I4,0.9869
2020,2021,I5,I5,0.9934
2020,2021,H8,I6,0.1667
2020,2021,I7,I7,0.9827
2020,2021,I8,I8,0.9714
2020,2021,R1,R1,0.9467
2020,2021,R2,R2,1.0
2020,2021,R3,R3,1.0
2020,2021,R4,R4,0.8889
2020,2021,R5,R5,1.0
2020,2021,R6,R6,1.0
2020,2021,R7,R7,1.0
2020,2021,R8,R8,0.9759
2020,2021,R9,R9,0.8952
2020,2021,R10,R10,1.0
2020,2021,H8,R11,0.1667
2020,2021,R13,R12,0.5691
2020,2021,R93,R13,0.2308
2020,2021,H8,R14,0.1667
2020,2021,H8,R15,0.1667
2020,2021,R16,R16,0.6438
2020,2021,R17,R17,0.9611
2020,2021,R18,R18,1.0
2020,2021,R19,R19,1.0
2020,2021,R20,R20,1.0
2020,2021,R21,R21,0.739
2020,2021,R22,R22,0.9826
2020,2021,R23,R23,1.0
2020,2021,R24,R24,0.9312
2020,2021,R25,R25,0.8125
2020,2021,R26,R26,0.94
2020,2021,R27,R27,0.9741
2020,2021,R28,R28,1.0
2020,2021,R29,R29,0.9712
2020,2021,R30,R30,0.9605
2020,2021,R31,R31,1.0
2020,2021,R32,R32,1.0
2020,2021,R33,R33,0.9128
2020,2021,R34,R34,1.0
2020,2021,R35,R35,1.0
2020,2021,R36,R36,1.0
2020,2021,R37,R37,1.0
2020,2021,R38,R38,1.0
2020,2021,R39,R39,0.95
2020,2021,R40,R40,0.9623
2020,2021,R41,R41,0.9811
2020,2021,R42,R42,0.9669
2020,2021,R43,R43,0.9524
2020,2021,R44,R44,1.0
2020,2021,R45,R45,1.0
2020,2021,R46,R46,0.9444
2020,2021,R47,R47,0.9568
2020,2021,R48,R48,0.9362
2020,2021,R49,R49,1.0
2020,2021,R50,R50,1.0
2020,2021,R51,R51,0.9184
2020,2021,R52,R52,0.962
2020,2021,R53,R53,0.9514
2020,2021,R54,R54,1.0
2020,2021,R55,R55,0.9615
2020,2021,R56,R56,1.0
2020,2021,R57,R57,0.9322
2020,2021,R58,R58,1.0
2020,2021,R59,R59,1.0
2020,2021,R60,R60,0.9841
2020,2021,R61,R61,0.9667
2020,2021,R62,R62,0.8261
2020,2021,R63,R63,1.0
2020,2021,R64,R64,1.0
2020,2021,R65,R65,0.9366
2020,2021,R66,R66,0.9806
2020,2021,R67,R67,1.0
2020,2021,R68,R68,1.0
2020,2021,R69,R69,0.9791
2020,2021,R70,R70,1.0
2020,2021,R71,R71,1.0
2020,2021,R72,R72,1.0
2020,2021,R73,R73,0.96
2020,2021,R74,R74,1.0
2020,2021,R75,R75,0.9551
2020,2021,R76,R76,1.0
2020,2021,R77,R77,0.9781
2020,2021,R78,R78,0.9237
2020,2021,R79,R79,1.0
2020,2021,R80,R80,1.0
2020,2021,R81,R81,1.0
2020,2021,R82,R82,0.9375
2020,2021,R83,R83,1.0
2020,2021,R84,R84,1.0
2020,2021,R85,R85,0.9658
2020,2021,R86,R86,1.0
2020,2021,R87,R87,1.0
2020,2021,R88,R88,0.9865
2020,2021,R89,R89,1.0
2020,2021,R90,R90,0.9677
2020,2021,R91,R91,0.972
2020,2021,R92,R92,1.0
2020,2021,R93,R93,0.9143
2020,2021,S1,S1,1.0
2020,2021,S2,S2,0.9793
2020,2021,S4,S4,1.0
2020,2021,S5,S5,1.0
2020,2021,S6,S6,1.0
2020,2021,S7,S7,0.9721
2020,2021,T1,T1,1.0
2020,2021,T3,T2,0.9689
2020,2021,T2,T3,0.4548
2021,2022,S1,G101,0.9427
2021,2022,S4,G102,0.7009
2021,2022,G16,G103,0.36
2021,2022,G20,G104,0.8395
2021,2022,G19,G105,1.0
2021,2022,G17,G106,0.6102
2021,2022,G18,G107,0.5756
2021,2022,R35,G108,0.2
2021,2022,G19,G109,0.2581
2021,2022,C8,G201,0.6801
2021,2022,G21,G202,0.7868
2021,2022,G22,G203,0.7445
2021,2022,G24,G204,0.6795
2021,2022,G25,G205,0.4014
2021,2022,G23,G206,0.4475
2021,2022,G14,G207,0.2906
2021,2022,G12,G208,0.293
2021,2022,G13,G209,0.5195
2021,2022,G3,G210,0.2385
2021,2022,G26,G301,0.8624
2021,2022,S6,G302,0.3636
2021,2022,G7,G401,0.4444
2021,2022,G8,G402,0.4818
2021,2022,G6,G403,0.6241
2021,2022,G22,G404,0.3139
2021,2022,G13,G405,0.2243
2021,2022,C2,H101,0.8433
2021,2022,C5,H102,0.965
2021,2022,S2,H103,0.5851
2021,2022,S2,H104,0.75
2021,2022,C3,H105,0.9535
2021,2022,C4,H106,0.8968
2021,2022,H13,H107,0.88
2021,2022,H16,H108,0.6
2021,2022,C1,H201,0.835
2021,2022,C9,H202,0.8485
2021,2022,C7,H301,0.9426
2021,2022,G2,H302,0.9016
2021,2022,H1,H303,0.9742
2021,2022,H11,H304,0.8421
2021,2022,C6,H305,0.8378
2021,2022,H12,H306,0.7584
2021,2022,C10,H307,0.8377
2021,2022,H15,H308,0.9355
2021,2022,G1,H309,0.7931
2021,2022,H2,H310,0.3028
2021,2022,H3,H311,0.5278
2021,2022,H3,H312,0.2526
2021,2022,G4,H401,0.8547
2021,2022,H2,H402,0.7391
2021,2022,G5,H403,0.7111
2021,2022,H6,H404,0.5091
2021,2022,H4,H501,0.9024
2021,2022,H5,H502,0.7647
2021,2022,H7,H503,0.6111
2021,2022,H6,H504,0.6316
2021,2022,G10,H505,0.2313
2021,2022,H7,H506,0.2703
2021,2022,S6,H507,0.3256
2021,2022,I1,I101,0.8704
2021,2022,I2,I102,0.9639
2021,2022,I3,I103,0.9111
2021,2022,I4,I104,0.9137
2021,2022,I5,I105,0.9475
2021,2022,I7,I106,0.9793
2021,2022,I8,I107,0.8406
2021,2022,R1,R101,0.9241
2021,2022,R2,R102,0.9489
2021,2022,R5,R103,0.9722
2021,2022,R3,R104,0.9133
2021,2022,R4,R105,0.8201
2021,2022,R6,R201,0.9623
2021,2022,R7,R202,0.8571
2021,2022,R8,R203,0.9205
2021,2022,R9,R204,0.8814
2021,2022,R10,R205,0.8889
2021,2022,R12,R301,0.9344
2021,2022,R16,R302,0.3535
2021,2022,I5,R303,0.1083
2021,2022,R16,R304,0.6017
2021,2022,R17,R401,0.8768
2021,2022,R18,R402,0.9533
2021,2022,R19,R403,0.8333
2021,2022,R20,R404,0.8471
2021,2022,R21,R405,0.6775
2021,2022,R22,R406,0.9698
2021,2022,R23,R407,0.9822
2021,2022,R24,R408,0.9436
2021,2022,R25,R409,0.8358
2021,2022,R26,R410,0.9514
2021,2022,R27,R501,0.9252
2021,2022,R28,R502,0.9496
2021,2022,R29,R503,0.8733
2021,2022,R30,R504,0.5946
2021,2022,R31,R505,0.9318
2021,2022,R32,R601,0.9485
2021,2022,R33,R602,0.9184
2021,2022,R34,R603,0.8718
2021,2022,R35,R604,0.88
2021,2022,R36,R605,0.9024
2021,2022,R37,R606,0.9508
2021,2022,R38,R607,0.9474
2021,2022,R39,R608,0.8902
2021,2022,R40,R609,0.8754
2021,2022,R41,R610,0.8381
2021,2022,R42,R611,0.8835
2021,2022,R43,R612,0.9412
2021,2022,R44,R613,0.8125
2021,2022,R45,R614,0.8857
2021,2022,R46,R615,0.5593
2021,2022,R47,R616,0.652
2021,2022,R48,R617,0.6109
2021,2022,R49,R618,0.8917
2021,2022,R50,R619,0.7586
2021,2022,R51,R620,0.4255
2021,2022,R52,R621,0.8712
2021,2022,R53,R622,0.777
2021,2022,R54,R623,0.9302
2021,2022,R55,R624,0.9756
2021,2022,R56,R625,0.8982
2021,2022,R57,R701,0.7059
2021,2022,R58,R702,0.9032
2021,2022,R59,R703,0.8571
2021,2022,R60,R704,0.627
2021,2022,R61,R705,0.7879
2021,2022,R62,R706,0.7308
2021,2022,R63,R707,0.9357
2021,2022,R64,R708,0.8539
2021,2022,R65,R709,0.9307
2021,2022,R66,R710,0.9121
2021,2022,R67,R711,0.8772
2021,2022,R68,R712,0.9412
2021,2022,R69,R713,0.9008
2021,2022,R70,R714,0.9502
2021,2022,R71,R715,0.8101
2021,2022,R72,R716,0.8454
2021,2022,R73,R717,0.725
2021,2022,R73,R718,0.1611
2021,2022,R74,R801,0.9062
2021,2022,R75,R802,0.8877
2021,2022,R76,R803,0.9774
2021,2022,R77,R804,0.959
2021,2022,R78,R805,0.636
2021,2022,R79,R806,0.9238
2021,2022,R80,R807,0.9375
2021,2022,R81,R808,0.9444
2021,2022,R82,R809,0.96
2021,2022,R83,R810,0.7458
2021,2022,R84,R811,0.9804
2021,2022,R85,R812,0.6508
2021,2022,R86,R813,0.9697
2021,2022,R87,R814,0.7857
2021,2022,R88,R901,0.902
2021,2022,R89,R902,0.912
2021,2022,R90,R903,0.9194
2021,2022,R91,R904,0.8881
2021,2022,R92,R905,0.9787
2021,2022,R93,R906,0.8182
2021,2022,T1,T401,0.6667
2021,2022,T3,T701,0.3912
2021,2022,T2,T702,0.2389
2021,2022,G1,T901,0.0811
2022,2023,G101,G101,0.988
2022,2023,G102,G102,0.885
2022,2023,G103,G103,1.0
2022,2023,G104,G104,1.0
2022,2023,G105,G105,1.0
2022,2023,G106,G106,0.654
2022,2023,G107,G107,0.6667
2022,2023,G302,G108,0.233
2022,2023,G107,G109,0.4177
2022,2023,G201,G201,0.6
2022,2023,G202,G202,1.0
2022,2023,G203,G203,0.9178
2022,2023,G204,G204,0.9829
2022,2023,G205,G205,0.8714
2022,2023,G206,G206,0.8538
2022,2023,G207,G207,0.2376
2022,2023,G209,G208,0.5479
2022,2023,G208,G209,0.3351
2022,2023,G301,G301,0.9429
2022,2023,G209,G302,0.2171
2022,2023,G210,G303,0.2424
2022,2023,G208,G304,0.193
2022,2023,G105,G305,0.2778
2022,2023,G210,G306,0.2222
2022,2023,G401,G401,0.7576
2022,2023,G402,G402,0.5344
2022,2023,G403,G403,0.5688
2022,2023,G404,G404,0.1851
2022,2023,G209,G405,0.2535
2022,2023,H101,H101,0.8958
2022,2023,H102,H102,0.9947
2022,2023,H103,H103,1.0
2022,2023,H104,H104,1.0
2022,2023,H105,H105,0.9943
2022,2023,H106,H106,0.9889
2022,2023,H105,H107,0.3632
2022,2023,H107,H108,0.9888
2022,2023,H108,H109,0.8
2022,2023,H108,H110,0.2833
2022,2023,G201,H111,0.2083
2022,2023,H201,H201,0.9329
2022,2023,H202,H202,0.5306
2022,2023,H301,H301,0.3027
2022,2023,H302,H302,0.9752
2022,2023,H303,H303,0.9751
2022,2023,H304,H304,0.9333
2022,2023,H305,H305,1.0
2022,2023,H306,H306,0.7732
2022,2023,H307,H307,1.0
2022,2023,H308,H308,1.0
2022,2023,H309,H309,0.8994
2022,2023,H310,H310,0.8835
2022,2023,H311,H311,0.8
2022,2023,T401,H312,0.3878
2022,2023,H401,H401,0.9004
2022,2023,H402,H402,1.0
2022,2023,H403,H403,0.8444
2022,2023,H501,H501,1.0
2022,2023,H502,H502,0.6667
2022,2023,H503,H503,0.7179
2022,2023,H504,H504,0.5763
2022,2023,H507,H505,0.4889
2022,2023,T401,H506,0.3571
2022,2023,I101,I101,0.9713
2022,2023,I102,I102,1.0
2022,2023,I103,I103,1.0
2022,2023,I104,I104,1.0
2022,2023,I105,I105,0.9974
2022,2023,I106,I106,1.0
2022,2023,I107,I107,1.0
2022,2023,R101,R101,1.0
2022,2023,R102,R102,1.0
2022,2023,R103,R103,1.0
2022,2023,R104,R104,0.9778
2022,2023,R105,R105,0.9701
2022,2023,R201,R201,1.0
2022,2023,R202,R202,0.9231
2022,2023,R203,R203,0.9954
2022,2023,R204,R204,0.8943
2022,2023,R205,R205,1.0
2022,2023,G301,R206,0.2774
2022,2023,R301,R301,1.0
2022,2023,R302,R302,0.9614
2022,2023,R303,R303,0.9833
2022,2023,R304,R304,0.9569
2022,2023,R401,R401,1.0
2022,2023,R402,R402,1.0
2022,2023,R403,R403,1.0
2022,2023,R404,R404,1.0
2022,2023,R405,R405,0.9582
2022,2023,R406,R406,0.9548
2022,2023,R407,R407,1.0
2022,2023,R408,R408,0.9427
2022,2023,R409,R409,1.0
2022,2023,R410,R410,1.0
2022,2023,R501,R501,0.9276
2022,2023,R502,R502,1.0
2022,2023,R503,R503,0.9942
2022,2023,R504,R504,0.9216
2022,2023,R505,R505,1.0
2022,2023,R601,R601,1.0
2022,2023,R602,R602,0.8789
2022,2023,R603,R603,1.0
2022,2023,R604,R604,1.0
2022,2023,R605,R605,1.0
2022,2023,R606,R606,1.0
2022,2023,R607,R607,1.0
2022,2023,R608,R608,1.0
2022,2023,R609,R609,0.9895
2022,2023,R610,R610,1.0
2022,2023,R611,R611,0.9919
2022,2023,R612,R612,1.0
2022,2023,R613,R613,0.5588
2022,2023,R614,R614,1.0
2022,2023,R615,R615,1.0
2022,2023,R616,R616,1.0
2022,2023,R617,R617,1.0
2022,2023,R618,R618,1.0
2022,2023,R619,R619,0.9391
2022,2023,R620,R620,1.0
2022,2023,R621,R621,1.0
2022,2023,R622,R622,0.9414
2022,2023,R623,R623,1.0
2022,2023,R624,R624,1.0
2022,2023,R625,R625,1.0
2022,2023,R701,R701,0.9589
2022,2023,R702,R702,1.0
2022,2023,R703,R703,1.0
2022,2023,R704,R704,1.0
2022,2023,R705,R705,1.0
2022,2023,R706,R706,1.0
2022,2023,R707,R707,1.0
2022,2023,R708,R708,1.0
2022,2023,R709,R709,0.9091
2022,2023,R710,R710,0.9703
2022,2023,R711,R711,1.0
2022,2023,R712,R712,1.0
2022,2023,R713,R713,1.0
2022,2023,R714,R714,0.9157
2022,2023,R715,R715,0.967
2022,2023,R716,R716,1.0
2022,2023,R717,R717,1.0
2022,2023,R718,R718,1.0
2022,2023,R801,R801,1.0
2022,2023,R802,R802,1.0
2022,2023,R803,R803,1.0
2022,2023,R804,R804,1.0
2022,2023,R805,R805,0.9959
2022,2023,R806,R806,1.0
2022,2023,R807,R807,1.0
2022,2023,R808,R808,1.0
2022,2023,R809,R809,1.0
2022,2023,R810,R810,1.0
2022,2023,R811,R811,1.0
2022,2023,R812,R812,0.9745
2022,2023,R813,R813,1.0
2022,2023,R814,R814,1.0
2022,2023,R901,R901,0.9747
2022,2023,R902,R902,1.0
2022,2023,R903,R903,1.0
2022,2023,R904,R904,0.98
2022,2023,R905,R905,1.0
2022,2023,R906,R906,1.0
2022,2023,H311,T301,0.3036
2022,2023,T401,T401,0.9244
2022,2023,H105,T701,0.0945
2022,2023,T702,T702,0.0773
2022,2023,H305,T703,0.1681
2022,2023,H304,T704,0.2545
2022,2023,H304,T705,0.1728
2022,2023,H305,T706,0.1456
2022,2023,H504,T707,0.1935
2022,2023,H103,T708,0.1378
2022,2023,T701,T709,0.2129
2022,2023,T702,T710,0.5271
2022,2023,T901,T901,0.3795
2023,2024,T901,C301,0.6639
2023,2024,R304,E101,0.1296
2023,2024,H101,E102,0.6181
2023,2024,R607,E103,0.2041
2023,2024,G305,E104,0.2439
2023,2024,H107,E105,0.1311
2023,2024,H501,E106,0.1237
2023,2024,T704,E107,0.1386
2023,2024,H310,E108,0.1371
2023,2024,R608,E109,0.1515
2023,2024,R711,E110,0.1667
2023,2024,G305,E111,0.1923
2023,2024,G305,E112,0.2941
2023,2024,R403,E113,0.1622
2023,2024,H105,E114,0.104
2023,2024,R904,E115,0.1589
2023,2024,R605,E116,0.1039
2023,2024,T704,E117,0.1633
2023,2024,R607,E201,0.1698
2023,2024,H110,E301,0.1517
2023,2024,H110,E302,0.1509
2023,2024,G401,E303,0.2308
2023,2024,R205,E304,0.1961
2023,2024,R304,E401,0.2025
2023,2024,H504,E402,0.1389
2023,2024,H304,E403,0.2034
2023,2024,G103,E404,0.1852
2023,2024,T705,E405,0.1727
2023,2024,T704,E501,0.2326
2023,2024,H506,E502,0.1042
2023,2024,R403,E503,0.1818
2023,2024,R905,E504,0.2095
2023,2024,G101,E505,0.1517
2023,2024,G101,E506,0.1417
2023,2024,H402,E507,0.1228
2023,2024,T704,E508,0.1515
2023,2024,T707,E509,0.2368
2023,2024,R404,E601,0.2295
2023,2024,R403,E602,0.2069
2023,2024,G103,E603,0.1633
2023,2024,T703,E604,0.1978
2023,2024,R605,E605,0.1852
2023,2024,R205,E606,0.1842
2023,2024,H306,E701,0.1467
2023,2024,R807,E702,0.2069
2023,2024,H109,E703,0.0959
2023,2024,H104,E801,0.1306
2023,2024,R814,E802,0.3125
2023,2024,H103,G101,0.6804
2023,2024,H104,G102,0.9649
2023,2024,H109,G103,0.6061
2023,2024,H302,G104,0.9552
2023,2024,H101,G201,0.8995
2023,2024,H308,G202,0.7419
2023,2024,H105,G203,0.8827
2023,2024,H106,G204,0.8941
2023,2024,H107,G205,0.8339
2023,2024,H111,G206,0.5784
2023,2024,H108,G207,0.9778
2023,2024,H305,G208,0.8092
2023,2024,H102,G209,0.9029
2023,2024,G105,G210,0.8333
2023,2024,G201,G211,0.7434
2023,2024,H201,G212,0.8069
2023,2024,H301,G301,0.923
2023,2024,H303,G302,0.9845
2023,2024,I102,G303,0.3357
2023,2024,H401,G401,0.8506
2023,2024,H403,G402,0.8193
2023,2024,G403,G403,0.3333
2023,2024,G208,G404,0.2299
2023,2024,G207,G405,0.2581
2023,2024,G402,G406,0.5
2023,2024,G401,G407,0.7042
2023,2024,G401,G408,0.2558
2023,2024,G403,G409,0.3008
2023,2024,G301,G410,0.525
2023,2024,G101,G411,0.3643
2023,2024,G103,G412,0.75
2023,2024,G106,G413,0.2806
2023,2024,G207,G414,0.3009
2023,2024,G301,G415,0.4655
2023,2024,H309,G416,0.1667
2023,2024,G204,G417,0.8497
2023,2024,G205,G418,0.9283
2023,2024,G206,G419,0.9653
2023,2024,G202,G420,0.5672
2023,2024,G203,G421,0.8063
2023,2024,G209,G422,0.3312
2023,2024,G209,G423,0.3
2023,2024,G209,G424,0.2967
2023,2024,H307,G425,0.6218
2023,2024,H501,G426,0.7788
2023,2024,H505,G427,0.5778
2023,2024,G402,G428,0.4262
2023,2024,H504,G429,0.4082
2023,2024,H504,G430,0.3636
2023,2024,H312,G501,0.8889
2023,2024,I101,I101,0.9897
2023,2024,I102,I102,1.0
2023,2024,I103,I103,1.0
2023,2024,I104,I104,0.9326
2023,2024,I105,I105,1.0
2023,2024,I106,I106,1.0
2023,2024,I107,I107,1.0
2023,2024,H202,Q101,0.4719
2023,2024,R101,R101,0.9935
2023,2024,R102,R102,1.0
2023,2024,R103,R103,0.9955
2023,2024,R104,R104,0.9663
2023,2024,R105,R105,0.9275
2023,2024,G106,R106,0.1972
2023,2024,R201,R201,0.9725
2023,2024,R202,R202,0.9434
2023,2024,R203,R203,0.9623
2023,2024,R204,R204,0.9106
2023,2024,R205,R205,1.0
2023,2024,R206,R206,0.878
2023,2024,R301,R301,1.0
2023,2024,R302,R302,0.9942
2023,2024,R303,R303,0.9874
2023,2024,R304,R304,1.0
2023,2024,R401,R401,0.1784
2023,2024,R402,R402,1.0
2023,2024,R403,R403,1.0
2023,2024,R404,R404,1.0
2023,2024,R405,R405,0.9811
2023,2024,R406,R406,0.9075
2023,2024,R407,R407,1.0
2023,2024,R408,R408,0.9314
2023,2024,R409,R409,0.9355
2023,2024,R410,R410,0.9718
2023,2024,R501,R501,0.9465
2023,2024,G403,R502,0.1419
2023,2024,R502,R503,0.986
2023,2024,R503,R504,0.9506
2023,2024,R504,R505,0.9258
2023,2024,R505,R506,1.0
2023,2024,R601,R601,0.9567
2023,2024,R602,R602,0.9535
2023,2024,R603,R603,1.0
2023,2024,R604,R604,0.9643
2023,2024,R605,R605,1.0
2023,2024,R606,R606,1.0
2023,2024,R607,R607,1.0
2023,2024,R608,R608,1.0
2023,2024,R609,R609,0.9815
2023,2024,R610,R610,0.9808
2023,2024,R611,R611,1.0
2023,2024,R612,R612,0.8263
2023,2024,R613,R613,1.0
2023,2024,R614,R614,1.0
2023,2024,R615,R615,0.8571
2023,2024,R616,R616,0.8824
2023,2024,R617,R617,0.9133
2023,2024,R618,R618,1.0
2023,2024,R619,R619,1.0
2023,2024,R620,R620,1.0
2023,2024,R621,R621,0.8937
2023,2024,R622,R622,0.9026
2023,2024,R623,R623,1.0
2023,2024,R624,R624,1.0
2023,2024,R625,R625,0.9792
2023,2024,R701,R701,0.9726
2023,2024,R702,R702,0.898
2023,2024,R703,R703,0.9744
2023,2024,R704,R704,0.9533
2023,2024,R705,R705,1.0
2023,2024,R706,R706,1.0
2023,2024,R707,R707,1.0
2023,2024,R708,R708,1.0
2023,2024,R709,R709,0.9658
2023,2024,R710,R710,0.9642
2023,2024,R711,R711,1.0
2023,2024,R712,R712,0.9886
2023,2024,R713,R713,1.0
2023,2024,R714,R714,1.0
2023,2024,R715,R715,1.0
2023,2024,R716,R716,1.0
2023,2024,R717,R717,1.0
2023,2024,R718,R718,1.0
2023,2024,R801,R801,1.0
2023,2024,R802,R802,0.9543
2023,2024,R803,R803,0.982
2023,2024,R804,R804,0.9919
2023,2024,R805,R805,0.9672
2023,2024,R806,R806,0.9862
2023,2024,R807,R807,0.9577
2023,2024,R808,R808,0.8889
2023,2024,R809,R809,0.9774
2023,2024,R810,R810,0.96
2023,2024,R811,R811,0.9686
2023,2024,R812,R812,1.0
2023,2024,R813,R813,1.0
2023,2024,R814,R814,0.4839
2023,2024,R901,R901,0.9747
2023,2024,R902,R902,1.0
2023,2024,R903,R903,1.0
2023,2024,R904,R904,0.9325
2023,2024,R905,R905,1.0
2023,2024,R906,R906,1.0
2023,2024,T301,T201,1.0
2023,2024,T401,T301,0.8833
2023,2024,T701,T601,1.0
2023,2024,T707,T602,0.209
2023,2024,T703,T603,1.0
2023,2024,T704,T604,1.0
2023,2024,T705,T605,1.0
2023,2024,T706,T606,0.9609
2023,2024,T707,T607,1.0
2023,2024,T708,T608,0.6889
2023,2024,T709,T609,0.987
2023,2024,T703,T610,0.4425
2024,2025,C301,C301,1.0
2024,2025,E101,E101,1.0
2024,2025,E102,E102,0.9618
2024,2025,E103,E103,1.0
2024,2025,E104,E104,1.0
2024,2025,E105,E105,1.0
2024,2025,E106,E106,1.0
2024,2025,E108,E107,1.0
2024,2025,E109,E108,1.0
2024,2025,E110,E109,1.0
2024,2025,E111,E110,1.0
2024,2025,E112,E111,1.0
2024,2025,E113,E112,1.0
2024,2025,E114,E113,1.0
2024,2025,E115,E114,1.0
2024,2025,E116,E115,1.0
2024,2025,E403,E116,0.3768
2024,2025,G209,E117,0.9844
2024,2025,E201,E201,1.0
2024,2025,E301,E301,1.0
2024,2025,E302,E302,0.9885
2024,2025,E303,E303,1.0
2024,2025,E401,E401,0.9935
2024,2025,E402,E402,1.0
2024,2025,E403,E403,0.4048
2024,2025,E404,E404,1.0
2024,2025,E405,E405,1.0
2024,2025,E501,E501,1.0
2024,2025,E502,E502,1.0
2024,2025,E503,E503,1.0
2024,2025,E504,E504,1.0
2024,2025,E505,E505,1.0
2024,2025,E506,E506,1.0
2024,2025,E507,E507,1.0
2024,2025,E508,E508,1.0
2024,2025,E509,E509,1.0
2024,2025,E117,E601,1.0
2024,2025,E107,E602,1.0
2024,2025,E702,E603,0.1391
2024,2025,R813,E604,0.1458
2024,2025,R205,E605,0.2692
2024,2025,G202,E606,0.3636
2024,2025,E601,E701,1.0
2024,2025,E602,E702,1.0
2024,2025,E603,E703,1.0
2024,2025,E604,E704,1.0
2024,2025,E605,E705,1.0
2024,2025,E606,E706,1.0
2024,2025,E701,E801,1.0
2024,2025,E702,E802,1.0
2024,2025,E703,E803,1.0
2024,2025,E801,E901,1.0
2024,2025,E802,E902,1.0
2024,2025,G101,G101,0.987
2024,2025,G102,G102,0.9968
2024,2025,G103,G103,0.9916
2024,2025,G104,G104,0.9971
2024,2025,G201,G201,0.9973
2024,2025,G202,G202,0.9836
2024,2025,G203,G203,0.9856
2024,2025,G204,G204,0.9791
2024,2025,G205,G205,0.9876
2024,2025,G206,G206,0.6562
2024,2025,G207,G207,0.9716
2024,2025,G208,G208,0.9836
2024,2025,G210,G209,0.9231
2024,2025,G211,G210,0.6741
2024,2025,G212,G211,0.8686
2024,2025,G210,G212,0.2712
2024,2025,G301,G301,0.9893
2024,2025,G302,G302,0.9948
2024,2025,G303,G303,0.6493
2024,2025,G401,G401,0.951
2024,2025,G402,G402,0.8571
2024,2025,G405,G403,0.629
2024,2025,G429,G404,0.3333
2024,2025,G404,G405,0.3014
2024,2025,G406,G406,0.7089
2024,2025,G407,G407,0.7654
2024,2025,G410,G408,0.9279
2024,2025,G403,G409,0.58
2024,2025,G408,G410,0.3218
2024,2025,G210,G411,0.3182
2024,2025,G403,G412,0.2409
2024,2025,G411,G413,0.933
2024,2025,G412,G414,0.9032
2024,2025,G413,G415,0.7232
2024,2025,G410,G416,0.4943
2024,2025,G415,G417,0.7373
2024,2025,G424,G418,0.2667
