year_a,year_b,id_a,id_b,sim
2024,2025,G419,G419,0.1828
2024,2025,G422,G420,0.2716
2024,2025,G421,G421,0.2
2024,2025,G417,G422,0.9385
2024,2025,G418,G423,0.9754
2024,2025,G419,G424,0.9657
2024,2025,G420,G425,0.9698
2024,2025,G421,G426,0.9514
2024,2025,G423,G427,0.3738
2024,2025,G424,G428,0.4414
2024,2025,G425,G429,0.8554
2024,2025,G426,G430,0.9778
2024,2025,G427,G431,0.9714
2024,2025,G428,G432,0.7156
2024,2025,G430,G433,0.3864
2024,2025,G427,G434,0.2222
2024,2025,G430,G435,0.2182
2024,2025,G501,G501,0.988
2024,2025,I101,I101,0.9897
2024,2025,I102,I102,0.6601
2024,2025,I103,I103,1.0
2024,2025,I104,I104,1.0
2024,2025,I105,I105,1.0
2024,2025,I106,I106,1.0
2024,2025,I107,I107,1.0
2024,2025,Q101,Q101,0.9516
2024,2025,R101,R101,0.9132
2024,2025,R102,R102,0.9786
2024,2025,R103,R103,0.9774
2024,2025,R104,R104,0.9551
2024,2025,R105,R105,0.8472
2024,2025,R201,R201,1.0
2024,2025,R202,R202,0.9434
2024,2025,R203,R203,1.0
2024,2025,R204,R204,0.8943
2024,2025,R205,R205,1.0
2024,2025,R206,R206,0.878
2024,2025,R301,R301,1.0
2024,2025,I101,R302,0.4203
2024,2025,R303,R303,0.9916
2024,2025,R304,R304,0.9219
2024,2025,R401,R401,0.9157
2024,2025,R408,R402,0.1773
2024,2025,R403,R403,0.3226
2024,2025,R405,R404,0.1416
2024,2025,R402,R405,0.7319
2024,2025,R409,R406,0.4228
2024,2025,R403,R407,0.1687
2024,2025,R403,R408,0.2162
2024,2025,R403,R409,0.9286
2024,2025,R404,R410,0.961
2024,2025,R405,R411,0.8063
2024,2025,R406,R412,0.9606
2024,2025,R501,R501,0.8519
2024,2025,R502,R502,0.9919
2024,2025,R503,R503,1.0
2024,2025,R504,R504,0.9138
2024,2025,R505,R505,0.9385
2024,2025,R506,R506,0.8911
2024,2025,R601,R601,1.0
2024,2025,R602,R602,0.9265
2024,2025,R603,R603,1.0
2024,2025,R604,R604,1.0
2024,2025,R605,R605,1.0
2024,2025,R606,R606,1.0
2024,2025,R607,R607,1.0
2024,2025,R608,R608,1.0
2024,2025,R609,R609,0.7923
2024,2025,R610,R610,0.8542
2024,2025,R611,R611,0.992
2024,2025,R612,R612,0.9879
2024,2025,R613,R613,0.98
2024,2025,R614,R614,0.7255
2024,2025,R615,R615,0.7419
2024,2025,R616,R616,0.8127
2024,2025,R617,R617,0.8129
2024,2025,R618,R618,0.9759
2024,2025,R619,R619,0.8451
2024,2025,R620,R620,0.8358
2024,2025,R621,R621,0.9535
2024,2025,R622,R622,0.8935
2024,2025,R623,R623,1.0
2024,2025,R624,R624,1.0
2024,2025,R625,R625,0.9941
2024,2025,R616,R626,0.1171
2024,2025,R701,R701,0.9726
2024,2025,R702,R702,0.7869
2024,2025,R703,R703,0.5296
2024,2025,R704,R704,0.9506
2024,2025,R705,R705,1.0
2024,2025,R706,R706,1.0
2024,2025,R707,R707,0.8571
2024,2025,R708,R708,1.0
2024,2025,R709,R709,0.9829
2024,2025,R710,R710,0.9877
2024,2025,R711,R711,1.0
2024,2025,R712,R712,0.9605
2024,2025,R713,R713,1.0
2024,2025,R714,R714,0.9889
2024,2025,R715,R715,0.9247
2024,2025,R717,R716,1.0
2024,2025,R718,R717,0.9815
2024,2025,R801,R801,1.0
2024,2025,R802,R802,1.0
2024,2025,R803,R803,1.0
2024,2025,R804,R804,1.0
2024,2025,R805,R805,0.9836
2024,2025,R806,R806,1.0
2024,2025,R807,R807,1.0
2024,2025,R808,R808,1.0
2024,2025,R809,R809,1.0
2024,2025,R810,R810,1.0
2024,2025,R811,R811,1.0
2024,2025,R812,R812,1.0
2024,2025,R813,R813,1.0
2024,2025,R814,R814,1.0
2024,2025,R901,R901,0.9873
2024,2025,R902,R902,1.0
2024,2025,R903,R903,1.0
2024,2025,R904,R904,0.9874
2024,2025,R905,R905,1.0
2024,2025,R906,R906,1.0
2024,2025,R906,R907,0.1951
2024,2025,T201,T201,0.8617
2024,2025,T301,T301,0.6667
2024,2025,T601,T601,0.3296
2024,2025,T601,T602,0.3043
2024,2025,T604,T603,0.2308
2024,2025,T603,T604,0.1935
2024,2025,G301,T605,0.1651
2024,2025,T602,T606,0.9659
2024,2025,T606,T610,0.9431
2024,2025,T607,T611,0.9189
2024,2025,T608,T612,1.0
2024,2025,T609,T613,1.0
2024,2025,T610,T614,1.0
2025,2026,C301,C301,1.0
2025,2026,E101,E101,1.0
2025,2026,E102,E102,1.0
2025,2026,E103,E103,1.0
2025,2026,E104,E104,1.0
2025,2026,E105,E105,1.0
2025,2026,E106,E106,0.9524
2025,2026,E107,E107,0.7091
2025,2026,E108,E108,0.8739
2025,2026,E109,E109,1.0
2025,2026,E110,E110,1.0
2025,2026,E111,E111,1.0
2025,2026,E112,E112,1.0
2025,2026,E113,E113,0.979
2025,2026,E114,E114,0.746
2025,2026,E115,E115,1.0
2025,2026,E116,E116,1.0
2025,2026,Q101,E117,0.3503
2025,2026,E117,E118,0.9937
2025,2026,E201,E201,1.0
2025,2026,E301,E301,1.0
2025,2026,E302,E302,0.9829
2025,2026,E303,E303,0.9
2025,2026,E401,E401,0.6528
2025,2026,E402,E402,0.95
2025,2026,E403,E403,0.8088
2025,2026,E404,E404,1.0
2025,2026,E405,E405,0.9364
2025,2026,E501,E501,1.0
2025,2026,E502,E502,0.6275
2025,2026,E503,E503,1.0
2025,2026,E504,E504,0.9706
2025,2026,E505,E505,1.0
2025,2026,E506,E506,1.0
2025,2026,E507,E507,1.0
2025,2026,E508,E508,1.0
2025,2026,E509,E509,1.0
2025,2026,E501,E510,0.3158
2025,2026,E502,E511,0.2254
2025,2026,E601,E601,0.8627
2025,2026,E602,E602,0.987
2025,2026,E603,E603,0.9405
2025,2026,E604,E604,0.8723
2025,2026,E605,E605,1.0
2025,2026,E606,E606,0.8235
2025,2026,E701,E701,1.0
2025,2026,E702,E702,0.875
2025,2026,E703,E703,1.0
2025,2026,E704,E704,1.0
2025,2026,E705,E705,1.0
2025,2026,E706,E706,0.86
2025,2026,E801,E801,0.9892
2025,2026,E802,E802,1.0
2025,2026,E803,E803,1.0
2025,2026,E901,E901,1.0
2025,2026,E902,E902,1.0
2025,2026,G101,G101,0.7122
2025,2026,G102,G102,0.9226
2025,2026,G103,G103,0.7867
2025,2026,G104,G104,1.0
2025,2026,G201,G201,1.0
2025,2026,G202,G202,1.0
2025,2026,G203,G203,0.9918
2025,2026,G204,G204,0.9916
2025,2026,G205,G205,1.0
2025,2026,G206,G206,0.8831
2025,2026,G207,G207,0.9932
2025,2026,G208,G208,0.96
2025,2026,G209,G209,1.0
2025,2026,G210,G210,0.6629
2025,2026,G211,G211,0.8064
2025,2026,G212,G212,0.9873
2025,2026,G301,G301,0.9699
2025,2026,G302,G302,0.3605
2025,2026,G303,G303,0.8658
2025,2026,G401,G401,1.0
2025,2026,G402,G402,0.9167
2025,2026,G403,G403,0.4219
2025,2026,G406,G404,0.8302
2025,2026,G407,G405,0.7778
2025,2026,G408,G406,1.0
2025,2026,G405,G407,0.3462
2025,2026,G409,G408,0.3707
2025,2026,G413,G409,0.9062
2025,2026,G416,G410,0.5082
2025,2026,G416,G411,1.0
2025,2026,G417,G412,0.9749
2025,2026,G415,G413,0.3132
2025,2026,G411,G414,0.2581
2025,2026,G423,G415,0.6241
2025,2026,G423,G416,0.3547
2025,2026,G424,G417,0.9975
2025,2026,G425,G418,0.9189
2025,2026,G426,G419,0.7443
2025,2026,G428,G420,0.6724
2025,2026,G429,G421,0.9845
2025,2026,G430,G422,0.9853
2025,2026,G431,G423,0.48
2025,2026,G432,G424,0.7719
2025,2026,G433,G425,0.4808
2025,2026,G434,G426,0.95
2025,2026,G435,G427,0.4865
2025,2026,G501,G501,1.0
2025,2026,I101,I101,0.9829
2025,2026,I102,I102,0.9933
2025,2026,I103,I103,0.9574
2025,2026,I104,I104,1.0
2025,2026,I105,I105,0.9948
2025,2026,I106,I106,1.0
2025,2026,I107,I107,1.0
2025,2026,Q101,Q101,0.4542
2025,2026,G416,Q102,0.1709
2025,2026,R101,R101,0.9779
2025,2026,R102,R102,1.0
2025,2026,R103,R103,0.9238
2025,2026,R104,R104,0.904
2025,2026,R105,R105,0.7874
2025,2026,R102,R106,0.1581
2025,2026,R405,R107,0.3733
2025,2026,G414,R108,0.2667
2025,2026,R201,R201,1.0
2025,2026,R202,R202,0.6279
2025,2026,R203,R203,0.8918
2025,2026,R204,R204,1.0
2025,2026,R205,R205,0.5909
2025,2026,R206,R206,1.0
2025,2026,R301,R301,1.0
2025,2026,R302,R302,1.0
2025,2026,R303,R303,0.9916
2025,2026,R401,R401,0.5532
2025,2026,R402,R402,0.8992
2025,2026,R403,R403,0.7
2025,2026,R404,R404,0.8302
2025,2026,R405,R405,0.4603
2025,2026,R406,R406,0.7305
2025,2026,R407,R407,0.9517
2025,2026,R408,R408,0.913
2025,2026,E605,R409,0.2651
2025,2026,R410,R410,1.0
2025,2026,R411,R411,0.9421
2025,2026,R412,R412,0.8855
2025,2026,R501,R501,0.9371
2025,2026,R502,R502,0.9071
2025,2026,R503,R503,0.9336
2025,2026,R504,R504,0.8548
2025,2026,R505,R505,0.7527
2025,2026,R506,R506,0.991
2025,2026,R601,R601,0.8322
2025,2026,R602,R602,1.0
2025,2026,R603,R603,1.0
2025,2026,R604,R604,1.0
2025,2026,R605,R605,1.0
2025,2026,R606,R606,1.0
2025,2026,R607,R607,1.0
2025,2026,R608,R608,1.0
2025,2026,R609,R609,0.8765
2025,2026,R610,R610,0.7778
2025,2026,R611,R611,0.9799
2025,2026,R612,R612,1.0
2025,2026,R613,R613,0.9495
2025,2026,R614,R614,1.0
2025,2026,R615,R615,0.3354
2025,2026,R616,R616,0.5667
2025,2026,R615,R617,0.3412
2025,2026,R618,R618,0.9212
2025,2026,R619,R619,0.8639
2025,2026,R620,R620,0.9266
2025,2026,R621,R621,0.895
2025,2026,R622,R622,0.8119
2025,2026,R623,R623,1.0
2025,2026,R624,R624,1.0
2025,2026,R625,R625,0.9852
2025,2026,R626,R626,1.0
2025,2026,R701,R701,0.9589
2025,2026,R702,R702,0.966
2025,2026,R703,R703,0.7848
2025,2026,R704,R704,0.9517
2025,2026,R705,R705,1.0
2025,2026,R706,R706,1.0
2025,2026,R707,R707,0.9951
2025,2026,R708,R708,1.0
2025,2026,R709,R709,0.9487
2025,2026,R710,R710,0.9679
2025,2026,R711,R711,1.0
2025,2026,R712,R712,0.8734
2025,2026,R713,R713,1.0
2025,2026,R714,R714,1.0
2025,2026,R715,R715,0.9515
2025,2026,R716,R716,0.9841
2025,2026,R717,R717,1.0
2025,2026,R801,R801,1.0
2025,2026,R802,R802,0.8585
2025,2026,R803,R803,1.0
2025,2026,R804,R804,0.9556
2025,2026,R805,R805,0.9836
2025,2026,R806,R806,0.9537
2025,2026,R807,R807,0.973
2025,2026,R808,R808,0.9496
2025,2026,R809,R809,0.9333
2025,2026,R810,R810,1.0
2025,2026,R811,R811,0.9193
2025,2026,R812,R812,1.0
2025,2026,R813,R813,1.0
2025,2026,R814,R814,1.0
2025,2026,R901,R901,0.9873
2025,2026,R902,R902,1.0
2025,2026,R903,R903,1.0
2025,2026,R904,R904,0.7903
2025,2026,R905,R905,1.0
2025,2026,R906,R906,1.0
2025,2026,R907,R907,1.0
2025,2026,T201,T201,1.0
2025,2026,T301,T301,0.9158
2025,2026,T601,T601,1.0
2025,2026,T602,T602,1.0
2025,2026,T603,T603,1.0
2025,2026,T604,T604,1.0
2025,2026,T605,T605,1.0
2025,2026,T606,T606,0.8281
2025,2026,T610,T610,1.0
2025,2026,T611,T611,1.0
2025,2026,T612,T612,1.0
2025,2026,T613,T613,1.0
2025,2026,T614,T614,1.0
