rule_id	prefix	num	page	chars	starred	sha1	headline
A1	A	1	60	666	0	59e709462ef4	Behind the lines.
A2	A	2	60	538	0	78d25d15b19c	During AUTO, let the ROBOT do its thing.
A3	A	3	60	415	0	1cb3ae2698d1	Disconnect or set down controllers.
A4	A	4	60	402	0	d9540f2a1a13	Stay out of your opponent’s side of the FIELD.
A5	A	5	60	168	0	c9431fd8497c	POWER CUBES are off-limits.
C1	C	1	47	425	0	6b23a9edce3c	Egregious or exceptional violations.
C2	C	2	47	920	0	5ad53aa93f74	Be a good person.
C3	C	3	47	1393	0	c98bb0064186	Asking other Teams to throw a MATCH – not cool.
C4	C	4	47	1460	0	62be48359b12	Letting someone coerce you in to throwing a MATCH – also not cool.
C5	C	5	48	820	0	edaada4709a8	Compete with only one (1) ROBOT.
C6	C	6	48	487	0	f573c8a1177a	Show up to your MATCHES.
C7	C	7	49	1089	0	5d681ddea9b3	Don’t expect to gain by doing others harm.
C8	C	8	49	362	0	03563d16e77e	One student, one Head REFEREE.
C9	C	9	50	921	0	2c94b9aa47be	Plug in to/be in your PLAYER STATION.
C10	C	10	50	711	0	70d974ed1fbc	No work outside your pit.
G1	G	1	51	1009	0	562e27635f6d	Know your ROBOT setup.
G2	G	2	51	957	0	f7827e064f6f	Be prompt/safe when coming to and going from the FIELD.
G3	G	3	52	702	0	aff89d937e09	Know your DRIVE TEAM positions.
G4	G	4	52	323	0	b80c61c15f06	Leave the POWER CUBES alone.
G5	G	5	52	933	0	9311552492d4	Don’t overextend yourself
G6	G	6	53	262	0	6f2460f9edea	Keep it together.
G7	G	7	53	293	0	5d848f29b72d	Keep your BUMPERS together.
G8	G	8	53	952	0	1986a53ba07f	ROBOTS must be removed from the FIELD by hand (i.e. no enabling, power, etc.).
G9	G	9	53	1254	0	0ddfd51b7c38	Launching POWER CUBES is okay, but keep it short.
G10	G	10	54	690	0	f790e6d676eb	Don’t tear others down to lift yourself up.
G11	G	11	55	593	0	7775a53fb146	Stay out of other ROBOTS.
G12	G	12	55	553	0	7446395a2c72	Don’t collude with your partners to shut down major parts of game play.
G13	G	13	55	440	0	70b7c71b643f	If an opponent’s down, back off.
G14	G	14	55	1127	0	52a2be39ec8d	There’s a 5-count on pins.
G15	G	15	55	1032	0	0a824c962861	Opponent’s EXCHANGE ZONE: no camping.
G16	G	16	56	609	0	e4064ec7cfc3	The NULL TERRITORY is safe.
G17	G	17	56	249	0	7955d0002eaa	Don’t climb on each other until the end.
G18	G	18	56	566	0	17d2de706f41	Don’t mess with opponents in their PLATFORM ZONE.
