rule_id	prefix	num	page	stmt_chars	viol_chars	inset_chars	stmt_sha1	headline
C1	C	1	47	559	62	1091	33712939d372	Egregious or exceptional violations
C2	C	2	47	189	205	842	a98da4d72208	Be a good person
C3	C	3	48	318	246	832	763663d0e2ac	Asking other teams to throw a MATCH – not cool
C4	C	4	48	347	246	878	a65c6eb5857b	Letting someone coerce you in to throwing a MATCH – also not cool
C5	C	5	49	286	178	631	b031c8aa46b7	Enter only one (1) ROBOT
C6	C	6	49	241	73	86	8b9c3b879bc0	Show up to your MATCHES
C7	C	7	50	229	117	877	d51a166591f3	Be prompt/safe when coming to and going from the FIELD
C8	C	8	50	297	57	542	6182c6e94711	Don’t expect to gain by doing others harm
C9	C	9	50	128	112	83	e9c1ef2ed8c8	One student, one Head REFEREE
C10	C	10	51	203	98	640	47e0c77f47a8	Plug in to/be in your PLAYER STATION
G1	G	1	53	573	221	291	3aa341c797d3	Know your ROBOT setup
G2	G	2	53	324	23	583	0d9340b3561d	Teams may not enable their ROBOTS on the FIELD
G3	G	3	53	124	144	0	23bbe892d007	During AUTO, no defense
G4	G	4	54	181	35	444	5836c45d5b07	During AUTO, behind the lines
G5	G	5	54	243	31	0	bf339460bc4d	During AUTO, let the ROBOT do its thing
G6	G	6	54	512	69	176	29370be17a21	No more than five (5) POWER CELLS at a time
G7	G	7	54	124	31	0	67b01b35f471	Keep POWER CELLS in bounds
G8	G	8	54	185	36	235	401f13cf5566	POWER CELLS: use as directed
G9	G	9	55	155	36	538	d80b262fb67d	No full court shots
G10	G	10	55	178	34	253	1767c303e71e	Right of Way
G11	G	11	55	223	66	262	0078e5189a7f	Give Opponents some space
G12	G	12	56	262	188	0	778ae14b9a2e	Leave the opponent’s CONTROL PANEL alone
G13	G	13	56	185	34	0	7e5accb0c18b	Don’t climb on each other unless at the RENDEZVOUS POINT
G14	G	14	56	289	20	213	d507776c4fe8	During the ENDGAME, don’t touch ROBOTS in their RENDEZVOUS POINT
G15	G	15	56	489	380	456	83c1a098e494	During the ENDGAME, don’t mess with HANGING opponents
G16	G	16	57	273	40	118	411aea66186b	Keep your BUMPERS low
G17	G	17	57	257	133	294	9fb3fe0931c5	Tall ROBOTS not allowed
G18	G	18	58	107	40	816	a9ef3bad2763	Don’t overextend yourself
G19	G	19	59	82	20	0	4fcebd928b23	Keep it together
G20	G	20	59	228	20	0	38682e31fdc2	Keep your BUMPERS together
G21	G	21	59	545	113	98	a6c229f5612e	There’s a 5-count on pins
G22	G	22	59	201	118	467	7620cca09e07	Don’t collude with your partners to shut down major parts of game play
G23	G	23	59	211	109	564	dcf3954c56e8	Don’t tear others down to lift yourself up
G24	G	24	60	233	28	168	c2c3bc8b87b1	Stay out of other ROBOTS
G25	G	25	60	446	36	762	6ce401669553	Damaging other ROBOTS, not allowed
G26	G	26	60	646	487	225	3e4b9146a515	Be careful what you interact with
H1	H	1	63	1514	124	601	0caeefffee84	You can’t bring/use anything you want
H2	H	2	63	353	58	228	5736df36bc6e	Know your DRIVE TEAM positions
H3	H	3	64	219	65	0	55e4c59509f2	Leave the POWER CELLS alone
H4	H	4	64	128	20	127	b73861914262	COACHES and other teams: hands off the controls
H5	H	5	64	313	29	0	78e62aad84ee	No wandering
H6	H	6	64	168	31	0	8466f416bdcb	POWER CELLS through LOADING BAYS only
H7	H	7	64	103	31	0	6b344c596b31	COACHES, no POWER CELLS
H8	H	8	64	85	37	0	14a64e56e90a	Don’t trick the sensors
H9	H	9	64	123	31	809	4b3fef544768	POWER CELLS, recycle
H10	H	10	65	240	40	651	df1893c3fb6b	POWER CELLS go on the rack
H11	H	11	65	109	65	0	55810077fbce	By invitation only
H12	H	12	65	543	123	0	2ca3679b9b85	Identify yourself
H13	H	13	65	359	23	373	06a8d5114e20	Don’t abuse ARENA access
H14	H	14	66	144	20	71	227bc4d238d9	Don’t mess with POWER CELLS
H15	H	15	66	96	88	0	feae8a8546b7	Don’t bang on the glass
H16	H	16	66	6451	91	3096	790f1fa545f0	Be careful what you interact with
R1	R	1	69	384	0	464	a0efeb03051e	The ROBOT (excluding BUMPERS) must have a FRAME PERIMETER, contained within the
R2	R	2	70	297	0	513	76c2598982f6	In the STARTING CONFIGURATION (the physical configuration in which a ROBOT starts a MATCH),
R3	R	3	70	142	0	297	242605b27361	A ROBOT’S STARTING CONFIGURATION may not have a FRAME PERIMETER greater than 120
R4	R	4	70	130	0	254	1f48b60317bf	ROBOTS may not extend more than 12 in
R5	R	5	71	683	0	0	91834061eb70	The ROBOT weight must not exceed 125 lbs
R6	R	6	71	323	0	0	68f5075d42c0	Traction devices must not have surface features that could damage the ARENA (e
R7	R	7	71	144	0	0	767c361e44d7	Protrusions from the ROBOT and exposed surfaces on the ROBOT shall not pose hazards to the
R8	R	8	71	142	0	1892	e5b77f927e9a	ROBOT parts shall not be made from hazardous materials, be unsafe, cause an unsafe condition, or
R9	R	9	72	121	0	140	2d160664b240	ROBOTS must allow removal of game pieces from the ROBOT and the ROBOT from FIELD
R10	R	10	72	169	0	0	47e8e9b775c1	Lubricants may be used only to reduce friction within the ROBOT
R11	R	11	72	862	0	2368	4ec9b40b29fe	The total cost of all items on the ROBOT (i
R12	R	12	73	233	0	1962	5115cdf7d1bd	No individual, non-KOP item or software shall have a Fair Market Value that exceeds $500 USD
R13	R	13	73	287	0	4210	984e463b3619	The BOM cost of each non-KOP item must be calculated based on the unit Fair Market Value for the material and/or labor, 
R14	R	14	75	1247	0	1738	0fae9e143007	FABRICATED ITEMS created before Kickoff are not permitted
R15	R	15	76	201	0	1972	b1bbf61dff54	Software and mechanical/electrical designs created before Kickoff are only permitted if the source files (complete infor
R16	R	16	76	833	0	933	6e5428571a04	During an event a team is attending (regardless of whether the team is physically at the event location), the team may n
R17	R	17	77	721	0	214	c3267d1da30c	ROBOTS are required to use BUMPERS to protect all outside corners of the FRAME PERIMETER
R18	R	18	79	304	0	600	5a7e7fc7e39e	Except as allowed per G16, BUMPERS must be located entirely within the BUMPER ZONE, which is the volume contained betwee
R19	R	19	79	66	0	0	8dcd68e12999	BUMPERS must not be articulated (relative to the FRAME PERIMETER)
R20	R	20	79	147	0	115	2bf96d958570	BUMPERS (the entire BUMPER, not just the cover) must be designed for quick and easy installation and removal to facilita
R21	R	21	79	526	0	95	56781fa7405d	Each ROBOT must be able to display Red or Blue BUMPERS to MATCH their ALLIANCE color, as assigned in the MATCH schedule 
R22	R	22	80	563	0	767	341bad75d2ba	Team numbers must be displayed and positioned on the BUMPERS such that an observer walking around the perimeter of the R
R23	R	23	80	134	0	345	12ae1ffe4e34	Each set of BUMPERS (including any fasteners and/or structures that attach them to the ROBOT) must weigh no more than 15
R24	R	24	80	2570	0	1295	125c0e02a342	BUMPERS must be constructed as follows (see Figure 9-6): A
R25	R	25	83	163	0	0	d25109edd00f	Corner joints between BUMPERS must be filled with pool noodle material
R26	R	26	83	536	0	259	5b78f0a449a2	BUMPERS must be supported by the structure/frame of the ROBOT (see Figure 9-8)
R27	R	27	85	375	0	2428	14aea9e23b88	The only motors and actuators permitted on 2020 ROBOTS include the following (in any quantity): Table 9-1 Motor allowanc
R28	R	28	86	1175	0	177	7dab35c51616	The integral mechanical and electrical system of any motor must not be modified
R29	R	29	86	1569	0	146	b6ddf07b6e54	With the exception of servos, fans, or motors integral to sensors of COTS computing devices permitted in R27, each actua
R30	R	30	87	959	0	335	44ded3d9d244	Each power regulating device may control electrical loads per Table 9-2
R31	R	31	88	375	0	0	1f6db64d6931	Servos must be connected to, and only to, one of the following: A
R32	R	32	88	555	0	697	56535fe07f17	The only legal source of electrical energy for the ROBOT during the competition, the ROBOT battery, must be one and only
R33	R	33	88	526	0	0	d935bd621282	COTS USB battery packs with a capacity of 100Wh or less (20000mAh at 5V) and 2
R34	R	34	89	111	0	0	078e964b097b	Any battery charger used to charge a ROBOT battery must have the corresponding Anderson SB connector installed
R35	R	35	89	115	0	0	a8fae3b35909	Any battery charger used to charge a ROBOT battery may not be used such that it exceeds 6- Amp peak charge current
R36	R	36	89	131	0	84	b1274c0d58e0	No batteries other than those allowed per R32 and R33 are allowed on the ROBOT, whether or not they are being used to su
R37	R	37	89	176	0	0	b2418bd27f9f	The ROBOT battery must be secured such that it will not dislodge during vigorous ROBOT interaction including if the ROBO
R38	R	38	89	165	0	0	1e76eccedc3d	Each electrical terminal on the ROBOT battery, main breaker, and their connections (lugs, stripped wire ends, etc
R39	R	39	89	431	0	0	5b206924ff34	Non-electrical sources of energy used by the ROBOT, (i
R40	R	40	89	500	0	346	f92ea70e3064	The one (1) ROBOT battery, a single pair of Anderson Power Products (or APP) 2-pole SB type connectors, the one (1) main
R41	R	41	90	291	0	0	dbcd3a0f356c	All circuits, with the exceptions of those listed in R46 and R48, must connect to, and have power sourced solely by, a s
R42	R	42	90	190	0	554	2bfa709c9f3a	All wiring and electrical devices, including all Control System COMPONENTS, shall be electrically isolated from the ROBO
R43	R	43	90	154	0	336	239edc4bbdf8	The 120A circuit breaker must be quickly and safely accessible from the exterior of the ROBOT
R44	R	44	91	84	0	0	fcb30b5c41c9	The PDP, associated wiring, and all circuit breakers must be visible for Inspection
R45	R	45	91	206	0	0	7df08726e36b	Any active electrical item that is not an actuator (specified in R27) or core Control System item (specified in R66) is 
R46	R	46	91	205	0	0	e1c60f8d1b93	The roboRIO power input must be connected to the dedicated supply terminals on the PDP shown in Figure 9-10
R47	R	47	91	244	0	499	a2237c6177f0	The Wireless Bridge (Radio) power must be supplied directly by the 12V 2A output of a CTR Electronics Voltage Regulator 
R48	R	48	91	414	0	81	d2cde6981ab7	The VRM supplying power to the Wireless Bridge per R47 must be connected to the designated supply terminals at the end o
R49	R	49	92	67	0	363	30775fc7fe57	Only one wire shall be connected to each WAGO connector on the PDP
R50	R	50	92	165	0	0	97f6cf426c22	The only circuit breakers permitted for use in the PDP are: A
R51	R	51	92	154	0	128	b1eab2eee1a0	The fuses in the PDP shall only be replaced with functionally identical fuses (mini automotive blade fuses with values m
R52	R	52	92	462	0	402	dcbe1500f8c1	Each branch circuit must be protected by one and only one circuit breaker on the PDP per Table 9-3
R53	R	53	93	767	0	576	6c52296042db	All circuits shall be wired with appropriately sized insulated copper wire (SIGNAL LEVEL cables don’t have to be copper)
R54	R	54	93	229	0	52	e949ddb1d283	Branch circuits may include intermediate elements such as COTS connectors, splices, COTS flexible/rolling/sliding contac
R55	R	55	93	597	0	0	61fa0c177613	All non-SIGNAL LEVEL wiring with a constant polarity (i
R56	R	56	94	510	0	521	27f92689e2a9	CUSTOM CIRCUITS shall not directly alter the power pathways between the ROBOT battery, PDP, motor controllers, relays (p
R57	R	57	94	144	0	206	c2cdf45a6f74	ROBOTS must be controlled via one (1) programmable National Instruments roboRIO (P/N: am3000), with image version FRC_ro
R58	R	58	94	243	0	0	e48f714d8214	One (1) OpenMesh Wireless Bridge (P/N: OM5P-AN or OM5P-AC), that has been configured with the appropriate encryption key
R59	R	59	94	197	0	255	92539060fcbc	The roboRIO Ethernet PORT must be connected to the Wireless Bridge PORT labeled “18-24 vPOE,” closest to the power conne
R60	R	60	94	1010	0	401	9f51fd481ccf	Communication between the ROBOT and the OPERATOR CONSOLE is restricted as follows: A
R61	R	61	95	194	0	0	effd2d0e3650	The roboRIO, DRIVER Station software, and Wireless Bridge must be configured to correspond to the correct team number, p
R62	R	62	95	116	0	0	a30cfc12f6f4	All signals must originate from the OPERATOR CONSOLE and be transmitted to the ROBOT via the ARENA Ethernet network
