year,event,week,col_index,col_name,rank,team,value
2026,2026tuis,Week 1,3,Avg Match,8,5883,70.17
2026,2026tuis,Week 1,4,Avg Auto Fuel,8,5883,13.92
2026,2026tuis,Week 1,5,Avg Tower,8,5883,0.83
2026,2026tuis,Week 1,6,Record (W-L-T),8,5883,8-4-0
2026,2026tuis,Week 1,7,DQ,8,5883,0
2026,2026tuis,Week 1,8,Played,8,5883,12
2026,2026tuis,Week 1,9,Total Ranking Points*,8,5883,27
2026,2026tuis,Week 1,2,Ranking Score,9,7611,2.17
2026,2026tuis,Week 1,3,Avg Match,9,7611,96.25
2026,2026tuis,Week 1,4,Avg Auto Fuel,9,7611,16.42
2026,2026tuis,Week 1,5,Avg Tower,9,7611,0.83
2026,2026tuis,Week 1,6,Record (W-L-T),9,7611,7-4-1
2026,2026tuis,Week 1,7,DQ,9,7611,0
2026,2026tuis,Week 1,8,Played,9,7611,12
2026,2026tuis,Week 1,9,Total Ranking Points*,9,7611,26
2026,2026tuis,Week 1,2,Ranking Score,10,10043,2.17
2026,2026tuis,Week 1,3,Avg Match,10,10043,95.67
2026,2026tuis,Week 1,4,Avg Auto Fuel,10,10043,15.58
2026,2026tuis,Week 1,5,Avg Tower,10,10043,0.83
2026,2026tuis,Week 1,6,Record (W-L-T),10,10043,7-4-1
2026,2026tuis,Week 1,7,DQ,10,10043,0
2026,2026tuis,Week 1,8,Played,10,10043,12
2026,2026tuis,Week 1,9,Total Ranking Points*,10,10043,26
2026,2026tuis,Week 1,2,Ranking Score,11,11036,2.08
2026,2026tuis,Week 1,3,Avg Match,11,11036,102.00
2026,2026tuis,Week 1,4,Avg Auto Fuel,11,11036,23.08
2026,2026tuis,Week 1,5,Avg Tower,11,11036,0.00
2026,2026tuis,Week 1,6,Record (W-L-T),11,11036,6-5-1
2026,2026tuis,Week 1,7,DQ,11,11036,0
2026,2026tuis,Week 1,8,Played,11,11036,12
2026,2026tuis,Week 1,9,Total Ranking Points*,11,11036,25
2026,2026tuis,Week 1,2,Ranking Score,12,6431,1.92
2026,2026tuis,Week 1,3,Avg Match,12,6431,122.25
2026,2026tuis,Week 1,4,Avg Auto Fuel,12,6431,23.58
2026,2026tuis,Week 1,5,Avg Tower,12,6431,0.00
2026,2026tuis,Week 1,6,Record (W-L-T),12,6431,5-6-1
2026,2026tuis,Week 1,7,DQ,12,6431,0
2026,2026tuis,Week 1,8,Played,12,6431,12
2026,2026tuis,Week 1,9,Total Ranking Points*,12,6431,23
2026,2026tuis,Week 1,2,Ranking Score,13,10428,1.92
2026,2026tuis,Week 1,3,Avg Match,13,10428,106.75
2026,2026tuis,Week 1,4,Avg Auto Fuel,13,10428,22.25
2026,2026tuis,Week 1,5,Avg Tower,13,10428,7.50
2026,2026tuis,Week 1,6,Record (W-L-T),13,10428,6-5-1
2026,2026tuis,Week 1,7,DQ,13,10428,0
2026,2026tuis,Week 1,8,Played,13,10428,12
2026,2026tuis,Week 1,9,Total Ranking Points*,13,10428,23
2026,2026tuis,Week 1,2,Ranking Score,14,9077,1.92
2026,2026tuis,Week 1,3,Avg Match,14,9077,95.75
2026,2026tuis,Week 1,4,Avg Auto Fuel,14,9077,14.17
2026,2026tuis,Week 1,5,Avg Tower,14,9077,0.83
2026,2026tuis,Week 1,6,Record (W-L-T),14,9077,6-6-0
2026,2026tuis,Week 1,7,DQ,14,9077,0
2026,2026tuis,Week 1,8,Played,14,9077,12
2026,2026tuis,Week 1,9,Total Ranking Points*,14,9077,23
2026,2026tuis,Week 1,2,Ranking Score,15,11000,1.83
2026,2026tuis,Week 1,3,Avg Match,15,11000,87.50
2026,2026tuis,Week 1,4,Avg Auto Fuel,15,11000,17.58
2026,2026tuis,Week 1,5,Avg Tower,15,11000,1.67
2026,2026tuis,Week 1,6,Record (W-L-T),15,11000,6-6-0
2026,2026tuis,Week 1,7,DQ,15,11000,0
2026,2026tuis,Week 1,8,Played,15,11000,12
2026,2026tuis,Week 1,9,Total Ranking Points*,15,11000,22
2026,2026tuis,Week 1,2,Ranking Score,16,11416,1.83
2026,2026tuis,Week 1,3,Avg Match,16,11416,73.25
2026,2026tuis,Week 1,4,Avg Auto Fuel,16,11416,12.33
2026,2026tuis,Week 1,5,Avg Tower,16,11416,5.00
2026,2026tuis,Week 1,6,Record (W-L-T),16,11416,6-5-1
2026,2026tuis,Week 1,7,DQ,16,11416,0
2026,2026tuis,Week 1,8,Played,16,11416,12
2026,2026tuis,Week 1,9,Total Ranking Points*,16,11416,22
2026,2026tuis,Week 1,2,Ranking Score,17,10308,1.75
2026,2026tuis,Week 1,3,Avg Match,17,10308,102.25
2026,2026tuis,Week 1,4,Avg Auto Fuel,17,10308,20.08
2026,2026tuis,Week 1,5,Avg Tower,17,10308,0.83
2026,2026tuis,Week 1,6,Record (W-L-T),17,10308,5-5-2
2026,2026tuis,Week 1,7,DQ,17,10308,0
2026,2026tuis,Week 1,8,Played,17,10308,12
2026,2026tuis,Week 1,9,Total Ranking Points*,17,10308,21
2026,2026tuis,Week 1,2,Ranking Score,18,10050,1.58
2026,2026tuis,Week 1,3,Avg Match,18,10050,81.25
2026,2026tuis,Week 1,4,Avg Auto Fuel,18,10050,14.00
2026,2026tuis,Week 1,5,Avg Tower,18,10050,1.67
2026,2026tuis,Week 1,6,Record (W-L-T),18,10050,5-3-0
2026,2026tuis,Week 1,7,DQ,18,10050,4
2026,2026tuis,Week 1,8,Played,18,10050,12
2026,2026tuis,Week 1,9,Total Ranking Points*,18,10050,19
2026,2026tuis,Week 1,2,Ranking Score,19,6064,1.50
2026,2026tuis,Week 1,3,Avg Match,19,6064,88.42
2026,2026tuis,Week 1,4,Avg Auto Fuel,19,6064,21.17
2026,2026tuis,Week 1,5,Avg Tower,19,6064,0.00
2026,2026tuis,Week 1,6,Record (W-L-T),19,6064,5-7-0
2026,2026tuis,Week 1,7,DQ,19,6064,0
2026,2026tuis,Week 1,8,Played,19,6064,12
2026,2026tuis,Week 1,9,Total Ranking Points*,19,6064,18
2026,2026tuis,Week 1,2,Ranking Score,20,10064,1.50
2026,2026tuis,Week 1,3,Avg Match,20,10064,83.75
2026,2026tuis,Week 1,4,Avg Auto Fuel,20,10064,19.00
2026,2026tuis,Week 1,5,Avg Tower,20,10064,1.67
2026,2026tuis,Week 1,6,Record (W-L-T),20,10064,5-7-0
2026,2026tuis,Week 1,7,DQ,20,10064,0
2026,2026tuis,Week 1,8,Played,20,10064,12
2026,2026tuis,Week 1,9,Total Ranking Points*,20,10064,18
2026,2026tuis,Week 1,2,Ranking Score,21,10146,1.42
2026,2026tuis,Week 1,3,Avg Match,21,10146,76.83
2026,2026tuis,Week 1,4,Avg Auto Fuel,21,10146,16.42
2026,2026tuis,Week 1,5,Avg Tower,21,10146,0.00
2026,2026tuis,Week 1,6,Record (W-L-T),21,10146,4-6-1
2026,2026tuis,Week 1,7,DQ,21,10146,1
2026,2026tuis,Week 1,8,Played,21,10146,12
2026,2026tuis,Week 1,9,Total Ranking Points*,21,10146,17
2026,2026tuis,Week 1,2,Ranking Score,22,8242,1.33
2026,2026tuis,Week 1,3,Avg Match,22,8242,88.67
2026,2026tuis,Week 1,4,Avg Auto Fuel,22,8242,18.42
2026,2026tuis,Week 1,5,Avg Tower,22,8242,1.67
2026,2026tuis,Week 1,6,Record (W-L-T),22,8242,4-8-0
2026,2026tuis,Week 1,7,DQ,22,8242,0
2026,2026tuis,Week 1,8,Played,22,8242,12
2026,2026tuis,Week 1,9,Total Ranking Points*,22,8242,16
2026,2026tuis,Week 1,2,Ranking Score,23,9595,1.25
2026,2026tuis,Week 1,3,Avg Match,23,9595,96.58
2026,2026tuis,Week 1,4,Avg Auto Fuel,23,9595,21.33
2026,2026tuis,Week 1,5,Avg Tower,23,9595,0.00
2026,2026tuis,Week 1,6,Record (W-L-T),23,9595,4-8-0
2026,2026tuis,Week 1,7,DQ,23,9595,0
2026,2026tuis,Week 1,8,Played,23,9595,12
2026,2026tuis,Week 1,9,Total Ranking Points*,23,9595,15
2026,2026tuis,Week 1,2,Ranking Score,24,8557,1.25
2026,2026tuis,Week 1,3,Avg Match,24,8557,86.42
2026,2026tuis,Week 1,4,Avg Auto Fuel,24,8557,15.58
2026,2026tuis,Week 1,5,Avg Tower,24,8557,1.67
2026,2026tuis,Week 1,6,Record (W-L-T),24,8557,4-8-0
2026,2026tuis,Week 1,7,DQ,24,8557,0
2026,2026tuis,Week 1,8,Played,24,8557,12
2026,2026tuis,Week 1,9,Total Ranking Points*,24,8557,15
2026,2026tuis,Week 1,2,Ranking Score,25,9233,1.25
2026,2026tuis,Week 1,3,Avg Match,25,9233,76.58
2026,2026tuis,Week 1,4,Avg Auto Fuel,25,9233,13.92
2026,2026tuis,Week 1,5,Avg Tower,25,9233,0.00
2026,2026tuis,Week 1,6,Record (W-L-T),25,9233,4-8-0
2026,2026tuis,Week 1,7,DQ,25,9233,0
2026,2026tuis,Week 1,8,Played,25,9233,12
2026,2026tuis,Week 1,9,Total Ranking Points*,25,9233,15
2026,2026tuis,Week 1,2,Ranking Score,26,4191,1.25
2026,2026tuis,Week 1,3,Avg Match,26,4191,70.83
2026,2026tuis,Week 1,4,Avg Auto Fuel,26,4191,14.67
2026,2026tuis,Week 1,5,Avg Tower,26,4191,0.83
2026,2026tuis,Week 1,6,Record (W-L-T),26,4191,4-8-0
2026,2026tuis,Week 1,7,DQ,26,4191,0
2026,2026tuis,Week 1,8,Played,26,4191,12
2026,2026tuis,Week 1,9,Total Ranking Points*,26,4191,15
2026,2026tuis,Week 1,2,Ranking Score,27,9132,1.25
2026,2026tuis,Week 1,3,Avg Match,27,9132,60.75
2026,2026tuis,Week 1,4,Avg Auto Fuel,27,9132,19.00
2026,2026tuis,Week 1,5,Avg Tower,27,9132,0.83
2026,2026tuis,Week 1,6,Record (W-L-T),27,9132,4-7-1
2026,2026tuis,Week 1,7,DQ,27,9132,0
2026,2026tuis,Week 1,8,Played,27,9132,12
2026,2026tuis,Week 1,9,Total Ranking Points*,27,9132,15
2026,2026tuis,Week 1,2,Ranking Score,28,8153,1.17
2026,2026tuis,Week 1,3,Avg Match,28,8153,94.83
2026,2026tuis,Week 1,4,Avg Auto Fuel,28,8153,19.50
2026,2026tuis,Week 1,5,Avg Tower,28,8153,0.83
2026,2026tuis,Week 1,6,Record (W-L-T),28,8153,3-8-1
2026,2026tuis,Week 1,7,DQ,28,8153,0
2026,2026tuis,Week 1,8,Played,28,8153,12
2026,2026tuis,Week 1,9,Total Ranking Points*,28,8153,14
2026,2026tuis,Week 1,2,Ranking Score,29,9583,1.00
2026,2026tuis,Week 1,3,Avg Match,29,9583,80.00
2026,2026tuis,Week 1,4,Avg Auto Fuel,29,9583,16.67
2026,2026tuis,Week 1,5,Avg Tower,29,9583,0.83
2026,2026tuis,Week 1,6,Record (W-L-T),29,9583,3-9-0
2026,2026tuis,Week 1,7,DQ,29,9583,0
2026,2026tuis,Week 1,8,Played,29,9583,12
2026,2026tuis,Week 1,9,Total Ranking Points*,29,9583,12
2026,2026tuis,Week 1,2,Ranking Score,30,10141,0.83
2026,2026tuis,Week 1,3,Avg Match,30,10141,61.33
2026,2026tuis,Week 1,4,Avg Auto Fuel,30,10141,17.50
2026,2026tuis,Week 1,5,Avg Tower,30,10141,0.00
2026,2026tuis,Week 1,6,Record (W-L-T),30,10141,3-9-0
2026,2026tuis,Week 1,7,DQ,30,10141,0
2026,2026tuis,Week 1,8,Played,30,10141,12
2026,2026tuis,Week 1,9,Total Ranking Points*,30,10141,10
2026,2026tuis,Week 1,2,Ranking Score,31,7296,0.58
2026,2026tuis,Week 1,3,Avg Match,31,7296,56.75
2026,2026tuis,Week 1,4,Avg Auto Fuel,31,7296,14.08
2026,2026tuis,Week 1,5,Avg Tower,31,7296,0.83
2026,2026tuis,Week 1,6,Record (W-L-T),31,7296,2-8-0
2026,2026tuis,Week 1,7,DQ,31,7296,2
2026,2026tuis,Week 1,8,Played,31,7296,12
2026,2026tuis,Week 1,9,Total Ranking Points*,31,7296,7
2026,2026tuis,Week 1,2,Ranking Score,32,9601,0.42
2026,2026tuis,Week 1,3,Avg Match,32,9601,51.25
2026,2026tuis,Week 1,4,Avg Auto Fuel,32,9601,7.92
2026,2026tuis,Week 1,5,Avg Tower,32,9601,0.83
2026,2026tuis,Week 1,6,Record (W-L-T),32,9601,1-4-0
2026,2026tuis,Week 1,7,DQ,32,9601,7
2026,2026tuis,Week 1,8,Played,32,9601,12
2026,2026tuis,Week 1,9,Total Ranking Points*,32,9601,5
2026,2026mndu,Week 1,2,Ranking Score,1,3100,3.45
2026,2026mndu,Week 1,3,Avg Match,1,3100,205.73
2026,2026mndu,Week 1,4,Avg Auto Fuel,1,3100,36.36
2026,2026mndu,Week 1,5,Avg Tower,1,3100,2.27
2026,2026mndu,Week 1,6,Record (W-L-T),1,3100,9-2-0
2026,2026mndu,Week 1,7,DQ,1,3100,0
2026,2026mndu,Week 1,8,Played,1,3100,11
2026,2026mndu,Week 1,9,Total Ranking Points*,1,3100,38
2026,2026mndu,Week 1,2,Ranking Score,2,3297,3.45
2026,2026mndu,Week 1,3,Avg Match,2,3297,139.82
2026,2026mndu,Week 1,4,Avg Auto Fuel,2,3297,23.45
2026,2026mndu,Week 1,5,Avg Tower,2,3297,5.00
2026,2026mndu,Week 1,6,Record (W-L-T),2,3297,10-1-0
2026,2026mndu,Week 1,7,DQ,2,3297,0
2026,2026mndu,Week 1,8,Played,2,3297,11
2026,2026mndu,Week 1,9,Total Ranking Points*,2,3297,38
2026,2026mndu,Week 1,2,Ranking Score,3,2847,3.00
2026,2026mndu,Week 1,3,Avg Match,3,2847,160.73
2026,2026mndu,Week 1,4,Avg Auto Fuel,3,2847,23.09
2026,2026mndu,Week 1,5,Avg Tower,3,2847,4.09
2026,2026mndu,Week 1,6,Record (W-L-T),3,2847,8-3-0
2026,2026mndu,Week 1,7,DQ,3,2847,0
2026,2026mndu,Week 1,8,Played,3,2847,11
2026,2026mndu,Week 1,9,Total Ranking Points*,3,2847,33
2026,2026mndu,Week 1,2,Ranking Score,4,5348,3.00
2026,2026mndu,Week 1,3,Avg Match,4,5348,151.09
2026,2026mndu,Week 1,4,Avg Auto Fuel,4,5348,30.36
2026,2026mndu,Week 1,5,Avg Tower,4,5348,10.45
2026,2026mndu,Week 1,6,Record (W-L-T),4,5348,8-3-0
2026,2026mndu,Week 1,7,DQ,4,5348,0
2026,2026mndu,Week 1,8,Played,4,5348,11
2026,2026mndu,Week 1,9,Total Ranking Points*,4,5348,33
2026,2026mndu,Week 1,2,Ranking Score,5,2846,3.00
2026,2026mndu,Week 1,3,Avg Match,5,2846,130.73
2026,2026mndu,Week 1,4,Avg Auto Fuel,5,2846,33.36
2026,2026mndu,Week 1,5,Avg Tower,5,2846,1.82
2026,2026mndu,Week 1,6,Record (W-L-T),5,2846,8-3-0
2026,2026mndu,Week 1,7,DQ,5,2846,0
2026,2026mndu,Week 1,8,Played,5,2846,11
2026,2026mndu,Week 1,9,Total Ranking Points*,5,2846,33
2026,2026mndu,Week 1,2,Ranking Score,6,7797,2.91
2026,2026mndu,Week 1,3,Avg Match,6,7797,140.91
2026,2026mndu,Week 1,4,Avg Auto Fuel,6,7797,25.73
2026,2026mndu,Week 1,5,Avg Tower,6,7797,24.55
2026,2026mndu,Week 1,6,Record (W-L-T),6,7797,8-3-0
2026,2026mndu,Week 1,7,DQ,6,7797,0
2026,2026mndu,Week 1,8,Played,6,7797,11
2026,2026mndu,Week 1,9,Total Ranking Points*,6,7797,32
2026,2026mndu,Week 1,2,Ranking Score,7,4778,2.91
2026,2026mndu,Week 1,3,Avg Match,7,4778,123.82
2026,2026mndu,Week 1,4,Avg Auto Fuel,7,4778,21.27
2026,2026mndu,Week 1,5,Avg Tower,7,4778,0.91
2026,2026mndu,Week 1,6,Record (W-L-T),7,4778,8-3-0
2026,2026mndu,Week 1,7,DQ,7,4778,0
2026,2026mndu,Week 1,8,Played,7,4778,11
2026,2026mndu,Week 1,9,Total Ranking Points*,7,4778,32
2026,2026mndu,Week 1,2,Ranking Score,8,2503,2.73
2026,2026mndu,Week 1,3,Avg Match,8,2503,142.00
2026,2026mndu,Week 1,4,Avg Auto Fuel,8,2503,26.64
2026,2026mndu,Week 1,5,Avg Tower,8,2503,3.64
2026,2026mndu,Week 1,6,Record (W-L-T),8,2503,7-4-0
2026,2026mndu,Week 1,7,DQ,8,2503,0
2026,2026mndu,Week 1,8,Played,8,2503,11
2026,2026mndu,Week 1,9,Total Ranking Points*,8,2503,30
2026,2026mndu,Week 1,2,Ranking Score,9,4009,2.64
2026,2026mndu,Week 1,3,Avg Match,9,4009,129.82
2026,2026mndu,Week 1,4,Avg Auto Fuel,9,4009,22.09
2026,2026mndu,Week 1,5,Avg Tower,9,4009,2.27
2026,2026mndu,Week 1,6,Record (W-L-T),9,4009,7-4-0
2026,2026mndu,Week 1,7,DQ,9,4009,0
2026,2026mndu,Week 1,8,Played,9,4009,11
2026,2026mndu,Week 1,9,Total Ranking Points*,9,4009,29
2026,2026mndu,Week 1,2,Ranking Score,10,3130,2.55
2026,2026mndu,Week 1,3,Avg Match,10,3130,131.64
2026,2026mndu,Week 1,4,Avg Auto Fuel,10,3130,31.18
2026,2026mndu,Week 1,5,Avg Tower,10,3130,17.27
2026,2026mndu,Week 1,6,Record (W-L-T),10,3130,7-4-0
2026,2026mndu,Week 1,7,DQ,10,3130,0
2026,2026mndu,Week 1,8,Played,10,3130,11
2026,2026mndu,Week 1,9,Total Ranking Points*,10,3130,28
2026,2026mndu,Week 1,2,Ranking Score,11,11223,2.55
2026,2026mndu,Week 1,3,Avg Match,11,11223,128.09
2026,2026mndu,Week 1,4,Avg Auto Fuel,11,11223,26.00
2026,2026mndu,Week 1,5,Avg Tower,11,11223,5.45
2026,2026mndu,Week 1,6,Record (W-L-T),11,11223,7-4-0
2026,2026mndu,Week 1,7,DQ,11,11223,0
2026,2026mndu,Week 1,8,Played,11,11223,11
2026,2026mndu,Week 1,9,Total Ranking Points*,11,11223,28
2026,2026mndu,Week 1,2,Ranking Score,12,4674,2.55
2026,2026mndu,Week 1,3,Avg Match,12,4674,108.82
2026,2026mndu,Week 1,4,Avg Auto Fuel,12,4674,17.36
2026,2026mndu,Week 1,5,Avg Tower,12,4674,1.82
2026,2026mndu,Week 1,6,Record (W-L-T),12,4674,7-4-0
2026,2026mndu,Week 1,7,DQ,12,4674,0
2026,2026mndu,Week 1,8,Played,12,4674,11
2026,2026mndu,Week 1,9,Total Ranking Points*,12,4674,28
2026,2026mndu,Week 1,2,Ranking Score,13,5690,2.45
2026,2026mndu,Week 1,3,Avg Match,13,5690,130.36
2026,2026mndu,Week 1,4,Avg Auto Fuel,13,5690,24.27
2026,2026mndu,Week 1,5,Avg Tower,13,5690,4.55
2026,2026mndu,Week 1,6,Record (W-L-T),13,5690,6-5-0
2026,2026mndu,Week 1,7,DQ,13,5690,0
2026,2026mndu,Week 1,8,Played,13,5690,11
2026,2026mndu,Week 1,9,Total Ranking Points*,13,5690,27
2026,2026mndu,Week 1,2,Ranking Score,14,8422,2.36
2026,2026mndu,Week 1,3,Avg Match,14,8422,103.64
2026,2026mndu,Week 1,4,Avg Auto Fuel,14,8422,22.00
2026,2026mndu,Week 1,5,Avg Tower,14,8422,5.91
2026,2026mndu,Week 1,6,Record (W-L-T),14,8422,7-4-0
2026,2026mndu,Week 1,7,DQ,14,8422,0
2026,2026mndu,Week 1,8,Played,14,8422,11
2026,2026mndu,Week 1,9,Total Ranking Points*,14,8422,26
2026,2026mndu,Week 1,2,Ranking Score,15,3267,2.27
2026,2026mndu,Week 1,3,Avg Match,15,3267,143.09
2026,2026mndu,Week 1,4,Avg Auto Fuel,15,3267,27.00
2026,2026mndu,Week 1,5,Avg Tower,15,3267,23.64
2026,2026mndu,Week 1,6,Record (W-L-T),15,3267,7-4-0
2026,2026mndu,Week 1,7,DQ,15,3267,0
2026,2026mndu,Week 1,8,Played,15,3267,11
2026,2026mndu,Week 1,9,Total Ranking Points*,15,3267,25
2026,2026mndu,Week 1,2,Ranking Score,16,2861,2.27
2026,2026mndu,Week 1,3,Avg Match,16,2861,121.09
2026,2026mndu,Week 1,4,Avg Auto Fuel,16,2861,17.91
2026,2026mndu,Week 1,5,Avg Tower,16,2861,2.27
2026,2026mndu,Week 1,6,Record (W-L-T),16,2861,6-5-0
2026,2026mndu,Week 1,7,DQ,16,2861,0
2026,2026mndu,Week 1,8,Played,16,2861,11
2026,2026mndu,Week 1,9,Total Ranking Points*,16,2861,25
2026,2026mndu,Week 1,2,Ranking Score,17,3926,2.27
2026,2026mndu,Week 1,3,Avg Match,17,3926,107.09
2026,2026mndu,Week 1,4,Avg Auto Fuel,17,3926,26.91
2026,2026mndu,Week 1,5,Avg Tower,17,3926,9.09
2026,2026mndu,Week 1,6,Record (W-L-T),17,3926,7-4-0
2026,2026mndu,Week 1,7,DQ,17,3926,0
2026,2026mndu,Week 1,8,Played,17,3926,11
2026,2026mndu,Week 1,9,Total Ranking Points*,17,3926,25
2026,2026mndu,Week 1,2,Ranking Score,18,4536,2.27
2026,2026mndu,Week 1,3,Avg Match,18,4536,99.09
2026,2026mndu,Week 1,4,Avg Auto Fuel,18,4536,20.18
2026,2026mndu,Week 1,5,Avg Tower,18,4536,2.27
2026,2026mndu,Week 1,6,Record (W-L-T),18,4536,6-5-0
2026,2026mndu,Week 1,7,DQ,18,4536,0
2026,2026mndu,Week 1,8,Played,18,4536,11
2026,2026mndu,Week 1,9,Total Ranking Points*,18,4536,25
2026,2026mndu,Week 1,2,Ranking Score,19,7849,2.27
2026,2026mndu,Week 1,3,Avg Match,19,7849,94.73
2026,2026mndu,Week 1,4,Avg Auto Fuel,19,7849,16.45
2026,2026mndu,Week 1,5,Avg Tower,19,7849,7.27
2026,2026mndu,Week 1,6,Record (W-L-T),19,7849,7-4-0
2026,2026mndu,Week 1,7,DQ,19,7849,0
2026,2026mndu,Week 1,8,Played,19,7849,11
2026,2026mndu,Week 1,9,Total Ranking Points*,19,7849,25
2026,2026mndu,Week 1,2,Ranking Score,20,2181,2.18
2026,2026mndu,Week 1,3,Avg Match,20,2181,109.73
2026,2026mndu,Week 1,4,Avg Auto Fuel,20,2181,18.73
2026,2026mndu,Week 1,5,Avg Tower,20,2181,7.27
2026,2026mndu,Week 1,6,Record (W-L-T),20,2181,6-5-0
2026,2026mndu,Week 1,7,DQ,20,2181,0
2026,2026mndu,Week 1,8,Played,20,2181,11
2026,2026mndu,Week 1,9,Total Ranking Points*,20,2181,24
2026,2026mndu,Week 1,2,Ranking Score,21,4624,2.18
2026,2026mndu,Week 1,3,Avg Match,21,4624,103.36
2026,2026mndu,Week 1,4,Avg Auto Fuel,21,4624,22.82
2026,2026mndu,Week 1,5,Avg Tower,21,4624,6.36
2026,2026mndu,Week 1,6,Record (W-L-T),21,4624,6-5-0
2026,2026mndu,Week 1,7,DQ,21,4624,0
2026,2026mndu,Week 1,8,Played,21,4624,11
2026,2026mndu,Week 1,9,Total Ranking Points*,21,4624,24
2026,2026mndu,Week 1,2,Ranking Score,22,3630,2.09
2026,2026mndu,Week 1,3,Avg Match,22,3630,100.27
2026,2026mndu,Week 1,4,Avg Auto Fuel,22,3630,27.36
2026,2026mndu,Week 1,5,Avg Tower,22,3630,2.73
2026,2026mndu,Week 1,6,Record (W-L-T),22,3630,6-5-0
2026,2026mndu,Week 1,7,DQ,22,3630,0
2026,2026mndu,Week 1,8,Played,22,3630,11
2026,2026mndu,Week 1,9,Total Ranking Points*,22,3630,23
2026,2026mndu,Week 1,2,Ranking Score,23,2823,1.91
2026,2026mndu,Week 1,3,Avg Match,23,2823,118.09
2026,2026mndu,Week 1,4,Avg Auto Fuel,23,2823,21.91
2026,2026mndu,Week 1,5,Avg Tower,23,2823,3.18
2026,2026mndu,Week 1,6,Record (W-L-T),23,2823,5-6-0
2026,2026mndu,Week 1,7,DQ,23,2823,0
2026,2026mndu,Week 1,8,Played,23,2823,11
2026,2026mndu,Week 1,9,Total Ranking Points*,23,2823,21
2026,2026mndu,Week 1,2,Ranking Score,24,6217,1.91
