year,event,week,team,opr,auto,teleop,endgame,foul,rp,total
2024,2024brbr,Week 1,8276,12.175,5.004,5.793,0.218,1.378,0.017,12.175
2024,2024brbr,Week 1,9305,12.149,0.046,13.717,0.437,-1.613,0.297,12.149
2024,2024brbr,Week 1,9162,11.927,2.569,8.538,1.675,0.82,0.691,11.927
2024,2024brbr,Week 1,9046,11.919,4.523,8.85,0.48,-1.454,0.383,11.919
2024,2024brbr,Week 1,9302,11.634,4.171,5.421,-0.255,2.042,0.065,11.634
2024,2024brbr,Week 1,9110,11.367,4.626,5.485,1.568,1.256,0.016,11.367
2024,2024brbr,Week 1,7567,11.159,1.71,8.449,0.436,1.0,0.167,11.159
2024,2024brbr,Week 1,9178,11.105,1.381,7.357,1.3,2.367,0.267,11.105
2024,2024brbr,Week 1,9486,11.07,2.702,6.886,0.019,1.482,0.776,11.07
2024,2024brbr,Week 1,9047,10.803,3.895,5.155,1.222,1.753,0.878,10.803
2024,2024brbr,Week 1,8066,10.319,1.167,4.585,0.521,4.567,0.36,10.319
2024,2024brbr,Week 1,9195,9.844,4.776,3.234,0.35,1.833,-0.172,9.844
2024,2024brbr,Week 1,9048,9.454,3.757,5.958,0.249,-0.261,0.011,9.454
2024,2024brbr,Week 1,9164,9.138,8.618,-0.924,1.165,1.445,0.041,9.138
2024,2024brbr,Week 1,9163,8.783,6.73,0.322,1.329,1.731,-0.212,8.783
2024,2024brbr,Week 1,9219,8.428,0.237,7.284,1.049,0.907,0.466,8.428
2024,2024brbr,Week 1,9165,8.313,3.703,2.465,0.066,2.145,-0.522,8.313
2024,2024brbr,Week 1,9617,8.253,3.117,1.339,0.02,3.797,0.328,8.253
2024,2024brbr,Week 1,9657,8.007,4.911,0.342,-1.043,2.754,0.01,8.007
2024,2024brbr,Week 1,7033,7.346,2.975,4.59,3.34,-0.219,0.23,7.346
2024,2024brbr,Week 1,9487,6.831,0.43,7.218,1.784,-0.817,-0.231,6.831
2024,2024brbr,Week 1,6404,6.104,1.794,6.059,2.345,-1.749,-0.18,6.104
2024,2024brbr,Week 1,9166,5.318,3.147,1.017,-0.075,1.154,-0.606,5.318
2024,2024brbr,Week 1,7459,5.245,2.698,3.207,0.886,-0.66,0.116,5.245
2024,2024brbr,Week 1,9045,3.979,3.239,1.457,0.274,-0.717,0.077,3.979
2024,2024brbr,Week 1,9196,3.053,1.925,3.909,0.993,-2.78,0.08,3.053
2024,2024brbr,Week 1,9675,2.706,1.366,1.067,1.885,0.273,0.352,2.706
2024,2024brbr,Week 1,9614,1.144,0.046,2.46,0.556,-1.361,-0.449,1.144
2024,2024brbr,Week 1,9218,-6.511,-1.693,-2.645,-0.685,-2.172,-0.794,-6.511
2024,2024flwp,Week 1,179,34.252,15.541,18.022,6.256,0.689,2.069,34.252
2024,2024flwp,Week 1,5557,28.108,15.285,12.059,2.092,0.764,0.989,28.108
2024,2024flwp,Week 1,5472,26.009,6.903,19.217,0.774,-0.111,1.399,26.009
2024,2024flwp,Week 1,108,24.694,11.535,11.952,0.931,1.207,0.796,24.694
2024,2024flwp,Week 1,180,23.777,6.048,16.207,2.259,1.522,1.179,23.777
2024,2024flwp,Week 1,6743,22.616,6.948,14.529,3.772,1.139,0.995,22.616
2024,2024flwp,Week 1,4458,22.05,12.714,9.287,1.811,0.049,1.008,22.05
2024,2024flwp,Week 1,6300,21.915,7.232,14.518,2.441,0.165,0.696,21.915
2024,2024flwp,Week 1,8775,21.178,9.495,8.614,1.213,3.069,0.684,21.178
2024,2024flwp,Week 1,6317,20.863,7.983,11.013,1.921,1.867,0.759,20.863
2024,2024flwp,Week 1,694,20.426,6.186,10.384,1.623,3.856,0.902,20.426
2024,2024flwp,Week 1,4388,20.215,4.364,8.981,0.681,6.87,0.841,20.215
2024,2024flwp,Week 1,2383,19.281,2.288,15.615,1.669,1.379,1.051,19.281
2024,2024flwp,Week 1,59,18.525,3.959,14.758,1.265,-0.192,0.315,18.525
2024,2024flwp,Week 1,3173,17.488,5.091,11.644,0.523,0.753,0.639,17.488
2024,2024flwp,Week 1,5842,14.811,7.29,5.949,1.446,1.572,0.96,14.811
2024,2024flwp,Week 1,3932,14.166,3.216,8.98,2.662,1.969,0.59,14.166
2024,2024flwp,Week 1,4206,13.903,1.099,12.148,0.018,0.657,0.872,13.903
2024,2024flwp,Week 1,9404,11.689,3.733,2.605,0.707,5.351,0.01,11.689
2024,2024flwp,Week 1,9725,11.471,3.03,6.626,1.475,1.816,0.391,11.471
2024,2024flwp,Week 1,1523,10.84,3.372,9.332,1.678,-1.864,0.414,10.84
2024,2024flwp,Week 1,806,10.101,3.509,5.363,1.538,1.228,0.178,10.101
2024,2024flwp,Week 1,8817,10.055,-0.426,8.849,1.244,1.632,-0.039,10.055
2024,2024flwp,Week 1,7652,9.746,1.434,8.98,2.234,-0.668,-0.301,9.746
2024,2024flwp,Week 1,5410,9.695,3.481,5.416,0.179,0.797,0.041,9.695
2024,2024flwp,Week 1,9402,8.828,3.508,4.784,2.306,0.536,-0.395,8.828
2024,2024flwp,Week 1,9040,8.535,3.313,5.031,0.631,0.191,0.505,8.535
2024,2024flwp,Week 1,9693,8.018,2.738,3.529,1.572,1.751,-0.257,8.018
2024,2024flwp,Week 1,348,7.669,1.442,4.685,-0.177,1.542,0.006,7.669
2024,2024flwp,Week 1,9779,7.468,1.93,5.745,2.479,-0.207,0.1,7.468
2024,2024flwp,Week 1,3390,6.906,2.294,3.279,2.133,1.334,0.233,6.906
2024,2024flwp,Week 1,5872,6.802,1.079,4.064,0.864,1.66,-0.011,6.802
2024,2024flwp,Week 1,6686,6.604,1.07,4.542,0.114,0.992,-0.011,6.604
2024,2024flwp,Week 1,2152,6.274,3.821,3.053,-0.302,-0.599,0.14,6.274
2024,2024flwp,Week 1,1744,5.303,2.186,3.771,1.516,-0.654,0.191,5.303
2024,2024flwp,Week 1,744,4.333,-0.165,3.996,1.533,0.501,-0.192,4.333
2024,2024flwp,Week 1,3627,3.814,-1.183,4.142,1.263,0.855,-0.2,3.814
2024,2024flwp,Week 1,7833,3.472,2.915,0.739,0.036,-0.182,-0.082,3.472
2024,2024flwp,Week 1,8861,2.933,1.825,1.257,-0.048,-0.15,0.204,2.933
2024,2024paca,Week 1,3015,35.502,16.32,15.824,5.241,3.357,1.438,35.502
2024,2024paca,Week 1,1787,34.827,12.248,19.377,2.63,3.202,1.965,34.827
2024,2024paca,Week 1,3201,31.846,17.19,14.16,2.643,0.496,1.574,31.846
2024,2024paca,Week 1,325,30.72,9.282,20.702,0.369,0.736,1.592,30.72
2024,2024paca,Week 1,4121,30.092,7.075,16.474,2.467,6.543,1.47,30.092
2024,2024paca,Week 1,4611,28.15,7.122,20.452,3.54,0.577,1.183,28.15
2024,2024paca,Week 1,695,27.089,5.481,19.717,1.863,1.892,1.054,27.089
2024,2024paca,Week 1,4027,25.283,12.574,13.374,2.562,-0.666,1.148,25.283
2024,2024paca,Week 1,2252,24.981,6.481,13.515,1.317,4.986,0.949,24.981
2024,2024paca,Week 1,2614,24.605,10.821,13.927,6.333,-0.144,0.451,24.605
2024,2024paca,Week 1,3504,24.445,6.702,12.611,1.214,5.133,0.901,24.445
2024,2024paca,Week 1,1708,23.34,7.269,15.411,2.315,0.66,0.646,23.34
2024,2024paca,Week 1,4150,21.774,8.738,12.62,2.521,0.416,0.644,21.774
2024,2024paca,Week 1,6834,20.959,5.135,12.187,1.583,3.637,0.814,20.959
2024,2024paca,Week 1,340,20.948,5.907,13.023,0.412,2.019,0.314,20.948
2024,2024paca,Week 1,3954,20.856,8.449,11.967,4.043,0.44,0.426,20.856
2024,2024paca,Week 1,144,20.79,11.633,10.399,0.666,-1.242,1.174,20.79
2024,2024paca,Week 1,379,20.63,10.518,10.31,6.337,-0.198,1.239,20.63
2024,2024paca,Week 1,1559,17.685,-1.656,14.882,0.513,4.459,0.528,17.685
2024,2024paca,Week 1,2641,17.629,5.478,7.793,2.156,4.358,-0.02,17.629
2024,2024paca,Week 1,2399,17.446,5.913,13.588,3.202,-2.055,1.223,17.446
2024,2024paca,Week 1,117,17.35,4.877,10.052,1.708,2.421,0.624,17.35
2024,2024paca,Week 1,2228,17.101,7.707,10.991,5.101,-1.596,0.699,17.101
2024,2024paca,Week 1,2656,17.003,9.534,5.814,3.41,1.656,0.165,17.003
2024,2024paca,Week 1,1126,16.861,5.314,10.462,3.157,1.085,0.806,16.861
2024,2024paca,Week 1,3181,16.758,9.119,5.247,1.991,2.392,-0.026,16.758
2024,2024paca,Week 1,9139,16.531,5.711,8.503,1.309,2.316,0.847,16.531
2024,2024paca,Week 1,2053,15.692,6.484,8.483,2.634,0.725,0.045,15.692
2024,2024paca,Week 1,3484,15.508,9.968,5.134,0.266,0.406,0.094,15.508
2024,2024paca,Week 1,2638,14.414,8.38,9.016,0.901,-2.982,0.7,14.414
2024,2024paca,Week 1,4145,14.035,6.988,6.457,0.287,0.591,-0.087,14.035
2024,2024paca,Week 1,3260,13.14,2.527,10.495,3.538,0.118,0.497,13.14
2024,2024paca,Week 1,7515,13.019,3.51,9.495,2.569,0.015,0.441,13.019
2024,2024paca,Week 1,9475,12.379,2.154,7.819,0.807,2.405,0.255,12.379
2024,2024paca,Week 1,5740,12.281,4.401,7.432,0.433,0.448,-0.036,12.281
2024,2024paca,Week 1,9022,12.197,2.667,8.603,2.757,0.927,0.852,12.197
2024,2024paca,Week 1,8096,11.734,9.587,1.206,0.727,0.941,0.387,11.734
2024,2024paca,Week 1,677,11.324,5.137,3.112,-0.156,3.074,-0.118,11.324
2024,2024paca,Week 1,2172,10.913,8.679,3.478,2.052,-1.243,0.162,10.913
2024,2024paca,Week 1,5413,9.992,4.697,5.108,2.797,0.187,-0.154,9.992
2024,2024paca,Week 1,4050,9.845,4.291,2.409,0.384,3.144,0.429,9.845
2024,2024paca,Week 1,4991,9.623,4.915,3.774,0.971,0.935,0.716,9.623
2024,2024paca,Week 1,7274,9.332,1.581,5.379,1.634,2.373,-0.203,9.332
2024,2024paca,Week 1,3492,8.216,3.783,4.496,-0.362,-0.062,0.079,8.216
2024,2024paca,Week 1,2013,6.928,-2.334,11.07,0.4,-1.807,0.001,6.928
2024,2024paca,Week 1,578,5.232,1.632,3.294,1.266,0.306,-0.929,5.232
2024,2024paca,Week 1,8705,5.104,1.6,6.034,2.327,-2.531,-0.585,5.104
2024,2024paca,Week 1,9004,2.183,-0.181,2.993,2.537,-0.63,-0.607,2.183
2024,2024paca,Week 1,9415,1.825,1.093,0.892,0.382,-0.16,-0.558,1.825
2024,2024paca,Week 1,8393,-1.23,3.835,-2.449,1.023,-2.617,0.126,-1.23
2024,2024mndu,Week 1,5348,34.426,14.267,16.813,2.214,3.346,1.14,34.426
2024,2024mndu,Week 1,5903,29.392,8.9,19.158,3.788,1.334,1.31,29.392
2024,2024mndu,Week 1,1732,29.056,11.352,16.147,1.906,1.556,1.906,29.056
2024,2024mndu,Week 1,5690,29.036,9.516,18.073,3.049,1.447,0.624,29.036
2024,2024mndu,Week 1,1816,27.625,7.117,17.281,0.568,3.226,1.3,27.625
2024,2024mndu,Week 1,7797,26.859,7.187,17.473,3.536,2.2,1.23,26.859
2024,2024mndu,Week 1,93,25.885,5.365,21.002,2.998,-0.482,1.116,25.885
2024,2024mndu,Week 1,4174,25.665,10.349,9.998,1.898,5.319,1.026,25.665
2024,2024mndu,Week 1,6381,24.216,6.903,16.577,0.766,0.735,1.25,24.216
2024,2024mndu,Week 1,4009,23.786,11.234,12.519,2.659,0.033,0.578,23.786
2024,2024mndu,Week 1,2052,23.658,9.869,11.808,5.351,1.981,1.272,23.658
2024,2024mndu,Week 1,2977,23.104,4.423,17.204,2.073,1.477,1.369,23.104
2024,2024mndu,Week 1,2823,22.823,8.472,12.168,0.449,2.184,1.096,22.823
2024,2024mndu,Week 1,6709,22.279,11.212,13.203,3.747,-2.135,0.991,22.279
2024,2024mndu,Week 1,3197,22.003,6.264,14.702,2.496,1.037,0.885,22.003
2024,2024mndu,Week 1,2531,19.04,8.445,10.515,3.836,0.08,0.919,19.04
2024,2024mndu,Week 1,4778,18.641,7.789,9.911,1.696,0.941,0.444,18.641
2024,2024mndu,Week 1,8422,18.535,4.119,12.458,3.666,1.958,0.833,18.535
2024,2024mndu,Week 1,5914,18.198,4.363,14.868,0.314,-1.033,0.403,18.198
2024,2024mndu,Week 1,3267,17.887,5.003,11.097,1.722,1.786,0.51,17.887
2024,2024mndu,Week 1,2861,17.678,8.195,7.39,1.681,2.093,0.031,17.678
2024,2024mndu,Week 1,5653,17.379,6.188,6.496,-0.761,4.695,0.653,17.379
2024,2024mndu,Week 1,2847,17.056,6.358,10.9,3.29,-0.202,0.731,17.056
2024,2024mndu,Week 1,7915,16.397,3.687,11.421,3.152,1.289,0.763,16.397
2024,2024mndu,Week 1,2181,16.395,7.854,8.193,1.318,0.348,0.873,16.395
2024,2024mndu,Week 1,930,16.122,6.264,8.524,1.226,1.333,1.26,16.122
2024,2024mndu,Week 1,5253,15.897,5.566,9.218,2.28,1.113,0.625,15.897
2024,2024mndu,Week 1,4511,15.532,4.594,9.804,1.243,1.134,0.67,15.532
2024,2024mndu,Week 1,7068,15.353,7.137,8.375,1.081,-0.16,-0.006,15.353
2024,2024mndu,Week 1,6421,15.331,7.223,9.487,0.363,-1.379,0.172,15.331
2024,2024mndu,Week 1,6217,13.457,3.165,11.015,1.13,-0.723,-0.254,13.457
2024,2024mndu,Week 1,4011,13.313,5.452,6.661,0.001,1.2,0.843,13.313
2024,2024mndu,Week 1,4181,13.073,3.703,8.007,1.753,1.363,0.408,13.073
2024,2024mndu,Week 1,3294,12.117,4.525,8.558,1.862,-0.966,0.04,12.117
2024,2024mndu,Week 1,4693,12.029,5.039,5.58,-0.362,1.41,0.397,12.029
2024,2024mndu,Week 1,4624,11.862,5.495,6.285,0.323,0.082,0.074,11.862
2024,2024mndu,Week 1,4656,11.73,4.64,6.56,1.428,0.53,0.785,11.73
2024,2024mndu,Week 1,8516,11.594,6.989,5.917,0.065,-1.312,-0.021,11.594
2024,2024mndu,Week 1,4741,10.205,1.393,5.973,3.735,2.839,0.692,10.205
2024,2024mndu,Week 1,2526,9.446,4.163,2.902,0.619,2.381,-0.159,9.446
2024,2024mndu,Week 1,3291,8.963,2.488,5.345,1.231,1.13,0.319,8.963
2024,2024mndu,Week 1,3055,8.59,4.832,3.818,1.421,-0.06,-0.288,8.59
2024,2024mndu,Week 1,5143,8.42,3.666,4.481,2.757,0.273,-0.02,8.42
2024,2024mndu,Week 1,7038,8.213,5.297,0.892,-0.895,2.024,-0.44,8.213
2024,2024mndu,Week 1,5278,7.265,0.314,6.79,0.376,0.162,-0.659,7.265
2024,2024mndu,Week 1,9532,7.143,3.527,3.317,2.44,0.299,-0.544,7.143
2024,2024mndu,Week 1,8836,6.33,2.631,3.007,1.182,0.691,0.14,6.33
2024,2024mndu,Week 1,7864,6.218,3.071,2.173,1.946,0.974,-0.053,6.218
2024,2024mndu,Week 1,6318,4.421,0.63,4.326,-0.253,-0.534,0.15,4.421
2024,2024mndu,Week 1,2503,3.708,1.753,0.384,0.973,1.571,0.008,3.708
2024,2024mndu,Week 1,4021,3.248,4.511,-0.817,-0.721,-0.446,-0.511,3.248
2024,2024mndu,Week 1,6160,2.973,1.184,1.872,0.387,-0.084,-0.026,2.973
2024,2024mndu,Week 1,8298,1.513,0.301,1.539,1.974,-0.327,-0.406,1.513
2024,2024mndu,Week 1,5826,0.914,-0.245,1.865,2.077,-0.706,-0.433,0.914
2024,2024mndu,Week 1,2239,0.298,-1.319,1.73,1.648,-0.113,-0.021,0.298
2024,2024mndu2,Week 1,1714,33.492,13.851,16.723,0.713,2.918,1.681,33.492
2024,2024mndu2,Week 1,4230,33.236,10.341,20.9,1.056,1.995,1.359,33.236
2024,2024mndu2,Week 1,4786,31.741,11.898,15.561,0.264,4.282,1.249,31.741
2024,2024mndu2,Week 1,8122,31.383,14.547,13.555,2.809,3.28,1.218,31.383
2024,2024mndu2,Week 1,3206,30.148,11.802,16.593,2.936,1.753,1.046,30.148
2024,2024mndu2,Week 1,6147,30.006,15.376,15.491,8.903,-0.861,1.16,30.006
2024,2024mndu2,Week 1,3130,25.523,11.307,10.088,0.753,4.128,0.776,25.523
2024,2024mndu2,Week 1,6045,25.334,13.195,11.64,2.026,0.5,0.858,25.334
2024,2024mndu2,Week 1,2491,24.147,5.399,18.821,3.709,-0.073,1.254,24.147
2024,2024mndu2,Week 1,3297,23.694,7.43,12.458,5.928,3.807,1.283,23.694
2024,2024mndu2,Week 1,5275,23.109,9.552,12.143,3.169,1.414,0.7,23.109
2024,2024mndu2,Week 1,2472,21.758,4.911,12.937,2.326,3.909,1.258,21.758
2024,2024mndu2,Week 1,2264,20.47,4.87,13.554,1.085,2.047,0.669,20.47
2024,2024mndu2,Week 1,3100,20.397,8.429,10.133,2.252,1.836,0.328,20.397
2024,2024mndu2,Week 1,2129,20.244,7.642,13.27,2.694,-0.667,0.776,20.244
2024,2024mndu2,Week 1,2062,20.161,4.191,13.14,0.602,2.83,1.08,20.161
2024,2024mndu2,Week 1,2574,20.128,6.947,10.899,2.211,2.282,1.017,20.128
2024,2024mndu2,Week 1,2855,20.022,9.224,11.982,0.355,-1.184,0.699,20.022
2024,2024mndu2,Week 1,2846,19.342,2.987,11.159,1.987,5.196,0.869,19.342
2024,2024mndu2,Week 1,1792,18.115,7.749,10.605,1.132,-0.239,0.522,18.115
2024,2024mndu2,Week 1,5720,16.948,7.358,10.399,2.5,-0.809,0.287,16.948
2024,2024mndu2,Week 1,2501,16.427,3.694,13.73,3.933,-0.997,0.855,16.427
2024,2024mndu2,Week 1,3023,15.958,3.318,10.242,0.327,2.398,0.722,15.958
2024,2024mndu2,Week 1,2039,15.582,3.514,11.733,2.774,0.335,0.667,15.582
2024,2024mndu2,Week 1,3418,15.568,5.438,9.849,1.755,0.281,0.46,15.568
2024,2024mndu2,Week 1,3883,15.074,4.547,12.138,2.25,-1.61,0.376,15.074
2024,2024mndu2,Week 1,3082,14.613,2.675,11.071,0.561,0.868,0.615,14.613
2024,2024mndu2,Week 1,5913,13.635,2.205,6.333,2.693,5.098,0.877,13.635
2024,2024mndu2,Week 1,4703,12.263,4.138,9.593,3.766,-1.467,0.101,12.263
2024,2024mndu2,Week 1,5232,11.364,0.814,10.087,3.622,0.463,0.84,11.364
2024,2024mndu2,Week 1,7619,11.264,6.505,5.798,-0.588,-1.038,0.316,11.264
2024,2024mndu2,Week 1,2175,10.23,9.05,3.056,-0.27,-1.875,0.082,10.23
2024,2024mndu2,Week 1,2987,9.8,0.761,7.048,-0.578,1.991,0.523,9.8
2024,2024mndu2,Week 1,6758,9.66,-1.886,9.673,1.283,1.874,-0.057,9.66
2024,2024mndu2,Week 1,6419,9.542,3.841,4.005,1.155,1.696,-0.067,9.542
2024,2024mndu2,Week 1,3212,9.466,8.124,2.269,1.82,-0.927,-0.131,9.466
2024,2024mndu2,Week 1,4623,9.111,2.792,7.842,2.807,-1.523,0.309,9.111
2024,2024mndu2,Week 1,2227,8.849,2.591,5.934,4.003,0.324,-0.088,8.849
2024,2024mndu2,Week 1,8803,7.76,4.625,3.361,1.831,-0.226,0.14,7.76
2024,2024mndu2,Week 1,6574,7.513,2.303,3.02,0.125,2.19,-0.3,7.513
2024,2024mndu2,Week 1,6132,7.473,5.362,5.255,0.724,-3.144,-0.011,7.473
2024,2024mndu2,Week 1,2169,7.418,1.433,4.625,-0.718,1.36,-0.069,7.418
2024,2024mndu2,Week 1,2512,7.264,2.109,2.264,2.05,2.891,0.108,7.264
2024,2024mndu2,Week 1,6047,5.707,1.012,5.101,1.685,-0.406,0.373,5.707
2024,2024mndu2,Week 1,6044,5.324,2.004,3.11,1.713,0.21,0.329,5.324
