year,event,week,team,n_matches,resid_mean,resid_sd,resid_min
2024,2024isde2,Week 1,4744,12,0.0,10.249,-14.095
2024,2024isde2,Week 1,1937,12,0.0,14.761,-31.682
2024,2024isde2,Week 1,5554,12,0.0,15.199,-19.844
2024,2024isde2,Week 1,5635,12,0.0,5.213,-11.089
2024,2024isde2,Week 1,4416,12,0.0,7.24,-8.547
2024,2024isde2,Week 1,6104,12,0.0,12.905,-18.177
2024,2024isde2,Week 1,3075,12,0.0,13.912,-17.735
2024,2024isde2,Week 1,3835,12,0.0,11.533,-13.342
2024,2024isde2,Week 1,5614,12,-0.0,8.24,-15.969
2024,2024isde2,Week 1,3388,12,0.0,8.303,-17.735
2024,2024isde2,Week 1,1943,12,0.0,14.003,-18.177
2024,2024isde2,Week 1,5987,12,0.0,8.593,-18.061
2024,2024isde2,Week 1,4586,12,0.0,12.276,-17.735
2024,2024isde2,Week 1,1954,12,0.0,15.453,-21.138
2024,2024isde2,Week 1,5951,12,0.0,10.857,-31.682
2024,2024isde2,Week 1,9739,12,0.0,7.776,-18.177
2024,2024isde2,Week 1,7039,12,0.0,10.747,-15.969
2024,2024isde2,Week 1,1657,12,0.0,9.922,-13.368
2024,2024isde2,Week 1,5928,12,0.0,9.783,-17.221
2024,2024isde2,Week 1,2096,12,0.0,10.299,-19.844
2024,2024isde2,Week 1,4590,12,0.0,11.761,-31.682
2024,2024isde2,Week 1,7845,12,0.0,12.618,-21.138
2024,2024isde2,Week 1,2231,12,-0.0,11.693,-19.844
2024,2024isde2,Week 1,4661,12,0.0,11.93,-16.338
2024,2024isde2,Week 1,8223,12,0.0,7.333,-11.256
2024,2024isde2,Week 1,6741,12,0.0,11.881,-21.138
2024,2024isde2,Week 1,6168,12,0.0,8.34,-13.368
2024,2024isde2,Week 1,7112,12,0.0,9.877,-17.221
2024,2024isde2,Week 1,2212,12,-0.0,8.049,-18.061
2024,2024isde2,Week 1,9304,12,0.0,10.755,-15.222
2024,2024brbr,Week 1,9200,8,0.0,6.077,-8.359
2024,2024brbr,Week 1,9049,8,0.0,5.995,-8.359
2024,2024brbr,Week 1,9617,8,-0.0,8.051,-10.681
2024,2024brbr,Week 1,9302,8,-0.0,8.057,-11.769
2024,2024brbr,Week 1,9196,8,-0.0,7.486,-11.376
2024,2024brbr,Week 1,9168,8,-0.0,6.381,-11.376
2024,2024brbr,Week 1,9604,8,-0.0,8.634,-13.183
2024,2024brbr,Week 1,8066,8,-0.0,6.799,-13.183
2024,2024brbr,Week 1,9602,8,-0.0,7.824,-13.183
2024,2024brbr,Week 1,9050,8,-0.0,6.72,-7.761
2024,2024brbr,Week 1,9110,9,-0.0,5.992,-7.761
2024,2024brbr,Week 1,9614,8,0.0,5.435,-7.761
2024,2024brbr,Week 1,1156,8,-0.0,8.474,-14.119
2024,2024brbr,Week 1,9485,8,0.0,8.732,-14.119
2024,2024brbr,Week 1,9175,9,-0.0,8.047,-14.119
2024,2024brbr,Week 1,9484,8,-0.0,6.629,-8.759
2024,2024brbr,Week 1,9169,8,0.0,5.103,-5.905
2024,2024brbr,Week 1,1772,8,-0.0,8.065,-11.769
2024,2024brbr,Week 1,8276,8,0.0,6.761,-8.042
2024,2024brbr,Week 1,9085,9,-0.0,7.786,-8.893
2024,2024brbr,Week 1,9603,8,-0.0,4.228,-6.447
2024,2024brbr,Week 1,9162,8,-0.0,8.065,-8.215
2024,2024brbr,Week 1,9163,8,-0.0,4.811,-7.869
2024,2024brbr,Week 1,7567,8,-0.0,8.247,-10.141
2024,2024brbr,Week 1,9199,8,-0.0,7.976,-17.905
2024,2024brbr,Week 1,7033,8,-0.0,8.57,-17.905
2024,2024brbr,Week 1,9195,8,-0.0,9.83,-17.905
2024,2024brbr,Week 1,9458,8,-0.0,6.06,-8.215
2024,2024brbr,Week 1,9460,8,-0.0,7.393,-10.681
2024,2024brbr,Week 1,9487,8,-0.0,4.815,-8.893
2024,2024brbr,Week 1,9045,8,-0.0,6.031,-10.402
2024,2024brbr,Week 1,9461,8,-0.0,4.655,-10.461
2024,2024brbr,Week 1,9486,8,-0.0,2.997,-4.788
2024,2024brbr,Week 1,7563,8,-0.0,8.097,-13.688
2024,2024brbr,Week 1,9046,8,0.0,7.504,-13.688
2024,2024brbr,Week 1,9657,8,-0.0,8.785,-13.688
2024,2024brbr,Week 1,9218,8,-0.0,5.197,-6.398
2024,2024brbr,Week 1,9178,8,0.0,8.009,-8.687
2024,2024brbr,Week 1,9047,8,-0.0,5.407,-6.398
2024,2024brbr,Week 1,5800,8,0.0,5.395,-10.141
2024,2024brbr,Week 1,7565,9,-0.0,6.503,-10.461
2024,2024brbr,Week 1,9066,8,-0.0,5.255,-7.716
2024,2024brbr,Week 1,9459,8,-0.0,3.74,-4.788
2024,2024brbr,Week 1,1860,8,-0.0,6.472,-9.097
2024,2024brbr,Week 1,7459,8,-0.0,5.223,-5.753
2024,2024brbr,Week 1,8882,8,-0.0,9.284,-10.461
2024,2024brbr,Week 1,9219,8,-0.0,9.098,-11.769
2024,2024brbr,Week 1,9048,8,-0.0,4.842,-6.534
2024,2024brbr,Week 1,9165,8,-0.0,5.629,-10.6
2024,2024brbr,Week 1,9164,8,-0.0,6.676,-10.6
2024,2024brbr,Week 1,9305,8,-0.0,6.934,-10.6
2024,2024brbr,Week 1,9611,8,0.0,2.73,-4.478
2024,2024brbr,Week 1,6404,8,-0.0,2.996,-4.112
2024,2024brbr,Week 1,9675,8,-0.0,2.596,-2.264
2024,2024brbr,Week 1,9166,8,-0.0,7.58,-8.687
2024,2024flwp,Week 1,2383,12,-0.0,10.215,-17.288
2024,2024flwp,Week 1,9040,12,-0.0,8.937,-17.288
2024,2024flwp,Week 1,9725,12,-0.0,9.214,-17.288
2024,2024flwp,Week 1,744,12,-0.0,7.906,-12.418
2024,2024flwp,Week 1,806,12,-0.0,7.417,-13.43
2024,2024flwp,Week 1,4458,12,-0.0,5.488,-9.556
2024,2024flwp,Week 1,348,12,-0.0,12.845,-22.463
2024,2024flwp,Week 1,8861,12,-0.0,6.347,-10.206
2024,2024flwp,Week 1,6686,12,-0.0,7.569,-10.765
2024,2024flwp,Week 1,9404,12,-0.0,12.2,-11.168
2024,2024flwp,Week 1,6743,12,-0.0,10.725,-22.463
2024,2024flwp,Week 1,4388,12,-0.0,12.377,-20.723
2024,2024flwp,Week 1,5410,12,-0.0,9.893,-20.723
2024,2024flwp,Week 1,59,12,-0.0,11.905,-18.568
2024,2024flwp,Week 1,7833,12,-0.0,9.159,-13.593
2024,2024flwp,Week 1,5472,12,-0.0,7.948,-16.205
2024,2024flwp,Week 1,6317,12,-0.0,10.327,-17.868
2024,2024flwp,Week 1,8817,12,-0.0,9.703,-17.328
2024,2024flwp,Week 1,179,12,-0.0,7.743,-11.84
2024,2024flwp,Week 1,180,12,-0.0,6.705,-11.84
2024,2024flwp,Week 1,5842,12,-0.0,13.407,-18.733
2024,2024flwp,Week 1,3173,12,0.0,10.977,-21.609
2024,2024flwp,Week 1,694,12,-0.0,12.873,-21.609
2024,2024flwp,Week 1,108,12,-0.0,12.025,-21.609
2024,2024flwp,Week 1,6300,12,0.0,12.87,-12.541
2024,2024flwp,Week 1,2152,12,-0.0,6.314,-12.418
2024,2024flwp,Week 1,5872,12,-0.0,6.397,-13.484
2024,2024flwp,Week 1,4206,12,-0.0,8.846,-15.069
2024,2024flwp,Week 1,9779,12,-0.0,10.688,-14.495
2024,2024flwp,Week 1,1744,12,-0.0,7.585,-10.83
2024,2024flwp,Week 1,1523,12,-0.0,9.095,-17.868
2024,2024flwp,Week 1,9693,12,-0.0,6.969,-16.205
2024,2024flwp,Week 1,5557,12,0.0,10.56,-18.733
2024,2024flwp,Week 1,9402,12,-0.0,10.435,-18.568
2024,2024flwp,Week 1,7652,12,-0.0,7.714,-15.42
2024,2024flwp,Week 1,3932,12,-0.0,11.158,-17.868
2024,2024flwp,Week 1,3390,12,-0.0,9.882,-13.11
2024,2024flwp,Week 1,3627,12,-0.0,10.435,-20.723
2024,2024flwp,Week 1,8775,12,-0.0,11.152,-22.463
2024,2024paca,Week 1,1126,9,0.0,6.878,-14.153
2024,2024paca,Week 1,9475,9,0.0,7.124,-14.153
2024,2024paca,Week 1,2172,9,0.0,10.594,-14.153
2024,2024paca,Week 1,8393,9,-0.0,11.534,-29.705
2024,2024paca,Week 1,695,9,0.0,15.145,-29.705
2024,2024paca,Week 1,3201,9,0.0,12.931,-29.705
2024,2024paca,Week 1,4991,9,0.0,6.296,-12.827
2024,2024paca,Week 1,2013,9,-0.0,10.086,-27.411
2024,2024paca,Week 1,4050,9,0.0,7.124,-11.523
2024,2024paca,Week 1,578,9,-0.0,12.152,-19.026
2024,2024paca,Week 1,2656,9,0.0,10.958,-19.026
2024,2024paca,Week 1,144,9,0.0,8.324,-19.026
2024,2024paca,Week 1,2614,9,-0.0,9.688,-17.837
2024,2024paca,Week 1,4145,9,0.0,8.693,-17.837
2024,2024paca,Week 1,9022,9,-0.0,8.102,-17.837
2024,2024paca,Week 1,1787,9,-0.0,8.993,-13.686
2024,2024paca,Week 1,3260,9,0.0,10.236,-13.686
2024,2024paca,Week 1,325,9,-0.0,8.833,-13.686
2024,2024paca,Week 1,3484,9,0.0,6.86,-7.6
2024,2024paca,Week 1,3954,9,0.0,3.776,-6.638
2024,2024paca,Week 1,3015,9,0.0,12.937,-27.411
2024,2024paca,Week 1,117,9,0.0,6.143,-8.531
2024,2024paca,Week 1,4150,9,-0.0,6.978,-9.497
2024,2024paca,Week 1,8705,9,-0.0,8.507,-5.335
2024,2024paca,Week 1,5740,9,0.0,10.353,-13.423
2024,2024paca,Week 1,4611,9,-0.0,11.92,-14.422
2024,2024paca,Week 1,5413,9,-0.0,8.216,-13.423
2024,2024paca,Week 1,9139,9,-0.0,6.604,-10.325
2024,2024paca,Week 1,2053,9,0.0,9.462,-10.325
2024,2024paca,Week 1,2228,9,0.0,9.937,-11.342
2024,2024paca,Week 1,3492,9,0.0,5.446,-6.106
2024,2024paca,Week 1,3181,9,0.0,7.47,-12.827
2024,2024paca,Week 1,9415,9,-0.0,3.294,-4.129
2024,2024paca,Week 1,677,9,0.0,11.203,-17.639
2024,2024paca,Week 1,1559,9,0.0,8.603,-17.639
2024,2024paca,Week 1,379,9,0.0,9.873,-17.639
2024,2024paca,Week 1,7515,9,-0.0,3.812,-4.693
2024,2024paca,Week 1,8096,9,0.0,4.768,-8.648
2024,2024paca,Week 1,4121,9,0.0,6.264,-8.872
2024,2024paca,Week 1,2252,9,0.0,15.596,-27.411
2024,2024paca,Week 1,2638,9,-0.0,10.038,-23.025
2024,2024paca,Week 1,2641,9,0.0,10.585,-23.025
2024,2024paca,Week 1,1708,9,0.0,6.122,-7.334
2024,2024paca,Week 1,7274,9,0.0,3.753,-4.954
2024,2024paca,Week 1,4027,9,0.0,5.847,-7.746
2024,2024paca,Week 1,6834,9,-0.0,13.588,-23.588
2024,2024paca,Week 1,9004,9,0.0,9.218,-23.588
2024,2024paca,Week 1,3504,9,-0.0,15.556,-23.588
2024,2024paca,Week 1,340,9,0.0,7.653,-14.422
2024,2024paca,Week 1,2399,9,0.0,7.412,-11.523
2024,2024mndu,Week 1,4009,9,-0.0,5.248,-8.203
2024,2024mndu,Week 1,7915,9,-0.0,5.745,-7.878
2024,2024mndu,Week 1,2531,9,-0.0,7.224,-8.294
2024,2024mndu,Week 1,5690,9,0.0,7.699,-11.547
2024,2024mndu,Week 1,4693,9,-0.0,6.178,-9.163
2024,2024mndu,Week 1,8836,9,0.0,6.354,-9.828
2024,2024mndu,Week 1,930,9,-0.0,7.68,-10.898
2024,2024mndu,Week 1,4624,9,-0.0,8.124,-10.898
2024,2024mndu,Week 1,5826,9,0.0,5.601,-10.898
2024,2024mndu,Week 1,8298,9,0.0,3.707,-5.196
2024,2024mndu,Week 1,5143,9,0.0,6.514,-8.681
2024,2024mndu,Week 1,2503,9,-0.0,8.031,-9.163
2024,2024mndu,Week 1,3294,9,0.0,6.596,-9.317
2024,2024mndu,Week 1,3267,9,-0.0,10.193,-14.999
2024,2024mndu,Week 1,4011,9,0.0,7.727,-9.317
2024,2024mndu,Week 1,5914,9,0.0,6.542,-9.728
2024,2024mndu,Week 1,3291,10,-0.0,6.682,-9.828
2024,2024mndu,Week 1,8516,9,0.0,5.269,-8.529
2024,2024mndu,Week 1,2847,9,-0.0,6.175,-14.999
2024,2024mndu,Week 1,6709,9,0.0,6.457,-10.562
2024,2024mndu,Week 1,2977,10,-0.0,7.452,-9.728
2024,2024mndu,Week 1,4021,9,0.0,9.438,-17.23
2024,2024mndu,Week 1,2861,9,-0.0,7.364,-8.231
2024,2024mndu,Week 1,4778,9,0.0,4.465,-7.943
2024,2024mndu,Week 1,7068,9,0.0,7.032,-7.464
2024,2024mndu,Week 1,6160,9,0.0,6.517,-6.51
2024,2024mndu,Week 1,5903,9,-0.0,7.47,-17.23
2024,2024mndu,Week 1,8422,9,-0.0,5.197,-9.828
2024,2024mndu,Week 1,6381,9,0.0,8.641,-12.112
2024,2024mndu,Week 1,2239,9,0.0,6.447,-11.547
2024,2024mndu,Week 1,5348,9,-0.0,7.078,-9.728
2024,2024mndu,Week 1,1816,9,-0.0,9.054,-10.562
2024,2024mndu,Week 1,2823,9,-0.0,7.824,-12.112
2024,2024mndu,Week 1,5653,9,0.0,9.095,-20.942
2024,2024mndu,Week 1,9532,9,0.0,10.326,-20.942
2024,2024mndu,Week 1,6318,9,0.0,8.676,-20.942
2024,2024mndu,Week 1,7038,9,0.0,6.187,-11.547
2024,2024mndu,Week 1,5253,9,0.0,6.333,-8.097
2024,2024mndu,Week 1,2526,9,0.0,8.167,-10.452
2024,2024mndu,Week 1,6217,9,0.0,7.028,-7.797
2024,2024mndu,Week 1,4656,9,0.0,6.773,-9.089
2024,2024mndu,Week 1,4511,9,-0.0,3.998,-6.454
2024,2024mndu,Week 1,2052,9,0.0,7.931,-10.562
2024,2024mndu,Week 1,3197,9,-0.0,6.305,-8.097
2024,2024mndu,Week 1,2181,9,-0.0,6.484,-8.294
2024,2024mndu,Week 1,3055,9,-0.0,8.354,-17.23
2024,2024mndu,Week 1,93,9,-0.0,6.205,-10.452
2024,2024mndu,Week 1,4741,9,0.0,7.537,-9.171
2024,2024mndu,Week 1,7864,9,0.0,7.822,-13.215
2024,2024mndu,Week 1,4174,9,-0.0,7.187,-13.215
2024,2024mndu,Week 1,6421,9,-0.0,6.337,-13.215
2024,2024mndu,Week 1,1732,9,-0.0,10.669,-15.395
2024,2024mndu,Week 1,4181,9,0.0,10.709,-15.395
2024,2024mndu,Week 1,5278,10,0.0,7.213,-15.395
2024,2024mndu,Week 1,7797,9,-0.0,8.595,-8.294
2024,2024mndu2,Week 1,2062,9,0.0,8.263,-20.773
2024,2024mndu2,Week 1,4786,9,0.0,9.031,-17.574
2024,2024mndu2,Week 1,2987,9,0.0,8.957,-16.61
2024,2024mndu2,Week 1,2169,9,0.0,10.688,-18.04
2024,2024mndu2,Week 1,6147,9,0.0,7.314,-11.688
2024,2024mndu2,Week 1,7619,9,0.0,11.204,-16.988
2024,2024mndu2,Week 1,8803,9,0.0,11.337,-22.649
2024,2024mndu2,Week 1,5913,9,0.0,12.068,-29.194
2024,2024mndu2,Week 1,4229,9,0.0,5.15,-11.315
2024,2024mndu2,Week 1,7530,9,0.0,12.652,-29.194
2024,2024mndu2,Week 1,3100,9,0.0,12.864,-22.649
2024,2024mndu2,Week 1,6758,9,0.0,7.194,-15.013
2024,2024mndu2,Week 1,6047,9,-0.0,8.332,-11.914
2024,2024mndu2,Week 1,2175,9,0.0,5.85,-7.641
2024,2024mndu2,Week 1,1716,9,0.0,11.143,-15.206
2024,2024mndu2,Week 1,6045,9,0.0,5.393,-7.458
2024,2024mndu2,Week 1,2039,9,0.0,12.98,-16.784
2024,2024mndu2,Week 1,6419,10,0.0,7.258,-8.106
2024,2024mndu2,Week 1,4703,9,-0.0,7.463,-12.265
2024,2024mndu2,Week 1,8700,10,0.0,6.855,-9.971
2024,2024mndu2,Week 1,1714,9,-0.0,10.69,-22.649
2024,2024mndu2,Week 1,3212,9,0.0,10.237,-11.914
2024,2024mndu2,Week 1,4230,9,0.0,16.114,-29.194
2024,2024mndu2,Week 1,4623,9,0.0,7.542,-16.988
2024,2024mndu2,Week 1,5275,9,0.0,13.245,-18.04
2024,2024mndu2,Week 1,2512,9,0.0,7.452,-14.617
2024,2024mndu2,Week 1,2129,9,0.0,16.048,-17.574
2024,2024mndu2,Week 1,2855,9,0.0,12.686,-20.773
2024,2024mndu2,Week 1,5232,9,0.0,9.343,-13.144
2024,2024mndu2,Week 1,2472,9,-0.0,8.144,-13.144
2024,2024mndu2,Week 1,8122,9,-0.0,11.507,-16.61
2024,2024mndu2,Week 1,6044,9,0.0,9.222,-12.32
2024,2024mndu2,Week 1,1806,9,0.0,12.172,-20.773
2024,2024mndu2,Week 1,3023,9,0.0,10.138,-16.784
2024,2024mndu2,Week 1,4182,9,0.0,8.745,-17.8
2024,2024mndu2,Week 1,6132,9,0.0,9.098,-12.32
2024,2024mndu2,Week 1,4166,9,-0.0,9.561,-10.875
2024,2024mndu2,Week 1,3297,9,0.0,8.721,-17.8
2024,2024mndu2,Week 1,2491,9,0.0,6.671,-10.875
2024,2024mndu2,Week 1,3206,9,-0.0,5.794,-7.641
2024,2024mndu2,Week 1,1792,10,0.0,9.058,-23.199
2024,2024mndu2,Week 1,2264,9,0.0,7.626,-9.431
2024,2024mndu2,Week 1,6574,9,0.0,6.943,-18.04
2024,2024mndu2,Week 1,3883,9,0.0,10.906,-17.164
2024,2024mndu2,Week 1,5339,9,0.0,5.096,-8.032
2024,2024mndu2,Week 1,7273,9,0.0,7.268,-17.164
2024,2024mndu2,Week 1,3418,9,-0.0,10.895,-17.8
2024,2024mndu2,Week 1,2574,9,0.0,8.139,-15.206
2024,2024mndu2,Week 1,2227,9,0.0,11.227,-23.199
2024,2024mndu2,Week 1,3082,9,0.0,9.494,-16.988
2024,2024mndu2,Week 1,5271,9,0.0,8.77,-15.013
2024,2024mndu2,Week 1,5720,9,0.0,4.107,-5.739
2024,2024mndu2,Week 1,3130,9,0.0,8.209,-17.164
2024,2024mndu2,Week 1,2846,9,0.0,7.966,-14.529
2024,2024mndu2,Week 1,2501,9,0.0,10.74,-16.61
2024,2024mxmo,Week 1,4775,10,0.0,6.112,-8.442
2024,2024mxmo,Week 1,5716,10,0.0,6.832,-9.387
2024,2024mxmo,Week 1,4010,10,0.0,10.8,-12.389
2024,2024mxmo,Week 1,3933,10,0.0,9.722,-11.717
2024,2024mxmo,Week 1,7725,11,0.0,8.916,-15.922
2024,2024mxmo,Week 1,4403,10,0.0,7.669,-8.353
2024,2024mxmo,Week 1,6106,10,0.0,10.08,-12.389
2024,2024mxmo,Week 1,4723,10,0.0,8.08,-10.251
2024,2024mxmo,Week 1,6652,10,-0.0,7.33,-10.251
2024,2024mxmo,Week 1,5948,10,0.0,6.948,-12.345
2024,2024mxmo,Week 1,6647,11,0.0,10.982,-12.355
2024,2024mxmo,Week 1,4635,10,0.0,6.636,-12.345
2024,2024mxmo,Week 1,3158,11,0.0,9.033,-9.002
2024,2024mxmo,Week 1,9065,10,0.0,9.415,-11.717
2024,2024mxmo,Week 1,7421,10,0.0,10.371,-17.431
2024,2024mxmo,Week 1,3522,10,0.0,7.626,-15.922
2024,2024mxmo,Week 1,8734,10,-0.0,7.345,-9.387
2024,2024mxmo,Week 1,3526,10,-0.0,9.273,-17.431
2024,2024mxmo,Week 1,9053,10,0.0,7.215,-7.651
2024,2024mxmo,Week 1,6170,10,0.0,7.63,-5.926
2024,2024mxmo,Week 1,9213,10,0.0,9.908,-13.135
2024,2024mxmo,Week 1,6676,10,0.0,5.223,-8.495
2024,2024mxmo,Week 1,9282,10,0.0,6.32,-12.902
2024,2024mxmo,Week 1,9593,10,0.0,5.57,-7.399
2024,2024mxmo,Week 1,6832,10,0.0,5.508,-6.721
2024,2024mxmo,Week 1,3472,10,0.0,8.49,-12.355
2024,2024mxmo,Week 1,5959,10,-0.0,8.703,-11.427
2024,2024mxmo,Week 1,4400,10,0.0,10.723,-13.99
2024,2024mxmo,Week 1,5887,10,0.0,4.275,-7.055
2024,2024mxmo,Week 1,4782,10,0.0,9.561,-9.438
2024,2024mxmo,Week 1,8740,10,0.0,7.47,-12.283
2024,2024mxmo,Week 1,4735,10,-0.0,9.481,-15.226
2024,2024mxmo,Week 1,9280,11,0.0,8.127,-8.088
2024,2024mxmo,Week 1,6017,10,-0.0,9.928,-15.226
2024,2024mxmo,Week 1,4371,10,0.0,8.186,-17.431
2024,2024mxmo,Week 1,7546,10,0.0,9.25,-13.135
2024,2024mxmo,Week 1,7102,10,0.0,7.084,-13.99
2024,2024mxmo,Week 1,5133,10,-0.0,5.26,-7.706
2024,2024mxmo,Week 1,4584,10,-0.0,8.918,-12.902
2024,2024mxmo,Week 1,6483,10,0.0,8.187,-8.218
2024,2024mxmo,Week 1,3478,10,-0.0,9.067,-15.922
2024,2024mxmo,Week 1,5932,10,-0.0,10.443,-12.283
2024,2024mxmo,Week 1,9301,10,0.0,9.595,-12.355
2024,2024mxmo,Week 1,3794,10,0.0,12.392,-15.226
2024,2024utwv,Week 1,3200,12,-0.0,13.935,-28.344
2024,2024utwv,Week 1,8087,12,-0.0,8.278,-14.575
2024,2024utwv,Week 1,4944,12,-0.0,8.49,-11.722
2024,2024utwv,Week 1,5933,12,0.0,8.884,-20.494
2024,2024utwv,Week 1,9423,12,0.0,5.572,-7.859
2024,2024utwv,Week 1,159,12,-0.0,6.922,-11.499
2024,2024utwv,Week 1,8839,12,0.0,9.072,-15.334
2024,2024utwv,Week 1,4598,12,0.0,9.554,-20.385
2024,2024utwv,Week 1,9044,12,-0.0,9.317,-15.334
2024,2024utwv,Week 1,3009,12,0.0,8.524,-12.246
2024,2024utwv,Week 1,7634,12,0.0,6.811,-10.19
2024,2024utwv,Week 1,3288,12,-0.0,6.768,-8.982
2024,2024utwv,Week 1,5071,12,0.0,8.476,-14.197
2024,2024utwv,Week 1,1891,12,0.0,6.564,-11.079
2024,2024utwv,Week 1,4183,12,0.0,8.124,-14.575
2024,2024utwv,Week 1,8885,12,0.0,7.918,-14.197
2024,2024utwv,Week 1,1339,12,0.0,10.74,-25.243
2024,2024utwv,Week 1,1569,12,0.0,8.836,-20.494
2024,2024utwv,Week 1,3245,12,0.0,11.098,-25.243
2024,2024utwv,Week 1,3374,12,-0.0,8.732,-15.092
2024,2024utwv,Week 1,4585,12,-0.0,8.75,-14.67
2024,2024utwv,Week 1,2486,12,0.0,8.239,-15.092
2024,2024utwv,Week 1,6560,12,0.0,7.642,-14.67
2024,2024utwv,Week 1,4068,12,0.0,10.542,-20.385
2024,2024utwv,Week 1,9138,12,0.0,9.91,-17.502
2024,2024utwv,Week 1,1828,12,0.0,7.821,-13.457
2024,2024utwv,Week 1,3405,12,-0.0,5.535,-10.521
2024,2024utwv,Week 1,7426,12,0.0,12.575,-20.385
2024,2024utwv,Week 1,1410,12,0.0,5.8,-8.665
2024,2024utwv,Week 1,2240,12,0.0,10.212,-28.344
2024,2024utwv,Week 1,3006,12,0.0,6.963,-10.348
2024,2024utwv,Week 1,6400,12,0.0,7.226,-12.246
2024,2024utwv,Week 1,3501,12,0.0,10.59,-20.494
2024,2024utwv,Week 1,7895,12,0.0,7.421,-15.092
2024,2024utwv,Week 1,2594,12,-0.0,9.132,-14.197
2024,2024utwv,Week 1,6411,12,0.0,10.01,-25.243
2024,2024utwv,Week 1,1619,12,-0.0,5.707,-8.982
2024,2024utwv,Week 1,3243,12,0.0,7.186,-11.722
2024,2024utwv,Week 1,2122,12,0.0,12.766,-28.344
2024,2024utwv,Week 1,9037,12,0.0,8.071,-10.704
2024,2024utwv,Week 1,7436,12,0.0,11.175,-11.499
2024,2024utwv,Week 1,4348,12,0.0,7.517,-10.704
2024,2024utwv,Week 1,7906,12,0.0,8.287,-12.316
2024,2024utwv,Week 1,5851,12,0.0,7.686,-12.316
2024,2024utwv,Week 1,8174,12,-0.0,7.81,-14.54
2024,2024utwv,Week 1,3166,12,0.0,8.571,-12.246
2024,2024bcvi,Week 1,9641,12,-0.0,8.223,-18.466
2024,2024bcvi,Week 1,359,12,0.0,7.992,-15.642
2024,2024bcvi,Week 1,9277,12,-0.0,6.256,-9.132
2024,2024bcvi,Week 1,8503,12,-0.0,15.809,-23.186
2024,2024bcvi,Week 1,7287,12,-0.0,13.001,-23.186
2024,2024bcvi,Week 1,216,12,0.0,10.155,-23.186
2024,2024bcvi,Week 1,288,12,-0.0,9.308,-13.098
2024,2024bcvi,Week 1,8339,12,0.0,9.75,-14.255
2024,2024bcvi,Week 1,5461,12,0.0,15.276,-18.466
2024,2024bcvi,Week 1,4270,12,-0.0,7.447,-15.642
2024,2024bcvi,Week 1,7688,12,0.0,8.739,-14.255
2024,2024bcvi,Week 1,9649,12,-0.0,11.793,-18.466
2024,2024bcvi,Week 1,1622,12,-0.0,8.42,-11.746
2024,2024bcvi,Week 1,9719,12,0.0,7.858,-14.956
2024,2024bcvi,Week 1,7173,12,0.0,5.449,-9.132
2024,2024bcvi,Week 1,9550,12,-0.0,6.994,-15.052
2024,2024bcvi,Week 1,4421,12,-0.0,13.874,-14.956
2024,2024bcvi,Week 1,6364,12,-0.0,6.534,-12.854
2024,2024bcvi,Week 1,244,12,-0.0,7.565,-10.827
2024,2024bcvi,Week 1,7135,12,0.0,7.962,-12.045
2024,2024bcvi,Week 1,6188,12,-0.0,6.369,-12.648
2024,2024bcvi,Week 1,9449,12,0.0,10.685,-22.311
2024,2024bcvi,Week 1,5516,12,0.0,10.712,-22.311
