year,event,week,red1,red2,red3,blue1,blue2,blue3,red_score,blue_score
2024,2024oktu,Week 2,6809,3160,4329,5889,3179,2996,55,56
2024,2024oktu,Week 2,662,2945,31,7744,5550,8711,38,40
2024,2024oktu,Week 2,2036,9472,6424,9462,2352,1561,59,43
2024,2024oktu,Week 2,1730,3507,4418,1209,4293,5484,35,73
2024,2024oktu,Week 2,4523,2333,4500,9244,3465,2773,63,11
2024,2024oktu,Week 2,4005,2972,9631,9007,3284,2359,38,38
2024,2024oktu,Week 2,2395,1819,118,2165,6026,4499,56,42
2024,2024oktu,Week 2,3160,2945,2036,9410,6809,6424,65,72
2024,2024oktu,Week 2,5484,8711,9462,3507,5889,5550,42,46
2024,2024oktu,Week 2,4293,31,9244,4329,9472,2773,29,41
2024,2024oktu,Week 2,9007,3465,2352,2359,1209,662,37,46
2024,2024oktu,Week 2,1561,4500,2972,3179,2395,4005,42,30
2024,2024oktu,Week 2,1730,7744,2165,1819,3284,6026,47,56
2024,2024oktu,Week 2,2333,4499,118,4523,2996,4418,81,32
2024,2024oktu,Week 2,9631,2773,5484,2945,4329,9244,37,67
2024,2024oktu,Week 2,6424,1209,5550,9410,5889,9007,78,31
2024,2024oktu,Week 2,4500,8711,2395,2972,2359,2352,42,24
2024,2024oktu,Week 2,3465,1561,3160,1730,9462,1819,37,53
2024,2024oktu,Week 2,4005,7744,4523,9472,6809,2996,21,25
2024,2024oktu,Week 2,3284,118,3179,2036,4293,2333,57,44
2024,2024oktu,Week 2,4418,662,6026,2165,3507,9631,41,29
2024,2024oktu,Week 2,5484,9410,4499,31,4500,9007,57,57
2024,2024oktu,Week 2,2773,5550,1730,3160,6424,2972,47,80
2024,2024oktu,Week 2,1209,1819,5889,9472,4005,2945,49,41
2024,2024oktu,Week 2,3284,2996,2036,2395,2359,9244,90,22
2024,2024oktu,Week 2,2333,3507,7744,3179,9631,4293,44,28
2024,2024oktu,Week 2,4418,2165,6809,4329,31,9462,39,44
2024,2024oktu,Week 2,662,8711,3465,118,1561,4523,46,51
2024,2024oktu,Week 2,2945,6026,2352,4499,3160,4005,47,47
2024,2024oktu,Week 2,9472,5889,2395,9410,2359,2773,14,62
2024,2024oktu,Week 2,5484,2036,3507,2972,1819,7744,64,24
2024,2024oktu,Week 2,9462,4500,3179,31,2333,2165,60,41
2024,2024oktu,Week 2,3465,4523,1209,3284,4329,1561,58,64
2024,2024oktu,Week 2,2996,9244,6026,5550,2352,4418,50,60
2024,2024oktu,Week 2,9631,4499,6809,118,6424,8711,54,82
2024,2024oktu,Week 2,2945,1730,4293,9007,662,2395,58,12
2024,2024gadal,Week 2,3344,1683,6023,5608,7451,8866,11,46
2024,2024gadal,Week 2,5900,832,6944,5219,1746,9770,3,27
2024,2024gadal,Week 2,6887,8761,9500,6340,6705,9057,5,40
2024,2024gadal,Week 2,8080,9480,6905,8849,6712,7538,11,4
2024,2024gadal,Week 2,7514,9582,4516,5828,1758,4240,2,9
2024,2024gadal,Week 2,4026,4112,6919,3815,4701,1102,51,15
2024,2024gadal,Week 2,9500,6340,7451,5608,5219,1683,40,9
2024,2024gadal,Week 2,8866,8761,3344,9057,6712,6944,11,12
2024,2024gadal,Week 2,6887,832,6705,5828,9770,5900,21,38
2024,2024gadal,Week 2,7514,4240,6905,1102,8080,1746,3,50
2024,2024gadal,Week 2,9582,6919,8849,4516,3815,4026,24,16
2024,2024gadal,Week 2,1758,4112,4701,6023,9480,7538,10,17
2024,2024gadal,Week 2,6340,5828,6887,5608,3344,9057,27,4
2024,2024gadal,Week 2,4240,8080,6705,8866,6905,6712,24,24
2024,2024gadal,Week 2,5900,9582,1102,3815,8849,7451,22,52
2024,2024gadal,Week 2,6023,1746,4026,9770,7538,6919,31,35
2024,2024gadal,Week 2,8761,6944,5219,1758,1683,9480,4,22
2024,2024gadal,Week 2,832,4701,4516,7514,4112,9500,14,2
2024,2024gadal,Week 2,7451,4240,1102,3815,6705,5608,26,24
2024,2024gadal,Week 2,3344,8849,9770,6023,6905,5900,10,11
2024,2024gadal,Week 2,1758,9582,6944,6919,8761,1683,6,50
2024,2024gadal,Week 2,6712,5219,4701,4026,6340,832,13,33
2024,2024gadal,Week 2,9057,9500,5828,9480,7514,1746,6,35
2024,2024gadal,Week 2,7538,8866,8080,4112,4516,6887,17,21
2024,2024gadal,Week 2,1683,9770,4240,1102,8849,6023,17,57
2024,2024gadal,Week 2,4026,3344,6944,4701,6905,6705,10,30
2024,2024gadal,Week 2,5900,7514,7451,8761,1758,6340,34,23
2024,2024gadal,Week 2,6712,5828,4516,5219,8866,4112,15,35
2024,2024gadal,Week 2,7538,5608,6887,6919,9480,3815,21,48
2024,2024gadal,Week 2,8080,9057,9582,1746,9500,832,9,21
2024,2024gadal,Week 2,9770,7451,8761,4240,4026,4701,41,30
2024,2024gadal,Week 2,4112,3344,1102,6944,7514,1683,33,25
2024,2024gadal,Week 2,6705,5900,6712,6919,5608,1758,28,31
2024,2024gadal,Week 2,9057,4516,7538,1746,9582,5828,21,37
2024,2024gadal,Week 2,5219,9500,9480,8080,6887,3815,23,45
2024,2024gadal,Week 2,6905,832,8849,6340,8866,6023,18,32
2024,2024gadal,Week 2,4026,1758,7514,4240,5608,5900,7,22
2024,2024gadal,Week 2,1746,6705,7451,4112,1683,9582,41,45
2024,2024gadal,Week 2,6712,8080,9770,6887,1102,9057,6,35
2024,2024gadal,Week 2,6023,5219,3815,4516,6905,8761,36,9
2024,2024gadal,Week 2,832,9480,5828,3344,6919,6340,25,27
2024,2024gadal,Week 2,8849,6944,8866,4701,7538,9500,8,14
2024,2024gadal,Week 2,1758,1102,6712,7451,6887,4026,53,16
2024,2024gadal,Week 2,6905,1746,5608,6705,4516,5219,27,22
2024,2024gadal,Week 2,6340,3815,7514,9770,6023,9582,34,16
2024,2024gadal,Week 2,1683,8866,9500,7538,5900,3344,21,29
2024,2024gadal,Week 2,9480,4240,8761,4112,9057,832,22,37
2024,2024gadal,Week 2,4701,5828,8849,6919,6944,8080,14,37
2024,2024gadal,Week 2,6705,7514,9770,9582,7451,5219,27,47
2024,2024gadal,Week 2,3815,7538,1746,6712,6340,3344,70,24
2024,2024gadal,Week 2,8866,1758,832,1102,9500,6905,10,32
2024,2024gadal,Week 2,6887,6919,4701,8761,9057,8849,43,17
2024,2024gadal,Week 2,1683,4026,8080,6944,5828,5608,37,28
2024,2024gadal,Week 2,9480,4516,5900,4240,6023,4112,22,20
2024,2024gadal,Week 2,7538,6340,9582,6705,1102,8866,32,42
2024,2024gadal,Week 2,1746,9057,6919,8849,5219,1758,56,17
2024,2024gadal,Week 2,832,3815,1683,7514,6712,6887,49,16
2024,2024gadal,Week 2,5608,4112,9480,6905,9770,4026,35,29
2024,2024gadal,Week 2,9500,5900,3344,4516,6944,4240,15,20
2024,2024gadal,Week 2,5828,6023,8761,7451,4701,8080,21,44
2024,2024gadal,Week 2,9057,3815,1758,1683,8849,6705,25,70
2024,2024gadal,Week 2,8866,6887,1746,9582,4026,9480,38,28
2024,2024gadal,Week 2,6944,9770,4112,9500,5608,6712,37,26
2024,2024gadal,Week 2,8080,6023,4516,4701,5900,6340,22,44
2024,2024gadal,Week 2,7451,7538,6905,832,6919,4240,51,29
2024,2024gadal,Week 2,5828,3344,5219,1102,8761,7514,23,39
2024,2024gadal,Week 2,8849,1746,4112,9770,6887,1758,84,12
2024,2024gadal,Week 2,6944,4701,6023,9582,6712,3815,25,31
2024,2024gadal,Week 2,5900,4026,8866,9480,7451,9057,9,35
2024,2024gadal,Week 2,4516,1102,5608,8761,832,7538,37,30
2024,2024gadal,Week 2,9500,6705,6919,3344,8080,7514,47,14
2024,2024gadal,Week 2,5219,4240,6340,6905,1683,5828,29,57
2024,2024mibel,Week 2,9775,3707,217,7211,469,4737,46,61
2024,2024mibel,Week 2,9211,1188,7598,830,8179,8895,6,34
2024,2024mibel,Week 2,240,4405,1528,7147,9735,6120,28,21
2024,2024mibel,Week 2,6570,66,1481,3656,226,94,43,61
2024,2024mibel,Week 2,7220,8519,5531,1250,51,6150,14,65
2024,2024mibel,Week 2,6538,9727,8373,6057,6615,4395,30,38
2024,2024mibel,Week 2,6101,8832,7147,3707,8899,830,12,50
2024,2024mibel,Week 2,7211,240,1188,217,469,226,35,67
2024,2024mibel,Week 2,66,1250,4405,1481,4737,9775,57,32
2024,2024mibel,Week 2,9735,94,6150,6538,6570,6615,25,62
2024,2024mibel,Week 2,7598,7220,6057,4395,8899,6101,27,18
2024,2024mibel,Week 2,9211,1528,8373,51,8895,3656,41,43
2024,2024mibel,Week 2,9727,5531,8179,8832,8519,6120,22,46
2024,2024mibel,Week 2,3707,1188,6570,4405,1481,469,53,21
2024,2024mibel,Week 2,830,7147,6057,1250,94,6615,21,64
2024,2024mibel,Week 2,7598,8895,6150,4737,7220,240,58,18
2024,2024mibel,Week 2,51,6101,9727,7211,226,8832,13,64
2024,2024mibel,Week 2,217,8179,4395,1528,9775,3656,37,10
2024,2024mibel,Week 2,6120,6538,66,9735,8899,9211,54,14
2024,2024mibel,Week 2,94,8373,5531,3707,6057,8519,24,54
2024,2024mibel,Week 2,6570,4737,51,240,9727,830,34,38
2024,2024mibel,Week 2,7211,217,6150,1481,1250,8179,66,64
2024,2024mibel,Week 2,4395,3656,7598,8899,7147,6538,30,28
2024,2024mibel,Week 2,4405,7220,8895,8519,8373,1188,39,50
2024,2024mibel,Week 2,9775,9211,6101,8832,469,5531,11,36
2024,2024mibel,Week 2,226,6120,6615,9735,66,1528,63,26
2024,2024mibel,Week 2,3656,6570,1250,8179,3707,7598,87,45
2024,2024mibel,Week 2,6538,7211,1481,51,240,8519,57,34
2024,2024mibel,Week 2,94,4405,4737,4395,6150,8832,17,53
2024,2024mibel,Week 2,1188,9735,217,8899,5531,6615,27,33
2024,2024mibel,Week 2,6057,66,469,9727,1528,8895,53,6
2024,2024mibel,Week 2,6101,830,6120,7220,9775,8373,51,33
2024,2024mibel,Week 2,226,9211,4405,7147,8519,94,49,18
2024,2024mibel,Week 2,240,8832,3656,1188,6615,4737,43,64
2024,2024mibel,Week 2,8179,7211,51,8895,6057,9735,55,11
2024,2024mibel,Week 2,217,8899,66,6101,6150,3707,24,56
2024,2024mibel,Week 2,8373,830,1481,5531,1528,7598,27,6
2024,2024mibel,Week 2,9211,6120,4395,469,6570,9727,33,60
2024,2024mibel,Week 2,7147,9775,226,6538,1250,7220,37,64
2024,2024mibel,Week 2,6057,240,94,6101,3656,66,22,46
2024,2024mibel,Week 2,8519,6615,7211,4405,7598,830,62,37
2024,2024mibel,Week 2,8899,6120,469,1481,51,1188,49,58
2024,2024mibel,Week 2,226,8179,6538,5531,4395,3707,10,31
2024,2024mibel,Week 2,9775,8832,9735,8895,1250,8373,8,71
2024,2024mibel,Week 2,6150,7147,7220,9727,217,9211,78,17
2024,2024mibel,Week 2,1528,4737,830,6570,6057,8899,6,22
2024,2024mibel,Week 2,4395,66,51,3656,1188,4405,38,80
2024,2024mibel,Week 2,226,5531,1250,7598,8373,469,47,18
2024,2024mibel,Week 2,6615,1481,9727,8895,6538,9775,48,18
2024,2024mibel,Week 2,8832,3707,1528,6150,9211,240,42,48
2024,2024mibel,Week 2,7147,4737,8179,6120,94,7211,28,51
2024,2024mibel,Week 2,217,6101,7220,8519,9735,6570,49,38
2024,2024mibel,Week 2,7598,226,8899,4405,9727,9775,42,10
2024,2024mibel,Week 2,8373,3656,3707,830,6150,1188,49,57
2024,2024mibel,Week 2,1481,8895,7147,5531,7211,66,59,15
2024,2024mibel,Week 2,6615,6101,9735,51,94,9211,25,34
2024,2024mibel,Week 2,1250,217,6057,6120,6570,240,35,46
2024,2024mibel,Week 2,469,6538,1528,8179,7220,8832,46,30
2024,2024mibel,Week 2,8519,4395,8895,4737,6150,226,27,68
2024,2024mibel,Week 2,8373,51,8899,9211,7147,7211,60,27
2024,2024mibel,Week 2,94,830,6570,66,1188,9775,32,27
2024,2024mibel,Week 2,8832,4405,6057,240,7598,217,27,17
2024,2024mibel,Week 2,1250,9727,8519,8179,1528,6101,29,45
2024,2024mibel,Week 2,5531,1481,9735,4737,4395,6538,45,26
2024,2024mibel,Week 2,6615,469,3707,7220,3656,6120,68,45
2024,2024mibel,Week 2,6570,7598,8832,66,8373,7147,34,49
2024,2024mibel,Week 2,1188,8895,94,8899,240,1250,38,17
2024,2024mibel,Week 2,6150,9775,8519,1528,6057,1481,43,55
2024,2024mibel,Week 2,4737,6101,5531,6615,8179,4405,23,53
2024,2024mibel,Week 2,3656,6538,9211,7220,3707,7211,57,71
2024,2024mibel,Week 2,830,4395,226,6120,217,51,26,63
2024,2024mibel,Week 2,469,9735,1250,9727,7598,7147,65,16
2024,2024mibel,Week 2,8373,6615,240,66,8519,8179,62,46
2024,2024mibel,Week 2,9775,7211,8899,6150,5531,6570,27,85
2024,2024mibel,Week 2,6057,9211,4737,1188,226,6101,19,69
2024,2024mibel,Week 2,3707,6120,9727,8895,8832,217,60,30
2024,2024mibel,Week 2,1528,51,7220,94,1481,4395,51,71
2024,2024mibel,Week 2,469,830,3656,9735,4405,6538,90,39
2024,2024miesc,Week 2,4835,5486,6345,1322,3537,3655,8,22
2024,2024miesc,Week 2,2586,4988,6558,7782,9188,7713,6,40
2024,2024miesc,Week 2,7768,6637,6113,1596,6088,9249,30,15
2024,2024miesc,Week 2,9755,7826,5878,9548,3602,5702,22,27
2024,2024miesc,Week 2,6112,5534,6569,9674,4391,5706,40,46
2024,2024miesc,Week 2,857,9773,6079,9733,4827,9722,41,8
2024,2024miesc,Week 2,4375,6637,3537,5486,6088,7154,27,39
2024,2024miesc,Week 2,3602,1322,9188,6113,1596,4988,28,7
2024,2024miesc,Week 2,5878,3655,9548,6558,7768,4835,29,41
2024,2024miesc,Week 2,2586,9722,5706,9674,9733,6112,35,26
2024,2024miesc,Week 2,5534,6345,9773,7713,6569,857,27,44
2024,2024miesc,Week 2,4827,7782,7154,4391,9755,5702,51,37
2024,2024miesc,Week 2,9548,9249,4375,6079,1322,7826,37,21
2024,2024miesc,Week 2,4988,5878,3602,9733,6088,6558,21,18
2024,2024miesc,Week 2,9188,7768,6569,9722,6637,5486,54,17
2024,2024miesc,Week 2,3655,2586,6112,857,7154,9755,70,36
2024,2024miesc,Week 2,5534,4835,1596,9773,4375,7782,25,36
2024,2024miesc,Week 2,6345,5706,4827,7713,5702,6079,10,20
2024,2024miesc,Week 2,3537,6113,4391,9674,9249,7826,51,43
2024,2024miesc,Week 2,6112,4988,9755,1322,5486,5878,25,21
2024,2024miesc,Week 2,9548,7154,2586,7768,9722,5534,48,59
2024,2024miesc,Week 2,6637,6558,7713,5702,4835,9773,25,14
2024,2024miesc,Week 2,4391,6569,7782,3602,6079,6088,66,20
2024,2024miesc,Week 2,1596,3537,857,9188,9733,5706,43,10
2024,2024miesc,Week 2,4375,6345,3655,9249,6113,4827,40,11
2024,2024miesc,Week 2,9674,9755,1322,9773,7154,7826,26,52
2024,2024miesc,Week 2,5534,9548,5486,7713,6088,4988,30,22
2024,2024miesc,Week 2,5706,6637,1596,7782,9722,6558,36,22
2024,2024miesc,Week 2,6113,3655,9733,4391,5878,2586,20,75
2024,2024miesc,Week 2,6112,7768,6345,4827,7826,3602,38,51
2024,2024miesc,Week 2,9249,6569,6079,9188,4375,4835,41,56
2024,2024miesc,Week 2,857,7782,5702,3537,9674,9548,43,26
2024,2024miesc,Week 2,9722,1596,4391,5486,9773,3655,57,61
2024,2024miesc,Week 2,3602,9755,6558,1322,6345,9733,36,18
2024,2024miesc,Week 2,2586,7713,4827,6569,4375,6088,25,36
2024,2024miesc,Week 2,6079,7768,9674,5878,3537,9188,33,12
2024,2024miesc,Week 2,7154,5702,5706,6112,9249,4835,52,13
2024,2024miesc,Week 2,7826,6113,857,4988,5534,6637,57,20
2024,2024miesc,Week 2,6569,9755,9722,4375,6558,4391,29,58
2024,2024miesc,Week 2,5878,4827,9674,1596,9548,6345,29,45
2024,2024miesc,Week 2,6088,9773,7768,5702,9188,6112,40,16
2024,2024miesc,Week 2,7826,7782,3537,5534,1322,2586,33,43
2024,2024miesc,Week 2,7713,5486,9249,3602,857,9733,14,36
2024,2024miesc,Week 2,5706,6079,4988,7154,3655,6637,17,40
2024,2024miesc,Week 2,9548,4391,4835,6113,6112,9773,53,23
2024,2024miesc,Week 2,6345,9188,9674,9755,5534,6088,42,24
2024,2024miesc,Week 2,5486,3602,3537,6558,5702,9249,15,5
2024,2024miesc,Week 2,1322,7713,7154,6569,5878,6637,20,52
2024,2024miesc,Week 2,7782,9733,6079,7826,3655,7768,6,53
2024,2024miesc,Week 2,4827,857,4988,4375,2586,1596,41,76
2024,2024miesc,Week 2,9722,6113,9188,4835,5706,9755,32,26
2024,2024miesc,Week 2,9773,9548,6637,4391,6345,9249,28,65
2024,2024miesc,Week 2,6088,6112,7782,7154,6558,5878,30,28
2024,2024miesc,Week 2,9733,7826,5702,3655,6569,1596,30,70
2024,2024miesc,Week 2,6113,9674,4375,3537,7713,7768,36,44
2024,2024miesc,Week 2,4835,2586,3602,6079,4827,5534,40,28
2024,2024miesc,Week 2,5706,857,5486,4988,9722,1322,50,17
2024,2024miesc,Week 2,3655,4391,6088,9755,9548,9188,76,29
2024,2024miesc,Week 2,9733,4375,7713,6637,9674,7782,26,39
2024,2024miesc,Week 2,9249,3537,5534,1596,4827,6112,36,62
2024,2024miesc,Week 2,5706,9773,1322,7768,5486,2586,18,58
2024,2024miesc,Week 2,5702,4988,6569,6345,6079,5878,43,17
2024,2024miesc,Week 2,4835,857,9722,7154,3602,6113,51,57
2024,2024miesc,Week 2,7826,4391,7713,6558,6112,3537,72,25
2024,2024miesc,Week 2,9755,1596,9733,7768,5706,9548,30,29
2024,2024miesc,Week 2,9249,9188,3655,2586,7782,6345,30,47
2024,2024miesc,Week 2,4988,7154,4375,6569,3602,9773,50,53
2024,2024miesc,Week 2,6558,5534,9674,5486,6079,6113,39,38
2024,2024miesc,Week 2,6088,7826,9722,6637,4835,4827,40,44
2024,2024miesc,Week 2,5702,5878,7768,857,1322,4391,21,82
2024,2024miesc,Week 2,3537,9733,6569,7782,4988,9548,45,39
2024,2024miesc,Week 2,6079,1596,7154,9773,7713,9755,57,23
2024,2024miesc,Week 2,4827,6558,5486,9188,2586,7826,16,44
2024,2024miesc,Week 2,6088,4835,1322,3655,9674,857,45,65
2024,2024miesc,Week 2,6345,5702,6113,9722,6112,4375,21,58
2024,2024miesc,Week 2,6637,9249,3602,5878,5706,5534,50,28
2024,2024mike2,Week 2,6091,9776,6753,3534,7784,5533,11,57
2024,2024mike2,Week 2,453,5674,5641,9572,5193,3568,31,30
2024,2024mike2,Week 2,5183,9207,7772,7289,7195,8385,33,22
2024,2024mike2,Week 2,68,494,5517,9251,5612,2604,41,35
2024,2024mike2,Week 2,1718,5046,5150,3667,9237,8193,17,23
2024,2024mike2,Week 2,5603,6071,1684,6085,5561,5114,57,44
2024,2024mike2,Week 2,5907,6091,5235,3534,314,5527,59,30
2024,2024mike2,Week 2,6753,494,3568,9207,9572,8385,45,32
2024,2024mike2,Week 2,9237,7772,7784,5641,5193,1718,39,43
2024,2024mike2,Week 2,5150,5603,6085,2604,9776,7289,29,31
2024,2024mike2,Week 2,1684,5561,5517,5533,5183,5674,37,42
2024,2024mike2,Week 2,5046,5907,5612,6071,314,9251,70,36
2024,2024mike2,Week 2,5527,3667,453,5114,68,8193,21,83
2024,2024mike2,Week 2,7195,6091,5603,6753,5641,5235,25,33
2024,2024mike2,Week 2,2604,5150,9237,7772,5674,5517,40,37
2024,2024mike2,Week 2,1684,6085,494,7289,3568,5907,24,53
2024,2024mike2,Week 2,5527,5561,5193,314,9207,5533,31,46
2024,2024mike2,Week 2,3534,5612,6071,1718,9572,68,35,60
2024,2024mike2,Week 2,453,9251,8193,7195,7784,5183,36,32
2024,2024mike2,Week 2,8385,3667,5235,5046,5114,9776,28,51
2024,2024mike2,Week 2,5150,5527,7289,5533,6091,5641,26,52
2024,2024mike2,Week 2,5612,5674,9207,7772,3534,5907,34,57
2024,2024mike2,Week 2,453,68,6071,9237,5517,5603,32,48
2024,2024mike2,Week 2,5114,2604,9572,7784,8385,5046,47,35
2024,2024mike2,Week 2,5193,5235,7195,1718,1684,3667,7,76
2024,2024mike2,Week 2,3568,6085,9776,6753,5183,5561,25,61
2024,2024mike2,Week 2,8193,314,5674,5641,494,9251,64,47
2024,2024mike2,Week 2,5603,9572,3534,9237,6071,5533,39,43
2024,2024mike2,Week 2,7772,5193,2604,5907,7195,5114,22,62
2024,2024mike2,Week 2,7784,5561,9776,5517,6085,9207,48,33
2024,2024mike2,Week 2,494,453,5183,6091,5046,3667,33,35
2024,2024mike2,Week 2,6753,8385,5150,5527,1684,9251,33,39
2024,2024mike2,Week 2,314,68,7289,8193,3568,1718,68,46
2024,2024mike2,Week 2,5235,5114,7784,5612,9572,9237,47,51
2024,2024mike2,Week 2,2604,5907,5641,5603,3667,5561,56,57
2024,2024mike2,Week 2,5527,6753,7195,6085,5046,5674,17,13
2024,2024mike2,Week 2,9776,5533,9251,453,7772,1684,34,25
2024,2024mike2,Week 2,5612,5193,5183,68,3534,5150,24,40
2024,2024mike2,Week 2,1718,5517,7289,8385,314,494,39,38
2024,2024mike2,Week 2,6091,8193,6071,9207,3568,5235,36,31
2024,2024mike2,Week 2,5046,5533,5527,9251,7772,5603,38,33
2024,2024mike2,Week 2,5183,5907,68,6085,5641,7784,71,47
2024,2024mike2,Week 2,9572,7195,314,5150,9776,494,32,37
2024,2024mike2,Week 2,6071,6753,5193,3667,2604,3568,29,41
2024,2024mike2,Week 2,8193,9207,1684,5612,1718,453,36,25
2024,2024mike2,Week 2,9237,5674,3534,5561,7289,6091,34,56
2024,2024mike2,Week 2,5114,8385,7772,5235,5517,314,67,36
2024,2024mike2,Week 2,9776,5641,68,5183,2604,5046,51,12
2024,2024mike2,Week 2,494,7195,5612,5533,5603,5193,55,48
2024,2024mike2,Week 2,9572,3667,6085,6091,9251,9237,42,37
2024,2024mike2,Week 2,5561,1718,9207,5114,7289,6753,32,56
2024,2024mike2,Week 2,5674,5527,8385,6071,5150,5907,40,59
2024,2024mike2,Week 2,1684,5235,3534,5517,7784,453,47,30
2024,2024mike2,Week 2,3568,5183,6091,8193,7772,5046,31,34
2024,2024mike2,Week 2,314,9237,5114,3667,5612,6753,72,60
2024,2024mike2,Week 2,7195,5641,5561,68,9251,8385,60,46
2024,2024mike2,Week 2,2604,1684,7784,9572,5527,6071,47,35
2024,2024mike2,Week 2,7289,8193,6085,494,3534,5193,39,51
2024,2024mike2,Week 2,5517,5533,3568,5907,9776,1718,26,81
2024,2024mike2,Week 2,9207,5603,453,5150,5235,5674,42,24
2024,2024mike2,Week 2,314,6091,2604,7195,9237,1684,25,32
2024,2024mike2,Week 2,3667,494,7772,5561,3534,8193,57,51
2024,2024mike2,Week 2,5907,6753,5533,6071,5183,5114,72,42
2024,2024mike2,Week 2,9776,5517,5612,3568,5527,5641,26,35
2024,2024mike2,Week 2,9251,5046,9572,5193,7289,9207,44,43
2024,2024mike2,Week 2,5674,1718,5603,8385,453,6085,72,33
2024,2024mike2,Week 2,68,5235,5561,7784,5150,6091,54,52
2024,2024mike2,Week 2,494,5907,5527,9776,6071,7195,71,15
2024,2024mike2,Week 2,5193,8193,5517,7772,6753,9572,34,48
2024,2024mike2,Week 2,5641,9207,9237,5183,1684,314,61,50
2024,2024mike2,Week 2,5674,7289,3667,7784,5612,68,53,59
2024,2024mike2,Week 2,6085,5533,2604,5235,453,5046,37,18
2024,2024mike2,Week 2,3568,9251,5150,3534,5114,1718,34,86
2024,2024mike2,Week 2,8385,9237,5907,5603,8193,9776,62,59
2024,2024mike2,Week 2,5641,6071,7772,1684,68,6753,13,51
2024,2024mike2,Week 2,7289,7784,9572,5561,453,314,72,46
2024,2024mike2,Week 2,5046,3568,3534,5517,5150,7195,42,8
2024,2024mike2,Week 2,5533,8385,5612,5193,6085,6091,74,10
2024,2024mike2,Week 2,9207,5114,3667,5674,2604,494,51,45
2024,2024mike2,Week 2,9251,1718,5183,5235,5603,5527,64,44
2024,2024misjo,Week 2,5501,9758,894,5227,5559,9771,35,13
2024,2024misjo,Week 2,9763,5926,7811,5182,5610,5843,31,43
2024,2024misjo,Week 2,4776,4325,5927,9239,74,5056,42,39
2024,2024misjo,Week 2,3546,6588,2767,4237,5675,3620,56,51
2024,2024misjo,Week 2,9228,7814,4216,9549,9671,7210,33,8
2024,2024misjo,Week 2,2054,9743,7054,3452,9638,5712,64,56
2024,2024misjo,Week 2,1940,9763,5843,74,4855,4776,38,51
2024,2024misjo,Week 2,5227,5182,5501,5559,5610,9239,23,35
2024,2024misjo,Week 2,5056,5926,6588,7210,3620,3546,25,43
2024,2024misjo,Week 2,5675,9743,9671,2767,9771,7811,36,49
2024,2024misjo,Week 2,9549,9758,4325,9228,5927,2054,23,66
2024,2024misjo,Week 2,894,4855,9638,7814,1940,3452,58,16
2024,2024misjo,Week 2,4216,74,5712,5843,7054,4237,61,54
2024,2024misjo,Week 2,5610,9771,3546,9743,5926,9239,36,40
2024,2024misjo,Week 2,5675,7210,6588,9549,5501,5927,41,44
2024,2024misjo,Week 2,9671,9763,9638,1940,9758,5056,19,25
2024,2024misjo,Week 2,2054,3452,4855,5559,4776,7811,62,30
2024,2024misjo,Week 2,5182,9228,4325,7814,4237,2767,12,74
2024,2024misjo,Week 2,3620,5712,5227,4216,7054,894,52,51
2024,2024misjo,Week 2,9549,1940,5926,74,5501,9743,26,46
2024,2024misjo,Week 2,5610,4855,9763,5927,9671,5559,57,36
2024,2024misjo,Week 2,9228,3546,4237,9771,5843,4776,65,39
2024,2024misjo,Week 2,5227,7814,7210,5712,2767,9758,22,91
2024,2024misjo,Week 2,7811,5056,5675,894,4325,3452,26,67
2024,2024misjo,Week 2,6588,9638,9239,4216,2054,3620,26,52
2024,2024misjo,Week 2,5182,5559,9763,74,9228,7054,37,48
2024,2024misjo,Week 2,5712,1940,7210,5501,4237,4776,34,62
2024,2024misjo,Week 2,2767,5227,4855,4325,5610,5926,54,37
2024,2024misjo,Week 2,3620,894,5056,9758,7811,2054,53,58
2024,2024misjo,Week 2,9239,5927,5675,9638,7814,9771,20,19
2024,2024misjo,Week 2,7054,3452,9671,6588,9549,5843,24,27
2024,2024misjo,Week 2,5182,4216,1940,9743,3546,4325,31,71
2024,2024misjo,Week 2,7210,5501,5610,2054,74,9763,33,81
2024,2024misjo,Week 2,9239,894,5712,3620,2767,5926,46,76
2024,2024misjo,Week 2,3452,9228,4776,5227,9638,9549,48,23
2024,2024misjo,Week 2,5927,5843,9758,4216,3546,5675,30,64
2024,2024misjo,Week 2,5056,5559,7814,9771,9743,6588,32,32
2024,2024misjo,Week 2,7811,7054,5182,4237,4855,9671,6,64
2024,2024misjo,Week 2,4325,5227,74,3620,3452,5501,41,44
2024,2024misjo,Week 2,5610,4776,9638,5675,5712,5843,37,88
2024,2024misjo,Week 2,894,3546,1940,6588,5559,9228,50,29
2024,2024misjo,Week 2,5926,2054,4237,7811,5927,7814,68,15
2024,2024misjo,Week 2,9758,7054,4855,2767,5182,9743,30,64
2024,2024misjo,Week 2,9771,9239,4216,7210,9763,5056,49,23
2024,2024misjo,Week 2,5675,9549,74,9671,6588,5227,69,21
2024,2024misjo,Week 2,7814,3620,5610,4237,3452,5927,47,54
2024,2024misjo,Week 2,9638,5843,5926,1940,4325,5559,40,36
2024,2024misjo,Week 2,5712,7811,9743,9763,9239,9758,63,50
2024,2024misjo,Week 2,3546,5182,9549,4776,894,7210,41,51
2024,2024misjo,Week 2,5056,9228,2767,4855,4216,5501,66,49
2024,2024misjo,Week 2,2054,9671,5610,7054,9771,1940,53,30
