year,event,week,col_index,col_name,rank,team,value
2025,2025isde1,Week 1,2,Ranking Score,14,4338,2.42
2025,2025isde1,Week 1,3,Avg Coop,14,4338,0.08
2025,2025isde1,Week 1,4,Avg Match,14,4338,78.25
2025,2025isde1,Week 1,5,Avg Auto,14,4338,13.17
2025,2025isde1,Week 1,6,Avg Barge,14,4338,5.67
2025,2025isde1,Week 1,7,Record (W-L-T),14,4338,6-6-0
2025,2025isde1,Week 1,8,DQ,14,4338,0
2025,2025isde1,Week 1,9,Played,14,4338,12
2025,2025isde1,Week 1,10,Total Ranking Points*,14,4338,29
2025,2025isde1,Week 1,2,Ranking Score,15,8175,2.42
2025,2025isde1,Week 1,3,Avg Coop,15,8175,0.00
2025,2025isde1,Week 1,4,Avg Match,15,8175,83.83
2025,2025isde1,Week 1,5,Avg Auto,15,8175,13.67
2025,2025isde1,Week 1,6,Avg Barge,15,8175,7.00
2025,2025isde1,Week 1,7,Record (W-L-T),15,8175,6-6-0
2025,2025isde1,Week 1,8,DQ,15,8175,0
2025,2025isde1,Week 1,9,Played,15,8175,12
2025,2025isde1,Week 1,10,Total Ranking Points*,15,8175,29
2025,2025isde1,Week 1,2,Ranking Score,16,3065,2.33
2025,2025isde1,Week 1,3,Avg Coop,16,3065,0.25
2025,2025isde1,Week 1,4,Avg Match,16,3065,103.25
2025,2025isde1,Week 1,5,Avg Auto,16,3065,16.75
2025,2025isde1,Week 1,6,Avg Barge,16,3065,5.67
2025,2025isde1,Week 1,7,Record (W-L-T),16,3065,6-6-0
2025,2025isde1,Week 1,8,DQ,16,3065,0
2025,2025isde1,Week 1,9,Played,16,3065,12
2025,2025isde1,Week 1,10,Total Ranking Points*,16,3065,28
2025,2025isde1,Week 1,2,Ranking Score,17,9738,2.08
2025,2025isde1,Week 1,3,Avg Coop,17,9738,0.08
2025,2025isde1,Week 1,4,Avg Match,17,9738,73.83
2025,2025isde1,Week 1,5,Avg Auto,17,9738,11.58
2025,2025isde1,Week 1,6,Avg Barge,17,9738,6.33
2025,2025isde1,Week 1,7,Record (W-L-T),17,9738,6-6-0
2025,2025isde1,Week 1,8,DQ,17,9738,0
2025,2025isde1,Week 1,9,Played,17,9738,12
2025,2025isde1,Week 1,10,Total Ranking Points*,17,9738,25
2025,2025isde1,Week 1,2,Ranking Score,18,5654,1.92
2025,2025isde1,Week 1,3,Avg Coop,18,5654,0.08
2025,2025isde1,Week 1,4,Avg Match,18,5654,66.92
2025,2025isde1,Week 1,5,Avg Auto,18,5654,12.75
2025,2025isde1,Week 1,6,Avg Barge,18,5654,6.67
2025,2025isde1,Week 1,7,Record (W-L-T),18,5654,4-8-0
2025,2025isde1,Week 1,8,DQ,18,5654,0
2025,2025isde1,Week 1,9,Played,18,5654,12
2025,2025isde1,Week 1,10,Total Ranking Points*,18,5654,23
2025,2025isde1,Week 1,2,Ranking Score,19,9304,1.92
2025,2025isde1,Week 1,3,Avg Coop,19,9304,0.08
2025,2025isde1,Week 1,4,Avg Match,19,9304,62.75
2025,2025isde1,Week 1,5,Avg Auto,19,9304,14.58
2025,2025isde1,Week 1,6,Avg Barge,19,9304,5.67
2025,2025isde1,Week 1,7,Record (W-L-T),19,9304,4-8-0
2025,2025isde1,Week 1,8,DQ,19,9304,0
2025,2025isde1,Week 1,9,Played,19,9304,12
2025,2025isde1,Week 1,10,Total Ranking Points*,19,9304,23
2025,2025isde1,Week 1,2,Ranking Score,20,6230,1.92
2025,2025isde1,Week 1,3,Avg Coop,20,6230,0.08
2025,2025isde1,Week 1,4,Avg Match,20,6230,62.75
2025,2025isde1,Week 1,5,Avg Auto,20,6230,14.50
2025,2025isde1,Week 1,6,Avg Barge,20,6230,7.00
2025,2025isde1,Week 1,7,Record (W-L-T),20,6230,5-7-0
2025,2025isde1,Week 1,8,DQ,20,6230,0
2025,2025isde1,Week 1,9,Played,20,6230,12
2025,2025isde1,Week 1,10,Total Ranking Points*,20,6230,23
2025,2025isde1,Week 1,2,Ranking Score,21,4319,1.92
2025,2025isde1,Week 1,3,Avg Coop,21,4319,0.00
2025,2025isde1,Week 1,4,Avg Match,21,4319,66.17
2025,2025isde1,Week 1,5,Avg Auto,21,4319,15.08
2025,2025isde1,Week 1,6,Avg Barge,21,4319,6.17
2025,2025isde1,Week 1,7,Record (W-L-T),21,4319,5-7-0
2025,2025isde1,Week 1,8,DQ,21,4319,0
2025,2025isde1,Week 1,9,Played,21,4319,12
2025,2025isde1,Week 1,10,Total Ranking Points*,21,4319,23
2025,2025isde1,Week 1,2,Ranking Score,22,7067,1.83
2025,2025isde1,Week 1,3,Avg Coop,22,7067,0.00
2025,2025isde1,Week 1,4,Avg Match,22,7067,64.42
2025,2025isde1,Week 1,5,Avg Auto,22,7067,15.25
2025,2025isde1,Week 1,6,Avg Barge,22,7067,6.00
2025,2025isde1,Week 1,7,Record (W-L-T),22,7067,4-8-0
2025,2025isde1,Week 1,8,DQ,22,7067,0
2025,2025isde1,Week 1,9,Played,22,7067,12
2025,2025isde1,Week 1,10,Total Ranking Points*,22,7067,22
2025,2025isde1,Week 1,2,Ranking Score,23,3835,1.75
2025,2025isde1,Week 1,3,Avg Coop,23,3835,0.08
2025,2025isde1,Week 1,4,Avg Match,23,3835,52.67
2025,2025isde1,Week 1,5,Avg Auto,23,3835,11.25
2025,2025isde1,Week 1,6,Avg Barge,23,3835,4.33
2025,2025isde1,Week 1,7,Record (W-L-T),23,3835,5-7-0
2025,2025isde1,Week 1,8,DQ,23,3835,0
2025,2025isde1,Week 1,9,Played,23,3835,12
2025,2025isde1,Week 1,10,Total Ranking Points*,23,3835,21
2025,2025isde1,Week 1,2,Ranking Score,24,1943,1.75
2025,2025isde1,Week 1,3,Avg Coop,24,1943,0.00
2025,2025isde1,Week 1,4,Avg Match,24,1943,58.00
2025,2025isde1,Week 1,5,Avg Auto,24,1943,11.83
2025,2025isde1,Week 1,6,Avg Barge,24,1943,4.33
2025,2025isde1,Week 1,7,Record (W-L-T),24,1943,4-8-0
2025,2025isde1,Week 1,8,DQ,24,1943,0
2025,2025isde1,Week 1,9,Played,24,1943,12
2025,2025isde1,Week 1,10,Total Ranking Points*,24,1943,21
2025,2025isde1,Week 1,2,Ranking Score,25,7177,1.67
2025,2025isde1,Week 1,3,Avg Coop,25,7177,0.17
2025,2025isde1,Week 1,4,Avg Match,25,7177,64.50
2025,2025isde1,Week 1,5,Avg Auto,25,7177,11.33
2025,2025isde1,Week 1,6,Avg Barge,25,7177,5.17
2025,2025isde1,Week 1,7,Record (W-L-T),25,7177,4-7-0
2025,2025isde1,Week 1,8,DQ,25,7177,1
2025,2025isde1,Week 1,9,Played,25,7177,12
2025,2025isde1,Week 1,10,Total Ranking Points*,25,7177,20
2025,2025isde1,Week 1,2,Ranking Score,26,5928,1.67
2025,2025isde1,Week 1,3,Avg Coop,26,5928,0.00
2025,2025isde1,Week 1,4,Avg Match,26,5928,58.33
2025,2025isde1,Week 1,5,Avg Auto,26,5928,15.25
2025,2025isde1,Week 1,6,Avg Barge,26,5928,6.50
2025,2025isde1,Week 1,7,Record (W-L-T),26,5928,4-8-0
2025,2025isde1,Week 1,8,DQ,26,5928,0
2025,2025isde1,Week 1,9,Played,26,5928,12
2025,2025isde1,Week 1,10,Total Ranking Points*,26,5928,20
2025,2025isde1,Week 1,2,Ranking Score,27,6104,1.42
2025,2025isde1,Week 1,3,Avg Coop,27,6104,0.00
2025,2025isde1,Week 1,4,Avg Match,27,6104,66.00
2025,2025isde1,Week 1,5,Avg Auto,27,6104,11.33
2025,2025isde1,Week 1,6,Avg Barge,27,6104,6.33
2025,2025isde1,Week 1,7,Record (W-L-T),27,6104,3-9-0
2025,2025isde1,Week 1,8,DQ,27,6104,0
2025,2025isde1,Week 1,9,Played,27,6104,12
2025,2025isde1,Week 1,10,Total Ranking Points*,27,6104,17
2025,2025isde1,Week 1,2,Ranking Score,28,10695,1.08
2025,2025isde1,Week 1,3,Avg Coop,28,10695,0.08
2025,2025isde1,Week 1,4,Avg Match,28,10695,55.33
2025,2025isde1,Week 1,5,Avg Auto,28,10695,12.50
2025,2025isde1,Week 1,6,Avg Barge,28,10695,3.00
2025,2025isde1,Week 1,7,Record (W-L-T),28,10695,3-9-0
2025,2025isde1,Week 1,8,DQ,28,10695,0
2025,2025isde1,Week 1,9,Played,28,10695,12
2025,2025isde1,Week 1,10,Total Ranking Points*,28,10695,13
2025,2025isde1,Week 1,2,Ranking Score,29,9303,0.92
2025,2025isde1,Week 1,3,Avg Coop,29,9303,0.08
2025,2025isde1,Week 1,4,Avg Match,29,9303,55.92
2025,2025isde1,Week 1,5,Avg Auto,29,9303,14.25
2025,2025isde1,Week 1,6,Avg Barge,29,9303,5.00
2025,2025isde1,Week 1,7,Record (W-L-T),29,9303,2-10-0
2025,2025isde1,Week 1,8,DQ,29,9303,0
2025,2025isde1,Week 1,9,Played,29,9303,12
2025,2025isde1,Week 1,10,Total Ranking Points*,29,9303,11
2025,2025isde2,Week 1,2,Ranking Score,1,5614,4.33
2025,2025isde2,Week 1,3,Avg Coop,1,5614,0.17
2025,2025isde2,Week 1,4,Avg Match,1,5614,126.42
2025,2025isde2,Week 1,5,Avg Auto,1,5614,36.17
2025,2025isde2,Week 1,6,Avg Barge,1,5614,12.83
2025,2025isde2,Week 1,7,Record (W-L-T),1,5614,9-3-0
2025,2025isde2,Week 1,8,DQ,1,5614,0
2025,2025isde2,Week 1,9,Played,1,5614,12
2025,2025isde2,Week 1,10,Total Ranking Points*,1,5614,52
2025,2025isde2,Week 1,2,Ranking Score,2,5990,4.17
2025,2025isde2,Week 1,3,Avg Coop,2,5990,0.00
2025,2025isde2,Week 1,4,Avg Match,2,5990,112.17
2025,2025isde2,Week 1,5,Avg Auto,2,5990,30.25
2025,2025isde2,Week 1,6,Avg Barge,2,5990,7.67
2025,2025isde2,Week 1,7,Record (W-L-T),2,5990,10-1-1
2025,2025isde2,Week 1,8,DQ,2,5990,0
2025,2025isde2,Week 1,9,Played,2,5990,12
2025,2025isde2,Week 1,10,Total Ranking Points*,2,5990,50
2025,2025isde2,Week 1,2,Ranking Score,3,1574,4.08
2025,2025isde2,Week 1,3,Avg Coop,3,1574,0.17
2025,2025isde2,Week 1,4,Avg Match,3,1574,103.58
2025,2025isde2,Week 1,5,Avg Auto,3,1574,29.92
2025,2025isde2,Week 1,6,Avg Barge,3,1574,9.50
2025,2025isde2,Week 1,7,Record (W-L-T),3,1574,10-2-0
2025,2025isde2,Week 1,8,DQ,3,1574,0
2025,2025isde2,Week 1,9,Played,3,1574,12
2025,2025isde2,Week 1,10,Total Ranking Points*,3,1574,49
2025,2025isde2,Week 1,2,Ranking Score,4,2231,3.67
2025,2025isde2,Week 1,3,Avg Coop,4,2231,0.00
2025,2025isde2,Week 1,4,Avg Match,4,2231,116.67
2025,2025isde2,Week 1,5,Avg Auto,4,2231,31.25
2025,2025isde2,Week 1,6,Avg Barge,4,2231,11.83
2025,2025isde2,Week 1,7,Record (W-L-T),4,2231,9-3-0
2025,2025isde2,Week 1,8,DQ,4,2231,0
2025,2025isde2,Week 1,9,Played,4,2231,12
2025,2025isde2,Week 1,10,Total Ranking Points*,4,2231,44
2025,2025isde2,Week 1,2,Ranking Score,5,2230,3.67
2025,2025isde2,Week 1,3,Avg Coop,5,2230,0.00
2025,2025isde2,Week 1,4,Avg Match,5,2230,113.92
2025,2025isde2,Week 1,5,Avg Auto,5,2230,28.58
2025,2025isde2,Week 1,6,Avg Barge,5,2230,10.17
2025,2025isde2,Week 1,7,Record (W-L-T),5,2230,8-4-0
2025,2025isde2,Week 1,8,DQ,5,2230,0
2025,2025isde2,Week 1,9,Played,5,2230,12
2025,2025isde2,Week 1,10,Total Ranking Points*,5,2230,44
2025,2025isde2,Week 1,2,Ranking Score,6,3339,3.50
2025,2025isde2,Week 1,3,Avg Coop,6,3339,0.17
2025,2025isde2,Week 1,4,Avg Match,6,3339,108.67
2025,2025isde2,Week 1,5,Avg Auto,6,3339,27.17
2025,2025isde2,Week 1,6,Avg Barge,6,3339,4.83
2025,2025isde2,Week 1,7,Record (W-L-T),6,3339,8-4-0
2025,2025isde2,Week 1,8,DQ,6,3339,0
2025,2025isde2,Week 1,9,Played,6,3339,12
2025,2025isde2,Week 1,10,Total Ranking Points*,6,3339,42
2025,2025isde2,Week 1,2,Ranking Score,7,4590,3.17
2025,2025isde2,Week 1,3,Avg Coop,7,4590,0.08
2025,2025isde2,Week 1,4,Avg Match,7,4590,95.50
2025,2025isde2,Week 1,5,Avg Auto,7,4590,25.83
2025,2025isde2,Week 1,6,Avg Barge,7,4590,4.50
2025,2025isde2,Week 1,7,Record (W-L-T),7,4590,8-4-0
2025,2025isde2,Week 1,8,DQ,7,4590,0
2025,2025isde2,Week 1,9,Played,7,4590,12
2025,2025isde2,Week 1,10,Total Ranking Points*,7,4590,38
2025,2025isde2,Week 1,2,Ranking Score,8,4744,3.00
2025,2025isde2,Week 1,3,Avg Coop,8,4744,0.08
2025,2025isde2,Week 1,4,Avg Match,8,4744,89.00
2025,2025isde2,Week 1,5,Avg Auto,8,4744,19.75
2025,2025isde2,Week 1,6,Avg Barge,8,4744,6.50
2025,2025isde2,Week 1,7,Record (W-L-T),8,4744,7-5-0
2025,2025isde2,Week 1,8,DQ,8,4744,0
2025,2025isde2,Week 1,9,Played,8,4744,12
2025,2025isde2,Week 1,10,Total Ranking Points*,8,4744,36
2025,2025isde2,Week 1,2,Ranking Score,9,3388,2.92
2025,2025isde2,Week 1,3,Avg Coop,9,3388,0.08
2025,2025isde2,Week 1,4,Avg Match,9,3388,74.50
2025,2025isde2,Week 1,5,Avg Auto,9,3388,18.00
2025,2025isde2,Week 1,6,Avg Barge,9,3388,6.67
2025,2025isde2,Week 1,7,Record (W-L-T),9,3388,7-5-0
2025,2025isde2,Week 1,8,DQ,9,3388,0
2025,2025isde2,Week 1,9,Played,9,3388,12
2025,2025isde2,Week 1,10,Total Ranking Points*,9,3388,35
2025,2025isde2,Week 1,2,Ranking Score,10,3211,2.92
2025,2025isde2,Week 1,3,Avg Coop,10,3211,0.00
2025,2025isde2,Week 1,4,Avg Match,10,3211,90.58
2025,2025isde2,Week 1,5,Avg Auto,10,3211,17.75
2025,2025isde2,Week 1,6,Avg Barge,10,3211,5.67
2025,2025isde2,Week 1,7,Record (W-L-T),10,3211,7-5-0
2025,2025isde2,Week 1,8,DQ,10,3211,0
2025,2025isde2,Week 1,9,Played,10,3211,12
2025,2025isde2,Week 1,10,Total Ranking Points*,10,3211,35
2025,2025isde2,Week 1,2,Ranking Score,11,3075,2.83
2025,2025isde2,Week 1,3,Avg Coop,11,3075,0.08
2025,2025isde2,Week 1,4,Avg Match,11,3075,93.33
2025,2025isde2,Week 1,5,Avg Auto,11,3075,16.17
2025,2025isde2,Week 1,6,Avg Barge,11,3075,10.50
2025,2025isde2,Week 1,7,Record (W-L-T),11,3075,6-6-0
2025,2025isde2,Week 1,8,DQ,11,3075,0
2025,2025isde2,Week 1,9,Played,11,3075,12
2025,2025isde2,Week 1,10,Total Ranking Points*,11,3075,34
2025,2025isde2,Week 1,2,Ranking Score,12,5987,2.83
2025,2025isde2,Week 1,3,Avg Coop,12,5987,0.00
2025,2025isde2,Week 1,4,Avg Match,12,5987,98.58
2025,2025isde2,Week 1,5,Avg Auto,12,5987,18.67
2025,2025isde2,Week 1,6,Avg Barge,12,5987,8.17
2025,2025isde2,Week 1,7,Record (W-L-T),12,5987,6-6-0
2025,2025isde2,Week 1,8,DQ,12,5987,0
2025,2025isde2,Week 1,9,Played,12,5987,12
2025,2025isde2,Week 1,10,Total Ranking Points*,12,5987,34
2025,2025isde2,Week 1,2,Ranking Score,13,2212,2.83
2025,2025isde2,Week 1,3,Avg Coop,13,2212,0.00
2025,2025isde2,Week 1,4,Avg Match,13,2212,68.25
2025,2025isde2,Week 1,5,Avg Auto,13,2212,17.92
2025,2025isde2,Week 1,6,Avg Barge,13,2212,7.83
2025,2025isde2,Week 1,7,Record (W-L-T),13,2212,7-5-0
2025,2025isde2,Week 1,8,DQ,13,2212,0
2025,2025isde2,Week 1,9,Played,13,2212,12
2025,2025isde2,Week 1,10,Total Ranking Points*,13,2212,34
2025,2025isde2,Week 1,2,Ranking Score,14,1576,2.75
2025,2025isde2,Week 1,3,Avg Coop,14,1576,0.00
2025,2025isde2,Week 1,4,Avg Match,14,1576,78.67
2025,2025isde2,Week 1,5,Avg Auto,14,1576,14.50
2025,2025isde2,Week 1,6,Avg Barge,14,1576,6.00
2025,2025isde2,Week 1,7,Record (W-L-T),14,1576,6-5-1
2025,2025isde2,Week 1,8,DQ,14,1576,0
2025,2025isde2,Week 1,9,Played,14,1576,12
2025,2025isde2,Week 1,10,Total Ranking Points*,14,1576,33
2025,2025isde2,Week 1,2,Ranking Score,15,1657,2.58
2025,2025isde2,Week 1,3,Avg Coop,15,1657,0.08
2025,2025isde2,Week 1,4,Avg Match,15,1657,82.42
2025,2025isde2,Week 1,5,Avg Auto,15,1657,18.58
2025,2025isde2,Week 1,6,Avg Barge,15,1657,8.17
2025,2025isde2,Week 1,7,Record (W-L-T),15,1657,5-7-0
2025,2025isde2,Week 1,8,DQ,15,1657,0
2025,2025isde2,Week 1,9,Played,15,1657,12
2025,2025isde2,Week 1,10,Total Ranking Points*,15,1657,31
2025,2025isde2,Week 1,2,Ranking Score,16,4320,2.58
2025,2025isde2,Week 1,3,Avg Coop,16,4320,0.08
2025,2025isde2,Week 1,4,Avg Match,16,4320,77.25
2025,2025isde2,Week 1,5,Avg Auto,16,4320,15.33
2025,2025isde2,Week 1,6,Avg Barge,16,4320,7.00
2025,2025isde2,Week 1,7,Record (W-L-T),16,4320,7-5-0
2025,2025isde2,Week 1,8,DQ,16,4320,0
2025,2025isde2,Week 1,9,Played,16,4320,12
2025,2025isde2,Week 1,10,Total Ranking Points*,16,4320,31
2025,2025isde2,Week 1,2,Ranking Score,17,7039,2.58
2025,2025isde2,Week 1,3,Avg Coop,17,7039,0.00
2025,2025isde2,Week 1,4,Avg Match,17,7039,93.42
2025,2025isde2,Week 1,5,Avg Auto,17,7039,22.92
2025,2025isde2,Week 1,6,Avg Barge,17,7039,8.83
2025,2025isde2,Week 1,7,Record (W-L-T),17,7039,4-8-0
2025,2025isde2,Week 1,8,DQ,17,7039,0
2025,2025isde2,Week 1,9,Played,17,7039,12
2025,2025isde2,Week 1,10,Total Ranking Points*,17,7039,31
2025,2025isde2,Week 1,2,Ranking Score,18,7845,2.50
2025,2025isde2,Week 1,3,Avg Coop,18,7845,0.08
2025,2025isde2,Week 1,4,Avg Match,18,7845,77.50
2025,2025isde2,Week 1,5,Avg Auto,18,7845,16.58
2025,2025isde2,Week 1,6,Avg Barge,18,7845,9.17
2025,2025isde2,Week 1,7,Record (W-L-T),18,7845,5-7-0
2025,2025isde2,Week 1,8,DQ,18,7845,0
2025,2025isde2,Week 1,9,Played,18,7845,12
2025,2025isde2,Week 1,10,Total Ranking Points*,18,7845,30
2025,2025isde2,Week 1,2,Ranking Score,19,10139,2.50
2025,2025isde2,Week 1,3,Avg Coop,19,10139,0.00
2025,2025isde2,Week 1,4,Avg Match,19,10139,67.67
2025,2025isde2,Week 1,5,Avg Auto,19,10139,18.17
2025,2025isde2,Week 1,6,Avg Barge,19,10139,7.50
2025,2025isde2,Week 1,7,Record (W-L-T),19,10139,6-5-1
2025,2025isde2,Week 1,8,DQ,19,10139,0
2025,2025isde2,Week 1,9,Played,19,10139,12
2025,2025isde2,Week 1,10,Total Ranking Points*,19,10139,30
2025,2025isde2,Week 1,2,Ranking Score,20,9739,2.42
2025,2025isde2,Week 1,3,Avg Coop,20,9739,0.08
2025,2025isde2,Week 1,4,Avg Match,20,9739,77.75
2025,2025isde2,Week 1,5,Avg Auto,20,9739,19.08
2025,2025isde2,Week 1,6,Avg Barge,20,9739,5.50
2025,2025isde2,Week 1,7,Record (W-L-T),20,9739,6-6-0
2025,2025isde2,Week 1,8,DQ,20,9739,0
2025,2025isde2,Week 1,9,Played,20,9739,12
2025,2025isde2,Week 1,10,Total Ranking Points*,20,9739,29
2025,2025isde2,Week 1,2,Ranking Score,21,6740,2.42
2025,2025isde2,Week 1,3,Avg Coop,21,6740,0.00
2025,2025isde2,Week 1,4,Avg Match,21,6740,88.33
2025,2025isde2,Week 1,5,Avg Auto,21,6740,17.00
2025,2025isde2,Week 1,6,Avg Barge,21,6740,6.17
