year,event,week,red1,red2,red3,blue1,blue2,blue3,red_score,blue_score
2023,2023mosl,Week 2,5176,3792,1288,9031,1178,8719,31,66
2023,2023mosl,Week 2,1329,1756,5060,706,1982,7117,76,83
2023,2023mosl,Week 2,4418,8069,4256,7747,7472,1208,46,67
2023,2023mosl,Week 2,8077,931,4143,34,6744,4500,107,55
2023,2023mosl,Week 2,7496,4330,2062,1339,4931,967,69,74
2023,2023mosl,Week 2,1178,5176,2202,6391,2978,9031,116,83
2023,2023mosl,Week 2,706,1329,8719,6420,1288,7452,62,48
2023,2023mosl,Week 2,4256,5583,1706,8069,2408,6823,93,56
2023,2023mosl,Week 2,1756,4500,4232,5060,1259,8077,118,63
2023,2023mosl,Week 2,6744,3397,4418,3792,1982,931,24,62
2023,2023mosl,Week 2,7117,4143,7747,4330,4329,1208,97,66
2023,2023mosl,Week 2,34,4931,9031,7472,2978,1339,32,80
2023,2023mosl,Week 2,6391,4256,6823,5583,706,1178,82,71
2023,2023mosl,Week 2,4500,7452,8077,1706,5176,8069,53,80
2023,2023mosl,Week 2,967,6744,1259,5060,3397,8719,82,35
2023,2023mosl,Week 2,7747,7496,1329,4418,4143,2202,18,117
2023,2023mosl,Week 2,2408,1208,1756,2062,1982,34,46,67
2023,2023mosl,Week 2,7472,1288,4330,6420,4232,931,70,63
2023,2023mosl,Week 2,6823,4329,1706,7117,3792,7452,79,27
2023,2023mosl,Week 2,8077,6744,4931,967,706,3397,56,79
2023,2023mosl,Week 2,5060,4500,1178,7747,4418,1259,88,42
2023,2023mosl,Week 2,8719,2202,7496,8069,1756,34,67,83
2023,2023mosl,Week 2,4256,9031,2408,4143,4232,1329,81,75
2023,2023mosl,Week 2,1982,7472,4329,5583,4330,3792,71,70
2023,2023mosl,Week 2,1288,7117,6391,2062,1208,2978,63,56
2023,2023mosl,Week 2,1706,6420,1339,5176,931,3397,128,39
2023,2023mosl,Week 2,706,1756,4931,4500,7747,2202,104,111
2023,2023mosl,Week 2,2408,34,7452,4256,1178,4143,33,101
2023,2023mosl,Week 2,4232,7472,1259,967,8719,4329,57,89
2023,2023mosl,Week 2,6823,4330,9031,7496,1288,1982,104,67
2023,2023mosl,Week 2,2978,8069,5583,1339,931,6391,46,128
2023,2023mosl,Week 2,7117,2062,4418,1329,6420,8077,57,57
2023,2023mosl,Week 2,3792,5060,6744,1208,5176,4256,69,74
2023,2023mosl,Week 2,8719,4500,7472,1756,4329,1178,66,118
2023,2023mosl,Week 2,7747,6823,1982,1259,34,1288,81,74
2023,2023mosl,Week 2,2408,967,1706,9031,1339,706,77,110
2023,2023mosl,Week 2,5583,6391,2062,4418,8077,4330,52,68
2023,2023mosl,Week 2,1208,5060,7496,6420,2202,8069,33,104
2023,2023mosl,Week 2,3792,1329,2978,3397,7452,4232,28,19
2023,2023mosl,Week 2,931,7117,4931,4143,6744,5176,49,113
2023,2023mosl,Week 2,1756,4256,1982,1288,1706,4500,112,123
2023,2023mosl,Week 2,1178,7747,1339,8719,2062,8077,85,32
2023,2023mosl,Week 2,4329,5583,6420,9031,5060,2202,84,88
2023,2023mosl,Week 2,6391,34,3792,7452,967,1329,64,51
2023,2023mosl,Week 2,5176,1259,706,2978,4330,4143,96,87
2023,2023mosl,Week 2,4931,4232,1208,931,4418,6823,47,70
2023,2023mosl,Week 2,8069,7496,7472,6744,2408,7117,35,59
2023,2023mosl,Week 2,3397,9031,5583,4500,2062,4256,62,107
2023,2023mosl,Week 2,1982,6420,6391,1756,3792,7747,101,112
2023,2023mosl,Week 2,34,8719,2978,4330,1706,5060,22,108
2023,2023mosl,Week 2,4329,1329,4418,5176,967,6823,63,73
2023,2023mosl,Week 2,1288,1339,2408,2202,7452,6744,82,88
2023,2023mosl,Week 2,1259,1208,931,8077,7496,706,94,24
2023,2023mosl,Week 2,4931,3397,8069,4232,7117,1178,49,40
2023,2023mosl,Week 2,4143,2062,5060,1706,3792,7472,107,73
2023,2023mosl,Week 2,2978,1982,5176,967,4256,7747,65,109
2023,2023mosl,Week 2,6420,8719,6744,4418,6391,2408,81,41
2023,2023mosl,Week 2,7452,931,4330,1259,9031,1756,84,127
2023,2023mosl,Week 2,1329,1178,1288,4931,5583,7496,38,33
2023,2023mosl,Week 2,2202,1208,34,3397,7117,4500,85,56
2023,2023mosl,Week 2,706,4329,4143,4232,1339,8069,153,94
2023,2023mosl,Week 2,7472,8077,2408,6823,2978,5060,61,78
2023,2023mosl,Week 2,1706,9031,931,7452,6391,7747,121,89
2023,2023mosl,Week 2,4256,6420,4330,1178,4931,3792,101,53
2023,2023mosl,Week 2,5583,4418,5176,7496,3397,1756,54,101
2023,2023mosl,Week 2,4329,34,4232,6744,706,2062,74,113
2023,2023mosl,Week 2,8069,8077,1208,1329,1339,1982,54,50
2023,2023mosl,Week 2,4143,4500,967,8719,6823,1288,114,42
2023,2023mosl,Week 2,2202,1259,6391,7117,7472,4256,112,75
2023,2023mosl,Week 2,7452,7496,9031,5060,4418,4931,58,51
2023,2023mosl,Week 2,34,7747,5176,5583,2408,4232,64,22
2023,2023mosl,Week 2,4330,1178,6744,1208,1706,1329,121,124
2023,2023mosl,Week 2,931,1288,706,4329,8077,3792,110,88
2023,2023mosl,Week 2,2062,967,6420,1259,8069,4500,99,49
2023,2023mosl,Week 2,1339,4143,3397,7472,6823,1756,121,126
2023,2023mosl,Week 2,2978,2202,7117,1982,8719,5583,80,48
2023,2023ndgf,Week 2,2509,6146,5929,4239,2531,4207,75,70
2023,2023ndgf,Week 2,8188,2654,3313,4536,7038,3691,21,42
2023,2023ndgf,Week 2,7235,3630,4226,6045,8878,7858,50,98
2023,2023ndgf,Week 2,4360,3134,2470,3300,7257,5658,86,102
2023,2023ndgf,Week 2,2175,876,3058,8887,877,6453,75,15
2023,2023ndgf,Week 2,3277,4238,8422,5172,537,7677,63,75
2023,2023ndgf,Week 2,2883,7048,6628,3216,7028,4607,58,144
2023,2023ndgf,Week 2,5638,4539,8255,3026,4663,3293,99,64
2023,2023ndgf,Week 2,4198,2508,8586,3275,3740,6045,64,90
2023,2023ndgf,Week 2,3630,3691,8878,876,3300,3134,64,108
2023,2023ndgf,Week 2,2531,7235,7257,2654,2175,3277,73,93
2023,2023ndgf,Week 2,6628,7677,7858,2509,2883,877,66,80
2023,2023ndgf,Week 2,5172,4226,8188,4207,7048,4663,76,62
2023,2023ndgf,Week 2,6146,3216,3026,3740,7038,4360,95,24
2023,2023ndgf,Week 2,4198,8422,4607,4536,5658,2508,118,32
2023,2023ndgf,Week 2,3275,537,6453,4239,2470,4539,52,114
2023,2023ndgf,Week 2,5929,3313,3293,4238,8586,8887,62,9
2023,2023ndgf,Week 2,7028,8255,6045,5638,3058,2531,104,90
2023,2023ndgf,Week 2,877,6146,2654,3630,5172,3300,104,88
2023,2023ndgf,Week 2,8188,4536,4663,3740,6628,3216,82,54
2023,2023ndgf,Week 2,2508,7048,3691,7235,4239,3026,17,66
2023,2023ndgf,Week 2,537,2509,7257,8878,6453,3313,121,33
2023,2023ndgf,Week 2,4238,4539,7858,7038,4207,3134,70,75
2023,2023ndgf,Week 2,8255,2470,2883,8887,8422,876,101,83
2023,2023ndgf,Week 2,5658,5929,7677,5638,3275,7028,47,117
2023,2023ndgf,Week 2,8586,4360,2175,4607,3293,3058,46,122
2023,2023ndgf,Week 2,4226,4198,7048,3277,3313,3630,66,57
2023,2023ndgf,Week 2,7235,877,4663,4536,7257,4239,67,117
2023,2023ndgf,Week 2,2883,8887,4539,3691,2531,6146,66,63
2023,2023ndgf,Week 2,3740,6453,2509,3300,8255,4238,62,35
2023,2023ndgf,Week 2,7028,2175,8878,8422,4207,8586,79,63
2023,2023ndgf,Week 2,3058,5658,7038,2508,6628,4226,64,71
2023,2023ndgf,Week 2,5638,8188,3216,4607,3277,3275,79,101
2023,2023ndgf,Week 2,5172,6045,3134,3026,537,876,131,81
2023,2023ndgf,Week 2,3293,7858,2470,5929,2654,4198,87,49
2023,2023ndgf,Week 2,3630,4360,4536,7677,2509,8586,43,62
2023,2023ndgf,Week 2,7038,2883,7028,3740,2175,3300,110,32
2023,2023ndgf,Week 2,7257,4539,3691,6628,5638,8422,109,86
2023,2023ndgf,Week 2,3275,6146,5172,4226,8887,8255,81,37
2023,2023ndgf,Week 2,3134,4238,6453,8188,4198,7235,56,81
2023,2023ndgf,Week 2,7677,3026,8878,3058,3313,2470,75,109
2023,2023ndgf,Week 2,2531,876,3277,5658,4360,7858,105,45
2023,2023ndgf,Week 2,2508,5929,877,7048,3216,537,58,38
2023,2023ndgf,Week 2,4663,6045,4607,4207,3293,2654,131,106
2023,2023ndgf,Week 2,7038,4239,5638,3630,2883,8586,93,76
2023,2023ndgf,Week 2,6628,3058,5172,6146,7235,3740,93,113
2023,2023ndgf,Week 2,4360,7028,4226,2470,3691,6453,83,66
2023,2023ndgf,Week 2,3313,5658,4198,8255,5929,2175,66,34
2023,2023ndgf,Week 2,3134,8422,7257,6045,2654,3216,84,136
2023,2023ndgf,Week 2,4607,4239,4238,7858,4663,876,87,107
2023,2023ndgf,Week 2,877,3300,537,3293,8188,2531,85,33
2023,2023ndgf,Week 2,8887,7677,3277,2508,2509,4539,41,109
2023,2023ndgf,Week 2,8878,4536,4207,3275,3026,7048,98,50
2023,2023ndgf,Week 2,3313,5638,3740,7235,8422,4360,87,55
2023,2023ndgf,Week 2,5929,4239,3134,4226,4607,2883,31,93
2023,2023ndgf,Week 2,8586,7257,7028,8188,7858,6146,91,65
2023,2023ndgf,Week 2,8887,3058,537,3300,3216,4198,63,78
2023,2023ndgf,Week 2,3293,876,3630,2531,6628,3275,100,64
2023,2023ndgf,Week 2,2654,7038,3026,6453,3277,7048,74,29
2023,2023ndgf,Week 2,2175,4238,4536,6045,2508,2470,46,127
2023,2023ndgf,Week 2,5658,8878,2509,4539,4663,5172,60,117
2023,2023ndgf,Week 2,7677,4207,877,3691,8255,7235,115,47
2023,2023ndgf,Week 2,7257,3275,3293,3058,3134,2883,115,107
2023,2023ndgf,Week 2,6453,3026,8188,8422,7858,5929,67,54
2023,2023ndgf,Week 2,876,2654,2508,3313,7028,6146,87,108
2023,2023ndgf,Week 2,3630,4198,4539,7048,5172,4360,52,55
2023,2023ndgf,Week 2,5658,6628,4238,4239,8878,8887,69,82
2023,2023ndgf,Week 2,2509,4607,7038,537,3691,6045,107,85
2023,2023ndgf,Week 2,2470,3740,4207,3277,5638,877,91,93
2023,2023ndgf,Week 2,3216,4226,4536,2531,8586,8255,78,41
2023,2023ndgf,Week 2,6146,3300,4663,2175,7677,4198,94,69
2023,2023ndgf,Week 2,2883,8188,4239,8878,4360,2654,109,59
2023,2023ndgf,Week 2,6045,3630,8887,6453,7028,5658,100,91
2023,2023ndgf,Week 2,8422,2470,3275,877,3293,7038,80,53
2023,2023ndgf,Week 2,7858,3216,3058,3691,3313,5172,64,52
2023,2023ndgf,Week 2,3026,2175,5638,876,4226,2509,113,132
2023,2023ndgf,Week 2,7048,3740,2531,7257,7677,4238,45,104
2023,2023ndgf,Week 2,4207,2508,8255,3134,8586,6628,77,83
2023,2023ndgf,Week 2,4539,3277,3300,5929,4607,4536,77,109
2023,2023ndgf,Week 2,537,7235,3313,4663,3275,2883,84,110
2023,2023ndgf,Week 2,3216,5172,4239,2470,8188,2175,90,76
2023,2023ndgf,Week 2,2654,3058,8422,4238,2509,3630,80,89
2023,2023ndgf,Week 2,3691,876,4207,4198,7257,3740,85,87
2023,2023ndgf,Week 2,877,6045,6628,4360,3277,5929,108,80
2023,2023ndgf,Week 2,3293,537,4226,7028,4536,7677,76,157
2023,2023ndgf,Week 2,8586,3300,7235,4539,3026,5658,36,127
2023,2023ndgf,Week 2,4663,2531,8878,7038,6453,2508,94,40
2023,2023ndgf,Week 2,7048,8887,6146,7858,3134,5638,83,109
2023,2023ndgf,Week 2,8255,877,3740,4607,3630,8188,68,103
2023,2023okok,Week 2,5889,6424,3660,6809,5578,3247,112,52
2023,2023okok,Week 2,2718,2333,9007,2395,2352,8711,26,39
2023,2023okok,Week 2,1750,2773,1410,5550,4005,2341,36,57
2023,2023okok,Week 2,1209,2373,2986,4603,3160,2945,63,29
2023,2023okok,Week 2,3465,4293,3931,1108,2165,6026,28,67
2023,2023okok,Week 2,1619,4523,5889,1561,2359,2773,81,57
2023,2023okok,Week 2,1410,2341,2718,4603,2333,1209,77,34
2023,2023okok,Week 2,2352,2165,4293,8711,1750,5578,91,22
2023,2023okok,Week 2,3465,1561,2395,2945,1619,2373,12,117
2023,2023okok,Week 2,6809,5550,2986,3660,3931,4005,16,84
2023,2023okok,Week 2,3160,6026,2359,9007,1108,3247,40,63
2023,2023okok,Week 2,6424,1750,2165,1209,2718,4523,105,69
2023,2023okok,Week 2,5578,1410,1561,8711,5550,2773,71,38
2023,2023okok,Week 2,3931,2359,6809,3160,2395,9007,41,52
2023,2023okok,Week 2,6026,2352,1619,5889,1108,2373,132,96
2023,2023okok,Week 2,2333,4005,6424,2986,3465,4603,90,12
2023,2023okok,Week 2,4293,3247,3660,2341,2945,4523,73,30
2023,2023okok,Week 2,2395,1108,3931,1209,5889,5578,71,74
2023,2023okok,Week 2,1561,2373,2165,6809,6026,1410,83,68
2023,2023okok,Week 2,4523,4603,8711,3160,2333,2341,34,46
2023,2023okok,Week 2,4293,5550,2945,6424,1619,2718,44,96
2023,2023okok,Week 2,3465,9007,2359,1750,3660,2986,53,41
2023,2023okok,Week 2,2352,2773,1209,4005,2165,3247,84,65
2023,2023okok,Week 2,2945,6026,2395,1410,4523,5550,46,63
2023,2023okok,Week 2,2986,8711,5889,9007,3660,2373,84,67
2023,2023okok,Week 2,4603,2718,1750,3160,1561,3931,50,86
2023,2023okok,Week 2,2359,2341,1619,4005,2352,5578,83,68
2023,2023okok,Week 2,1108,4293,6809,2333,3465,2773,67,80
2023,2023okok,Week 2,6424,1410,4603,3247,6026,1561,91,85
2023,2023okok,Week 2,2352,2986,4523,3660,1619,5578,96,96
2023,2023okok,Week 2,2718,4005,3160,4293,2373,8711,66,39
2023,2023okok,Week 2,2165,3931,9007,6424,2341,3465,51,58
2023,2023okok,Week 2,5550,2395,3247,2359,1108,2333,57,72
2023,2023okok,Week 2,2773,2945,5889,1209,6809,1750,101,33
2023,2023okok,Week 2,8711,1410,3465,4523,5578,6424,47,80
2023,2023okok,Week 2,3160,3660,2352,4603,3931,5550,95,58
2023,2023okok,Week 2,4005,1209,1561,2395,4293,2359,115,63
2023,2023okok,Week 2,9007,6809,2945,2773,2718,1108,66,60
2023,2023okok,Week 2,1750,5889,2333,2341,2373,6026,70,91
2023,2023okok,Week 2,3247,1619,3160,2165,2986,2395,93,26
2023,2023okok,Week 2,1410,1209,1108,3660,4523,1561,91,72
2023,2023okok,Week 2,2718,5578,6026,2773,6809,4005,35,39
2023,2023okok,Week 2,3931,3247,2373,4293,9007,4603,84,46
2023,2023okok,Week 2,1619,5550,3465,2341,5889,2352,93,104
2023,2023okok,Week 2,2165,8711,2333,2359,6424,2945,75,91
2023,2023okok,Week 2,1750,4523,1108,2986,9007,4005,58,51
2023,2023okok,Week 2,2373,5578,3465,5550,3160,1209,43,63
2023,2023okok,Week 2,2341,6809,8711,1619,2395,4603,33,80
2023,2023okok,Week 2,2986,2945,2718,5889,1410,4293,56,83
2023,2023okok,Week 2,2165,3660,2773,2352,1561,2333,72,116
2023,2023okok,Week 2,3931,6424,6026,3247,1750,2359,141,48
2023,2023okok,Week 2,4523,4005,4293,5889,3465,3160,76,39
2023,2023okok,Week 2,5578,2333,5550,9007,1209,1619,33,130
2023,2023okok,Week 2,3247,2986,2341,1561,2718,6809,66,88
2023,2023okok,Week 2,3660,4603,1108,1410,2359,2165,70,63
2023,2023okok,Week 2,2373,1750,2352,2773,6424,2395,82,92
2023,2023okok,Week 2,3931,2945,1209,6026,8711,4005,82,63
2023,2023okok,Week 2,1561,9007,5550,4523,3160,2165,92,123
2023,2023okok,Week 2,5578,2341,2773,1108,2986,6424,10,98
2023,2023okok,Week 2,8711,3931,1619,2945,3247,1410,104,80
2023,2023okok,Week 2,6809,2395,3660,6026,4293,1750,70,12
2023,2023okok,Week 2,2359,4603,5889,3465,2352,2718,56,94
2023,2023okok,Week 2,2373,2773,3160,2333,1410,3931,90,84
2023,2023gadal,Week 2,5219,5900,1648,8865,7514,6705,20,13
2023,2023gadal,Week 2,8080,6712,6887,832,6340,7104,24,49
2023,2023gadal,Week 2,1758,6944,4026,8866,8761,3815,34,33
2023,2023gadal,Week 2,1311,6023,1002,4516,6341,7451,23,23
2023,2023gadal,Week 2,8865,2974,6705,6712,6340,5219,87,77
2023,2023gadal,Week 2,7104,1648,8080,5900,6944,1758,34,36
2023,2023gadal,Week 2,7451,1311,3815,832,6023,8761,49,32
2023,2023gadal,Week 2,6341,4026,8866,4516,2974,6887,20,115
2023,2023gadal,Week 2,7514,7104,5219,1002,6705,6712,19,46
2023,2023gadal,Week 2,6023,5900,6340,1758,1311,6944,59,25
2023,2023gadal,Week 2,832,8865,4516,8761,2974,8080,32,66
2023,2023gadal,Week 2,1002,7514,7451,3815,6887,6341,41,14
2023,2023gadal,Week 2,1648,4026,6705,6340,8866,1311,37,80
2023,2023gadal,Week 2,5900,4516,8761,6944,8080,5219,26,48
2023,2023gadal,Week 2,6887,832,3815,8865,6341,1002,37,13
2023,2023gadal,Week 2,6023,7451,4026,7104,6712,1758,46,42
2023,2023gadal,Week 2,5219,8866,2974,7514,1648,8761,79,13
2023,2023gadal,Week 2,6341,5900,832,4516,6705,3815,34,18
2023,2023gadal,Week 2,7104,8865,6023,6340,1002,4026,30,69
2023,2023gadal,Week 2,8866,6712,7451,2974,6944,7514,59,84
2023,2023gadal,Week 2,6887,1758,1648,832,8080,1311,54,25
2023,2023gadal,Week 2,8761,5219,4026,3815,1002,7104,29,31
2023,2023gadal,Week 2,8866,6340,4516,5900,8865,7451,63,43
2023,2023gadal,Week 2,6705,1758,1311,7514,6341,8080,24,30
2023,2023gadal,Week 2,6944,6887,6023,1648,2974,6712,66,115
2023,2023gadal,Week 2,3815,8866,5900,8865,8761,7104,31,30
2023,2023gadal,Week 2,6340,7514,1758,5219,1002,832,62,44
2023,2023gadal,Week 2,6712,1311,6944,4026,6887,4516,57,31
2023,2023gadal,Week 2,6023,6705,6341,1648,7451,8080,55,14
2023,2023gadal,Week 2,2974,832,6340,1002,7104,5900,121,32
2023,2023gadal,Week 2,6712,4516,7514,1311,6887,8761,54,51
2023,2023gadal,Week 2,8080,8866,8865,6341,6023,1648,39,53
2023,2023gadal,Week 2,7451,3815,5219,4026,1758,2974,40,98
2023,2023gadal,Week 2,6944,8761,1002,6705,5900,6712,57,72
2023,2023gadal,Week 2,6887,8865,6340,6023,7514,8866,71,47
2023,2023gadal,Week 2,5219,6341,1758,3815,4516,1648,39,39
2023,2023gadal,Week 2,2974,7104,1311,6705,832,6944,96,37
2023,2023gadal,Week 2,8080,4026,5900,7451,8761,6340,67,35
2023,2023gadal,Week 2,6887,1002,8866,4516,5219,6023,40,45
2023,2023gadal,Week 2,6712,6705,6341,1758,3815,8865,57,24
2023,2023gadal,Week 2,1648,832,7514,1311,4026,7104,23,55
2023,2023gadal,Week 2,2974,8080,1002,7451,6944,8866,105,46
2023,2023gadal,Week 2,6705,5219,6887,1758,4516,6023,40,71
2023,2023gadal,Week 2,8761,6340,6341,4026,6712,832,83,49
2023,2023gadal,Week 2,8080,3815,2974,7514,1311,5900,89,54
2023,2023gadal,Week 2,6944,1648,8865,7104,7451,6887,30,54
2023,2023gadal,Week 2,8761,6023,6712,8866,1758,832,63,73
2023,2023gadal,Week 2,4026,3815,7514,6340,8080,6705,20,94
2023,2023gadal,Week 2,1002,1648,4516,5900,7451,2974,53,85
2023,2023gadal,Week 2,6341,7104,6944,1311,5219,8865,47,41
2023,2023mike2,Week 2,5166,1718,5183,1684,3667,4779,108,110
2023,2023mike2,Week 2,314,322,7772,7762,5561,5150,57,57
2023,2023mike2,Week 2,8426,9237,9242,7192,494,1076,60,88
2023,2023mike2,Week 2,4961,5235,830,3534,5517,5562,22,69
2023,2023mike2,Week 2,5860,5603,453,5114,2604,3568,39,107
2023,2023mike2,Week 2,5533,5046,6085,3098,68,5612,16,77
2023,2023mike2,Week 2,247,2137,7772,7192,6098,5166,50,109
2023,2023mike2,Week 2,3534,4779,5561,7762,4961,5183,106,28
2023,2023mike2,Week 2,3667,3568,1076,5603,1684,2604,54,86
2023,2023mike2,Week 2,5533,5517,3098,5046,9237,5860,41,29
2023,2023mike2,Week 2,6098,5612,1718,9242,5114,5235,97,73
2023,2023mike2,Week 2,494,5150,5562,68,453,247,77,53
2023,2023mike2,Week 2,2137,314,8426,830,6085,322,71,24
2023,2023mike2,Week 2,7192,5561,5603,5046,7772,5517,77,25
2023,2023mike2,Week 2,5612,5860,3667,4779,5235,9237,66,75
2023,2023mike2,Week 2,4961,68,5166,1718,5562,2604,100,64
2023,2023mike2,Week 2,2137,322,6098,5533,1684,5183,63,45
2023,2023mike2,Week 2,494,3534,830,5114,6085,5150,112,61
2023,2023mike2,Week 2,9242,247,3098,8426,453,3568,52,48
2023,2023mike2,Week 2,314,7762,4779,1076,5612,5166,98,100
2023,2023mike2,Week 2,68,7192,5562,5603,4961,322,71,114
2023,2023mike2,Week 2,5183,5114,7772,5235,5150,2604,23,48
2023,2023mike2,Week 2,5517,6098,494,6085,1684,3568,90,89
2023,2023mike2,Week 2,3667,9242,5046,453,1076,2137,57,30
2023,2023mike2,Week 2,3098,5561,9237,3534,247,314,65,69
2023,2023mike2,Week 2,5533,830,5860,1718,7762,8426,37,122
2023,2023mike2,Week 2,3568,322,5150,4961,5612,5517,63,27
2023,2023mike2,Week 2,5603,4779,68,9242,494,6085,96,72
2023,2023mike2,Week 2,1684,9237,7192,453,5562,3098,96,17
2023,2023mike2,Week 2,247,1718,830,7772,5561,5235,83,59
2023,2023mike2,Week 2,2604,1076,314,6098,5533,7762,70,42
2023,2023mike2,Week 2,5860,5183,2137,8426,3534,3667,41,115
2023,2023mike2,Week 2,5114,5046,4961,5166,3568,9242,46,103
2023,2023mike2,Week 2,453,7772,1684,830,4779,5612,55,100
2023,2023mike2,Week 2,6085,2604,5561,5150,9237,5533,81,51
2023,2023mike2,Week 2,5183,322,3667,1718,5860,494,27,152
2023,2023mike2,Week 2,6098,5235,3534,5166,5046,8426,61,103
2023,2023mike2,Week 2,5517,247,7192,68,314,5114,46,98
2023,2023mike2,Week 2,1076,7762,5562,5603,3098,2137,47,96
2023,2023mike2,Week 2,6085,453,9237,7772,4961,1718,21,60
2023,2023mike2,Week 2,5150,4779,5046,9242,1684,6098,68,85
2023,2023mike2,Week 2,2604,3667,68,5612,7192,3534,82,77
2023,2023mike2,Week 2,2137,5166,5235,322,3098,494,116,92
2023,2023mike2,Week 2,5517,5183,5603,1076,5533,247,62,46
2023,2023mike2,Week 2,5114,8426,5860,5561,5562,314,63,85
2023,2023mike2,Week 2,3568,830,9237,7762,9242,7192,43,69
2023,2023mike2,Week 2,5235,494,5046,4779,2604,6098,102,80
2023,2023mike2,Week 2,1076,3098,4961,3534,453,322,51,46
2023,2023mike2,Week 2,5612,5114,1684,5561,8426,5533,114,106
2023,2023mike2,Week 2,830,2137,7762,5183,68,3568,55,70
2023,2023mike2,Week 2,5562,5166,247,6085,7772,5860,58,70
2023,2023mike2,Week 2,314,5150,5517,3667,1718,5603,76,109
2023,2023mike2,Week 2,9237,5612,494,3098,6098,5114,115,65
2023,2023mike2,Week 2,453,7762,5235,1684,2137,68,49,107
2023,2023mike2,Week 2,830,9242,1076,322,5860,5561,23,79
2023,2023mike2,Week 2,2604,7192,8426,1718,5517,4779,56,118
2023,2023mike2,Week 2,3568,5533,3534,3667,7772,5166,87,98
2023,2023mike2,Week 2,5562,5603,6085,5046,5183,314,70,69
2023,2023mike2,Week 2,247,5150,5612,2137,4961,9242,45,44
2023,2023mike2,Week 2,68,6098,5561,5860,2604,3098,78,47
2023,2023mike2,Week 2,7772,3568,7192,5235,5533,1718,59,96
2023,2023mike2,Week 2,5562,5114,322,4779,6085,1076,82,81
2023,2023mike2,Week 2,5150,5183,453,5517,5166,7762,35,71
2023,2023mike2,Week 2,8426,494,4961,314,830,3667,84,57
2023,2023mike2,Week 2,1684,3534,5046,9237,5603,247,77,81
2023,2023mike2,Week 2,5561,1076,1718,7192,6085,2137,89,28
2023,2023mike2,Week 2,2604,5517,9242,5612,5562,5183,37,67
2023,2023mike2,Week 2,3098,8426,4779,7772,68,5150,83,43
2023,2023mike2,Week 2,5166,5603,5533,6098,830,453,113,45
2023,2023mike2,Week 2,4961,5860,3534,494,314,1684,79,135
2023,2023mike2,Week 2,322,5046,7762,247,3667,5114,54,82
2023,2023mike2,Week 2,3568,5235,5612,9237,1076,68,67,59
2023,2023mike2,Week 2,4779,5166,453,5561,2137,5517,124,71
2023,2023mike2,Week 2,5860,314,6098,5150,7192,4961,90,56
2023,2023mike2,Week 2,5562,9242,7772,494,3667,5533,25,86
2023,2023mike2,Week 2,5183,247,2604,5046,3098,830,57,41
2023,2023mike2,Week 2,322,1718,1684,9237,3534,5114,123,88
2023,2023mike2,Week 2,5235,8426,6085,7762,3568,5603,45,71
2023,2023milan,Week 2,5907,2246,7056,51,5674,8873,116,88
2023,2023milan,Week 2,5530,5697,3655,5560,1322,5282,51,66
2023,2023milan,Week 2,6570,6078,6548,1481,4983,9241,80,66
2023,2023milan,Week 2,9203,862,5702,3536,3618,6610,56,92
2023,2023milan,Week 2,6591,7289,5567,8424,7195,3773,38,30
2023,2023milan,Week 2,7254,8374,5234,5708,6150,5704,32,23
2023,2023milan,Week 2,8873,5697,6570,5530,5674,4983,71,70
2023,2023milan,Week 2,1322,862,6610,1481,6548,2246,78,97
2023,2023milan,Week 2,7195,9203,7056,8424,3655,3536,79,86
2023,2023milan,Week 2,5907,3773,9241,5560,5234,6078,66,38
2023,2023milan,Week 2,7254,5704,7289,8374,6591,5702,37,63
2023,2023milan,Week 2,5567,5282,6150,3618,5708,51,50,100
2023,2023milan,Week 2,7195,8873,1322,9203,8424,5697,62,49
2023,2023milan,Week 2,5560,862,9241,3773,7056,5234,79,55
2023,2023milan,Week 2,1481,6591,5530,3655,5674,5702,41,73
2023,2023milan,Week 2,7289,6078,5708,2246,8374,51,56,100
2023,2023milan,Week 2,5282,6548,7254,3536,6570,5704,49,84
2023,2023milan,Week 2,6610,6150,4983,3618,5907,5567,74,82
2023,2023milan,Week 2,5234,5697,1481,7056,862,6591,72,111
2023,2023milan,Week 2,5530,8424,5702,5674,1322,9241,48,53
2023,2023milan,Week 2,6548,3536,7289,5708,7254,8873,98,61
2023,2023milan,Week 2,3618,5560,6150,5704,51,6078,46,69
2023,2023milan,Week 2,3655,3773,8374,5282,9203,5907,50,102
2023,2023milan,Week 2,5567,4983,6570,6610,2246,7195,95,50
2023,2023milan,Week 2,8873,9241,8424,862,5708,1481,46,61
2023,2023milan,Week 2,5702,51,6150,7056,5530,6548,92,79
2023,2023milan,Week 2,3773,3536,5560,1322,7254,5697,59,55
2023,2023milan,Week 2,8374,6570,5674,6591,5234,3618,83,91
2023,2023milan,Week 2,6078,5567,7195,4983,7289,9203,70,71
2023,2023milan,Week 2,6610,5907,3655,5704,2246,5282,60,45
2023,2023milan,Week 2,3536,1481,1322,6150,7254,8424,100,72
2023,2023milan,Week 2,7056,5708,5560,3773,5674,6548,100,48
2023,2023milan,Week 2,51,5234,9203,3618,4983,862,77,98
2023,2023milan,Week 2,6570,5702,6610,3655,8873,6078,96,77
2023,2023milan,Week 2,5530,5567,2246,5697,5907,6591,73,88
2023,2023milan,Week 2,7195,9241,5704,7289,5282,8374,31,75
2023,2023milan,Week 2,8424,5234,5674,4983,7056,7254,46,98
